 -0.885000000000000     
  3.097474-173  1.099331-177  3.159414-177  5.894921-177  1.215291-176  1.880709-176  2.419860-176  3.165274-176
  4.100509-176  6.348447-176  6.502695-176  7.720428-176  9.425382-176  1.122968-175  1.290563-175  1.321719-175
  1.683949-175  1.864424-175  2.027947-175  2.092543-175  2.428232-175  2.776695-175  2.803382-175  3.093062-175
  3.271902-175  3.688542-175  3.935457-175  4.069047-175  4.404308-175  4.684679-175  4.792312-175  5.168620-175
  5.328837-175  5.761652-175  6.019661-175  6.167154-175  6.669703-175  6.771902-175  7.111374-175  7.239248-175
  7.791608-175  8.056333-175  8.154611-175  8.518759-175  8.744701-175  9.223448-175  9.216795-175  9.593284-175
  9.928460-175  1.026586-174  1.049474-174  1.067105-174  1.103898-174  1.131704-174  1.149836-174  1.175058-174
  1.199929-174  1.235298-174  1.235383-174  1.263703-174  1.312426-174  1.314786-174  1.348209-174  1.337354-174
  1.384042-174  1.437177-174  1.415087-174  1.459109-174  1.447530-174  1.506620-174  1.489798-174  1.502458-174
  1.536208-174  1.532156-174  1.585344-174  1.557182-174  1.591599-174  1.614272-174  1.604688-174  1.629409-174
  1.626862-174  1.666241-174  1.654206-174  1.664585-174  1.666840-174  1.691249-174  1.695308-174  1.677207-174
  1.695167-174  1.704074-174  1.717711-174  1.704096-174  1.724825-174  1.711152-174  1.714084-174  1.710721-174
  1.713382-174  1.720215-174  1.740077-174  1.704697-174  1.719346-174  1.713015-174  1.709119-174  1.717822-174
  1.669427-174  1.723188-174  1.686190-174  1.681786-174  1.677954-174  1.683631-174  1.662689-174  1.639446-174
  1.650207-174  1.637991-174  1.637474-174  1.614485-174  1.622532-174  1.610585-174  1.582134-174  1.570488-174
  1.577467-174  1.561566-174  1.541407-174  1.532311-174  1.514419-174  1.520205-174  1.487609-174  1.480459-174
  1.465089-174  1.466261-174  1.448697-174  1.416494-174  1.424181-174  1.392056-174  1.387805-174  1.360793-174
  1.360734-174  1.350520-174  1.321509-174  1.302927-174  1.296601-174  1.283317-174  1.273491-174  1.238200-174
  1.233796-174  1.221695-174  1.203869-174  1.189426-174  1.172102-174  1.161789-174  1.143516-174  1.121040-174
  1.106460-174  1.098500-174  1.087157-174  1.058237-174  1.054243-174  1.041025-174  1.019239-174  1.004111-174
  9.936510-175  9.869876-175  9.583382-175  9.507437-175  9.294129-175  9.277205-175  8.981400-175  8.930917-175
  8.761676-175  8.604033-175  8.582193-175  8.332630-175  8.225371-175  8.091920-175  7.999168-175  7.788883-175
  7.710687-175  7.575382-175  7.467584-175  7.306417-175  7.188058-175  7.088124-175  6.917320-175  6.844542-175
  6.704126-175  6.611370-175  6.465423-175  6.351358-175  6.247124-175  6.104395-175  5.958172-175  5.915313-175
  5.781796-175  5.664775-175  5.581356-175  5.452965-175  5.396848-175  5.249570-175  5.166745-175  5.044130-175
  4.945292-175  4.866520-175  4.776789-175  4.655408-175  4.564237-175  4.509501-175  4.369523-175  4.313584-175
  4.217948-175  4.150373-175  4.052205-175  3.947820-175  3.885452-175  3.807736-175  3.735403-175  3.631536-175
  3.569693-175  3.520477-175  3.415270-175  3.358685-175  3.286054-175  3.228276-175  3.141261-175  3.079329-175
  3.003107-175  2.969112-175  2.896383-175  2.822955-175  2.777447-175  2.716301-175  2.657695-175  2.589562-175
  2.562223-175  2.497693-175  2.458794-175  2.379373-175  2.350873-175  2.292872-175  2.250759-175  2.210620-175
  2.166316-175  2.128025-175  2.083691-175  2.039358-175  2.007891-175  1.967234-175  1.929693-175  1.889690-175
  1.866019-175  1.832143-175  1.797291-175  1.766052-175  1.743943-175  1.711343-175  1.683373-175  1.651976-175
 -0.875000000000000     
  2.025448-166  6.938982-171  1.960966-170  3.715742-170  7.562902-170  1.178159-169  1.521833-169  1.986363-169
  2.581176-169  3.984330-169  4.093093-169  4.847992-169  5.929348-169  7.060807-169  8.123002-169  8.310205-169
  1.061168-168  1.176279-168  1.280175-168  1.320033-168  1.532337-168  1.751526-168  1.766374-168  1.952017-168
  2.063640-168  2.325482-168  2.485512-168  2.571190-168  2.777613-168  2.958312-168  3.024863-168  3.265073-168
  3.364712-168  3.643614-168  3.803259-168  3.898326-168  4.214826-168  4.282079-168  4.496717-168  4.574157-168
  4.923145-168  5.091242-168  5.152199-168  5.387483-168  5.528132-168  5.824964-168  5.831180-168  6.059234-168
  6.275942-168  6.486165-168  6.630834-168  6.745006-168  6.977380-168  7.149425-168  7.264674-168  7.421591-168
  7.580818-168  7.800883-168  7.800786-168  7.982893-168  8.286008-168  8.302025-168  8.509612-168  8.442980-168
  8.737066-168  9.071015-168  8.928606-168  9.202117-168  9.132342-168  9.503146-168  9.394454-168  9.472786-168
  9.685408-168  9.658030-168  9.997654-168  9.812810-168  1.003132-167  1.017370-167  1.010568-167  1.026374-167
  1.024804-167  1.049211-167  1.042032-167  1.048206-167  1.049820-167  1.065109-167  1.067546-167  1.056057-167
  1.067131-167  1.072983-167  1.081469-167  1.073016-167  1.086074-167  1.077455-167  1.079580-167  1.077333-167
  1.078931-167  1.083167-167  1.095852-167  1.073603-167  1.082930-167  1.079276-167  1.076784-167  1.082187-167
  1.051801-167  1.086435-167  1.062909-167  1.060301-167  1.058443-167  1.062029-167  1.048921-167  1.034864-167
  1.041872-167  1.034384-167  1.034434-167  1.020607-167  1.025988-167  1.018693-167  1.001151-167  9.938528-168
  9.989364-168  9.895435-168  9.769782-168  9.715641-168  9.608349-168  9.650081-168  9.448711-168  9.410715-168
  9.315582-168  9.327174-168  9.221564-168  9.021877-168  9.077300-168  8.879952-168  8.860943-168  8.693198-168
  8.696885-168  8.639512-168  8.458702-168  8.348438-168  8.311942-168  8.233974-168  8.177501-168  7.958674-168
  7.935059-168  7.864974-168  7.754910-168  7.667476-168  7.561734-168  7.503987-168  7.389699-168  7.250990-168
  7.160655-168  7.115880-168  7.048543-168  6.864850-168  6.845533-168  6.765325-168  6.627844-168  6.533376-168
  6.470164-168  6.431498-168  6.250013-168  6.203410-168  6.069906-168  6.061512-168  5.871881-168  5.842676-168
  5.736952-168  5.636183-168  5.623847-168  5.465460-168  5.397946-168  5.312368-168  5.255095-168  5.119795-168
  5.069972-168  4.984011-168  4.916291-168  4.811081-168  4.736729-168  4.672533-168  4.562453-168  4.516004-168
  4.425655-168  4.366090-168  4.271152-168  4.196446-168  4.129863-168  4.036774-168  3.941253-168  3.914401-168
  3.827299-168  3.750667-168  3.696051-168  3.611943-168  3.575584-168  3.479279-168  3.424529-168  3.343918-168
  3.279179-168  3.227087-168  3.167789-168  3.088612-168  3.027904-168  2.991652-168  2.898899-168  2.861845-168
  2.798170-168  2.753870-168  2.688493-168  2.619402-168  2.576467-168  2.525672-168  2.477366-168  2.408052-168
  2.366563-168  2.333297-168  2.263736-168  2.224646-168  2.176376-168  2.137819-168  2.079252-168  2.037437-168
  1.986578-168  1.963145-168  1.914562-168  1.864798-168  1.834345-168  1.792814-168  1.753811-168  1.707699-168
  1.689034-168  1.645372-168  1.618972-168  1.565477-168  1.546105-168  1.506719-168  1.477700-168  1.450584-168
  1.420784-168  1.394601-168  1.364360-168  1.334394-168  1.312405-168  1.285537-168  1.259735-168  1.232542-168
  1.216556-168  1.193262-168  1.169492-168  1.148102-168  1.132874-168  1.110846-168  1.091632-168  1.070453-168
 -0.865000000000000     
  1.324055-160  4.546414-165  1.259209-164  2.447924-164  4.953770-164  7.741031-164  9.953127-164  1.299668-163
  1.695920-163  2.604265-163  2.683334-163  3.174632-163  3.877437-163  4.615996-163  5.315927-163  5.437032-163
  6.941497-163  7.699498-163  8.370410-163  8.633905-163  1.002298-162  1.144587-162  1.151900-162  1.276331-162
  1.347085-162  1.518042-162  1.622803-162  1.678044-162  1.810460-162  1.928871-162  1.972382-162  2.128850-162
  2.191030-162  2.373748-162  2.476915-162  2.537240-162  2.740925-162  2.785891-162  2.924514-162  2.972035-162
  3.198004-162  3.304276-162  3.344046-162  3.495303-162  3.586789-162  3.774441-162  3.781370-162  3.923305-162
  4.064612-162  4.197049-162  4.289777-162  4.363219-162  4.509873-162  4.618639-162  4.691134-162  4.790346-162
  4.890960-162  5.030679-162  5.027835-162  5.143903-162  5.338222-162  5.343256-162  5.476225-162  5.432004-162
  5.620669-162  5.829949-162  5.736549-162  5.909636-162  5.863807-162  6.098609-162  6.025572-162  6.074216-162
