 -0.975000000000000     
  4.123839E-26  1.950878E-23  1.561730E-22  3.616537E-22  1.042136E-21  2.197576E-21  3.426911E-21  5.949529E-21
  7.902035E-21  1.427385E-20  1.811388E-20  2.227652E-20  3.007583E-20  3.913619E-20  4.915038E-20  5.697782E-20
  7.583749E-20  8.895437E-20  1.075049E-19  1.232049E-19  1.454306E-19  1.765996E-19  1.928133E-19  2.290534E-19
  2.650206E-19  3.070691E-19  3.404119E-19  3.760986E-19  4.318122E-19  4.740654E-19  5.377717E-19  5.914538E-19
  6.323452E-19  7.322788E-19  7.951387E-19  8.457293E-19  9.730370E-19  1.027961E-18  1.154986E-18  1.214073E-18
  1.338550E-18  1.453040E-18  1.542457E-18  1.702689E-18  1.811161E-18  2.015562E-18  2.069065E-18  2.222696E-18
  2.415539E-18  2.631615E-18  2.785314E-18  2.938367E-18  3.163693E-18  3.370082E-18  3.573159E-18  3.760291E-18
  4.051912E-18  4.338484E-18  4.506509E-18  4.785833E-18  5.136853E-18  5.327998E-18  5.721087E-18  5.791386E-18
  6.314620E-18  6.744095E-18  6.912102E-18  7.446861E-18  7.641952E-18  8.242464E-18  8.457135E-18  8.846940E-18
  9.530192E-18  9.854997E-18  1.045844E-17  1.064912E-17  1.130887E-17  1.188129E-17  1.230638E-17  1.293631E-17
  1.338313E-17  1.423697E-17  1.477333E-17  1.525177E-17  1.598067E-17  1.674097E-17  1.743312E-17  1.796005E-17
  1.868931E-17  1.955942E-17  2.051568E-17  2.113064E-17  2.200661E-17  2.274687E-17  2.356432E-17  2.433816E-17
  2.566448E-17  2.669509E-17  2.795889E-17  2.831394E-17  2.946984E-17  3.056712E-17  3.162006E-17  3.297813E-17
  3.353802E-17  3.563952E-17  3.624060E-17  3.744836E-17  3.872392E-17  4.078317E-17  4.141316E-17  4.257375E-17
  4.438648E-17  4.583880E-17  4.735270E-17  4.839275E-17  5.060545E-17  5.201324E-17  5.346866E-17  5.494251E-17
  5.729565E-17  5.851774E-17  6.060265E-17  6.225435E-17  6.387863E-17  6.666761E-17  6.756867E-17  6.997919E-17
  7.161554E-17  7.458413E-17  7.643607E-17  7.769510E-17  8.138676E-17  8.277953E-17  8.556251E-17  8.701330E-17
  9.028183E-17  9.336520E-17  9.451879E-17  9.728200E-17  1.004329E-16  1.034220E-16  1.064520E-16  1.079241E-16
  1.117666E-16  1.146378E-16  1.173948E-16  1.202438E-16  1.240720E-16  1.273844E-16  1.301004E-16  1.329430E-16
  1.367372E-16  1.408913E-16  1.448218E-16  1.460567E-16  1.509798E-16  1.551115E-16  1.575994E-16  1.613970E-16
  1.670539E-16  1.717137E-16  1.731680E-16  1.791780E-16  1.818303E-16  1.883783E-16  1.897142E-16  1.968286E-16
  2.004953E-16  2.047033E-16  2.115855E-16  2.135294E-16  2.193351E-16  2.245092E-16  2.306422E-16  2.326044E-16
  2.398363E-16  2.454666E-16  2.516166E-16  2.556721E-16  2.611777E-16  2.677123E-16  2.724364E-16  2.797763E-16
  2.843426E-16  2.921372E-16  2.973339E-16  3.036760E-16  3.110572E-16  3.171335E-16  3.216515E-16  3.296874E-16
  3.366739E-16  3.433748E-16  3.526054E-16  3.571279E-16  3.672793E-16  3.721066E-16  3.804866E-16  3.863451E-16
  3.947899E-16  4.038203E-16  4.131581E-16  4.188273E-16  4.272214E-16  4.372433E-16  4.418733E-16  4.534025E-16
  4.628730E-16  4.739113E-16  4.806382E-16  4.869624E-16  4.982452E-16  5.091203E-16  5.195162E-16  5.250103E-16
  5.353492E-16  5.504653E-16  5.558036E-16  5.687232E-16  5.766607E-16  5.927085E-16  5.988621E-16  6.100864E-16
  6.202707E-16  6.353248E-16  6.458902E-16  6.534785E-16  6.684535E-16  6.825771E-16  6.928884E-16  7.014045E-16
  7.194621E-16  7.308843E-16  7.451911E-16  7.509227E-16  7.705144E-16  7.801342E-16  7.927404E-16  8.090171E-16
  8.209890E-16  8.392541E-16  8.503510E-16  8.646721E-16  8.822604E-16  8.957967E-16  9.122600E-16  9.244268E-16
  9.416938E-16  9.579490E-16  9.725385E-16  9.909906E-16  1.007774E-15  1.022539E-15  1.037828E-15  1.049258E-15
 -0.965000000000000     
  4.932571E-25  2.344989E-22  1.883807E-21  4.377216E-21  1.265756E-20  2.679552E-20  4.194362E-20  7.307987E-20
  9.739784E-20  1.766096E-19  2.249740E-19  2.776541E-19  3.761829E-19  4.913232E-19  6.193111E-19  7.204668E-19
  9.623549E-19  1.132996E-18  1.374276E-18  1.580518E-18  1.872128E-18  2.281623E-18  2.499998E-18  2.980232E-18
  3.460175E-18  4.023397E-18  4.476146E-18  4.962617E-18  5.717646E-18  6.298970E-18  7.170011E-18  7.912943E-18
  8.488932E-18  9.863999E-18  1.074787E-17  1.147055E-17  1.324213E-17  1.403713E-17  1.582483E-17  1.669020E-17
  1.846302E-17  2.010966E-17  2.141907E-17  2.372248E-17  2.531745E-17  2.826831E-17  2.911452E-17  3.137791E-17
  3.421122E-17  3.739492E-17  3.970890E-17  4.202683E-17  4.539565E-17  4.851401E-17  5.160324E-17  5.447848E-17
  5.889049E-17  6.325807E-17  6.591774E-17  7.022406E-17  7.561413E-17  7.867612E-17  8.474650E-17  8.605480E-17
  9.412042E-17  1.008383E-16  1.036734E-16  1.120398E-16  1.153288E-16  1.247768E-16  1.284197E-16  1.347458E-16
  1.455953E-16  1.510158E-16  1.607505E-16  1.641782E-16  1.748745E-16  1.842794E-16  1.914438E-16  2.018410E-16
  2.094325E-16  2.234581E-16  2.325670E-16  2.408098E-16  2.530568E-16  2.658758E-16  2.776818E-16  2.869078E-16
  2.994237E-16  3.142725E-16  3.305945E-16  3.414889E-16  3.566629E-16  3.697176E-16  3.840940E-16  3.978344E-16
  4.206985E-16  4.388330E-16  4.609201E-16  4.680857E-16  4.885587E-16  5.081683E-16  5.271396E-16  5.513150E-16
  5.622165E-16  5.990979E-16  6.108888E-16  6.329768E-16  6.563258E-16  6.931237E-16  7.057537E-16  7.274885E-16
  7.605087E-16  7.875161E-16  8.157199E-16  8.358700E-16  8.764207E-16  9.032141E-16  9.309554E-16  9.591339E-16
  1.002855E-15  1.026950E-15  1.066337E-15  1.098265E-15  1.129859E-15  1.182266E-15  1.201355E-15  1.247419E-15
