,a,t,eta,ap/a,app/a
0,1e-20,0.0,0.0,1.2985574433464027,1.8721151669679976e-16
1,1.0050790486831318e-20,3.921149710466156e-23,0.003911217079702358,1.2919953361357894,0.0
2,1.0101838941017975e-20,7.88223199434733e-23,0.007842299421369126,1.2854663897616498,0.0
3,1.0153146672788563e-20,1.188365352074998e-22,0.011793347921640485,1.27897043664962,1.8160643853445614e-16
4,1.0204714999026716e-20,1.5925825100199737e-22,0.015764463989560024,1.272507310072112,0.0
5,1.0256545243304259e-20,2.0009161726969908e-22,0.019755749549328794,1.2660768441441186,0.0
6,1.0308638735915745e-20,2.4134082621570336e-22,0.023767307042804563,1.2596788738188798,1.7616917537495179e-16
7,1.0360996813912364e-20,2.8301011273663373e-22,0.02779923943200984,1.2533132348836817,0.0
8,1.0413620821135999e-20,3.251037548591414e-22,0.03185165020214146,1.2469797639556706,1.7263507642472528e-16
9,1.0466512108254224e-20,3.6762607418167337e-22,0.03592464336447335,1.2406782984775977,1.7089470286815923e-16
10,1.0519672032794722e-20,4.1058143628857275e-22,0.04001832345613669,1.2344086767136784,1.691718744141218e-16
11,1.0573101959179865e-20,4.539742512722098e-22,0.04413279555002295,1.2281707377454714,1.6746641418644076e-16
12,1.0626803258762343e-20,4.978089740659161e-22,0.04826816524579706,1.221964321467677,1.6577814709206165e-16
13,1.0680777309859662e-20,5.420901050445267e-22,0.05242453868654533,1.2157892685841087,1.6410689980309394e-16
14,1.0735025497790129e-20,5.868221903725891e-22,0.05660202255042734,1.209645420603536,1.6245250073899716e-16
15,1.0789549214908154e-20,6.320098225217386e-22,0.06080072405833778,1.2035326198356437,1.6081478004897325e-16
16,1.084434986063972e-20,6.776576407291751e-22,0.06502075097539789,1.1974507093870164,1.5919356959453666e-16
17,1.0899428841518911e-20,7.237703314843526e-22,0.0692622116147246,1.1913995331570415,1.5758870293223385e-16
18,1.0954787571223317e-20,7.703526290120494e-22,0.07352521484037783,1.185378935833982,1.5600001529657605e-16
19,1.1010427470610928e-20,8.174093156982897e-22,0.07780987006442747,1.1793887628909203,1.5442734358310505e-16
20,1.1066349967756343e-20,8.649452227119619e-22,0.08211628726222324,1.1734288605818235,1.5287052633165616e-16
21,1.1122556497987151e-20,9.129652303700894e-22,0.08644457696275536,1.167499075937625,1.5132940370978877e-16
22,1.1179048503921404e-20,9.614742687226333e-22,0.09079485025943343,1.1615992567622302,1.498038174963596e-16
23,1.1235827435503912e-20,1.0104773179366355e-21,0.09516721880143844,1.1557292516286888,1.4829361106529868e-16
24,1.1292894750044105e-20,1.0599794090412325e-21,0.09956179481864184,1.149888909875239,1.4679862936951174e-16
25,1.1350251912253155e-20,1.1099856241960497e-21,0.10397869110104752,1.1440780816014715,1.453187189249698e-16
26,1.1407900394281299e-20,1.1605010973518832e-21,0.1084180210148569,1.1382966176645093,1.4385372779495833e-16
27,1.1465841675756172e-20,1.2115310147577151e-21,0.11287989850335435,1.1325443696751225,1.424035055744644e-16
28,1.1524077243820513e-20,1.263080615396873e-21,0.1173644380809684,1.1268211899939495,1.4096790337474245e-16
29,1.1582608593170049e-20,1.3151551917307479e-21,0.1218717548553521,1.1211269317277341,1.395467738080351e-16
30,1.1641437226092516e-20,1.3677600900378275e-21,0.12640196451128688,1.1154614487254915,0.0
31,1.1700564652505464e-20,1.4209007110537365e-21,0.13095518332216846,1.1098245955748296,0.0
32,1.1759992389995669e-20,1.474582510528946e-21,0.13553152815327296,1.1042162275981546,0.0
33,1.1819721963857814e-20,1.528811000121088e-21,0.14013111649518967,1.0986362008489827,0.0
34,1.187975490713333e-20,1.5835917461932486e-21,0.14475406630481108,1.093084372108274,1.3265316007286417e-16
35,1.1940092760650431e-20,1.638930373941644e-21,0.14940049633436306,1.0875605988806942,1.313158533286767e-16
36,1.2000737073062885e-20,1.6948325644437142e-21,0.15407052581086808,1.082064739391027,1.2999202827861054e-16
37,1.2061689400890437e-20,1.7513040568757143e-21,0.15876427458915113,1.0765966525804735,1.2868154901063202e-16
38,1.2122951308558473e-20,1.8083506490357035e-21,0.163481863148641,1.071156198103061,0.0
39,1.2184524368437878e-20,1.8659781976521937e-21,0.16822341257037124,1.0657432363220631,1.2610009100979812e-16
40,1.224641016088608e-20,1.9241926191166337e-21,0.17298904455191938,1.0603576283063558,0.0
41,1.230861027428682e-20,1.98299989008413e-21,0.1777788814105114,1.0549992358269242,1.2357041918546964e-16
42,1.237112630509162e-20,2.042406048076905e-21,0.18259304608404622,1.0496679213532494,0.0
43,1.2433959857860455e-20,2.1024171920844448e-21,0.18743166213370102,1.0443635480498075,0.0
44,1.2497112545302635e-20,2.163039483286531e-21,0.19229485375507582,1.0390859797725829,1.1987074370444755e-16
45,1.2560585988318804e-20,2.2242791454089616e-21,0.19718274575692926,1.0338350810655215,1.186622994133472e-16
46,1.2624381816042242e-20,2.2861424657449635e-21,0.20209546359842137,1.028610717157081,1.1746603772460114e-16
47,1.2688501665880364e-20,2.3486357956226035e-21,0.20703313337638524,1.0234127539567965,1.1628183582262194e-16
48,1.2752947183557473e-20,2.4117655509575744e-21,0.21199588181989376,1.0182410580517796,1.1510957212994637e-16
49,1.281772002315617e-20,2.4755382130278882e-21,0.21698383630362975,1.0130954967033616,1.1394912629476908e-16
50,1.2882821847160535e-20,2.539960329144118e-21,0.2219971248514843,1.0079759378436284,1.1280037917857278e-16
51,1.2948254326498483e-20,2.6050385132629827e-21,0.22703587613610776,1.0028822500720553,1.1166321284390309e-16
52,1.301401914058434e-20,2.670779446712781e-21,0.23210021948312123,0.9978143026521598,1.1053751054226524e-16
53,1.3080117977362685e-20,2.7371898788728105e-21,0.23719028487696756,0.9927719655080878,1.094231567021255e-16
54,1.3146552533350818e-20,2.8042766278875914e-21,0.2423062029648556,0.9877551092213404,1.0832003691706025e-16
55,1.3213324513683057e-20,2.8720465812280068e-21,0.24744810504782527,0.9827636050273959,1.0722803793399777e-16
56,1.3280435632154181e-20,2.9405066964970943e-21,0.2526161230932413,0.9777973248124295,1.0614704764159643e-16
57,1.334788761126309e-20,3.009664002409502e-21,0.25781038976071663,0.9728561411100479,1.0507695505873973e-16
58,1.3415682182257777e-20,3.0795255989920503e-21,0.263031038360606,0.9679399270979624,1.0401765032313031e-16
59,1.3483821085178887e-20,3.1500986586804904e-21,0.26827820288931425,0.9630485565947977,1.0296902468002446e-16
60,1.3552306068905151e-20,3.221390426940628e-21,0.27355201802257806,0.9581819040567972,1.0193097047105462e-16
61,1.3621138891197933e-20,3.2934082230088775e-21,0.27885261911873577,0.9533398445746254,1.0090338112318199e-16
62,1.369032131874603e-20,3.3661594406901154e-21,0.2841801422263505,0.9485222538701847,9.988615113775967e-17
63,1.3759855127211656e-20,3.439651549127179e-21,0.2895347240881511,0.9437290082933792,9.887917607969199e-17
64,1.382974210127572e-20,3.513892093296069e-21,0.294916502121987,0.9389599848189633,9.78823525667169e-17
65,1.3899984034683255e-20,3.588888695364536e-21,0.3003256144734377,0.9342150610434089,9.68955782587977e-17
66,1.397058273029028e-20,3.664649055738188e-21,0.30576220004100535,0.9294941151817087,9.591875184760427e-17
67,1.4041540000109146e-20,3.741180949885406e-21,0.31122639814865233,0.9247970260643125,9.495177304612543e-17
68,1.4112857665355844e-20,3.818492237602334e-21,0.31671834925608994,0.920123673133963,9.399454257836125e-17
69,1.418453755649641e-20,3.896590855287547e-21,0.32223819425101397,0.9154739364426252,9.304696216913608e-17
70,1.4256581513293568e-20,3.97548482101328e-21,0.3277860748063185,0.9108476966484292,9.210893453401304e-17
71,1.432899138485474e-20,4.055182234539368e-21,0.3333621333176411,0.9062448350125563,0.0
72,1.4401769029678595e-20,4.135691278153983e-21,0.33896651290736085,0.9016652333962493,0.0
73,1.4474916315703553e-20,4.217020217212028e-21,0.34459935740245456,0.8971087742577296,8.935121008082424e-17
74,1.454843512035539e-20,4.299177401623813e-21,0.3502608113943816,0.8925753406492019,0.0
75,1.4622327330595058e-20,4.3821712661187934e-21,0.3559510201875559,0.8880648162138753,8.755875111587754e-17
76,1.469659484296796e-20,4.466010331325824e-21,0.3616701298269934,0.8835770851829242,8.667605138738569e-17
77,1.4771239563651658e-20,4.5507032048190204e-21,0.36741828711275415,0.8791120323725768,8.580225035606432e-17
78,1.4846263408505648e-20,4.636258581340276e-21,0.373195639550936,0.8746695431811072,8.49372583121174e-17
79,1.4921668303120168e-20,4.7226852448589645e-21,0.37900233545163836,0.8702495035859161,8.408098645013389e-17
80,1.499745618286526e-20,4.80999206844269e-21,0.38483852384552286,0.8658518001406245,8.32333468599744e-17
81,1.5073628992941168e-20,4.8981880154152986e-21,0.3907043545282323,0.861476319972121,8.23942525177377e-17
