#--it-----t--------dt-------EEK-------EEM-------EEGW------hrms------urms------orms------brms------umax------bmax-----divu2m----gg2m------oum------ourms---
    0   1.0000  9.82E-05 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.00E+00  0.00E+00  0.00E+00
    5   1.0005  9.58E-05 2.348E-05 0.000E+00 2.493E-16 5.103E-12 6.853E-03 4.577E+00 0.000E+00 1.475E-02 0.000E+00 1.986E-06 1.50E-15  3.12E-02  3.91E-02
   10   1.0010  9.40E-05 4.644E-05 0.000E+00 4.847E-15 4.887E-11 9.637E-03 6.393E+00 0.000E+00 2.673E-02 0.000E+00 3.729E-05 2.91E-14  6.14E-02  7.87E-02
   15   1.0014  9.35E-05 6.914E-05 0.000E+00 2.230E-14 1.650E-10 1.176E-02 7.576E+00 0.000E+00 2.936E-02 0.000E+00 1.934E-04 1.34E-13  8.84E-02  1.12E-01
   20   1.0019  9.29E-05 9.168E-05 0.000E+00 5.857E-14 3.694E-10 1.354E-02 8.835E+00 0.000E+00 3.321E-02 0.000E+00 5.928E-04 3.51E-13  1.19E-01  1.53E-01
   25   1.0024  9.17E-05 1.140E-04 0.000E+00 1.192E-13 6.652E-10 1.510E-02 9.951E+00 0.000E+00 4.198E-02 0.000E+00 1.441E-03 7.15E-13  1.49E-01  1.93E-01
   30   1.0028  9.15E-05 1.361E-04 0.000E+00 1.995E-13 1.048E-09 1.650E-02 1.082E+01 0.000E+00 4.365E-02 0.000E+00 2.865E-03 1.20E-12  1.77E-01  2.26E-01
   35   1.0033  9.07E-05 1.581E-04 0.000E+00 2.929E-13 1.507E-09 1.778E-02 1.156E+01 0.000E+00 4.937E-02 0.000E+00 4.936E-03 1.76E-12  2.04E-01  2.61E-01
   40   1.0037  9.07E-05 1.800E-04 0.000E+00 3.976E-13 2.021E-09 1.897E-02 1.218E+01 0.000E+00 4.955E-02 0.000E+00 7.586E-03 2.39E-12  2.29E-01  2.93E-01
   45   1.0042  8.95E-05 2.017E-04 0.000E+00 5.193E-13 2.574E-09 2.009E-02 1.278E+01 0.000E+00 5.833E-02 0.000E+00 1.070E-02 3.12E-12  2.55E-01  3.27E-01
