,f,Omega
0,2.8823429716086633e-05,5.463042984732087e-08
1,3.0643126585361196e-05,3.3961372469679764e-08
2,3.257770557410121e-05,2.301807822050212e-08
3,3.506486632849354e-05,1.5601016285139196e-08
4,3.7741910578644e-05,1.1039596296485791e-08
5,4.1125048928534154e-05,7.811842777542179e-09
6,4.481317195517777e-05,5.293835940583623e-09
7,4.8236311373327665e-05,3.745737662572564e-09
8,5.321134053153045e-05,2.767499526311333e-09
9,5.870174632671869e-05,1.8753015691998964e-09
10,6.396615981612242e-05,1.3267972857190545e-09
11,7.056625992715553e-05,9.387964832111872e-10
12,7.784736576998293e-05,6.642092377167014e-10
13,8.587974427979304e-05,4.699356243422965e-10
14,9.474091261295431e-05,3.3248482328422006e-10
15,0.00010451638623296885,2.352368111463258e-10
16,0.0001153049408968576,1.66432731490388e-10
17,0.00012720712870413007,1.2294817703488042e-10
18,0.0001420711300726251,9.082500840330985e-11
19,0.00015866586689240286,6.425478604397081e-11
20,0.00017505065995539518,4.353671143822598e-11
21,0.0001931200142638096,3.358063233735591e-11
22,0.00021568585774713828,2.480688439458142e-11
23,0.000243872942705378,1.7549803487089507e-11
24,0.0002723796860295309,1.2414775504955254e-11
25,0.00030421863343476783,9.170411020466121e-12
26,0.00033977929220053483,6.773899234079565e-12
27,0.00037951130267112993,5.003670035187954e-12
28,0.00042388936630703613,3.859121826676184e-12
29,0.0005159961144716123,2.397018903751633e-12
30,0.0005693028867856339,1.9304324222563543e-12
31,0.0006204538560914577,1.5546683136565965e-12
32,0.000676200659568609,1.3073871406844463e-12
33,0.0007553010849019097,1.0994378161646962e-12
34,0.0008436544992694134,8.853610104652225e-13
35,0.0009308469772320191,7.129681254611129e-13
36,0.001027050878970403,5.995192796822053e-13
37,0.0011472371137253405,5.041226302763736e-13
38,0.0012658538451531848,4.238730558604968e-13
39,0.001414039384791949,3.721506192601561e-13
40,0.0016188919483829962,3.267143867270664e-13
41,0.001830810386665598,2.7466355168362197e-13
42,0.0020962020776407906,2.411110543838436e-13
43,0.002341771467100803,2.2097832946715936e-13
44,0.002648521098415303,2.1149445726033992e-13
45,0.003070253269110577,2.0240203365038944e-13
46,0.003515853953802717,2.0221520336381758e-13
47,0.004026281741454701,2.2026523186168472e-13
48,0.004554387019182794,2.5051168738243587e-13
49,0.005215788581905596,2.84933462860569e-13
50,0.005900369004210442,3.3835717741652124e-13
51,0.006675058522788057,4.19556688034426e-13
52,0.007458761277822325,5.431950442077864e-13
53,0.008334797417475438,6.73603719149901e-13
54,0.009429478277984522,8.721738258021548e-13
55,0.010667933021209977,1.1790116470883755e-12
56,0.012219512564500348,1.5937975009644244e-12
57,0.013996220411791714,2.3486297432019556e-12
58,0.015835683432729102,3.3147141020123366e-12
59,0.017916899163029736,4.884958889986952e-12
60,0.020523582080557018,7.199059292134975e-12
61,0.022936737111730915,1.1076615005284611e-11
62,0.025318958470305235,1.6325080088827805e-11
63,0.028647622536223362,2.3045551562245478e-11
64,0.03201723113787528,3.5461070308794837e-11
65,0.03622651197791595,5.4569502536303625e-11
66,0.04048756946058414,8.39681775864284e-11
67,0.045810439188336785,1.2921498533096937e-10
68,0.05313359203341453,1.988280327071041e-10
69,0.06087088603622236,3.635591554830561e-10
70,0.06973219866354302,6.367311299201484e-10
71,0.08188462324486892,1.068039180300078e-09
72,0.09497451328540057,2.038924425422431e-09
73,0.11153027784805483,3.728194822972124e-09
74,0.12936423264128102,7.431259691980361e-09
75,0.14820790706506032,1.418762838183198e-08
76,0.17190670137989086,2.5944224707883476e-08
77,0.19940266149794061,4.953225079826293e-08
78,0.22565270530680842,9.873822707341067e-08
79,0.25854201216895045,1.805716805111938e-07
80,0.2999181099124393,3.5998161726071993e-07
81,0.3394003488411098,7.82307288534289e-07
82,0.379409094421305,1.4306773167171163e-06
83,0.41376897930992507,2.8525891100387396e-06
84,0.4457183925405854,4.997512697464673e-06
85,0.480134798360892,8.755924635068998e-06
86,0.5045883982993291,1.5340874722319824e-05
