,frequency,MA,MT,MAE,DAE
1159,0.00013403723028375863,0.2999468711031449,9.915318489429665e-18,-2.7870136941319882e-05,0.19999631251596522
1160,0.00013428441301679248,0.2999468527897041,1.0025536339537653e-17,-2.7870133876387216e-05,0.1999962988056813
1161,0.00013453205158812885,0.2999468344086572,1.0136979360709404e-17,-2.7870130800154263e-05,0.1999962850447843
1162,0.00013478014683839478,0.29994681595975436,1.0249661172010081e-17,-2.787012771256249e-05,0.19999627123308747
1163,0.00013502869960976813,0.2999467974427452,1.036359554390428e-17,-2.787012461356669e-05,0.19999625737040316
1164,0.00013527771074597921,0.29994677885737836,1.0478796399152357e-17,-2.7870121503128934e-05,0.19999624345654332
1165,0.00013552718109231481,0.29994676020340144,1.0595277816433689e-17,-2.7870118381210416e-05,0.19999622949131887
1166,0.00013577711149562045,0.29994674148056116,1.0713054029991525e-17,-2.7870115247780885e-05,0.19999621547454027
1167,0.00013602750280430293,0.2999467226886032,1.0832139432642365e-17,-2.7870112102765865e-05,0.19999620140601723
1168,0.00013627835586833427,0.29994670382727256,1.0952548577666018e-17,-2.787010894615164e-05,0.19999618728555868
1169,0.0001365296715392533,0.29994668489631315,1.107429617885919e-17,-2.7870105777879605e-05,0.199996173112973
1170,0.0001367814506701697,0.29994666589546776,1.119739711490092e-17,-2.7870102597919034e-05,0.1999961588880676
1171,0.00013703369411576633,0.2999466468244786,1.1321866429044944e-17,-2.7870099406210015e-05,0.19999614461064943
1172,0.00013728640273230183,0.29994662768308666,1.1447719332061098e-17,-2.7870096202720173e-05,0.19999613028052463
1173,0.00013753957737761441,0.29994660847103194,1.1574971204100937e-17,-2.787009298742223e-05,0.19999611589749866
1174,0.00013779321891112378,0.2999465891880537,1.1703637595471856e-17,-2.7870089760226798e-05,0.19999610146137622
1175,0.00013804732819383482,0.2999465698338902,1.1833734230398502e-17,-2.787008652113593e-05,0.19999608697196125
1176,0.00013830190608834033,0.29994655040827845,1.1965277006661069e-17,-2.7870083270080595e-05,0.19999607242905704
1177,0.0001385569534588234,0.2999465309109548,1.2098281999731546e-17,-2.7870080007025066e-05,0.19999605783246618
1178,0.00013881247117106133,0.2999465113416545,1.2232765463538918e-17,-2.7870076731933415e-05,0.19999604318199043
1179,0.00013906846009242746,0.29994649170011195,1.2368743832237344e-17,-2.7870073444737938e-05,0.1999960284774309
1180,0.00013932492109189514,0.29994647198606034,1.2506233723372153e-17,-2.7870070145403913e-05,0.19999601371858794
1181,0.0001395818550400402,0.299946452199232,1.2645251938845528e-17,-2.787006683390111e-05,0.19999599890526112
1182,0.00013983926280904357,0.2999464323393582,1.2785815467240743e-17,-2.78700635101726e-05,0.19999598403724939
1183,0.00014009714527269505,0.2999464124061696,1.2927941485859507e-17,-2.7870060174167223e-05,0.19999596911435075
1184,0.00014035550330639533,0.29994639239939513,1.3071647363638946e-17,-2.787005682586187e-05,0.19999595413636267
1185,0.00014061433778715988,0.29994637231876353,1.3216950661793549e-17,-2.7870053465177702e-05,0.19999593910308186
1186,0.00014087364959362148,0.29994635216400195,1.3363869137042312e-17,-2.7870050092092735e-05,0.19999592401430405
1187,0.00014113343960603286,0.2999463319348367,1.3512420743796873e-17,-2.787004670656147e-05,0.19999590886982443
1188,0.00014139370870627053,0.29994631163099317,1.3662623635331755e-17,-2.7870043308530443e-05,0.19999589366943743
1189,0.0001416544577778368,0.29994629125219574,1.3814496167440325e-17,-2.7870039897956327e-05,0.1999958784129366
1190,0.00014191568770586372,0.29994627079816766,1.3968056899594203e-17,-2.787003647478501e-05,0.19999586310011483
1191,0.00014217739937711558,0.2999462502686312,1.4123324597684945e-17,-2.787003303898274e-05,0.1999958477307642
1192,0.00014243959367999157,0.29994622966330764,1.4280318236099172e-17,-2.787002959050248e-05,0.19999583230467596
1193,0.00014270227150452966,0.29994620898191715,1.443905700043423e-17,-2.7870026129278306e-05,0.19999581682164078
1194,0.00014296543374240917,0.29994618822417907,1.4599560288841856e-17,-2.787002265528398e-05,0.1999958012814484
1195,0.00014322908128695336,0.29994616738981134,1.476184771564308e-17,-2.7870019168466645e-05,0.1999957856838878
1196,0.00014349321503313346,0.29994614647853124,1.492593911338987e-17,-2.7870015668783056e-05,0.19999577002874722
1197,0.0001437578358775706,0.29994612549005484,1.509185453456227e-17,-2.7870012156167646e-05,0.19999575431581404
1198,0.0001440229447185398,0.29994610442409714,1.5259614254931003e-17,-2.7870008630592893e-05,0.19999573854487498
1199,0.00014428854245597262,0.2999460832803721,1.5429238775602342e-17,-2.7870005092001435e-05,0.19999572271571597
1200,0.00014455462999145982,0.2999460620585926,1.5600748825464688e-17,-2.7870001540339748e-05,0.19999570682812198
1201,0.00014482120822825539,0.2999460407584706,1.577416536349831e-17,-2.786999797557482e-05,0.19999569088187732
1202,0.0001450882780712784,0.2999460193797167,1.594950958252075e-17,-2.7869994397656144e-05,0.1999956748767655
1203,0.0001453558404271172,0.2999459979220409,1.6126802910190463e-17,-2.786999080651161e-05,0.19999565881256914
1204,0.00014562389620403205,0.2999459763851517,1.630606701213996e-17,-2.7869987202119978e-05,0.1999956426890703
1205,0.0001458924463119576,0.29994595476875663,1.6487323795891202e-17,-2.7869983584432377e-05,0.1999956265060499
1206,0.0001461614916625073,0.2999459330725623,1.667059541162376e-17,-2.786997995337839e-05,0.19999561026328824
1207,0.00014643103316897498,0.299945911296274,1.685590425584317e-17,-2.786997630892393e-05,0.1999955939605649
1208,0.0001467010717463393,0.2999458894395962,1.7043272974382394e-17,-2.7869972651007405e-05,0.19999557759765832
1209,0.0001469716083112661,0.2999458675022322,1.7232724464190966e-17,-2.7869968979592345e-05,0.19999556117434653
1210,0.0001472426437821114,0.29994584548388387,1.74242818776148e-17,-2.786996529463073e-05,0.19999554469040645
1211,0.00014751417907892528,0.2999458233842524,1.7617968623354615e-17,-2.786996159605596e-05,0.19999552814561433
1212,0.00014778621512345395,0.2999458012030378,1.7813808371117313e-17,-2.7869957883835893e-05,0.19999551153974549
1213,0.00014805875283914387,0.29994577893993885,1.8011825053435737e-17,-2.786995415791094e-05,0.1999954948725744
1214,0.00014833179315114453,0.29994575659465317,1.821204286879475e-17,-2.7869950418230137e-05,0.19999547814387486
1215,0.000148605336986311,0.2999457341668775,1.8414486284575006e-17,-2.7869946664741928e-05,0.19999546135341967
1216,0.00014887938527320823,0.2999457116563073,1.8619180040533905e-17,-2.786994289740148e-05,0.19999544450098086
1217,0.0001491539389421129,0.29994568906263686,1.8826149150796325e-17,-2.7869939116145296e-05,0.19999542758632968
1218,0.00014942899892501782,0.2999456663855595,1.9035418908258205e-17,-2.7869935320938552e-05,0.19999541060923642
1219,0.00014970456615563446,0.2999456436247672,1.9247014886674618e-17,-2.7869931511716524e-05,0.1999953935694706
1220,0.00014998064156939564,0.2999456207799511,1.946096294407923e-17,-2.7869927688437313e-05,0.19999537646680088
1221,0.00015025722610346003,0.2999455978508009,1.9677289225442025e-17,-2.78699238510423e-05,0.19999535930099493
1222,0.00015053432069671378,0.29994557483700524,1.9896020167220974e-17,-2.7869919999479312e-05,0.19999534207181985
1223,0.000150811926289775,0.2999455517382517,2.011718249912695e-17,-2.7869916133704167e-05,0.19999532477904164
1224,0.0001510900438249964,0.29994552855422674,2.034080324833544e-17,-2.7869912253657784e-05,0.1999953074224255
1225,0.00015136867424646812,0.29994550528461544,2.056690974205368e-17,-2.7869908359278817e-05,0.19999529000173571
1226,0.00015164781850002186,0.2999454819291019,2.079552961177497e-17,-2.7869904450521337e-05,0.19999527251673593
1227,0.000151927477533233,0.2999454584873691,2.1026690796072512e-17,-2.7869900527351087e-05,0.1999952549671885
1228,0.00015220765229542483,0.2999454349590986,2.1260421543283022e-17,-2.786989658968505e-05,0.1999952373528553
1229,0.00015248834373767127,0.299945411343971,2.1496750416906657e-17,-2.7869892637493707e-05,0.19999521967349718
1230,0.00015276955281279977,0.29994538764166584,2.1735706296908732e-17,-2.7869888670691292e-05,0.19999520192887404
1231,0.00015305128047539548,0.29994536385186105,2.1977318385175618e-17,-2.786988468926699e-05,0.19999518411874495
1232,0.00015333352768180333,0.29994533997423367,2.2221616207870146e-17,-2.7869880693147373e-05,0.1999951662428682
1233,0.00015361629539013236,0.2999453160084596,2.2468629618725327e-17,-2.78698766822588e-05,0.19999514830100093
1234,0.00015389958456025847,0.2999452919542133,2.27183888042707e-17,-2.7869872656568877e-05,0.1999951302928997
1235,0.00015418339615382723,0.29994526781116837,2.2970924286448604e-17,-2.7869868616021304e-05,0.1999951122183198
1236,0.00015446773113425826,0.29994524357899693,2.3226266925336938e-17,-2.7869864560557582e-05,0.19999509407701596
1237,0.00015475259046674725,0.29994521925736983,2.34844479260526e-17,-2.7869860490123353e-05,0.1999950758687419
1238,0.00015503797511827021,0.29994519484595705,2.3745498838679565e-17,-2.7869856404658744e-05,0.19999505759325034
1239,0.00015532388605758656,0.2999451703444269,2.4009451564948564e-17,-2.7869852304115058e-05,0.19999503925029313
1240,0.00015561032425524156,0.29994514575244696,2.4276338361222636e-17,-2.7869848188439752e-05,0.19999502083962123
1241,0.0001558972906835711,0.29994512106968324,2.4546191842250123e-17,-2.7869844057560923e-05,0.19999500236098466
1242,0.00015618478631670345,0.2999450962958005,2.4819044985235188e-17,-2.7869839911435842e-05,0.19999498381413258
1243,0.0001564728121305638,0.2999450714304625,2.509493113402722e-17,-2.7869835750007483e-05,0.19999496519881318
1244,0.00015676136910287714,0.2999450464733316,2.5373884002862735e-17,-2.7869831573215866e-05,0.19999494651477362
1245,0.00015705045821317093,0.29994502142406887,2.565593768179552e-17,-2.786982738100893e-05,0.19999492776176028
1246,0.00015734008044277972,0.29994499628233434,2.5941126638103794e-17,-2.7869823173323034e-05,0.19999490893951852
1247,0.00015763023677484715,0.2999449710477865,2.6229485723244944e-17,-2.7869818950107795e-05,0.19999489004779283
1248,0.0001579209281943303,0.2999449457200829,2.6521050176966063e-17,-2.7869814711300986e-05,0.19999487108632663
1249,0.00015821215568800274,0.2999449202988795,2.6815855629023956e-17,-2.786981045683588e-05,0.1999948520548626
1250,0.0001585039202444573,0.2999448947838312,2.7113938105563793e-17,-2.786980618668463e-05,0.19999483295314213
1251,0.00015879622285411044,0.2999448691745915,2.741533403394829e-17,-2.7869801900749688e-05,0.19999481378090617
1252,0.0001590890645092046,0.29994484347081285,2.7720080246265154e-17,-2.7869797599006807e-05,0.19999479453789412
1253,0.00015938244620381236,0.29994481767214615,2.8028213983638627e-17,-2.7869793281381807e-05,0.19999477522384485
1254,0.00015967636893383965,0.29994479177824107,2.833977290116675e-17,-2.786978894781782e-05,0.19999475583849616
1255,0.00015997083369702843,0.2999447657887461,2.865479507295266e-17,-2.7869784598252576e-05,0.19999473638158474
1256,0.00016026584149296126,0.2999447397033084,2.8973318996142234e-17,-2.7869780232623685e-05,0.19999471685284645
1257,0.0001605613933230635,0.29994471352157376,2.929538359581049e-17,-2.786977585089888e-05,0.19999469725201624
1258,0.00016085749019060765,0.2999446872431867,2.962102822918619e-17,-2.7869771452977834e-05,0.1999946775788279
1259,0.00016115413310071648,0.29994466086779037,2.995029269152423e-17,-2.786976703883522e-05,0.1999946578330143
1260,0.00016145132306036577,0.2999446343950268,3.028321722094824e-17,-2.7869762608394985e-05,0.1999946380143074
1261,0.00016174906107838902,0.2999446078245364,3.0619842501427255e-17,-2.7869758161600643e-05,0.19999461812243802
1262,0.00016204734816547948,0.29994458115595846,3.096020967123076e-17,-2.7869753698383493e-05,0.19999459815713622
1263,0.0001623461853341947,0.2999445543889309,3.130436032326197e-17,-2.7869749218692444e-05,0.19999457811813082
1264,0.0001626455735989596,0.29994452752309037,3.1652336515258164e-17,-2.786974472246641e-05,0.1999945580051498
1265,0.00016294551397606926,0.2999445005580719,3.200418077094198e-17,-2.7869740209646964e-05,0.19999453781791998
1266,0.00016324600748369352,0.29994447349350956,3.2359936087306414e-17,-2.7869735680160773e-05,0.19999451755616737
1267,0.00016354705514187983,0.2999444463290359,3.271964593911247e-17,-2.7869731133957305e-05,0.19999449721961687
1268,0.00016384865797255623,0.2999444190642818,3.308335428479069e-17,-2.7869726570971252e-05,0.19999447680799232
1269,0.000164150816999536,0.29994439169887743,3.345110557031244e-17,-2.7869721991147156e-05,0.19999445632101662
1270,0.00016445353324851986,0.2999443642324511,3.382294473697487e-17,-2.7869717394409486e-05,0.1999944357584116
1271,0.00016475680774710047,0.29994433666462983,3.4198917225665464e-17,-2.786971278070116e-05,0.19999441511989802
1272,0.00016506064152476557,0.29994430899503943,3.457906898051159e-17,-2.78697081499666e-05,0.19999439440519579
1273,0.0001653650356129009,0.29994428122330413,3.4963446458413724e-17,-2.786970350212928e-05,0.19999437361402353
1274,0.00016566999104479488,0.29994425334904684,3.535209663168628e-17,-2.7869698837147574e-05,0.199994352746099
1275,0.0001659755088556408,0.2999442253718892,3.574506699608806e-17,-2.7869694154925628e-05,0.19999433180113896
1276,0.00016628159008254145,0.2999441972914512,3.614240557306898e-17,-2.7869689455433697e-05,0.1999943107788589
1277,0.00016658823576451225,0.2999441691073518,3.6544160918861874e-17,-2.786968473859316e-05,0.19999428967897342
1278,0.0001668954469424841,0.2999441408192081,3.6950382130400116e-17,-2.7869680004330616e-05,0.19999426850119603
1279,0.00016720322465930827,0.2999441124266362,3.7361118850015404e-17,-2.786967525260261e-05,0.19999424724523931
1280,0.00016751156995975847,0.2999440839292506,3.7776421270008493e-17,-2.7869670483326544e-05,0.19999422591081456
1281,0.00016782048389053563,0.2999440553266642,3.819634014336379e-17,-2.7869665696452772e-05,0.19999420449763214
1282,0.000168129967500271,0.2999440266184888,3.862092678597602e-17,-2.7869660891897053e-05,0.1999941830054013
1283,0.00016844002183952903,0.29994399780433445,3.905023308289401e-17,-2.7869656069614346e-05,0.19999416143383028
1284,0.0001687506479608123,0.29994396888381014,3.948431149806768e-17,-2.7869651229527834e-05,0.19999413978262612
1285,0.00016906184691856365,0.2999439398565231,3.992321507780806e-17,-2.7869646371562848e-05,0.19999411805149495
1286,0.000169373619769171,0.2999439107220793,4.03669974575013e-17,-2.7869641495680273e-05,0.19999409624014164
1287,0.00016968596757097032,0.2999438814800831,4.0815712869949084e-17,-2.786963660179274e-05,0.1999940743482701
1288,0.00016999889138424884,0.29994385213013736,4.1269416148894296e-17,-2.7869631689840068e-05,0.19999405237558307
1289,0.00017031239227124974,0.2999438226718438,4.1728162739148305e-17,-2.786962675975064e-05,0.19999403032178226
1290,0.0001706264712961745,0.29994379310480235,4.219200870247493e-17,-2.7869621811460734e-05,0.19999400818656818
1291,0.00017094112952518762,0.2999437634286115,4.2661010721370585e-17,-2.7869616844911606e-05,0.19999398596964035
1292,0.00017125636802641967,0.2999437336428684,4.313522611027193e-17,-2.7869611860015382e-05,0.1999939636706971
1293,0.00017157218786997063,0.2999437037471686,4.361471282067359e-17,-2.7869606856735094e-05,0.19999394128943568
1294,0.00017188859012791445,0.2999436737411063,4.40995294474004e-17,-2.786960183497058e-05,0.19999391882555226
1295,0.00017220557587430151,0.299943643624274,4.458973523729769e-17,-2.7869596794665665e-05,0.19999389627874173
1296,0.00017252314618516337,0.29994361339626274,4.508539009533151e-17,-2.786959173576365e-05,0.19999387364869806
1297,0.00017284130213851597,0.2999435830566622,4.5586554592490316e-17,-2.7869586658188422e-05,0.19999385093511396
1298,0.00017316004481436265,0.2999435526050605,4.6093289973699994e-17,-2.7869581561865265e-05,0.19999382813768102
1299,0.00017347937529469925,0.2999435220410441,4.660565816315609e-17,-2.786957644673561e-05,0.19999380525608978
1300,0.00017379929466351617,0.2999434913641979,4.7123721774894646e-17,-2.7869571312714094e-05,0.19999378229002956
1301,0.00017411980400680336,0.29994346057410565,4.7647544118755927e-17,-2.7869566159739774e-05,0.19999375923918852
1302,0.00017444090441255352,0.29994342967034904,4.817718920729194e-17,-2.7869560987747507e-05,0.19999373610325366
1303,0.00017476259697076518,0.29994339865250863,4.871272176570645e-17,-2.786955579666934e-05,0.19999371288191092
1304,0.00017508488277344757,0.2999433675201634,4.9254207238201156e-17,-2.7869550586409056e-05,0.19999368957484498
1305,0.00017540776291462368,0.2999433362728904,4.9801711795920944e-17,-2.786954535693085e-05,0.19999366618173942
1306,0.00017573123849033348,0.2999433049102655,5.0355302346501055e-17,-2.7869540108137797e-05,0.19999364270227668
1307,0.00017605531059863898,0.2999432734318629,5.0915046542143434e-17,-2.7869534839978617e-05,0.19999361913613783
1308,0.00017637998033962634,0.2999432418372551,5.148101278327498e-17,-2.7869529552374238e-05,0.19999359548300302
1309,0.00017670524881541107,0.29994321012601316,5.205327023626077e-17,-2.7869524245245376e-05,0.19999357174255114
1310,0.00017703111713014106,0.2999431782977067,5.263188883087551e-17,-2.786951891851971e-05,0.19999354791445975
1311,0.00017735758638999985,0.2999431463519034,5.321693927769891e-17,-2.7869513572137915e-05,0.1999935239984054
1312,0.0001776846577032117,0.2999431142881696,5.3808493071791664e-17,-2.7869508206015008e-05,0.19999349999406332
1313,0.00017801233218004385,0.29994308210606996,5.440662250372834e-17,-2.7869502820070456e-05,0.1999934759011077
1314,0.00017834061093281156,0.2999430498051674,5.501140066701795e-17,-2.786949741426673e-05,0.19999345171921135
1315,0.00017866949507588137,0.2999430173850235,5.562290146814552e-17,-2.7869491988503472e-05,0.199993427448046
1316,0.00017899898572567422,0.29994298484519805,5.624119963568794e-17,-2.786948654270503e-05,0.199993403087282
1317,0.00017932908400067075,0.29994295218524925,5.686637072644914e-17,-2.786948107680889e-05,0.19999337863658878
1318,0.00017965979102141342,0.2999429194047336,5.749849113999942e-17,-2.7869475590722007e-05,0.19999335409563423
1319,0.00017999110791051167,0.29994288650320616,5.813763812398752e-17,-2.7869470084389113e-05,0.19999332946408524
1320,0.00018032303579264522,0.2999428534802201,5.878388978468709e-17,-2.7869464557737666e-05,0.19999330474160731
1321,0.00018065557579456724,0.2999428203353271,5.943732509566046e-17,-2.786945901067797e-05,0.1999932799278648
1322,0.00018098872904510958,0.2999427870680772,6.009802390988018e-17,-2.786945344313836e-05,0.19999325502252085
1323,0.00018132249667518507,0.29994275367801865,6.076606696786811e-17,-2.7869447855054634e-05,0.19999323002523728
1324,0.0001816568798177926,0.299942720164698,6.144153590677059e-17,-2.786944224633159e-05,0.19999320493567474
1325,0.00018199187960802048,0.29994268652766043,6.212451327076914e-17,-2.786943661691703e-05,0.19999317975349254
1326,0.00018232749718304975,0.29994265276644916,6.281508252395838e-17,-2.786943096671889e-05,0.1999931544783488
1327,0.0001826637336821593,0.2999426188806058,6.351332805524374e-17,-2.7869425295661597e-05,0.19999312910990039
1328,0.00018300059024672823,0.2999425848696703,6.421933519262297e-17,-2.786941960365758e-05,0.1999931036478028
1329,0.0001833380680202411,0.2999425507331808,6.493319021389437e-17,-2.786941389065251e-05,0.1999930780917104
1330,0.00018367616814829113,0.29994251647067394,6.56549803548069e-17,-2.786940815655325e-05,0.1999930524412762
1331,0.0001840148917785837,0.29994248208168445,6.638479382074054e-17,-2.7869402401285423e-05,0.1999930266961519
1332,0.00018435424006094144,0.2999424475657454,6.712271979784671e-17,-2.7869396624778126e-05,0.19999300085598806
1333,0.0001846942141473066,0.29994241292238827,6.78688484631745e-17,-2.7869390826937474e-05,0.19999297492043372
1334,0.00018503481519174643,0.29994237815114255,6.862327099628347e-17,-2.7869385007715237e-05,0.19999294888913682
1335,0.00018537604435045634,0.2999423432515363,6.93860795923467e-17,-2.786937916699164e-05,0.19999292276174388
1336,0.0001857179027817634,0.2999423082230956,7.015736746664839e-17,-2.786937330470814e-05,0.19999289653790028
1337,0.00018606039164613153,0.2999422730653447,7.093722887585696e-17,-2.7869367420795263e-05,0.19999287021724985
1338,0.00018640351210616395,0.2999422377778066,7.172575912055191e-17,-2.7869361515145816e-05,0.19999284379943533
1339,0.0001867472653266085,0.299942202360002,7.252305456282271e-17,-2.7869355587709966e-05,0.19999281728409798
1340,0.00018709165247436088,0.29994216681145,7.332921263480872e-17,-2.7869349638392966e-05,0.19999279067087777
1341,0.00018743667471846816,0.2999421311316679,7.414433185319798e-17,-2.7869343667097747e-05,0.19999276395941354
1342,0.00018778233323013413,0.29994209532017146,7.496851182699193e-17,-2.7869337673782934e-05,0.1999927371493424
1343,0.00018812862918272157,0.29994205937647433,7.580185327507669e-17,-2.786933165832727e-05,0.19999271024030046
1344,0.00018847556375175772,0.2999420233000885,7.66444580353102e-17,-2.7869325620665028e-05,0.19999268323192246
1345,0.00018882313811493764,0.2999419870905242,7.74964290758391e-17,-2.7869319560728502e-05,0.1999926561238416
1346,0.00018917135345212767,0.29994195074728974,7.835787051245383e-17,-2.7869313478409304e-05,0.19999262891568978
1347,0.00018952021094537072,0.29994191426989175,7.922888761502036e-17,-2.7869307373642916e-05,0.19999260160709775
1348,0.00018986971177888877,0.299941877657835,8.010958682601206e-17,-2.786930124633255e-05,0.19999257419769467
1349,0.0001902198571390883,0.2999418409106222,8.100007576920477e-17,-2.7869295096413987e-05,0.1999925466871084
1350,0.0001905706482145636,0.29994180402775467,8.190046326665241e-17,-2.7869288923792762e-05,0.19999251907496537
1351,0.00019092208619610041,0.2999417670087315,8.281085934798965e-17,-2.7869282728377548e-05,0.19999249136089087
1352,0.0001912741722766811,0.2999417298530501,8.373137526902848e-17,-2.7869276510096074e-05,0.19999246354450836
1353,0.00019162690765148736,0.29994169256020603,8.466212351730905e-17,-2.7869270268860023e-05,0.19999243562544042
1354,0.00019198029351790553,0.299941655129693,8.560321783591225e-17,-2.7869264004588197e-05,0.19999240760330786
1355,0.00019233433107553006,0.2999416175610028,8.655477322896092e-17,-2.7869257717183047e-05,0.19999237947773024
1356,0.0001926890215261671,0.2999415798536252,8.751690598105735e-17,-2.7869251406574965e-05,0.19999235124832573
1357,0.00019304436607383977,0.29994154200704837,8.848973366767622e-17,-2.7869245072662776e-05,0.19999232291471108
1358,0.00019340036592479086,0.2999415040207585,8.947337517172e-17,-2.7869238715381227e-05,0.19999229447650158
1359,0.00019375702228748823,0.29994146589423964,9.046795069803108e-17,-2.786923233462126e-05,0.19999226593331107
1360,0.00019411433637262827,0.2999414276269745,9.147358178731531e-17,-2.7869225930316004e-05,0.19999223728475216
1361,0.0001944723093931395,0.2999413892184432,9.249039133142464e-17,-2.7869219502359655e-05,0.19999220853043576
1362,0.00019483094256418803,0.2999413506681244,9.351850358813971e-17,-2.7869213050680668e-05,0.1999921796699715
1363,0.0001951902371031801,0.2999413119754947,9.455804419607309e-17,-2.7869206575185065e-05,0.19999215070296764
1364,0.00019555019422976756,0.29994127314002866,9.560914019206742e-17,-2.786920007578787e-05,0.19999212162903074
1365,0.00019591081516585158,0.2999412341611991,9.667192002306214e-17,-2.7869193552394415e-05,0.19999209244776617
1366,0.00019627210113558598,0.2999411950384768,9.774651356342956e-17,-2.7869187004910777e-05,0.1999920631587778
1367,0.00019663405336538297,0.2999411557713306,9.883305213429058e-17,-2.7869180433270176e-05,0.19999203376166785
1368,0.0001969966730839155,0.2999411163592274,9.993166851448273e-17,-2.786917383737293e-05,0.1999920042560372
1369,0.00019735996152212308,0.2999410768016319,1.0104249695673743e-16,-2.786916721711262e-05,0.1999919746414853
1370,0.00019772391991321517,0.29994103709800723,1.0216567321055277e-16,-2.78691605724263e-05,0.1999919449176101
1371,0.00019808854949267488,0.2999409972478143,1.033013345297464e-16,-2.786915390320476e-05,0.19999191508400804
1372,0.00019845385149826452,0.29994095725051195,1.0444961969911756e-16,-2.7869147209372103e-05,0.19999188514027405
1373,0.00019881982717002812,0.2999409171055572,1.0561066904092821e-16,-2.7869140490827044e-05,0.19999185508600156
1374,0.0001991864777502972,0.29994087681240506,1.0678462444041302e-16,-2.7869133747472282e-05,0.19999182492078266
1375,0.00019955380448369433,0.29994083637050833,1.0797162935876243e-16,-2.7869126979231902e-05,0.19999179464420755
1376,0.00019992180861713661,0.2999407957793181,1.0917182885175032e-16,-2.786912018600334e-05,0.1999917642558654
1377,0.00020029049139984158,0.29994075503828305,1.1038536958865183e-16,-2.7869113367697957e-05,0.19999173375534351
1378,0.00020065985408332954,0.29994071414685025,1.116123998684171e-16,-2.786910652422697e-05,0.1999917031422278
1379,0.0002010298979214295,0.29994067310446443,1.1285306963769264e-16,-2.786909965548971e-05,0.1999916724161027
1380,0.00020140062417028261,0.29994063191056825,1.1410753051057875e-16,-2.7869092761394754e-05,0.19999164157655108
1381,0.00020177203408834596,0.2999405905646026,1.1537593578828605e-16,-2.7869085841855878e-05,0.19999161062315407
1382,0.00020214412893639823,0.299940549066006,1.166584404724061e-16,-2.78690788967725e-05,0.19999157955549157
1383,0.0002025169099775423,0.2999405074142151,1.1795520129063602e-16,-2.786907192604811e-05,0.1999915483731417
1384,0.00020289037847721092,0.2999404656086643,1.192663767106159e-16,-2.7869064929592597e-05,0.19999151707568116
1385,0.00020326453570317064,0.29994042364878604,1.2059212696330451e-16,-2.7869057907314317e-05,0.19999148566268493
1386,0.0002036393829255252,0.29994038153401076,1.2193261405816138e-16,-2.7869050859107633e-05,0.19999145413372668
1387,0.0002040149214167214,0.29994033926376645,1.2328800180999943e-16,-2.7869043784890817e-05,0.1999914224883782
1388,0.0002043911524515519,0.29994029683747936,1.2465845585070156e-16,-2.786903668454878e-05,0.19999139072620997
1389,0.0002047680773071607,0.2999402542545734,1.2604414365386593e-16,-2.7869029558002818e-05,0.19999135884679065
1390,0.00020514569726304716,0.2999402115144705,1.2744523455550518e-16,-2.7869022405148758e-05,0.1999913268496875
1391,0.00020552401360106952,0.2999401686165903,1.2886189977263213e-16,-2.7869015225886755e-05,0.1999912947344661
1392,0.0002059030276054506,0.2999401255603504,1.3029431242956412e-16,-2.7869008020128795e-05,0.19999126250069038
1393,0.00020628274056278147,0.2999400823451661,1.3174264756867861e-16,-2.7869000787764043e-05,0.1999912301479227
1394,0.00020666315376202524,0.29994003897045096,1.332070821836967e-16,-2.7868993528711204e-05,0.19999119767572388
1395,0.00020704426849452287,0.2999399954356159,1.346877952319653e-16,-2.7868986242848028e-05,0.199991165083653
1396,0.0002074260860539959,0.29993995174006965,1.3618496766142805e-16,-2.7868978930104003e-05,0.19999113237126764
1397,0.00020780860773655227,0.29993990788321945,1.3769878243178419e-16,-2.786897159034687e-05,0.1999910995381236
1398,0.00020819183484069014,0.29993986386446947,1.3922942453820366e-16,-2.7868964223513054e-05,0.19999106658377513
1399,0.00020857576866730164,0.2999398196832221,1.4077708102743024e-16,-2.7868956829476455e-05,0.1999910335077748
1400,0.0002089604105196788,0.2999397753388776,1.4234194102932117e-16,-2.7868949408151432e-05,0.19999100030967365
1401,0.00020934576170351615,0.2999397308308339,1.4392419577505363e-16,-2.78689419594256e-05,0.19999096698902077
1402,0.00020973182352691683,0.2999396861584868,1.4552403862190882e-16,-2.786893448320291e-05,0.19999093354536399
1403,0.0002101185973003963,0.2999396413212295,1.4714166507392816e-16,-2.7868926979383148e-05,0.19999089997824906
1404,0.00021050608433688603,0.29993959631845357,1.4877727281194464e-16,-2.7868919447863672e-05,0.19999086628722043
1405,0.00021089428595173973,0.29993955114954785,1.5043106171343549e-16,-2.786891188854052e-05,0.19999083247182053
1406,0.00021128320346273583,0.29993950581389905,1.521032338733296e-16,-2.7868904301316976e-05,0.19999079853159035
1407,0.00021167283819008363,0.29993946031089175,1.537939936401259e-16,-2.7868896686082477e-05,0.19999076446606914
1408,0.00021206319145642698,0.29993941463990814,1.5550354762741737e-16,-2.7868889042736238e-05,0.19999073027479425
1409,0.00021245426458684833,0.29993936880032807,1.572321047501945e-16,-2.7868881371177693e-05,0.19999069595730157
1410,0.00021284605890887438,0.29993932279152924,1.5897987624247024e-16,-2.7868873671295044e-05,0.19999066151312522
1411,0.00021323857575247988,0.29993927661288705,1.6074707568801582e-16,-2.786886594298546e-05,0.19999062694179745
