,frequency,MA,MT,MAE,DAE
70,1.3808297652180924e-06,0.3,1.1852127467461554e-29,-2.7870505059493287e-05,0.2
71,1.387209780541621e-06,0.3,1.218451720702229e-29,-2.7870505059493287e-05,0.2
72,1.3936192742241435e-06,0.3,1.252622872777958e-29,-2.7870505059493287e-05,0.2
73,1.4000583824680962e-06,0.3,1.2877523456589553e-29,-2.7870505059493287e-05,0.2
74,1.4065272421052364e-06,0.3,1.323867015195494e-29,-2.7870505059493287e-05,0.2
75,1.4130259905995336e-06,0.3,1.360994510963824e-29,-2.7870505059493287e-05,0.2
76,1.4195547660501015e-06,0.3,1.3991632374042726e-29,-2.7870505059493287e-05,0.2
77,1.4261137071941298e-06,0.3,1.4384023955520867e-29,-2.7870505059493287e-05,0.2
78,1.4327029534098294e-06,0.3,1.4787420053777036e-29,-2.7870505059493287e-05,0.2
79,1.4393226447194066e-06,0.3,1.5202129287536495e-29,-2.7870505059493287e-05,0.2
80,1.4459729217920196e-06,0.3,1.5628468930653337e-29,-2.7870505059493287e-05,0.2
81,1.4526539259467812e-06,0.3,1.6066765154842158e-29,-2.7870505059493287e-05,0.2
82,1.4593657991557576e-06,0.3,1.6517353279215862e-29,-2.7870505059493287e-05,0.2
83,1.466108684046983e-06,0.3,1.6980578026821857e-29,-2.7870505059493287e-05,0.2
84,1.4728827239075018e-06,0.3,1.7456793788373652e-29,-2.7870505059493287e-05,0.2
85,1.4796880626863962e-06,0.3,1.7946364893376774e-29,-2.7870505059493287e-05,0.2
86,1.4865248449978571e-06,0.3,1.8449665888860348e-29,-2.7870505059493287e-05,0.2
87,1.4933932161242533e-06,0.3,1.896708182592455e-29,-2.7870505059493287e-05,0.2
88,1.5002933220192168e-06,0.3,1.94990085543243e-29,-2.7870505059493287e-05,0.2
89,1.5072253093107556e-06,0.3,2.004585302531552e-29,-2.7870505059493287e-05,0.2
90,1.514189325304352e-06,0.3,2.0608033602992397e-29,-2.7870505059493287e-05,0.2
91,1.5211855179861048e-06,0.3,2.118598038435828e-29,-2.7870505059493287e-05,0.2
92,1.5282140360258708e-06,0.3,2.1780135528371773e-29,-2.7870505059493287e-05,0.2
93,1.5352750287804212e-06,0.3,2.239095359422071e-29,-2.7870505059493287e-05,0.2
94,1.5423686462966274e-06,0.3,2.3018901889084403e-29,-2.7870505059493287e-05,0.2
95,1.5494950393146317e-06,0.3,2.3664460825646017e-29,-2.7870505059493287e-05,0.2
96,1.556654359271062e-06,0.3,2.4328124289633917e-29,-2.7870505059493287e-05,0.2
97,1.5638467583022478e-06,0.3,2.50104000176695e-29,-2.7870505059493287e-05,0.2
98,1.5710723892474488e-06,0.3,2.5711809985711283e-29,-2.7870505059493287e-05,0.2
99,1.5783314056521166e-06,0.3,2.6432890808394707e-29,-2.7870505059493287e-05,0.2
100,1.5856239617711372e-06,0.3,2.7174194149567904e-29,-2.7870505059493287e-05,0.2
101,1.592950212572123e-06,0.3,2.7936287144344175e-29,-2.7870505059493287e-05,0.2
102,1.6003103137387017e-06,0.3,2.871975283298913e-29,-2.7870505059493287e-05,0.2
103,1.607704421673822e-06,0.3,2.952519060697609e-29,-2.7870505059493287e-05,0.2
104,1.6151326935030896e-06,0.3,3.0353216667552703e-29,-2.7870505059493287e-05,0.2
105,1.6225952870780872e-06,0.3,3.1204464497164477e-29,-2.7870505059493287e-05,0.2
106,1.630092360979741e-06,0.3,3.20795853441027e-29,-2.7870505059493287e-05,0.2
107,1.637624074521689e-06,0.3,3.2979248720742595e-29,-2.7870505059493287e-05,0.2
108,1.6451905877536607e-06,0.3,3.39041429157541e-29,-2.7870505059493287e-05,0.2
109,1.6527920614648938e-06,0.3,3.4854975520679785e-29,-2.7870505059493287e-05,0.2
110,1.6604286571875296e-06,0.3,3.58324739712762e-29,-2.7870505059493287e-05,0.2
111,1.6681005372000591e-06,0.3,3.6837386104041206e-29,-2.7870505059493287e-05,0.2
112,1.6758078645307687e-06,0.3,3.787048072834692e-29,-2.7870505059493287e-05,0.2
113,1.6835508029612006e-06,0.3,3.893254821461787e-29,-2.7870505059493287e-05,0.2
114,1.691329517029647e-06,0.3,4.0024401099006786e-29,-2.7870505059493287e-05,0.2
115,1.699144172034626e-06,0.3,4.114687470502368e-29,-2.7870505059493287e-05,0.2
116,1.7069949340384078e-06,0.3,4.230082778260313e-29,-2.7870505059493287e-05,0.2
117,1.7148819698705409e-06,0.3,4.3487143165091575e-29,-2.7870505059493287e-05,0.2
118,1.7228054471313922e-06,0.3,4.470672844465951e-29,-2.7870505059493287e-05,0.2
119,1.730765534195724e-06,0.3,4.596051666665844e-29,-2.7870505059493287e-05,0.2
120,1.7387624002162504e-06,0.3,4.7249467043445067e-29,-2.7870505059493287e-05,0.2
121,1.7467962151272456e-06,0.3,4.857456568823024e-29,-2.7870505059493287e-05,0.2
122,1.754867149648152e-06,0.3,4.993682636950565e-29,-2.7870505059493287e-05,0.2
123,1.762975375287204e-06,0.3,5.133729128662804e-29,-2.7870505059493287e-05,0.2
124,1.7711210643450868e-06,0.3,5.277703186715782e-29,-2.7870505059493287e-05,0.2
125,1.7793043899185774e-06,0.3,5.425714958655247e-29,-2.7870505059493287e-05,0.2
126,1.7875255259042354e-06,0.3,5.577877681085406e-29,-2.7870505059493287e-05,0.2
127,1.7957846470020968e-06,0.3,5.73430776630071e-29,-2.7870505059493287e-05,0.2
128,1.804081928719381e-06,0.3,5.89512489134714e-29,-2.7870505059493287e-05,0.2
129,1.8124175473742357e-06,0.3,6.060452089581582e-29,-2.7870505059493287e-05,0.2
130,1.8207916800994625e-06,0.3,6.230415844798254e-29,-2.7870505059493287e-05,0.2
131,1.8292045048462937e-06,0.3,6.405146187995543e-29,-2.7870505059493287e-05,0.2
132,1.8376562003881725e-06,0.3,6.584776796856379e-29,-2.7870505059493287e-05,0.2
133,1.8461469463245456e-06,0.3,6.769445098018386e-29,-2.7870505059493287e-05,0.2
134,1.8546769230846976e-06,0.3,6.9592923722127e-29,-2.7870505059493287e-05,0.2
135,1.8632463119315598e-06,0.3,7.154463862350431e-29,-2.7870505059493287e-05,0.2
136,1.8718552949655793e-06,0.3,7.35510888464133e-29,-2.7870505059493287e-05,0.2
137,1.8805040551285834e-06,0.3,7.561380942828233e-29,-2.7870505059493287e-05,0.2
138,1.8891927762076644e-06,0.3,7.773437845625231e-29,-2.7870505059493287e-05,0.2
139,1.8979216428390994e-06,0.3,7.991441827449799e-29,-2.7870505059493287e-05,0.2
140,1.906690840512252e-06,0.3,8.215559672539918e-29,-2.7870505059493287e-05,0.2
141,1.915500555573528e-06,0.3,8.445962842552915e-29,-2.7870505059493287e-05,0.2
142,1.9243509752303323e-06,0.3,8.68282760774238e-29,-2.7870505059493287e-05,0.2
143,1.933242287555043e-06,0.3,8.926335181813812e-29,-2.7870505059493287e-05,0.2
144,1.9421746814890245e-06,0.3,9.176671860562891e-29,-2.7870505059493287e-05,0.2
145,1.9511483468466163e-06,0.3,9.434029164400607e-29,-2.7870505059493287e-05,0.2
146,1.960163474319186e-06,0.3,9.698603984876721e-29,-2.7870505059493287e-05,0.2
147,1.9692202554791733e-06,0.3,9.970598735311706e-29,-2.7870505059493287e-05,0.2
148,1.978318882784162e-06,0.3,1.0250221505653315e-28,-2.7870505059493287e-05,0.2
149,1.9874595495809817e-06,0.3,1.0537686221676466e-28,-2.7870505059493287e-05,0.2
150,1.9966424501097934e-06,0.3,1.0833212808646765e-28,-2.7870505059493287e-05,0.2
151,2.005867779508234e-06,0.3,1.11370273595751e-28,-2.7870505059493287e-05,0.2
152,2.0151357338155584e-06,0.3,1.1449362308190263e-28,-2.7870505059493287e-05,0.2
153,2.024446509976802e-06,0.3,1.1770456606762586e-28,-2.7870505059493287e-05,0.2
154,2.03380030584698e-06,0.3,1.2100555908915195e-28,-2.7870505059493287e-05,0.2
155,2.0431973201952705e-06,0.3,1.2439912757560863e-28,-2.7870505059493287e-05,0.2
156,2.0526377527092522e-06,0.3,1.2788786778110832e-28,-2.7870505059493287e-05,0.2
157,2.0621218039991445e-06,0.3,1.3147444877101434e-28,-2.7870505059493287e-05,0.2
158,2.071649675602067e-06,0.3,1.3516161446391167e-28,-2.7870505059493287e-05,0.2
159,2.081221569986337e-06,0.3,1.3895218573085155e-28,-2.7870505059493287e-05,0.2
160,2.09083769055575e-06,0.3,1.4284906255345333e-28,-2.7870505059493287e-05,0.2
161,2.1004982416539153e-06,0.3,1.4685522624254573e-28,-2.7870505059493287e-05,0.2
162,2.1102034285685966e-06,0.3,1.5097374171902064e-28,-2.7870505059493287e-05,0.2
163,2.119953457536069e-06,0.3,1.552077598586536e-28,-2.7870505059493287e-05,0.2
164,2.1297485357455187e-06,0.3,1.595605199026925e-28,-2.7870505059493287e-05,0.2
165,2.1395888713434217e-06,0.3,1.6403535193603318e-28,-2.7870505059493287e-05,0.2
166,2.1494746734379807e-06,0.3,1.6863567943491137e-28,-2.7870505059493287e-05,0.2
167,2.1594061521035675e-06,0.3,1.7336502188603695e-28,-2.7870505059493287e-05,0.2
168,2.169383518385182e-06,0.3,1.782269974791798e-28,-2.7870505059493287e-05,0.2
169,2.179406984302954e-06,0.3,1.8322532587527891e-28,-2.7870505059493287e-05,0.2
170,2.1894767628566207e-06,0.3,1.8836383105216078e-28,-2.7870505059493287e-05,0.2
171,2.1995930680300747e-06,0.3,1.9364644423008847e-28,-2.7870505059493287e-05,0.2
172,2.2097561147959033e-06,0.3,1.9907720687934388e-28,-2.7870505059493287e-05,0.2
173,2.219966119119957e-06,0.3,2.0466027381215988e-28,-2.7870505059493287e-05,0.2
174,2.2302232979659364e-06,0.3,2.103999163613632e-28,-2.7870505059493287e-05,0.2
175,2.240527869300018e-06,0.3,2.163005256481727e-28,-2.7870505059493287e-05,0.2
176,2.250880052095462e-06,0.3,2.2236661594161837e-28,-2.7870505059493287e-05,0.2
177,2.2612800663372794e-06,0.3,2.286028281121973e-28,-2.7870505059493287e-05,0.2
178,2.2717281330269074e-06,0.3,2.350139331823774e-28,-2.7870505059493287e-05,0.2
179,2.282224474186896e-06,0.3,2.4160483597666963e-28,-2.7870505059493287e-05,0.2
180,2.2927693128656486e-06,0.3,2.4838057887408384e-28,-2.7870505059493287e-05,0.2
181,2.3033628731421314e-06,0.3,2.553463456657894e-28,-2.7870505059493287e-05,0.2
182,2.3140053801306542e-06,0.3,2.6250746552099265e-28,-2.7870505059493287e-05,0.2
183,2.3246970599856503e-06,0.3,2.6986941706402317e-28,-2.7870505059493287e-05,0.2
184,2.335438139906477e-06,0.3,2.774378325657585e-28,-2.7870505059493287e-05,0.2
185,2.3462288481422623e-06,0.3,2.852185022526142e-28,-2.7870505059493287e-05,0.2
186,2.357069413996728e-06,0.3,2.9321737873634473e-28,-2.7870505059493287e-05,0.2
187,2.3679600678330786e-06,0.3,3.014405815681085e-28,-2.7870505059493287e-05,0.2
188,2.3789010410788957e-06,0.3,3.098944019202382e-28,-2.7870505059493287e-05,0.2
189,2.389892566231048e-06,0.3,3.1858530739930453e-28,-2.7870505059493287e-05,0.2
190,2.4009348768606516e-06,0.3,3.275199469941833e-28,-2.7870505059493287e-05,0.2
191,2.412028207618007e-06,0.3,3.3670515616285104e-28,-2.7870505059493287e-05,0.2
192,2.4231727942376005e-06,0.3,3.4614796206187477e-28,-2.7870505059493287e-05,0.2
193,2.434368873543113e-06,0.3,3.5585558892254596e-28,-2.7870505059493287e-05,0.2
194,2.445616683452444e-06,0.3,3.6583546357778193e-28,-2.7870505059493287e-05,0.2
195,2.4569164629827902e-06,0.3,3.760952211440537e-28,-2.7870505059493287e-05,0.2
196,2.4682684522556926e-06,0.3,3.8664271086261354e-28,-2.7870505059493287e-05,0.2
197,2.47967289250216e-06,0.3,3.974860021045873e-28,-2.7870505059493287e-05,0.2
198,2.491130026067791e-06,0.3,4.08633390544452e-28,-2.7870505059493287e-05,0.2
199,2.502640096417917e-06,0.3,4.200934045066478e-28,-2.7870505059493287e-05,0.2
200,2.5142033481427965e-06,0.3,4.318748114902038e-28,-2.7870505059493287e-05,0.2
201,2.5258200269627847e-06,0.3,4.439866248762962e-28,-2.7870505059493287e-05,0.2
202,2.537490379733572e-06,0.3,4.564381108239658e-28,-2.7870505059493287e-05,0.2
203,2.549214654451426e-06,0.3,4.692387953592014e-28,-2.7870505059493287e-05,0.2
204,2.560993100258457e-06,0.3,4.8239847166283265e-28,-2.7870505059493287e-05,0.2
205,2.5728259674479322e-06,0.3,4.959272075628398e-28,-2.7870505059493287e-05,0.2
206,2.5847135074695637e-06,0.3,5.098353532367238e-28,-2.7870505059493287e-05,0.2
207,2.5966559729348724e-06,0.3,5.241335491299467e-28,-2.7870505059493287e-05,0.2
208,2.6086536176225505e-06,0.3,5.388327340964127e-28,-2.7870505059493287e-05,0.2
209,2.6207066964838497e-06,0.3,5.539441537672465e-28,-2.7870505059493287e-05,0.2
210,2.63281546564802e-06,0.3,5.6947936915430565e-28,-2.7870505059493287e-05,0.2
211,2.64498018242772e-06,0.3,5.854502654949062e-28,-2.7870505059493287e-05,0.2
212,2.6572011053245066e-06,0.3,6.018690613446691e-28,-2.7870505059493287e-05,0.2
213,2.6694784940343236e-06,0.3,6.1874831792533365e-28,-2.7870505059493287e-05,0.2
214,2.681812609453013e-06,0.3,6.361009487347291e-28,-2.7870505059493287e-05,0.2
215,2.694203713681882e-06,0.3,6.539402294262958e-28,-2.7870505059493287e-05,0.2
216,2.7066520700332412e-06,0.3,6.722798079655953e-28,-2.7870505059493287e-05,0.2
217,2.719157943036019e-06,0.3,6.911337150717338e-28,-2.7870505059493287e-05,0.2
218,2.731721598441379e-06,0.3,7.105163749515756e-28,-2.7870505059493287e-05,0.2
219,2.7443433032283624e-06,0.3,7.304426163349947e-28,-2.7870505059493287e-05,0.2
220,2.7570233256095828e-06,0.3,7.5092768381964795e-28,-2.7870505059493287e-05,0.2
221,2.769761935036891e-06,0.3,7.719872495338211e-28,-2.7870505059493287e-05,0.2
222,2.782559402207126e-06,0.3,7.936374251264498e-28,-2.7870505059493287e-05,0.2
223,2.7954159990678593e-06,0.3,8.158947740933467e-28,-2.7870505059493287e-05,0.2
224,2.8083319988231696e-06,0.3,8.387763244491173e-28,-2.7870505059493287e-05,0.2
225,2.821307675939471e-06,0.3,8.622995817545062e-28,-2.7870505059493287e-05,0.2
226,2.834343306151309e-06,0.3,8.864825425089856e-28,-2.7870505059493287e-05,0.2
227,2.847439166467248e-06,0.3,9.113437079190487e-28,-2.7870505059493287e-05,0.2
228,2.8605955351757447e-06,0.3,9.369020980525631e-28,-2.7870505059493287e-05,0.2
229,2.8738126918510634e-06,0.3,9.631772663900976e-28,-2.7870505059493287e-05,0.2
230,2.8870909173592346e-06,0.3,9.901893147843763e-28,-2.7870505059493287e-05,0.2
231,2.9004304938639916e-06,0.3,1.017958908839164e-27,-2.7870505059493287e-05,0.2
232,2.9138317048327886e-06,0.3,1.0465072937195586e-27,-2.7870505059493287e-05,0.2
233,2.927294835042819e-06,0.3,1.0758563104056208e-27,-2.7870505059493287e-05,0.2
234,2.9408201705870607e-06,0.3,1.1060284124018317e-27,-2.7870505059493287e-05,0.2
235,2.95440799888038e-06,0.3,1.137046682915232e-27,-2.7870505059493287e-05,0.2
236,2.9680586086656025e-06,0.3,1.1689348525151792e-27,-2.7870505059493287e-05,0.2
237,2.9817722900196732e-06,0.3,1.2017173172885015e-27,-2.7870505059493287e-05,0.2
238,2.995549334359816e-06,0.3,1.2354191575037512e-27,-2.7870505059493287e-05,0.2
239,3.009390034449718e-06,0.3,1.2700661567988737e-27,-2.7870505059493287e-05,0.2
240,3.0232946844057763e-06,0.3,1.30568482190708e-27,-2.7870505059493287e-05,0.2
241,3.0372635797033116e-06,0.3,1.3423024029357679e-27,-2.7870505059493287e-05,0.2
242,3.051297017182871e-06,0.3,1.3799469142143106e-27,-2.7870505059493287e-05,0.2
243,3.06539529505653e-06,0.3,1.4186471557264432e-27,-2.7870505059493287e-05,0.2
244,3.0795587129142233e-06,0.3,1.4584327351437117e-27,-2.7870505059493287e-05,0.2
245,3.0937875717301367e-06,0.3,1.4993340904769336e-27,-2.7870505059493287e-05,0.2
246,3.108082173869064e-06,0.3,1.5413825133627283e-27,-2.7870505059493287e-05,0.2
247,3.122442823092858e-06,0.3,1.5846101730033024e-27,-2.7870505059493287e-05,0.2
248,3.1368698245668796e-06,0.3,1.6290501407775156e-27,-2.7870505059493287e-05,0.2
249,3.1513634848664763e-06,0.3,1.674736415542174e-27,-2.7870505059493287e-05,0.2
250,3.165924111983521e-06,0.3,1.721703949642967e-27,-2.7870505059493287e-05,0.2
251,3.1805520153329197e-06,0.3,1.7699886756547004e-27,-2.7870505059493287e-05,0.2
252,3.1952475057592136e-06,0.3,1.8196275338716325e-27,-2.7870505059493287e-05,0.2
253,3.210010895543175e-06,0.3,1.870658500568677e-27,-2.7870505059493287e-05,0.2
254,3.2248424984084387e-06,0.3,1.9231206170551774e-27,-2.7870505059493287e-05,0.2
255,3.2397426295281954e-06,0.3,1.9770540195436144e-27,-2.7870505059493287e-05,0.2
256,3.254711605531848e-06,0.3,2.032499969855721e-27,-2.7870505059493287e-05,0.2
257,3.269749744511768e-06,0.3,2.089500886989988e-27,-2.7870505059493287e-05,0.2
258,3.284857366030047e-06,0.3,2.1481003795743608e-27,-2.7870505059493287e-05,0.2
259,3.300034791125282e-06,0.3,2.208343279229038e-27,-2.7870505059493287e-05,0.2
260,3.3152823423194233e-06,0.3,2.2702756748650826e-27,-2.7870505059493287e-05,0.2
261,3.3306003436245885e-06,0.3,2.333944947944636e-27,-2.7870505059493287e-05,0.2
262,3.345989120549975e-06,0.3,2.3993998087302822e-27,-2.7870505059493287e-05,0.2
263,3.3614490001087683e-06,0.3,2.466690333550866e-27,-2.7870505059493287e-05,0.2
264,3.376980310825088e-06,0.3,2.535868003112432e-27,-2.7870505059493287e-05,0.2
265,3.392583382740992e-06,0.3,2.6069857418837224e-27,-2.7870505059493287e-05,0.2
266,3.408258547423452e-06,0.3,2.6800979585859336e-27,-2.7870505059493287e-05,0.2
267,3.4240061379714255e-06,0.3,2.7552605878183086e-27,-2.7870505059493287e-05,0.2
268,3.4398264890229283e-06,0.3,2.8325311328509356e-27,-2.7870505059493287e-05,0.2
269,3.455719936762136e-06,0.3,2.911968709617668e-27,-2.7870505059493287e-05,0.2
270,3.4716868189265596e-06,0.3,2.9936340919430036e-27,-2.7870505059493287e-05,0.2
271,3.4877274748141774e-06,0.3,3.0775897580369483e-27,-2.7870505059493287e-05,0.2
272,3.503842245290676e-06,0.3,3.1638999382942174e-27,-2.7870505059493287e-05,0.2
273,3.5200314727966823e-06,0.3,3.2526306644337225e-27,-2.7870505059493287e-05,0.2
274,3.5362955013550394e-06,0.3,3.343849820016218e-27,-2.7870505059493287e-05,0.2
275,3.5526346765781395e-06,0.3,3.437627192378842e-27,-2.7870505059493287e-05,0.2
276,3.5690493456752295e-06,0.3,3.534034526025789e-27,-2.7870505059493287e-05,0.2
277,3.5855398574598168e-06,0.3,3.633145577516696e-27,-2.7870505059493287e-05,0.2
278,3.6021065623570736e-06,0.3,3.735036171894153e-27,-2.7870505059493287e-05,0.2
279,3.618749812411277e-06,0.3,3.839784260693708e-27,-2.7870505059493287e-05,0.2
280,3.6354699612933177e-06,0.3,3.947469981580978e-27,-2.7870505059493287e-05,0.2
281,3.6522673643081755e-06,0.3,4.0581757196608076e-27,-2.7870505059493287e-05,0.2
282,3.669142378402494e-06,0.3,4.171986170506277e-27,-2.7870505059493287e-05,0.2
283,3.6860953621721616e-06,0.3,4.288988404955129e-27,-2.7870505059493287e-05,0.2
284,3.7031266758699232e-06,0.3,4.409271935723361e-27,-2.7870505059493287e-05,0.2
285,3.7202366814130657e-06,0.3,4.5329287858872815e-27,-2.7870505059493287e-05,0.2
286,3.737425742391064e-06,0.3,4.660053559285552e-27,-2.7870505059493287e-05,0.2
287,3.754694224073337e-06,0.3,4.7907435128962015e-27,-2.7870505059493287e-05,0.2
288,3.7720424934170015e-06,0.3,4.925098631243147e-27,-2.7870505059493287e-05,0.2
289,3.789470919074664e-06,0.3,5.063221702889435e-27,-2.7870505059493287e-05,0.2
290,3.806979871402284e-06,0.3,5.2052183990760106e-27,-2.7870505059493287e-05,0.2
291,3.824569722466999e-06,0.3,5.351197354565273e-27,-2.7870505059493287e-05,0.2
292,3.842240846055061e-06,0.3,5.501270250752498e-27,-2.7870505059493287e-05,0.2
293,3.859993617679771e-06,0.3,5.655551901107761e-27,-2.7870505059493287e-05,0.2
294,3.877828414589453e-06,0.3,5.814160339014073e-27,-2.7870505059493287e-05,0.2
295,3.895745615775501e-06,0.3,5.977216908069281e-27,-2.7870505059493287e-05,0.2
296,3.913745601980384e-06,0.3,6.144846354919701e-27,-2.7870505059493287e-05,0.2
297,3.93182875570577e-06,0.3,6.317176924697989e-27,-2.7870505059493287e-05,0.2
298,3.949995461220647e-06,0.3,6.494340459137193e-27,-2.7870505059493287e-05,0.2
299,3.968246104569478e-06,0.3,6.676472497436373e-27,-2.7870505059493287e-05,0.2
300,3.986581073580439e-06,0.3,6.863712379955342e-27,-2.7870505059493287e-05,0.2
301,4.005000757873611e-06,0.3,7.056203354816734e-27,-2.7870505059493287e-05,0.2
302,4.023505548869293e-06,0.3,7.254092687498495e-27,-2.7870505059493287e-05,0.2
