1,04872e-5; 1,12884e-7
1,33035e-5; 2,77930e-8
1,94651e-5; 5,09441e-9
2,58954e-5; 1,45369e-9
3,61286e-5; 3,57912e-10
5,81384e-5; 7,06269e-11
9,35566e-5; 1,73890e-11
1,36887e-4; 5,34181e-12
2,00287e-4; 1,41589e-12
3,07329e-4; 4,68253e-13
4,94555e-4; 1,54857e-13
6,89990e-4; 6,87905e-14
1,00956e-3; 3,81273e-14
1,70375e-3; 2,27499e-14
2,61430e-3; 1,69369e-14
3,82512e-3; 1,96294e-14
5,08876e-3; 3,05581e-14
7,09969e-3; 5,93547e-14
1,08941e-2; 1,54857e-13
1,59397e-2; 5,04101e-13
2,56502e-2; 2,75017e-12
3,93588e-2; 1,20252e-11
6,33363e-2; 9,48673e-11
1,01921e-1; 5,17558e-10
1,42198e-1; 2,26303e-9
2,28825e-1; 2,22754e-8
3,51119e-1; 9,73999e-8
