8,75284e-4; 1,24114e-13
9,17931e-4; 4,75714e-14
1,00956e-3; 1,69369e-14
1,34307e-3; 8,09966e-15
2,16128e-3; 2,67866e-15
3,01536e-3; 1,37908e-15
5,33670e-3; 4,56078e-16
8,18885e-3; 2,34806e-16
1,38196e-2; 1,12291e-16
2,22386e-2; 5,78114e-17
3,75301e-2; 2,97635e-17
6,03937e-2; 1,64965e-17
1,01921e-1; 1,05967e-17
1,56392e-1; 9,14320e-18
2,18194e-1; 9,14320e-18
2,90275e-1; 1,32215e-17
3,68227e-1; 2,21584e-17
1,00000e+0; 3,65535e-16
1,33035e+0; 1,18991e-15
2,04135e+0; 9,38729e-15
2,98680e+0; 4,75714e-14
3,97350e+0; 2,41074e-13
5,28616e+0; 1,05410e-12
7,03246e+0; 7,17522e-12
5,65023e-1; 4,30395e-17
7,51680e-1; 1,04305e-16
