,f,Xi
0,3.123502707794961e-05,9.493925119873913e-07
1,3.415062261611715e-05,7.390779976667675e-07
2,3.73383708667177e-05,5.685333041508495e-07
3,4.082367559303565e-05,4.373423629834782e-07
4,4.556304140518463e-05,3.32436230537424e-07
5,5.050472615259388e-05,2.409238599528443e-07
6,5.59823770556778e-05,1.7460282894178566e-07
7,6.334531677327142e-05,1.2805648417124365e-07
8,7.217037753634468e-05,8.848256392969411e-08
9,8.110373723425383e-05,6.041363792963123e-08
10,9.36802210795866e-05,4.275124654033373e-08
11,0.00010455589140102365,2.7829841540738955e-08
12,0.00011510297156194476,2.0168899265376717e-08
13,0.0001284656852415159,1.4969639080988822e-08
14,0.0001453618076636115,1.0848827228194603e-08
15,0.00016561313563238786,7.407302535288752e-09
16,0.00018611298282464686,4.938325399233682e-09
17,0.00021350223324172117,3.536489166271499e-09
18,0.0002355777184876835,2.4435906605310283e-09
19,0.0002626261288665612,1.8500734914526365e-09
20,0.0002944598315348053,1.3868637886089757e-09
21,0.0003282689303518695,1.029349698107157e-09
22,0.00038529480907867363,7.793337160197629e-10
23,0.00044708255400014406,5.395637061177448e-10
24,0.000527758829073342,3.7356139863469547e-10
25,0.0006194394853921625,2.6382299580640316e-10
26,0.000739631642238848,1.881823978267082e-10
27,0.0008533469514991823,1.3967160725011762e-10
28,0.0010073338444701867,1.0786984278833017e-10
29,0.0011823248117560285,8.330900755185026e-11
30,0.0013641023668752674,6.761800508054327e-11
31,0.0016287842437992235,5.710781302445476e-11
32,0.001889983987519171,4.77543577468142e-11
33,0.0021805612172700072,4.366884932334072e-11
34,0.002458899717524643,4.1552128037450255e-11
35,0.0028695895931040412,4.114125872927091e-11
36,0.003348873634074302,4.2386217434693405e-11
37,0.0038637491196874063,4.728216051272051e-11
38,0.004432356374172043,5.654312840450374e-11
39,0.005113812854745691,6.761800508054327e-11
40,0.00600216884802753,8.66871536253731e-11
41,0.006885475875453326,1.203296620902324e-10
42,0.0078089186905348764,1.60519526068151e-10
43,0.009270925506679975,2.2061250565102378e-10
44,0.010335388645666506,3.4501376952954834e-10
45,0.011721515118048894,4.694863727376063e-10
46,0.013601234151738948,6.781155873489981e-10
47,0.015782394049518013,1.0710894060106321e-09
48,0.017594486779479824,1.7779772437446084e-09
49,0.019280891243168265,2.698891417972954e-09
50,0.020769420899572087,3.8215078627982415e-09
51,0.022118356692964775,5.465121205967468e-09
52,0.02382594528278486,7.815645255285501e-09
53,0.025812604609426845,1.1401481077840247e-08
54,0.028125349270515295,1.800873748242024e-08
55,0.030821120687270182,2.8729029771450045e-08
56,0.03339105300870321,4.675090718083441e-08
57,0.036382807647279934,7.607800679725766e-08
58,0.03987004373361179,1.201658664557574e-07
59,0.04221733120032902,1.916985440145129e-07
60,0.046263797384513625,2.852637830718434e-07
61,0.049551197389306176,4.505766003127058e-07
62,0.05307219254630153,6.704964100255309e-07
