,frequency,MA,MT,MAE,DAE
52,1.2708787092020594e-06,0.3,2.151130797601263e-29,-2.7870505059493287e-05,0.2
53,1.2767507043192644e-06,0.3,2.2114586845176363e-29,-2.7870505059493287e-05,0.2
54,1.28264983052806e-06,0.3,2.2734784508603622e-29,-2.7870505059493287e-05,0.2
55,1.288576213185518e-06,0.3,2.3372375449346585e-29,-2.7870505059493287e-05,0.2
56,1.294529978227916e-06,0.3,2.40278474572078e-29,-2.7870505059493287e-05,0.2
57,1.30051125217341e-06,0.3,2.4701702001924166e-29,-2.7870505059493287e-05,0.2
58,1.3065201621247199e-06,0.3,2.539445461681663e-29,-2.7870505059493287e-05,0.2
59,1.3125568357718428e-06,0.3,2.6106635293201037e-29,-2.7870505059493287e-05,0.2
60,1.3186214013947485e-06,0.3,2.6838788885856645e-29,-2.7870505059493287e-05,0.2
61,1.3247139878661175e-06,0.3,2.759147552986945e-29,-2.7870505059493287e-05,0.2
62,1.330834724654076e-06,0.3,2.836527106916382e-29,-2.7870505059493287e-05,0.2
63,1.3369837418249452e-06,0.3,2.9160767497052314e-29,-2.7870505059493287e-05,0.2
64,1.3431611700460154e-06,0.3,2.997857340914252e-29,-2.7870505059493287e-05,0.2
65,1.3493671405883065e-06,0.3,3.0819314468941606e-29,-2.7870505059493287e-05,0.2
66,1.355601785329369e-06,0.3,3.168363388652261e-29,-2.7870505059493287e-05,0.2
67,1.3618652367560827e-06,0.3,3.2572192910612695e-29,-2.7870505059493287e-05,0.2
68,1.3681576279674705e-06,0.3,3.348567133448209e-29,-2.7870505059493287e-05,0.2
69,1.3744790926775367e-06,0.3,3.4424768016022345e-29,-2.7870505059493287e-05,0.2
70,1.3808297652180924e-06,0.3,3.539020141240611e-29,-2.7870505059493287e-05,0.2
71,1.387209780541621e-06,0.3,3.6382710129745374e-29,-2.7870505059493287e-05,0.2
72,1.3936192742241435e-06,0.3,3.7403053488162704e-29,-2.7870505059493287e-05,0.2
73,1.4000583824680962e-06,0.3,3.845201210270959e-29,-2.7870505059493287e-05,0.2
74,1.4065272421052364e-06,0.3,3.953038848057885e-29,-2.7870505059493287e-05,0.2
75,1.4130259905995336e-06,0.3,4.063900763506122e-29,-2.7870505059493287e-05,0.2
76,1.4195547660501015e-06,0.3,4.177871771672457e-29,-2.7870505059493287e-05,0.2
77,1.4261137071941298e-06,0.3,4.2950390662292226e-29,-2.7870505059493287e-05,0.2
78,1.4327029534098294e-06,0.3,4.415492286171872e-29,-2.7870505059493287e-05,0.2
79,1.4393226447194066e-06,0.3,4.539323584397651e-29,-2.7870505059493287e-05,0.2
80,1.4459729217920196e-06,0.3,4.666627698206933e-29,-2.7870505059493287e-05,0.2
81,1.4526539259467812e-06,0.3,4.7975020217823747e-29,-2.7870505059493287e-05,0.2
82,1.4593657991557576e-06,0.3,4.932046680700383e-29,-2.7870505059493287e-05,0.2
83,1.466108684046983e-06,0.3,5.070364608532273e-29,-2.7870505059493287e-05,0.2
84,1.4728827239075018e-06,0.3,5.212561625593971e-29,-2.7870505059493287e-05,0.2
85,1.4796880626863962e-06,0.3,5.358746519903629e-29,-2.7870505059493287e-05,0.2
86,1.4865248449978571e-06,0.3,5.509031130410295e-29,-2.7870505059493287e-05,0.2
87,1.4933932161242533e-06,0.3,5.663530432556366e-29,-2.7870505059493287e-05,0.2
88,1.5002933220192168e-06,0.3,5.822362626239661e-29,-2.7870505059493287e-05,0.2
89,1.5072253093107556e-06,0.3,5.985649226242663e-29,-2.7870505059493287e-05,0.2
90,1.514189325304352e-06,0.3,6.153515155197177e-29,-2.7870505059493287e-05,0.2
91,1.5211855179861048e-06,0.3,6.326088839156815e-29,-2.7870505059493287e-05,0.2
92,1.5282140360258708e-06,0.3,6.503502305849459e-29,-2.7870505059493287e-05,0.2
93,1.5352750287804212e-06,0.3,6.685891285685161e-29,-2.7870505059493287e-05,0.2
94,1.5423686462966274e-06,0.3,6.873395315597209e-29,-2.7870505059493287e-05,0.2
95,1.5494950393146317e-06,0.3,7.066157845794561e-29,-2.7870505059493287e-05,0.2
96,1.556654359271062e-06,0.3,7.264326349508918e-29,-2.7870505059493287e-05,0.2
97,1.5638467583022478e-06,0.3,7.468052435819284e-29,-2.7870505059493287e-05,0.2
98,1.5710723892474488e-06,0.3,7.677491965640545e-29,-2.7870505059493287e-05,0.2
99,1.5783314056521166e-06,0.3,7.892805170965492e-29,-2.7870505059493287e-05,0.2
100,1.5856239617711372e-06,0.3,8.114156777449926e-29,-2.7870505059493287e-05,0.2
101,1.592950212572123e-06,0.3,8.341716130436639e-29,-2.7870505059493287e-05,0.2
102,1.6003103137387017e-06,0.3,8.575657324513189e-29,-2.7870505059493287e-05,0.2
103,1.607704421673822e-06,0.3,8.816159336703104e-29,-2.7870505059493287e-05,0.2
104,1.6151326935030896e-06,0.3,9.063406163392892e-29,-2.7870505059493287e-05,0.2
105,1.6225952870780872e-06,0.3,9.31758696109812e-29,-2.7870505059493287e-05,0.2
106,1.630092360979741e-06,0.3,9.578896191178249e-29,-2.7870505059493287e-05,0.2
107,1.637624074521689e-06,0.3,9.847533768609489e-29,-2.7870505059493287e-05,0.2
108,1.6451905877536607e-06,0.3,1.0123705214929858e-28,-2.7870505059493287e-05,0.2
109,1.6527920614648938e-06,0.3,1.040762181547423e-28,-2.7870505059493287e-05,0.2
110,1.6604286571875296e-06,0.3,1.0699500781017717e-28,-2.7870505059493287e-05,0.2
111,1.6681005372000591e-06,0.3,1.0999565413953537e-28,-2.7870505059493287e-05,0.2
112,1.6758078645307687e-06,0.3,1.130804527913072e-28,-2.7870505059493287e-05,0.2
113,1.6835508029612006e-06,0.3,1.1625176379482842e-28,-2.7870505059493287e-05,0.2
114,1.691329517029647e-06,0.3,1.1951201336582937e-28,-2.7870505059493287e-05,0.2
115,1.699144172034626e-06,0.3,1.2286369576260636e-28,-2.7870505059493287e-05,0.2
116,1.7069949340384078e-06,0.3,1.263093751942628e-28,-2.7870505059493287e-05,0.2
117,1.7148819698705409e-06,0.3,1.2985168778245955e-28,-2.7870505059493287e-05,0.2
118,1.7228054471313922e-06,0.3,1.3349334357818135e-28,-2.7870505059493287e-05,0.2
119,1.730765534195724e-06,0.3,1.372371286350719e-28,-2.7870505059493287e-05,0.2
120,1.7387624002162504e-06,0.3,1.4108590714089785e-28,-2.7870505059493287e-05,0.2
121,1.7467962151272456e-06,0.3,1.4504262360880617e-28,-2.7870505059493287e-05,0.2
122,1.754867149648152e-06,0.3,1.4911030513002625e-28,-2.7870505059493287e-05,0.2
123,1.762975375287204e-06,0.3,1.5329206368974797e-28,-2.7870505059493287e-05,0.2
124,1.7711210643450868e-06,0.3,1.575910985479578e-28,-2.7870505059493287e-05,0.2
125,1.7793043899185774e-06,0.3,1.6201069868702606e-28,-2.7870505059493287e-05,0.2
126,1.7875255259042354e-06,0.3,1.665542453279539e-28,-2.7870505059493287e-05,0.2
127,1.7957846470020968e-06,0.3,1.7122521451718012e-28,-2.7870505059493287e-05,0.2
128,1.804081928719381e-06,0.3,1.7602717978593219e-28,-2.7870505059493287e-05,0.2
129,1.8124175473742357e-06,0.3,1.809638148841698e-28,-2.7870505059493287e-05,0.2
130,1.8207916800994625e-06,0.3,1.8603889659118013e-28,-2.7870505059493287e-05,0.2
131,1.8292045048462937e-06,0.3,1.9125630760501504e-28,-2.7870505059493287e-05,0.2
132,1.8376562003881725e-06,0.3,1.9662003951295383e-28,-2.7870505059493287e-05,0.2
133,1.8461469463245456e-06,0.3,2.0213419584526845e-28,-2.7870505059493287e-05,0.2
134,1.8546769230846976e-06,0.3,2.0780299521464614e-28,-2.7870505059493287e-05,0.2
135,1.8632463119315598e-06,0.3,2.136307745436286e-28,-2.7870505059493287e-05,0.2
136,1.8718552949655793e-06,0.3,2.196219923825914e-28,-2.7870505059493287e-05,0.2
137,1.8805040551285834e-06,0.3,2.257812323207605e-28,-2.7870505059493287e-05,0.2
138,1.8891927762076644e-06,0.3,2.3211320649289122e-28,-2.7870505059493287e-05,0.2
139,1.8979216428390994e-06,0.3,2.386227591843039e-28,-2.7870505059493287e-05,0.2
140,1.906690840512252e-06,0.3,2.453148705369946e-28,-2.7870505059493287e-05,0.2
141,1.915500555573528e-06,0.3,2.5219466035971004e-28,-2.7870505059493287e-05,0.2
142,1.9243509752303323e-06,0.3,2.5926739204486196e-28,-2.7870505059493287e-05,0.2
143,1.933242287555043e-06,0.3,2.6653847659528833e-28,-2.7870505059493287e-05,0.2
144,1.9421746814890245e-06,0.3,2.7401347676396285e-28,-2.7870505059493287e-05,0.2
145,1.9511483468466163e-06,0.3,2.81698111309765e-28,-2.7870505059493287e-05,0.2
146,1.960163474319186e-06,0.3,2.8959825937263957e-28,-2.7870505059493287e-05,0.2
147,1.9692202554791733e-06,0.3,2.9771996497143435e-28,-2.7870505059493287e-05,0.2
148,1.978318882784162e-06,0.3,3.060694416278848e-28,-2.7870505059493287e-05,0.2
149,1.9874595495809817e-06,0.3,3.1465307712028843e-28,-2.7870505059493287e-05,0.2
150,1.9966424501097934e-06,0.3,3.234774383704631e-28,-2.7870505059493287e-05,0.2
151,2.005867779508234e-06,0.3,3.3254927646779356e-28,-2.7870505059493287e-05,0.2
152,2.0151357338155584e-06,0.3,3.4187553183415736e-28,-2.7870505059493287e-05,0.2
153,2.024446509976802e-06,0.3,3.514633395337008e-28,-2.7870505059493287e-05,0.2
154,2.03380030584698e-06,0.3,3.613200347315441e-28,-2.7870505059493287e-05,0.2
155,2.0431973201952705e-06,0.3,3.7145315830553634e-28,-2.7870505059493287e-05,0.2
156,2.0526377527092522e-06,0.3,3.8187046261542976e-28,-2.7870505059493287e-05,0.2
157,2.0621218039991445e-06,0.3,3.925799174338284e-28,-2.7870505059493287e-05,0.2
158,2.071649675602067e-06,0.3,4.0358971604346977e-28,-2.7870505059493287e-05,0.2
159,2.081221569986337e-06,0.3,4.149082815055246e-28,-2.7870505059493287e-05,0.2
160,2.09083769055575e-06,0.3,4.265442731036433e-28,-2.7870505059493287e-05,0.2
161,2.1004982416539153e-06,0.3,4.385065929687716e-28,-2.7870505059493287e-05,0.2
162,2.1102034285685966e-06,0.3,4.5080439288973175e-28,-2.7870505059493287e-05,0.2
163,2.119953457536069e-06,0.3,4.634470813148069e-28,-2.7870505059493287e-05,0.2
164,2.1297485357455187e-06,0.3,4.764443305497076e-28,-2.7870505059493287e-05,0.2
165,2.1395888713434217e-06,0.3,4.898060841573518e-28,-2.7870505059493287e-05,0.2
166,2.1494746734379807e-06,0.3,5.035425645652189e-28,-2.7870505059493287e-05,0.2
167,2.1594061521035675e-06,0.3,5.176642808860293e-28,-2.7870505059493287e-05,0.2
168,2.169383518385182e-06,0.3,5.321820369577484e-28,-2.7870505059493287e-05,0.2
169,2.179406984302954e-06,0.3,5.471069396091019e-28,-2.7870505059493287e-05,0.2
170,2.1894767628566207e-06,0.3,5.624504071568306e-28,-2.7870505059493287e-05,0.2
171,2.1995930680300747e-06,0.3,5.78224178141318e-28,-2.7870505059493287e-05,0.2
172,2.2097561147959033e-06,0.3,5.944403203071672e-28,-2.7870505059493287e-05,0.2
173,2.219966119119957e-06,0.3,6.111112398356441e-28,-2.7870505059493287e-05,0.2
174,2.2302232979659364e-06,0.3,6.282496908360387e-28,-2.7870505059493287e-05,0.2
175,2.240527869300018e-06,0.3,6.458687851032409e-28,-2.7870505059493287e-05,0.2
176,2.250880052095462e-06,0.3,6.639820021488946e-28,-2.7870505059493287e-05,0.2
177,2.2612800663372794e-06,0.3,6.826031995139407e-28,-2.7870505059493287e-05,0.2
178,2.2717281330269074e-06,0.3,7.017466233703469e-28,-2.7870505059493287e-05,0.2
179,2.282224474186896e-06,0.3,7.214269194201456e-28,-2.7870505059493287e-05,0.2
180,2.2927693128656486e-06,0.3,7.416591441001867e-28,-2.7870505059493287e-05,0.2
181,2.3033628731421314e-06,0.3,7.62458776101032e-28,-2.7870505059493287e-05,0.2
182,2.3140053801306542e-06,0.3,7.838417282089798e-28,-2.7870505059493287e-05,0.2
183,2.3246970599856503e-06,0.3,8.058243594801591e-28,-2.7870505059493287e-05,0.2
184,2.335438139906477e-06,0.3,8.284234877560346e-28,-2.7870505059493287e-05,0.2
185,2.3462288481422623e-06,0.3,8.516564025299592e-28,-2.7870505059493287e-05,0.2
186,2.357069413996728e-06,0.3,8.755408781744665e-28,-2.7870505059493287e-05,0.2
187,2.3679600678330786e-06,0.3,9.000951875396119e-28,-2.7870505059493287e-05,0.2
188,2.3789010410788957e-06,0.3,9.253381159326395e-28,-2.7870505059493287e-05,0.2
189,2.389892566231048e-06,0.3,9.51288975489689e-28,-2.7870505059493287e-05,0.2
190,2.4009348768606516e-06,0.3,9.779676199506177e-28,-2.7870505059493287e-05,0.2
191,2.412028207618007e-06,0.3,1.0053944598480673e-27,-2.7870505059493287e-05,0.2
192,2.4231727942376005e-06,0.3,1.0335904781226058e-27,-2.7870505059493287e-05,0.2
193,2.434368873543113e-06,0.3,1.0625772461757527e-27,-2.7870505059493287e-05,0.2
194,2.445616683452444e-06,0.3,1.092376940373187e-27,-2.7870505059493287e-05,0.2
195,2.4569164629827902e-06,0.3,1.1230123590108657e-27,-2.7870505059493287e-05,0.2
196,2.4682684522556926e-06,0.3,1.1545069397568037e-27,-2.7870505059493287e-05,0.2
197,2.47967289250216e-06,0.3,1.1868847775821522e-27,-2.7870505059493287e-05,0.2
198,2.491130026067791e-06,0.3,1.2201706431950736e-27,-2.7870505059493287e-05,0.2
199,2.502640096417917e-06,0.3,1.2543900019915885e-27,-2.7870505059493287e-05,0.2
200,2.5142033481427965e-06,0.3,1.2895690335379709e-27,-2.7870505059493287e-05,0.2
201,2.5258200269627847e-06,0.3,1.3257346515993747e-27,-2.7870505059493287e-05,0.2
202,2.537490379733572e-06,0.3,1.3629145247302995e-27,-2.7870505059493287e-05,0.2
203,2.549214654451426e-06,0.3,1.4011370974424445e-27,-2.7870505059493287e-05,0.2
204,2.560993100258457e-06,0.3,1.4404316119662007e-27,-2.7870505059493287e-05,0.2
205,2.5728259674479322e-06,0.3,1.4808281306225302e-27,-2.7870505059493287e-05,0.2
206,2.5847135074695637e-06,0.3,1.5223575588220782e-27,-2.7870505059493287e-05,0.2
207,2.5966559729348724e-06,0.3,1.5650516687094718e-27,-2.7870505059493287e-05,0.2
208,2.6086536176225505e-06,0.3,1.6089431234706193e-27,-2.7870505059493287e-05,0.2
209,2.6207066964838497e-06,0.3,1.6540655023217085e-27,-2.7870505059493287e-05,0.2
210,2.63281546564802e-06,0.3,1.7004533261991115e-27,-2.7870505059493287e-05,0.2
211,2.64498018242772e-06,0.3,1.7481420841695457e-27,-2.7870505059493287e-05,0.2
212,2.6572011053245066e-06,0.3,1.7971682605811245e-27,-2.7870505059493287e-05,0.2
213,2.6694784940343236e-06,0.3,1.847569362975726e-27,-2.7870505059493287e-05,0.2
214,2.681812609453013e-06,0.3,1.8993839507841676e-27,-2.7870505059493287e-05,0.2
215,2.694203713681882e-06,0.3,1.952651664826245e-27,-2.7870505059493287e-05,0.2
216,2.7066520700332412e-06,0.3,2.0074132576378568e-27,-2.7870505059493287e-05,0.2
217,2.719157943036019e-06,0.3,2.0637106246488736e-27,-2.7870505059493287e-05,0.2
218,2.731721598441379e-06,0.3,2.1215868362352718e-27,-2.7870505059493287e-05,0.2
219,2.7443433032283624e-06,0.3,2.1810861706701603e-27,-2.7870505059493287e-05,0.2
220,2.7570233256095828e-06,0.3,2.242254147999034e-27,-2.7870505059493287e-05,0.2
221,2.769761935036891e-06,0.3,2.305137564864784e-27,-2.7870505059493287e-05,0.2
222,2.782559402207126e-06,0.3,2.369784530309646e-27,-2.7870505059493287e-05,0.2
223,2.7954159990678593e-06,0.3,2.436244502581054e-27,-2.7870505059493287e-05,0.2
224,2.8083319988231696e-06,0.3,2.5045683269697123e-27,-2.7870505059493287e-05,0.2
225,2.821307675939471e-06,0.3,2.5748082747089737e-27,-2.7870505059493287e-05,0.2
226,2.834343306151309e-06,0.3,2.647018082964828e-27,-2.7870505059493287e-05,0.2
227,2.847439166467248e-06,0.3,2.7212529959477305e-27,-2.7870505059493287e-05,0.2
228,2.8605955351757447e-06,0.3,2.7975698071772047e-27,-2.7870505059493287e-05,0.2
229,2.8738126918510634e-06,0.3,2.8760269029317933e-27,-2.7870505059493287e-05,0.2
230,2.8870909173592346e-06,0.3,2.9566843069176725e-27,-2.7870505059493287e-05,0.2
231,2.9004304938639916e-06,0.3,3.039603726189678e-27,-2.7870505059493287e-05,0.2
232,2.9138317048327886e-06,0.3,3.1248485983605e-27,-2.7870505059493287e-05,0.2
233,2.927294835042819e-06,0.3,3.2124841401336823e-27,-2.7870505059493287e-05,0.2
234,2.9408201705870607e-06,0.3,3.3025773971977035e-27,-2.7870505059493287e-05,0.2
235,2.95440799888038e-06,0.3,3.3951972955195406e-27,-2.7870505059493287e-05,0.2
236,2.9680586086656025e-06,0.3,3.4904146940763245e-27,-2.7870505059493287e-05,0.2
237,2.9817722900196732e-06,0.3,3.5883024390662515e-27,-2.7870505059493287e-05,0.2
238,2.995549334359816e-06,0.3,3.688935419639643e-27,-2.7870505059493287e-05,0.2
239,3.009390034449718e-06,0.3,3.79239062519292e-27,-2.7870505059493287e-05,0.2
240,3.0232946844057763e-06,0.3,3.898747204269642e-27,-2.7870505059493287e-05,0.2
241,3.0372635797033116e-06,0.3,4.008086525112933e-27,-2.7870505059493287e-05,0.2
242,3.051297017182871e-06,0.3,4.12049223791654e-27,-2.7870505059493287e-05,0.2
243,3.06539529505653e-06,0.3,4.23605033882148e-27,-2.7870505059493287e-05,0.2
244,3.0795587129142233e-06,0.3,4.354849235707456e-27,-2.7870505059493287e-05,0.2
245,3.0937875717301367e-06,0.3,4.4769798158296365e-27,-2.7870505059493287e-05,0.2
246,3.108082173869064e-06,0.3,4.6025355153517426e-27,-2.7870505059493287e-05,0.2
247,3.122442823092858e-06,0.3,4.7316123908297376e-27,-2.7870505059493287e-05,0.2
248,3.1368698245668796e-06,0.3,4.86430919269995e-27,-2.7870505059493287e-05,0.2
249,3.1513634848664763e-06,0.3,5.000727440828196e-27,-2.7870505059493287e-05,0.2
250,3.165924111983521e-06,0.3,5.140971502177895e-27,-2.7870505059493287e-05,0.2
251,3.1805520153329197e-06,0.3,5.285148670655824e-27,-2.7870505059493287e-05,0.2
252,3.1952475057592136e-06,0.3,5.4333692491976895e-27,-2.7870505059493287e-05,0.2
253,3.210010895543175e-06,0.3,5.5857466341554806e-27,-2.7870505059493287e-05,0.2
254,3.2248424984084387e-06,0.3,5.742397402051415e-27,-2.7870505059493287e-05,0.2
255,3.2397426295281954e-06,0.3,5.903441398765278e-27,-2.7870505059493287e-05,0.2
256,3.254711605531848e-06,0.3,6.0690018312222185e-27,-2.7870505059493287e-05,0.2
257,3.269749744511768e-06,0.3,6.2392053616526615e-27,-2.7870505059493287e-05,0.2
258,3.284857366030047e-06,0.3,6.414182204495368e-27,-2.7870505059493287e-05,0.2
259,3.300034791125282e-06,0.3,6.594066226018048e-27,-2.7870505059493287e-05,0.2
260,3.3152823423194233e-06,0.3,6.778995046732281e-27,-2.7870505059493287e-05,0.2
261,3.3306003436245885e-06,0.3,6.969110146679773e-27,-2.7870505059493287e-05,0.2
262,3.345989120549975e-06,0.3,7.16455697367219e-27,-2.7870505059493287e-05,0.2
263,3.3614490001087683e-06,0.3,7.365485054566093e-27,-2.7870505059493287e-05,0.2
264,3.376980310825088e-06,0.3,7.572048109658603e-27,-2.7870505059493287e-05,0.2
265,3.392583382740992e-06,0.3,7.784404170291649e-27,-2.7870505059493287e-05,0.2
266,3.408258547423452e-06,0.3,8.002715699753532e-27,-2.7870505059493287e-05,0.2
267,3.4240061379714255e-06,0.3,8.227149717572062e-27,-2.7870505059493287e-05,0.2
268,3.4398264890229283e-06,0.3,8.457877927292942e-27,-2.7870505059493287e-05,0.2
269,3.455719936762136e-06,0.3,8.695076847841697e-27,-2.7870505059493287e-05,0.2
270,3.4716868189265596e-06,0.3,8.938927948570178e-27,-2.7870505059493287e-05,0.2
271,3.4877274748141774e-06,0.3,9.189617788089241e-27,-2.7870505059493287e-05,0.2
272,3.503842245290676e-06,0.3,9.447338156996144e-27,-2.7870505059493287e-05,0.2
273,3.5200314727966823e-06,0.3,9.712286224604017e-27,-2.7870505059493287e-05,0.2
274,3.5362955013550394e-06,0.3,9.984664689786484e-27,-2.7870505059493287e-05,0.2
275,3.5526346765781395e-06,0.3,1.0264681936053097e-26,-2.7870505059493287e-05,0.2
276,3.5690493456752295e-06,0.3,1.0552552190972759e-26,-2.7870505059493287e-05,0.2
277,3.5855398574598168e-06,0.3,1.084849569006928e-26,-2.7870505059493287e-05,0.2
278,3.6021065623570736e-06,0.3,1.1152738845312724e-26,-2.7870505059493287e-05,0.2
279,3.618749812411277e-06,0.3,1.1465514418336056e-26,-2.7870505059493287e-05,0.2
280,3.6354699612933177e-06,0.3,1.178706169851029e-26,-2.7870505059493287e-05,0.2
281,3.6522673643081755e-06,0.3,1.2117626686012351e-26,-2.7870505059493287e-05,0.2
282,3.669142378402494e-06,0.3,1.245746228002833e-26,-2.7870505059493287e-05,0.2
283,3.6860953621721616e-06,0.3,1.2806828472234266e-26,-2.7870505059493287e-05,0.2
284,3.7031266758699232e-06,0.3,1.316599254570291e-26,-2.7870505059493287e-05,0.2
285,3.7202366814130657e-06,0.3,1.353522927938969e-26,-2.7870505059493287e-05,0.2
286,3.737425742391064e-06,0.3,1.3914821158351725e-26,-2.7870505059493287e-05,0.2
287,3.754694224073337e-06,0.3,1.430505858986405e-26,-2.7870505059493287e-05,0.2
288,3.7720424934170015e-06,0.3,1.4706240125595917e-26,-2.7870505059493287e-05,0.2
289,3.789470919074664e-06,0.3,1.5118672690017981e-26,-2.7870505059493287e-05,0.2
290,3.806979871402284e-06,0.3,1.5542671815216003e-26,-2.7870505059493287e-05,0.2
291,3.824569722466999e-06,0.3,1.5978561882287997e-26,-2.7870505059493287e-05,0.2
292,3.842240846055061e-06,0.3,1.6426676369513177e-26,-2.7870505059493287e-05,0.2
293,3.859993617679771e-06,0.3,1.688735810747972e-26,-2.7870505059493287e-05,0.2
294,3.877828414589453e-06,0.3,1.736095954136758e-26,-2.7870505059493287e-05,0.2
295,3.895745615775501e-06,0.3,1.784784300058806e-26,-2.7870505059493287e-05,0.2
296,3.913745601980384e-06,0.3,1.834838097598305e-26,-2.7870505059493287e-05,0.2
297,3.93182875570577e-06,0.3,1.8862956404800518e-26,-2.7870505059493287e-05,0.2
298,3.949995461220647e-06,0.3,1.9391962963660964e-26,-2.7870505059493287e-05,0.2
299,3.968246104569478e-06,0.3,1.9935805369740027e-26,-2.7870505059493287e-05,0.2
300,3.986581073580439e-06,0.3,2.0494899690398796e-26,-2.7870505059493287e-05,0.2
301,4.005000757873611e-06,0.3,2.106967366149532e-26,-2.7870505059493287e-05,0.2
302,4.023505548869293e-06,0.3,2.1660567014625457e-26,-2.7870505059493287e-05,0.2
