,f,Xi
285,3.7202366814130653e-06,0.13443316685794474
286,3.7374257423910637e-06,0.13197716775616813
287,3.754694224073337e-06,0.12956603908227088
288,3.7720424934170023e-06,0.1271989610561777
289,3.7894709190746634e-06,0.12487512887523713
290,3.8069798714022836e-06,0.12259375244057767
291,3.824569722466999e-06,0.12035405608847574
292,3.842240846055061e-06,0.11815527832661857
293,3.859993617679771e-06,0.11599667157519318
294,3.877828414589453e-06,0.113877501912704
295,3.895745615775502e-06,0.11179704882642963
296,3.913745601980384e-06,0.10975460496745046
297,3.93182875570577e-06,0.10774947591013911
298,3.949995461220647e-06,0.105780979916053
299,3.968246104569478e-06,0.10384844770213805
300,3.986581073580439e-06,0.1019512222131646
301,4.005000757873612e-06,0.10008865839832871
302,4.023505548869293e-06,0.09826012299192753
303,4.04209583979631e-06,0.09646499429804349
304,4.06077202570037e-06,0.09470266197916484
305,4.079534503452449e-06,0.09297252684866691
306,4.098383671757261e-06,0.09127400066708048
307,4.117319931161679e-06,0.0896065059420917
308,4.136343684063279e-06,0.08796947573218687
309,4.15545533471888e-06,0.08636235345388973
310,4.174655289253135e-06,0.08478459269251916
311,4.193943955667186e-06,0.08323565701640201
312,4.2133217438472885e-06,0.08171501979448673
313,4.232789065573553e-06,0.08022216401728205
314,4.252346334528686e-06,0.07875658212107145
315,4.271993966306777e-06,0.07731777581533818
316,4.291732378422156e-06,0.07590525591334063
317,4.3115619903182285e-06,0.0745185421657894
318,4.3314832233764026e-06,0.0731571630975569
319,4.351496500925053e-06,0.07182065584737293
320,4.371602248248502e-06,0.07050856601044937
321,4.391800892596086e-06,0.06922044748397782
322,4.41209286319119e-06,0.06795586231545431
323,4.432478591240401e-06,0.06671438055377073
324,4.45295850994266e-06,0.06549558010302937
325,4.473533054498463e-06,0.06429904657902766
326,4.494202662119142e-06,0.06312437316836297
327,4.514967772036102e-06,0.06197116049011673
328,4.535828825510191e-06,0.06083901646006006
329,4.556786265841069e-06,0.059727556157343514
330,4.577840538376616e-06,0.058636401693621526
331,4.598992090522438e-06,0.05756518208456648
332,4.620241371751313e-06,0.056513533123734576
333,4.641588833612781e-06,0.0554810972587313
334,4.663034929742736e-06,0.05446752346964213
335,4.684580115873045e-06,0.05347246714968384
336,4.706224849841281e-06,0.05249558998803461
337,4.7279695916003894e-06,0.051536559854808796
338,4.7498148032285035e-06,0.050595050688128855
339,4.771760948938751e-06,0.049670742383263265
340,4.793808495089107e-06,0.04876332068378922
341,4.815957910192351e-06,0.04787247707474183
342,4.838209664925957e-06,0.04699790867771999
343,4.860564232142137e-06,0.04613931814790419
344,4.883022086877885e-06,0.0452964135729578
345,4.905583706365046e-06,0.04446890837377629
346,4.9282495700405124e-06,0.04365652120704656
347,4.951020159556351e-06,0.04285897586959094
348,4.9738959587900665e-06,0.04207600120445582
349,4.996877453854889e-06,0.04130733100871598
350,5.0199651331100785e-06,0.04055270394296584
351,5.043159487171359e-06,0.039811863442460224
352,5.066461008921268e-06,0.039084557629883734
353,5.089870193519685e-06,0.03837053922970931
354,5.113387538414332e-06,0.03766956548412391
355,5.137013543351339e-06,0.03698139807048988
356,5.160748710385908e-06,0.03630580302031271
357,5.184593543892913e-06,0.03564255063969245
358,5.208548550577667e-06,0.03499141543122545
359,5.232614239486667e-06,0.03435217601733446
360,5.2567911220184196e-06,0.03372461506499943
361,5.2810797119343315e-06,0.033108519211861996
362,5.305480525369574e-06,0.03250367899368326
363,5.329994080844093e-06,0.031909888773123465
364,5.354620899273613e-06,0.03132694666982495
365,5.3793615039806985e-06,0.030754654491771904
366,5.404216420705915e-06,0.030192817667903393
367,5.429186177618943e-06,0.029641245181959656
368,5.454271305329836e-06,0.02909974950753485
369,5.479472336900293e-06,0.028568146544317465
370,5.5047898078549665e-06,0.0280462555554957
371,5.5302242561929e-06,0.027533899106305097
372,5.5557762223988786e-06,0.027030903003701628
373,5.581446249454967e-06,0.02653709623713429
374,5.607234882852039e-06,0.026052310920400928
375,5.633142670601353e-06,0.02557638223456673
376,5.659170163246243e-06,0.02510914837192411
377,5.685317913873752e-06,0.024650450480978747
378,5.711586478126435e-06,0.02420013261243869
379,5.7379764142141386e-06,0.023758041666191287
380,5.764488282925873e-06,0.023324027339248536
381,5.791122647641757e-06,0.02289794207464312
382,5.8178800743449365e-06,0.02247964101125928
383,5.8447611316336375e-06,0.022068981934579165
384,5.8717663907332625e-06,0.021665825228329168
385,5.898896425508492e-06,0.02127003382701058
386,5.9261518124755525e-06,0.020881473169295676
387,5.95353313081437e-06,0.020500011152277946
388,5.981040962380944e-06,0.02012551808655569
389,6.008675891719692e-06,0.019757866652137523
390,6.036438506075864e-06,0.01939693185515331
391,6.064329395408063e-06,0.019042590985355295
392,6.092349152400712e-06,0.018694723574397235
393,6.120498372476703e-06,0.018353211354874124
394,6.148777653810029e-06,0.018017938220111173
395,6.1771875973384885e-06,0.01768879018468735
396,6.205728806776502e-06,0.0173656553456795
397,6.234401888627864e-06,0.017048423844615967
398,6.263207452198693e-06,0.01673698783012376
399,6.292146109610351e-06,0.01643124142125913
400,6.3212184758124485e-06,0.016131080671507873
401,6.350425168595962e-06,0.01583640353344272
402,6.379766808606283e-06,0.015547109824027903
403,6.409244019356458e-06,0.015263101190556103
404,6.438857427240426e-06,0.014984281077208525
405,6.468607661546321e-06,0.014710554692225828
406,6.498495354469889e-06,0.014441828975678302
407,6.5285211411278475e-06,0.014178012567826104
408,6.5586856595714365e-06,0.013919015778056217
409,6.588989550799957e-06,0.013664750554387744
410,6.619433458774388e-06,0.013415130453534126
411,6.650018030431117e-06,0.01317007061151193
412,6.6807439156956135e-06,0.012929487714787644
413,6.711611767496288e-06,0.0126932999719505
414,6.742622241778349e-06,0.012461427085903521
415,6.773775997517745e-06,0.01223379022656239
416,6.805073696735207e-06,0.012010312004052849
417,6.836516004510239e-06,0.011790916442398694
418,6.868103588995307e-06,0.011575528953689391
419,6.899837121430025e-06,0.011364076312720357
420,6.931717276155401e-06,0.011156486632096388
421,6.963744730628224e-06,0.010952689337789551
422,6.9959201654353745e-06,0.010752615145144586
423,7.0282442643083526e-06,0.010556196035321659
424,7.060717714137781e-06,0.01036336523217012
425,7.09334120498799e-06,0.010174057179524677
426,7.1261154301117445e-06,0.00998820751891593
427,7.159041085964888e-06,0.009805753067689061
428,7.192118872221193e-06,0.009626631797521393
429,7.225349491787221e-06,0.009450782813332875
430,7.258733650817247e-06,0.00927814633258181
431,7.2922720587283125e-06,0.009108663664938644
432,7.3259654282152296e-06,0.008942277192331618
433,7.359814475265771e-06,0.00877893034935642
434,7.393819919175873e-06,0.008618567604044138
435,7.42798248256491e-06,0.008461134438980404
436,7.462302891391107e-06,0.008306577332769342
437,7.496781874966878e-06,0.008154843741836747
438,7.531420165974376e-06,0.00800588208256508
439,7.5662185004810625e-06,0.00785964171375514
440,7.601177617955321e-06,0.007716072919408267
441,7.636298261282242e-06,0.007575126891822658
442,7.671581176779302e-06,0.007436755714999306
443,7.707027114212303e-06,0.007300912348350321
444,7.742636826811279e-06,0.007167550610705332
445,7.778411071286483e-06,0.007036625164610034
446,7.814350607844542e-06,0.006908091500911338
447,7.850456200204511e-06,0.006781905923624675
448,7.886728615614156e-06,0.006658025535077339
449,7.923168624866261e-06,0.006536408221323307
450,7.959777002314978e-06,0.00641701263782478
451,7.996554525892348e-06,0.006299798195394916
452,8.033501977124734e-06,0.00618472504639795
453,8.070620141149508e-06,0.006071754071200873
454,8.107909806731694e-06,0.0059608468648730106
455,8.145371766280737e-06,0.005851965724128463
456,8.183006815867389e-06,0.005745073634506972
457,8.220815755240541e-06,0.005640134257789403
458,8.258799387844272e-06,0.005537111919642712
459,8.296958520834915e-06,0.005435971597490855
460,8.335293965098187e-06,0.005336678908607304
461,8.37380653526649e-06,0.005239200098424884
462,8.412497049736117e-06,0.005143502029059645
463,8.451366330684723e-06,0.005049552168043917
464,8.490415204088754e-06,0.004957318577265544
465,8.529644499741017e-06,0.004866769902109021
466,8.569055051268347e-06,0.004777875360795008
467,8.608647696149245e-06,0.004690604733914859
468,8.648423275731726e-06,0.004604928354156049
469,8.688382635251194e-06,0.00452081709621549
470,8.72852662384837e-06,0.004438242366897122
471,8.768856094587427e-06,0.004357176095390233
472,8.809371904473993e-06,0.00427759072372577
473,8.850074914473439e-06,0.004199459197406681
474,8.890965989529167e-06,0.004122754956209519
475,8.93204599858096e-06,0.004047451925154234
476,8.97331581458352e-06,0.00397352450563869
477,9.014776314524916e-06,0.003900947566735501
478,9.056428379445294e-06,0.0038296964366475606
479,9.098272894455568e-06,0.0037597468943198382
480,9.140310748756224e-06,0.003691075161204431
481,9.182542835656282e-06,0.0036236578931758867
482,9.224970052592174e-06,0.0035574721725945718
483,9.267593301146882e-06,0.003492495500514732
484,9.310413487069085e-06,0.003428705789035035
485,9.353431520292377e-06,0.003366081353788913
486,9.39664831495469e-06,0.0033046009065719373
487,9.440064789417605e-06,0.0032442435481041475
488,9.483681866285927e-06,0.003184988760924402
489,9.527500472427302e-06,0.003126816402414606
490,9.571521538991856e-06,0.003069706697951466
491,9.615746001432097e-06,0.0030136402341831604
492,9.660174799522646e-06,0.0029585979524291493
493,9.704808877380307e-06,0.002904561142200289
494,9.749649183484095e-06,0.0028515114348374895
495,9.794696670695386e-06,0.002799430797266546
496,9.839952296278226e-06,0.002748301525867002
497,9.885417021919573e-06,0.0026981062404532376
498,9.9310918137498e-06,0.002648827878365267
499,9.976977642363212e-06,0.002600449688667669
500,1.0023075482838645e-05,0.0025529552264544585
501,1.0069386314760273e-05,0.002506328347257901
502,1.0115911122238297e-05,0.002460553201559723
503,1.0162650893929953e-05,0.0024156142294023456
504,1.0209606623060476e-05,0.0023714961550987254
505,1.0256779307444207e-05,0.0023281839820388
506,1.0304169949505872e-05,0.002285662987590751
507,1.0351779556301762e-05,0.0022439187180955996
508,1.0399609139541203e-05,0.0022029369839530744
509,1.0447659715608052e-05,0.0021627038547973403
510,1.0495932305582269e-05,0.0021232056547608583
511,1.0544427935261684e-05,0.002084428957824719
512,1.0593147635183699e-05,0.002046360583254061
513,1.0642092440647246e-05,0.0020089875911167387
514,1.0691263391734773e-05,0.001972297277883938
515,1.0740661533334323e-05,0.001936277172111176
516,1.0790287915161837e-05,0.0019009150301981018
517,1.084014359178331e-05,0.0018661988322259732
518,1.0890229622637303e-05,0.0018321167778709714
519,1.0940547072057435e-05,0.0017986572823922898
520,1.099109700929496e-05,0.0017658089726935234
521,1.1041880508541602e-05,0.0017335606834559163
522,1.1092898648952227e-05,0.0017019014533424194
523,1.114415251466788e-05,0.0016708205212709565
524,1.1195643194838794e-05,0.001640307322755835
525,1.1247371783647507e-05,0.0016103514863160123
526,1.1299339380332214e-05,0.0015809428299489096
527,1.1351547089209993e-05,0.0015520713576687773
528,1.1403996019700333e-05,0.0015237272561081892
529,1.1456687286348727e-05,0.0014959008911816696
530,1.1509622008850313e-05,0.001468582804810285
531,1.1562801312073751e-05,0.0014417637117060318
532,1.1616226326085018e-05,0.0014154344962150546
533,1.1669898186171475e-05,0.0013895862092184724
534,1.1723818032865993e-05,0.0013642100650898383
535,1.177798701197118e-05,0.0013392974387082008
536,1.183240627458378e-05,0.0013148398625257003
537,1.1887076977119032e-05,0.0012908290236888246
538,1.1942000281335326e-05,0.0012672567612121526
539,1.1997177354358854e-05,0.0012441150632038066
540,1.2052609368708416e-05,0.0012213960641415727
541,1.2108297502320395e-05,0.0011990920421987533
542,1.216424293857368e-05,0.0011771954166189555
543,1.2220446866314888e-05,0.0011556987451387646
544,1.2276910479883604e-05,0.0011345947214575474
545,1.2333634979137747e-05,0.0011138761727534638
546,1.2390621569479155e-05,0.0010935360572448428
547,1.2447871461879062e-05,0.0010735674617961834
548,1.2505385872903913e-05,0.001053963599567811
549,1.2563166024741216e-05,0.0010347178077085158
550,1.2621213145225462e-05,0.0010158235450903486
551,1.267952846786434e-05,0.0009972743900847562
552,1.2738113231864785e-05,0.0009790640383794329
553,1.2796968682159414e-05,0.0009611863008349774
554,1.2856096069432966e-05,0.0009436351013807381
555,1.2915496650148829e-05,0.0009264044749491177
556,1.2975171686575869e-05,0.0009094885654475638
557,1.3035122446815087e-05,0.0008928816237676958
558,1.3095350204826675e-05,0.000876578005830723
559,1.3155856240457053e-05,0.0008605721706686191
560,1.3216641839466036e-05,0.000844858678540349
561,1.3277708293554293e-05,0.0008294321890824626
562,1.3339056900390587e-05,0.0008142874594935793
563,1.3400688963639508e-05,0.0007994193427519306
564,1.346260579298911e-05,0.0007848227858655439
565,1.352480870417874e-05,0.0007704928281543606
566,1.3587299019027093e-05,0.000756424599563729
567,1.3650078065460134e-05,0.0007426133190087663
568,1.3713147177539455e-05,0.0007290542927488972
569,1.3776507695490549e-05,0.0007157429127921408
570,1.3840160965731302e-05,0.0007026746553285307
571,1.3904108340900696e-05,0.0006898450791921334
572,1.3968351179887397e-05,0.0006772498243512307
573,1.4032890847858732e-05,0.0006648846104260166
574,1.4097728716289675e-05,0.0006527452352334143
575,1.4162866162991973e-05,0.000640827573358471
576,1.422830457214352e-05,0.0006291275747518329
577,1.4294045334317611e-05,0.0006176412633528914
578,1.4360089846512603e-05,0.0006063647357380373
579,1.4426439512181588e-05,0.0005952941597936256
580,1.4493095741262149e-05,0.0005844257734132078
581,1.4560059950206486e-05,0.0005737558832185086
582,1.46273335620113e-05,0.00056328086330385
583,1.4694918006248172e-05,0.0005529971540034468
584,1.4762814719093908e-05,0.0005429012606812498
585,1.4831025143361027e-05,0.0005329897525429074
586,1.4899550728528534e-05,0.0005232592614693995
587,1.4968392930772556e-05,0.0005137064808720296
588,1.5037553212997385e-05,0.0005043281645682935
589,1.5107033044866556e-05,0.0004951211256783014
590,1.5176833902834037e-05,0.00048608223554136976
591,1.524695727017573e-05,0.00047720842265237877
592,1.5317404637020802e-05,0.00046849667161760864
593,1.5388177500383467e-05,0.00045994402212961
594,1.5459277364194785e-05,0.00045154756796082145
595,1.5530705739334586e-05,0.000443304455975573
596,1.5602464143663683e-05,0.000435211885160128
597,1.5674554102055952e-05,0.00042726710567047535
598,1.5746977146430865e-05,0.00041946741789748205
599,1.5819734815786014e-05,0.0004118101715491479
600,1.5892828656229765e-05,0.00040429276474962316
601,1.5966260221014247e-05,0.0003969126431546732
602,1.60400310705682e-05,0.00038966729908333076
603,1.61141427725302e-05,0.00038255427066538833
604,1.6188596901781988e-05,0.00037557114100447416
605,1.6263395040481907e-05,0.0003687155373564194
606,1.6338538778098604e-05,0.0003619851303226288
607,1.6414029711444665e-05,0.00035537763305820854
608,1.6489869444710652e-05,0.0003488908004945341
609,1.6566059589499148e-05,0.000342522428576043
610,1.664260176485902e-05,0.000336270353510958
611,1.6719497597319882e-05,0.0003301324510357017
612,1.6796748720926532e-05,0.0003241066356927608
613,1.6874356777273762e-05,0.0003181908601217303
614,1.6952323415541214e-05,0.00031238311436331483
615,1.7030650292528425e-05,0.0003066814251760467
616,1.7109339072690134e-05,0.00030108385536547946
617,1.7188391428171453e-05,0.0002955885031256559
618,1.726780903884356e-05,0.0002901935013925866
619,1.7347593592339326e-05,0.0002848970172095508
620,1.7427746784089175e-05,0.0002796972511039904
621,1.7508270317357232e-05,0.00027459243647578156
622,1.7589165903277326e-05,0.0002695808389967017
623,1.767043526088947e-05,0.0002646607560208445
624,1.775208011717636e-05,0.0002598305160058219
625,1.7834102207100062e-05,0.0002550884779445343
626,1.7916503273638996e-05,0.00025043303080731714
627,1.7999285067824765e-05,0.0002458625929942973
628,1.808244934877952e-05,0.00024137561179773343
629,1.8165997883753286e-05,0.00023697056287419252
630,1.8249932448161504e-05,0.0002326459497263641
631,1.8334254825622888e-05,0.00022840030319433815
632,1.841896680799711e-05,0.00022423218095619097
633,1.8504070195423026e-05,0.0002201401670376797
634,1.8589566796356886e-05,0.00021612287133090165
635,1.8675458427610746e-05,0.00021217892912174809
636,1.8761746914391195e-05,0.00020830700062598326
637,1.8848434090337955e-05,0.0002045057705338141
638,1.8935521797562956e-05,0.00020077394756276714
639,1.902301188668946e-05,0.00019711026401873888
640,1.911090621689136e-05,0.0001935134753650655
641,1.9199206655932828e-05,0.00018998235979946255
642,1.928791508020778e-05,0.00018651571783870148
643,1.937703337477989e-05,0.000183112371910866
644,1.9466563433422632e-05,0.00017977116595505984
645,1.955650715865947e-05,0.00017649096502843033
646,1.9646866461804447e-05,0.00017327065492036406
647,1.9737643263002554e-05,0.00017010914177374478
648,1.9828839491270716e-05,0.00016700535171311527
649,1.9920457084538712e-05,0.0001639582304796423
650,2.0012497989690352e-05,0.00016096674307274815
651,2.0104964162604972e-05,0.00015802987339828394
652,2.0197857568198786e-05,0.0001551466239231425
653,2.0291180180466778e-05,0.00015231601533617045
654,2.038493398252464e-05,0.0001495370862152783
655,2.0479120966650835e-05,0.00014680889270063602
656,2.057374313432912e-05,0.0001441305081738302
657,2.066880249629082e-05,0.00014150102294289616
658,2.076430107255775e-05,0.00013891954393309102
659,2.086024089248505e-05,0.00013638519438332477
660,2.0956623994804308e-05,0.0001338971135481342
661,2.105345242766704e-05,0.0001314544564050978
662,2.1150728248687946e-05,0.00012905639336760686
663,2.1248453524988828e-05,0.00012670211000287223
664,2.1346630333242452e-05,0.00012439080675508954
665,2.1445260759716654e-05,0.00012212169867366105
666,2.1544346900318827e-05,0.00011989401514637805
667,2.1643890860640203e-05,0.00011770699963748745
668,2.17438947560008e-05,0.00011555990943053439
669,2.1844360711494283e-05,0.00011345201537590691
670,2.1945290862033115e-05,0.00011138260164299404
671,2.204668735239408e-05,0.00010935096547686596
672,2.2148552337263592e-05,0.00010735641695940954
673,2.225088798128369e-05,0.0001053982787748171
674,2.2353696459097964e-05,0.00010347588597936653
675,2.245697995539772e-05,0.00010158858577540486
