,f,M
0,3.035463921153155e-05,-0.00023282873848035068
1,3.391205640049302e-05,-0.0002703124227022291
2,3.762487889635352e-05,-0.0003434591550552091
3,4.351555125846549e-05,-0.0004172484648519992
4,5.0154491959128655e-05,-0.0004909842265284625
5,5.7606454790717846e-05,-0.0005646664400846199
6,6.593688542670579e-05,-0.0006740652498921917
7,7.443369492677363e-05,-0.000747479722846757
8,8.578965555369938e-05,-0.0008569856288949684
9,9.518223733317732e-05,-0.0009659025056196827
10,0.00010819448491808788,-0.001110964363558356
11,0.0001251337623519267,-0.0012920641064703559
12,0.00014674388499478743,-0.001473378041863621
13,0.00016508101439896217,-0.0016182792554413489
14,0.00018063503287267014,-0.001762752084056532
15,0.0001962902690797653,-0.0019428879608028166
16,0.00021929454109183237,-0.00215922236688338
17,0.0002501388036634645,-0.00241164820605759
18,0.0002756093758862664,-0.0026277684196568812
19,0.000302623656245962,-0.0028438350851358596
20,0.00033692085315563175,-0.0030601159430961034
21,0.00037771216736090074,-0.003312274041668728
22,0.00042051935811345057,-0.003564325044000699
23,0.00046494645940488327,-0.0038162689500920513
24,0.0005158505878205238,-0.0039251858268167725
25,0.0005763057866209579,-0.004034209799782126
26,0.0006349885577287011,-0.004071479291522732
27,0.000692415402894817,-0.004037047850158924
28,0.0007524255045531726,-0.0038237121388161113
29,0.000843522344908462,-0.003324697205582261
30,0.0009294146434757968,-0.002610793665516399
31,0.0009857756104499219,-0.0019678413848705292
32,0.0010455543830510143,-0.0012533488154811909
33,0.0011013037535003351,-0.0005387491498512059
34,0.001160025702283102,0.0003904713820091846
35,0.001230371237243694,0.00156997582823111
36,0.0012959751149636933,0.0026422769375784583
37,0.0013841185405355032,0.004286686164392317
38,0.0014528800011455963,0.005573661688090398
39,0.0015409846187527604,0.007432798877375309
40,0.0016063741167667315,0.008684111352942288
41,0.0016978965390599156,0.010292911079745365
42,0.0017760846050488845,0.011687250584678982
43,0.0018450494525976194,0.012867076319622792
44,0.0019300139042199118,0.014118335247069458
45,0.0020119113085295495,0.015190797000777755
46,0.0020756070023761723,0.015762637377642687
47,0.0021339163442914547,0.0162987611582562
48,0.0022014746315698504,0.016799061246377665
49,0.002279050841318266,0.017048916775776652
50,0.002343075463800559,0.017084258535185852
51,0.002408898708854005,0.01704806000585158
52,0.0024765711045883873,0.016689930177171675
53,0.00254614459858298,0.01615294962663309
54,0.0026267537418155932,0.015222443939885089
55,0.0027193160617762003,0.014113033983158073
56,0.0027957089096709627,0.012967960978299976
57,0.002864311062470825,0.0116440907997035
58,0.002934596600601862,0.010320220621107025
59,0.0030066068316041087,0.009032120586882283
60,0.003048546131272994,0.0077441811970185015
61,0.00314506095289144,0.00584788161223361
62,0.003199994492511237,0.0045598886742495015
63,0.0032785171564318556,0.0030571677737943476
64,0.003347354107652061,0.0014471899883442968
65,0.0034294927370258246,-0.0001270712008543326
66,0.003477330892017861,-0.001343470301974646
67,0.00353806805965596,-0.002524152806843538
68,0.003612354637036988,-0.004098360447921855
69,0.003688200962700395,-0.00552948751151322
70,0.0037656397856943957,-0.006745993708874173
71,0.0038580424657709313,-0.007926783309983698
72,0.0039254293723596425,-0.008570913649276542
73,0.003993993299476217,-0.0090361932667107
74,0.0040637548056741395,-0.00942993259540139
75,0.004163472743817007,-0.009501847720987083
76,0.0042361944806463495,-0.009323264739729983
77,0.004325139176955618,-0.008965884584734511
78,0.004431271062743787,-0.008215086389770275
79,0.004555757296997681,-0.006892019432978548
80,0.004699989361700955,-0.0053543851580767285
81,0.004782082222755446,-0.0039596172681805875
82,0.004899426748221648,-0.0021714848864359745
83,0.005002296912988868,-0.00027598852345582514
84,0.005160666107171945,0.001619347195163351
85,0.005269021349537,0.0034075331250282836
86,0.005379651658396217,0.004873787755547587
87,0.0054926048018818984,0.005696179787375626
88,0.005549967637824317,0.006339881741705938
89,0.005666496798212919,0.006697261896701404
90,0.005765471263583424,0.006804304589215021
91,0.005845894092572595,0.006661009819246812
92,0.005968636633571486,0.006267216942435809
93,0.006072888456317565,0.005515776170027749
94,0.00620039705440837,0.004442350550153747
95,0.006286886683646713,0.0035478827483790623
96,0.006396697254536848,0.0021168092329080165
97,0.0065310046611694855,0.0007572224580601195
98,0.0066681320354758464,-0.0008527553273899244
99,0.006808138586533681,-0.002426962968468241
100,0.006903105630899638,-0.0038222127914472326
101,0.007023679455176728,-0.004645193852598768
102,0.007146359294902245,-0.005146243614404668
103,0.007321719337078201,-0.005361239317477298
104,0.007449604921908805,-0.005182656336220205
105,0.0075274059799468555,-0.004610494670633368
106,0.00776571834725909,-0.003323251406333702
107,0.00790135908773922,-0.002071564093924505
108,0.008039369011552467,-0.0007483364927718325
109,0.008179789500289981,0.0005748911083808331
110,0.008322662658338847,0.0018265784207900301
111,0.008438755869995953,0.002935238703832603
112,0.008556468471305874,0.003721967687529533
113,0.008705920932423325,0.004186711823760535
114,0.008857983820752537,0.004257984371902425
115,0.009043969304763892,0.0038641914950914152
116,0.00923385980835565,0.003076927030191315
117,0.0093951439968734,0.00193201466969415
118,0.00955924527272036,0.0008944127423122089
119,0.00972621284085018,-0.0005366607731588438
120,0.009861884239813292,-0.001574209152420479
121,0.009999448125481947,-0.002540217242938632
122,0.010103878850616262,-0.0031842404859908496
123,0.01028035931871138,-0.0035779798146815395
124,0.01045992230155945,-0.0035424774109113835
125,0.010605828248192421,-0.0030419095821883346
126,0.01082851211621441,-0.0019691265397581426
127,0.01105587153657582,-0.0008248032085844681
128,0.011248980085561973,0.00039111395945298777
129,0.011405892636221616,0.0015355443868673019
130,0.011525011773983768,0.0022865567743128173
131,0.011645374950194617,0.0027156378624127037
132,0.01176699515715491,0.0029300980842821706
133,0.011972524622037684,0.0029298303436805853
134,0.01209756146529923,0.002536198111230535
135,0.012308864801549666,0.0018562976275659504
136,0.012523858889861059,0.0008544658445557435
137,0.012610904338279596,-3.989486097830813e-05
138,0.012786814434198782,-0.0009343626627529925
139,0.012965178308294075,-0.0017930603201559425
140,0.013146030188432314,-0.0022940565338415222
141,0.01332940477992645,-0.0025446617369249414
142,0.013468612403118098,-0.002580592525657635
143,0.013609273861846637,-0.002187281581929476
144,0.013895019177875403,-0.0014721999832166474
145,0.014137717999284224,-0.00047090368140960404
146,0.014334925690550539,0.000494676024146018
147,0.014484634621065997,0.0012814585559632677
148,0.014585308185568555,0.0019252140584138933
149,0.014788759333330116,0.002211161020906516
150,0.015099269559832559,0.0021750695878128834
151,0.01530988997890253,0.0017813838072425134
152,0.015577301790733257,0.0011014833235779356
153,0.01573998566100574,0.0002786093586670327
154,0.015849384379245275,-0.0005442110581235365
155,0.016070468185102882,-0.0012598281380395426
156,0.016182163879039566,-0.0016891769667410211
157,0.016407889641743285,-0.0019755523141961745
158,0.016579247879888886,-0.0019041726698136516
159,0.016810512585939064,-0.0015109152742058193
160,0.01686883106568978,-0.0011174972342370346
161,0.016986075676741593,-0.0006525924536450872
162,0.017104135181176778,-0.0001161473843096783
163,0.017342721564803727,0.00059904131064379
164,0.017463259889986253,0.0010997162356074716
165,0.017584636001082808,0.0014930807274559435
166,0.017768283765016532,0.001636000660581928
167,0.01807863537180621,0.0014926523424934057
168,0.018204288569959703,0.0012063840912788781
169,0.018458221044791164,0.0007769281663367669
170,0.018650992224181036,0.00024021535639976582
171,0.018911155789230447,-0.0003323211460292824
172,0.019108657260053084,-0.0009048041003380247
173,0.019174948388047352,-0.0012267889478039737
174,0.01937520481614701,-0.0013700301696518702
175,0.019713623879354984,-0.0011199068996512948
176,0.019988610143187445,-0.0006908793596717214
177,0.020197364168958197,-4.717740534142256e-05
178,0.02033774331538748,0.00045349751962225904
179,0.020479098148772117,0.0009184023002142064
