#--it-----t--------dt-------EEK-------EEM-------EEGW------hrms------urms------orms------brms------umax------bmax-----divu2m----gg2m------oum------ourms-----oxurms----o2u2m------epsK------epsM---
    0   1.0000  9.82E-05 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.00E+00  0.00E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    5   1.0005  9.82E-05 1.716E-12 1.632E-05 4.216E-17 2.111E-12 1.853E-06 8.459E-04 5.713E-03 4.024E-06 1.117E-02 2.863E-06 2.53E-16 -2.89E-11 9.123E-10 1.196E-09 2.262E-18 9.066E-13 2.131E-06
   10   1.0010  9.81E-05 3.903E-11 3.818E-05 8.891E-16 2.075E-11 8.835E-06 4.221E-03 8.739E-03 3.341E-05 2.070E-02 6.053E-05 5.33E-15  2.45E-10 2.560E-08 3.435E-08 1.835E-15 1.970E-11 5.978E-06
   15   1.0015  9.81E-05 2.299E-10 5.855E-05 4.924E-15 7.544E-11 2.144E-05 1.091E-02 1.082E-02 8.991E-05 2.752E-02 3.467E-04 2.95E-14  1.56E-09 1.628E-07 2.275E-07 7.826E-14 1.163E-10 9.375E-06
   20   1.0020  9.81E-05 7.854E-10 7.613E-05 1.483E-14 1.812E-10 3.963E-05 2.067E-02 1.234E-02 1.771E-04 3.269E-02 1.145E-03 8.90E-14  4.27E-09 5.521E-07 8.067E-07 9.556E-13 3.909E-10 1.199E-05
   25   1.0025  9.81E-05 1.923E-09 1.007E-04 3.114E-14 3.438E-10 6.202E-05 3.292E-02 1.419E-02 2.887E-04 3.760E-02 2.722E-03 1.87E-13  1.07E-08 1.373E-06 2.022E-06 5.975E-12 9.426E-10 1.668E-05
   30   1.0029  9.80E-05 3.909E-09 1.238E-04 5.438E-14 5.606E-10 8.842E-05 4.822E-02 1.573E-02 3.788E-04 4.378E-02 5.331E-03 3.26E-13  2.95E-08 2.874E-06 4.224E-06 2.610E-11 1.887E-09 2.075E-05
   35   1.0034  9.80E-05 7.105E-09 1.474E-04 8.635E-14 8.272E-10 1.192E-04 6.708E-02 1.717E-02 5.527E-04 4.941E-02 9.293E-03 5.18E-13  7.65E-08 5.427E-06 7.960E-06 9.282E-11 3.378E-09 2.503E-05
   40   1.0039  9.80E-05 1.183E-08 1.692E-04 1.281E-13 1.141E-09 1.538E-04 8.970E-02 1.840E-02 7.236E-04 5.297E-02 1.474E-02 7.69E-13  1.64E-07 9.501E-06 1.373E-05 2.788E-10 5.541E-09 2.879E-05
   45   1.0044  9.79E-05 1.839E-08 1.919E-04 1.780E-13 1.498E-09 1.918E-04 1.163E-01 1.959E-02 9.064E-04 5.741E-02 2.137E-02 1.07E-12  2.95E-07 1.564E-05 2.221E-05 7.379E-10 8.402E-09 3.172E-05
   50   1.0049  9.79E-05 2.659E-08 2.096E-04 2.300E-13 1.899E-09 2.306E-04 1.458E-01 2.047E-02 1.081E-03 5.705E-02 2.798E-02 1.38E-12  5.07E-07 2.391E-05 3.342E-05 1.689E-09 1.171E-08 3.475E-05
   55   1.0054  9.78E-05 3.627E-08 2.346E-04 2.864E-13 2.328E-09 2.693E-04 1.778E-01 2.166E-02 1.392E-03 5.993E-02 3.387E-02 1.72E-12  7.41E-07 3.468E-05 4.747E-05 3.456E-09 1.535E-08 3.957E-05
   60   1.0059  9.78E-05 4.789E-08 2.483E-04 3.613E-13 2.784E-09 3.095E-04 2.129E-01 2.229E-02 1.669E-03 6.056E-02 3.941E-02 2.17E-12  1.02E-06 4.848E-05 6.484E-05 6.555E-09 1.957E-08 4.158E-05
   65   1.0064  9.78E-05 6.181E-08 2.673E-04 4.449E-13 3.273E-09 3.516E-04 2.508E-01 2.312E-02 1.857E-03 6.094E-02 4.483E-02 2.67E-12  1.34E-06 6.574E-05 8.577E-05 1.168E-08 2.453E-08 4.443E-05
   70   1.0069  9.77E-05 7.841E-08 2.920E-04 5.288E-13 3.801E-09 3.960E-04 2.912E-01 2.417E-02 1.987E-03 6.606E-02 5.048E-02 3.17E-12  1.74E-06 8.716E-05 1.107E-04 1.985E-08 3.043E-08 4.917E-05
   75   1.0073  9.77E-05 9.885E-08 3.133E-04 6.198E-13 4.367E-09 4.446E-04 3.345E-01 2.503E-02 2.273E-03 7.273E-02 5.801E-02 3.72E-12  2.34E-06 1.137E-04 1.409E-04 3.279E-08 3.785E-08 5.324E-05
   80   1.0078  9.76E-05 1.239E-07 3.359E-04 7.181E-13 4.970E-09 4.978E-04 3.809E-01 2.592E-02 2.518E-03 7.254E-02 6.830E-02 4.31E-12  2.89E-06 1.466E-04 1.775E-04 5.300E-08 4.723E-08 5.731E-05
   85   1.0083  9.76E-05 1.543E-07 3.594E-04 8.328E-13 5.610E-09 5.556E-04 4.307E-01 2.681E-02 2.791E-03 7.620E-02 8.137E-02 5.00E-12  3.55E-06 1.868E-04 2.219E-04 8.412E-08 5.881E-08 6.174E-05
   90   1.0088  9.75E-05 1.906E-07 3.801E-04 9.575E-13 6.287E-09 6.175E-04 4.840E-01 2.757E-02 2.995E-03 8.262E-02 9.683E-02 5.75E-12  4.40E-06 2.352E-04 2.747E-04 1.308E-07 7.267E-08 6.503E-05
   95   1.0093  9.75E-05 2.323E-07 3.974E-04 1.084E-12 6.999E-09 6.817E-04 5.404E-01 2.819E-02 3.102E-03 8.443E-02 1.116E-01 6.50E-12  5.43E-06 2.915E-04 3.357E-04 1.977E-07 8.818E-08 6.754E-05
  100   1.0098  9.74E-05 2.792E-07 4.163E-04 1.221E-12 7.744E-09 7.473E-04 5.999E-01 2.886E-02 3.268E-03 8.649E-02 1.236E-01 7.33E-12  6.57E-06 3.562E-04 4.056E-04 2.914E-07 1.050E-07 7.051E-05
  105   1.0103  9.75E-05 3.317E-07 4.341E-04 1.366E-12 8.522E-09 8.145E-04 6.623E-01 2.946E-02 3.459E-03 8.507E-02 1.326E-01 8.20E-12  7.79E-06 4.293E-04 4.847E-04 4.192E-07 1.231E-07 7.296E-05
  110   1.0108  9.74E-05 3.908E-07 4.617E-04 1.520E-12 9.331E-09 8.841E-04 7.271E-01 3.039E-02 3.887E-03 9.028E-02 1.402E-01 9.12E-12  9.41E-06 5.113E-04 5.748E-04 5.919E-07 1.431E-07 7.784E-05
  115   1.0112  9.74E-05 4.583E-07 4.833E-04 1.688E-12 1.017E-08 9.574E-04 7.944E-01 3.109E-02 4.345E-03 9.161E-02 1.501E-01 1.01E-11  1.14E-05 6.036E-04 6.779E-04 8.239E-07 1.662E-07 8.181E-05
  120   1.0117  9.73E-05 5.358E-07 5.054E-04 1.861E-12 1.105E-08 1.035E-03 8.653E-01 3.179E-02 4.841E-03 9.418E-02 1.637E-01 1.12E-11  1.32E-05 7.091E-04 7.976E-04 1.139E-06 1.934E-07 8.540E-05
  125   1.0122  9.72E-05 6.230E-07 5.178E-04 2.027E-12 1.197E-08 1.116E-03 9.389E-01 3.218E-02 5.324E-03 9.049E-02 1.804E-01 1.22E-11  1.53E-05 8.263E-04 9.335E-04 1.554E-06 2.244E-07 8.689E-05
  130   1.0127  9.71E-05 7.194E-07 5.396E-04 2.188E-12 1.291E-08 1.200E-03 1.015E+00 3.285E-02 5.694E-03 9.030E-02 1.970E-01 1.31E-11  1.84E-05 9.560E-04 1.086E-03 2.093E-06 2.587E-07 9.046E-05
  135   1.0132  9.70E-05 8.253E-07 5.609E-04 2.348E-12 1.388E-08 1.285E-03 1.094E+00 3.349E-02 5.986E-03 9.396E-02 2.121E-01 1.41E-11  2.21E-05 1.098E-03 1.255E-03 2.781E-06 2.959E-07 9.411E-05
  140   1.0137  9.70E-05 9.421E-07 5.800E-04 2.535E-12 1.486E-08 1.373E-03 1.175E+00 3.406E-02 6.223E-03 9.656E-02 2.263E-01 1.52E-11  2.61E-05 1.254E-03 1.444E-03 3.657E-06 3.366E-07 9.709E-05
  145   1.0142  9.70E-05 1.071E-06 6.010E-04 2.744E-12 1.586E-08 1.464E-03 1.260E+00 3.467E-02 6.421E-03 1.010E-01 2.395E-01 1.65E-11  2.98E-05 1.428E-03 1.653E-03 4.774E-06 3.813E-07 1.003E-04
  150   1.0146  9.69E-05 1.214E-06 6.269E-04 2.944E-12 1.687E-08 1.558E-03 1.347E+00 3.541E-02 6.659E-03 1.037E-01 2.523E-01 1.77E-11  3.36E-05 1.620E-03 1.886E-03 6.179E-06 4.303E-07 1.048E-04
  155   1.0151  9.68E-05 1.373E-06 6.597E-04 3.137E-12 1.789E-08 1.657E-03 1.439E+00 3.632E-02 7.124E-03 1.017E-01 2.674E-01 1.88E-11  3.76E-05 1.832E-03 2.146E-03 7.961E-06 4.853E-07 1.115E-04
  160   1.0156  9.67E-05 1.550E-06 6.780E-04 3.329E-12 1.894E-08 1.761E-03 1.534E+00 3.682E-02 7.608E-03 1.047E-01 2.857E-01 2.00E-11  4.23E-05 2.069E-03 2.435E-03 1.021E-05 5.468E-07 1.141E-04
  165   1.0161  9.66E-05 1.742E-06 7.017E-04 3.534E-12 1.999E-08 1.867E-03 1.632E+00 3.746E-02 8.103E-03 1.088E-01 3.058E-01 2.12E-11  4.77E-05 2.329E-03 2.750E-03 1.299E-05 6.141E-07 1.185E-04
  170   1.0166  9.65E-05 1.953E-06 7.239E-04 3.731E-12 2.105E-08 1.977E-03 1.733E+00 3.805E-02 8.639E-03 1.166E-01 3.278E-01 2.24E-11  5.32E-05 2.617E-03 3.096E-03 1.643E-05 6.878E-07 1.215E-04
  175   1.0171  9.64E-05 2.183E-06 7.401E-04 3.901E-12 2.210E-08 2.090E-03 1.836E+00 3.847E-02 9.264E-03 1.077E-01 3.495E-01 2.34E-11  5.87E-05 2.930E-03 3.470E-03 2.063E-05 7.676E-07 1.241E-04
  180   1.0175  9.63E-05 2.430E-06 7.632E-04 4.071E-12 2.315E-08 2.205E-03 1.942E+00 3.907E-02 9.887E-03 1.119E-01 3.687E-01 2.44E-11  6.51E-05 3.268E-03 3.869E-03 2.565E-05 8.529E-07 1.275E-04
  185   1.0180  9.62E-05 2.698E-06 7.838E-04 4.320E-12 2.419E-08 2.323E-03 2.051E+00 3.959E-02 1.051E-02 1.152E-01 3.932E-01 2.59E-11  7.14E-05 3.633E-03 4.299E-03 3.168E-05 9.458E-07 1.313E-04
  190   1.0185  9.63E-05 2.987E-06 7.975E-04 4.599E-12 2.521E-08 2.444E-03 2.160E+00 3.994E-02 1.110E-02 1.229E-01 4.201E-01 2.76E-11  7.77E-05 4.023E-03 4.756E-03 3.880E-05 1.045E-06 1.336E-04
  195   1.0190  9.62E-05 3.295E-06 8.192E-04 4.889E-12 2.623E-08 2.567E-03 2.272E+00 4.048E-02 1.197E-02 1.190E-01 4.497E-01 2.93E-11  8.52E-05 4.441E-03 5.245E-03 4.723E-05 1.153E-06 1.370E-04
  200   1.0195  9.62E-05 3.628E-06 8.466E-04 5.182E-12 2.725E-08 2.694E-03 2.387E+00 4.115E-02 1.276E-02 1.216E-01 4.802E-01 3.11E-11  9.26E-05 4.891E-03 5.768E-03 5.719E-05 1.268E-06 1.418E-04
  205   1.0200  9.61E-05 3.986E-06 8.725E-04 5.515E-12 2.828E-08 2.823E-03 2.505E+00 4.177E-02 1.352E-02 1.230E-01 5.093E-01 3.31E-11  1.01E-04 5.376E-03 6.333E-03 6.900E-05 1.391E-06 1.463E-04
  210   1.0204  9.60E-05 4.369E-06 8.927E-04 5.892E-12 2.932E-08 2.956E-03 2.627E+00 4.225E-02 1.428E-02 1.238E-01 5.358E-01 3.54E-11  1.09E-04 5.894E-03 6.941E-03 8.291E-05 1.523E-06 1.498E-04
  215   1.0209  9.58E-05 4.778E-06 9.102E-04 6.276E-12 3.039E-08 3.092E-03 2.751E+00 4.267E-02 1.504E-02 1.268E-01 5.578E-01 3.77E-11  1.19E-04 6.448E-03 7.590E-03 9.919E-05 1.662E-06 1.525E-04
  220   1.0214  9.56E-05 5.212E-06 9.308E-04 6.628E-12 3.148E-08 3.229E-03 2.877E+00 4.315E-02 1.583E-02 1.300E-01 5.751E-01 3.98E-11  1.27E-04 7.037E-03 8.279E-03 1.181E-04 1.809E-06 1.558E-04
  225   1.0219  9.55E-05 5.670E-06 9.500E-04 6.937E-12 3.260E-08 3.368E-03 3.005E+00 4.359E-02 1.658E-02 1.290E-01 5.894E-01 4.16E-11  1.36E-04 7.664E-03 9.010E-03 1.399E-04 1.963E-06 1.593E-04
  230   1.0223  9.54E-05 6.158E-06 9.722E-04 7.268E-12 3.375E-08 3.509E-03 3.136E+00 4.409E-02 1.724E-02 1.328E-01 6.078E-01 4.36E-11  1.45E-04 8.333E-03 9.785E-03 1.652E-04 2.128E-06 1.633E-04
  235   1.0228  9.52E-05 6.677E-06 9.944E-04 7.691E-12 3.491E-08 3.654E-03 3.268E+00 4.460E-02 1.788E-02 1.352E-01 6.342E-01 4.61E-11  1.55E-04 9.045E-03 1.061E-02 1.944E-04 2.305E-06 1.673E-04
  240   1.0233  9.51E-05 7.230E-06 1.009E-03 8.183E-12 3.610E-08 3.803E-03 3.402E+00 4.492E-02 1.860E-02 1.354E-01 6.707E-01 4.91E-11  1.63E-04 9.801E-03 1.149E-02 2.280E-04 2.494E-06 1.693E-04
  245   1.0238  9.49E-05 7.817E-06 1.032E-03 8.624E-12 3.733E-08 3.954E-03 3.539E+00 4.544E-02 1.929E-02 1.415E-01 7.123E-01 5.17E-11  1.71E-04 1.060E-02 1.242E-02 2.665E-04 2.695E-06 1.725E-04
  250   1.0242  9.48E-05 8.438E-06 1.051E-03 8.994E-12 3.861E-08 4.108E-03 3.678E+00 4.584E-02 1.989E-02 1.382E-01 7.518E-01 5.40E-11  1.78E-04 1.144E-02 1.340E-02 3.104E-04 2.906E-06 1.759E-04
  255   1.0247  9.46E-05 9.097E-06 1.086E-03 9.396E-12 3.994E-08 4.266E-03 3.821E+00 4.660E-02 2.060E-02 1.362E-01 7.845E-01 5.64E-11  1.87E-04 1.234E-02 1.445E-02 3.610E-04 3.129E-06 1.824E-04
  260   1.0252  9.45E-05 9.783E-06 1.091E-03 9.855E-12 4.131E-08 4.424E-03 3.965E+00 4.671E-02 2.130E-02 1.378E-01 8.129E-01 5.91E-11  1.97E-04 1.329E-02 1.554E-02 4.180E-04 3.361E-06 1.833E-04
  265   1.0257  9.44E-05 1.050E-05 1.107E-03 1.035E-11 4.273E-08 4.583E-03 4.110E+00 4.705E-02 2.200E-02 1.353E-01 8.397E-01 6.21E-11  2.08E-04 1.427E-02 1.668E-02 4.819E-04 3.603E-06 1.863E-04
  270   1.0261  9.44E-05 1.125E-05 1.130E-03 1.082E-11 4.420E-08 4.744E-03 4.258E+00 4.754E-02 2.274E-02 1.327E-01 8.680E-01 6.49E-11  2.23E-04 1.531E-02 1.787E-02 5.538E-04 3.857E-06 1.902E-04
  275   1.0266  9.43E-05 1.204E-05 1.147E-03 1.131E-11 4.571E-08 4.908E-03 4.408E+00 4.789E-02 2.333E-02 1.329E-01 8.994E-01 6.79E-11  2.35E-04 1.639E-02 1.912E-02 6.345E-04 4.126E-06 1.939E-04
  280   1.0271  9.42E-05 1.287E-05 1.163E-03 1.185E-11 4.726E-08 5.074E-03 4.560E+00 4.822E-02 2.382E-02 1.402E-01 9.346E-01 7.11E-11  2.47E-04 1.753E-02 2.043E-02 7.244E-04 4.407E-06 1.966E-04
  285   1.0276  9.42E-05 1.374E-05 1.177E-03 1.237E-11 4.885E-08 5.242E-03 4.713E+00 4.852E-02 2.440E-02 1.384E-01 9.699E-01 7.42E-11  2.62E-04 1.870E-02 2.178E-02 8.239E-04 4.701E-06 1.987E-04
  290   1.0280  9.40E-05 1.465E-05 1.197E-03 1.280E-11 5.047E-08 5.413E-03 4.869E+00 4.894E-02 2.520E-02 1.390E-01 1.001E+00 7.68E-11  2.70E-04 1.993E-02 2.319E-02 9.350E-04 5.009E-06 2.022E-04
  295   1.0285  9.39E-05 1.560E-05 1.218E-03 1.317E-11 5.212E-08 5.586E-03 5.027E+00 4.935E-02 2.595E-02 1.406E-01 1.030E+00 7.90E-11  2.77E-04 2.121E-02 2.468E-02 1.059E-03 5.330E-06 2.066E-04
  300   1.0290  9.38E-05 1.659E-05 1.232E-03 1.352E-11 5.379E-08 5.761E-03 5.187E+00 4.963E-02 2.673E-02 1.407E-01 1.061E+00 8.11E-11  2.81E-04 2.254E-02 2.623E-02 1.196E-03 5.664E-06 2.085E-04
  305   1.0294  9.37E-05 1.762E-05 1.242E-03 1.384E-11 5.548E-08 5.937E-03 5.349E+00 4.984E-02 2.747E-02 1.480E-01 1.090E+00 8.30E-11  2.86E-04 2.392E-02 2.785E-02 1.348E-03 6.013E-06 2.102E-04
  310   1.0299  9.36E-05 1.870E-05 1.262E-03 1.407E-11 5.718E-08 6.116E-03 5.513E+00 5.025E-02 2.812E-02 1.484E-01 1.118E+00 8.44E-11  2.88E-04 2.537E-02 2.954E-02 1.516E-03 6.377E-06 2.142E-04
  315   1.0304  9.34E-05 1.982E-05 1.280E-03 1.433E-11 5.888E-08 6.297E-03 5.679E+00 5.059E-02 2.876E-02 1.518E-01 1.147E+00 8.60E-11  2.88E-04 2.687E-02 3.130E-02 1.702E-03 6.756E-06 2.170E-04
  320   1.0308  9.33E-05 2.100E-05 1.307E-03 1.470E-11 6.058E-08 6.481E-03 5.847E+00 5.113E-02 2.945E-02 1.518E-01 1.180E+00 8.82E-11  2.91E-04 2.844E-02 3.315E-02 1.908E-03 7.152E-06 2.217E-04
  325   1.0313  9.31E-05 2.224E-05 1.331E-03 1.512E-11 6.229E-08 6.669E-03 6.018E+00 5.160E-02 3.023E-02 1.457E-01 1.222E+00 9.07E-11  2.96E-04 3.008E-02 3.510E-02 2.137E-03 7.570E-06 2.255E-04
  330   1.0318  9.29E-05 2.352E-05 1.350E-03 1.549E-11 6.399E-08 6.859E-03 6.191E+00 5.197E-02 3.187E-02 1.455E-01 1.266E+00 9.29E-11  3.00E-04 3.178E-02 3.712E-02 2.388E-03 8.004E-06 2.284E-04
  335   1.0322  9.26E-05 2.486E-05 1.367E-03 1.581E-11 6.569E-08 7.051E-03 6.366E+00 5.229E-02 3.358E-02 1.481E-01 1.308E+00 9.49E-11  3.03E-04 3.355E-02 3.922E-02 2.664E-03 8.453E-06 2.310E-04
  340   1.0327  9.24E-05 2.624E-05 1.382E-03 1.613E-11 6.738E-08 7.245E-03 6.542E+00 5.257E-02 3.516E-02 1.459E-01 1.342E+00 9.68E-11  3.07E-04 3.540E-02 4.140E-02 2.967E-03 8.918E-06 2.336E-04
  345   1.0332  9.22E-05 2.767E-05 1.394E-03 1.651E-11 6.906E-08 7.440E-03 6.720E+00 5.280E-02 3.638E-02 1.450E-01 1.364E+00 9.90E-11  3.15E-04 3.731E-02 4.366E-02 3.298E-03 9.396E-06 2.355E-04
  350   1.0336  9.21E-05 2.915E-05 1.409E-03 1.694E-11 7.071E-08 7.636E-03 6.899E+00 5.308E-02 3.741E-02 1.473E-01 1.380E+00 1.02E-10  3.22E-04 3.929E-02 4.599E-02 3.659E-03 9.888E-06 2.377E-04
  355   1.0341  9.19E-05 3.068E-05 1.427E-03 1.732E-11 7.233E-08 7.833E-03 7.080E+00 5.343E-02 3.829E-02 1.441E-01 1.398E+00 1.04E-10  3.29E-04 4.134E-02 4.840E-02 4.051E-03 1.040E-05 2.412E-04
  360   1.0345  9.19E-05 3.225E-05 1.445E-03 1.769E-11 7.392E-08 8.032E-03 7.260E+00 5.376E-02 3.893E-02 1.460E-01 1.422E+00 1.06E-10  3.38E-04 4.345E-02 5.086E-02 4.475E-03 1.092E-05 2.444E-04
  365   1.0350  9.18E-05 3.388E-05 1.459E-03 1.811E-11 7.548E-08 8.232E-03 7.442E+00 5.402E-02 3.943E-02 1.501E-01 1.463E+00 1.09E-10  3.53E-04 4.563E-02 5.340E-02 4.934E-03 1.147E-05 2.465E-04
  370   1.0354  9.18E-05 3.557E-05 1.476E-03 1.854E-11 7.701E-08 8.435E-03 7.626E+00 5.432E-02 3.997E-02 1.446E-01 1.516E+00 1.11E-10  3.69E-04 4.790E-02 5.603E-02 5.433E-03 1.204E-05 2.486E-04
  375   1.0359  9.18E-05 3.733E-05 1.496E-03 1.897E-11 7.853E-08 8.641E-03 7.811E+00 5.470E-02 4.051E-02 1.498E-01 1.575E+00 1.14E-10  3.86E-04 5.025E-02 5.875E-02 5.976E-03 1.262E-05 2.517E-04
  380   1.0364  9.17E-05 3.914E-05 1.517E-03 1.944E-11 8.004E-08 8.847E-03 7.998E+00 5.509E-02 4.103E-02 1.516E-01 1.627E+00 1.17E-10  4.00E-04 5.268E-02 6.153E-02 6.561E-03 1.323E-05 2.556E-04
  385   1.0368  9.16E-05 4.099E-05 1.537E-03 1.993E-11 8.152E-08 9.054E-03 8.185E+00 5.545E-02 4.146E-02 1.467E-01 1.671E+00 1.20E-10  4.24E-04 5.516E-02 6.438E-02 7.187E-03 1.385E-05 2.594E-04
  390   1.0373  9.16E-05 4.290E-05 1.562E-03 2.047E-11 8.299E-08 9.263E-03 8.374E+00 5.589E-02 4.184E-02 1.542E-01 1.709E+00 1.23E-10  4.52E-04 5.771E-02 6.731E-02 7.862E-03 1.448E-05 2.632E-04
  395   1.0377  9.15E-05 4.487E-05 1.585E-03 2.103E-11 8.445E-08 9.474E-03 8.565E+00 5.630E-02 4.225E-02 1.540E-01 1.743E+00 1.26E-10  4.86E-04 6.033E-02 7.035E-02 8.590E-03 1.514E-05 2.677E-04
  400   1.0382  9.13E-05 4.690E-05 1.599E-03 2.153E-11 8.590E-08 9.685E-03 8.757E+00 5.655E-02 4.280E-02 1.503E-01 1.779E+00 1.29E-10  5.35E-04 6.300E-02 7.348E-02 9.369E-03 1.581E-05 2.707E-04
  405   1.0387  9.12E-05 4.897E-05 1.607E-03 2.195E-11 8.735E-08 9.896E-03 8.949E+00 5.670E-02 4.348E-02 1.529E-01 1.818E+00 1.32E-10  5.90E-04 6.572E-02 7.668E-02 1.020E-02 1.650E-05 2.722E-04
  410   1.0391  9.11E-05 5.108E-05 1.629E-03 2.230E-11 8.878E-08 1.011E-02 9.140E+00 5.708E-02 4.429E-02 1.520E-01 1.860E+00 1.34E-10  6.46E-04 6.848E-02 7.993E-02 1.108E-02 1.721E-05 2.765E-04
  415   1.0396  9.09E-05 5.324E-05 1.639E-03 2.261E-11 9.019E-08 1.032E-02 9.333E+00 5.725E-02 4.529E-02 1.474E-01 1.908E+00 1.36E-10  7.02E-04 7.129E-02 8.326E-02 1.202E-02 1.793E-05 2.781E-04
  420   1.0400  9.07E-05 5.547E-05 1.651E-03 2.287E-11 9.157E-08 1.053E-02 9.526E+00 5.746E-02 4.652E-02 1.448E-01 1.955E+00 1.37E-10  7.61E-04 7.419E-02 8.669E-02 1.302E-02 1.867E-05 2.799E-04
  425   1.0405  9.06E-05 5.776E-05 1.677E-03 2.309E-11 9.291E-08 1.075E-02 9.721E+00 5.791E-02 4.776E-02 1.489E-01 2.001E+00 1.39E-10  8.21E-04 7.716E-02 9.022E-02 1.409E-02 1.944E-05 2.855E-04
  430   1.0409  9.04E-05 6.012E-05 1.684E-03 2.337E-11 9.420E-08 1.096E-02 9.918E+00 5.804E-02 4.905E-02 1.497E-01 2.045E+00 1.40E-10  8.81E-04 8.020E-02 9.387E-02 1.524E-02 2.022E-05 2.860E-04
