#--it-----t--------dt-------EEK-------EEM-------EEGW------hrms------urms------orms------brms------umax------bmax-----divu2m----gg2m------oum------ourms---
    0   1.0000  9.82E-05 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.00E+00  0.00E+00  0.00E+00
    5   1.0005  9.52E-05 2.341E-05 0.000E+00 1.960E-16 4.422E-12 6.843E-03 4.570E+00 0.000E+00 1.813E-02 0.000E+00 6.463E-07 1.18E-15  1.71E-02  2.47E-02
   10   1.0010  9.31E-05 4.621E-05 0.000E+00 3.740E-15 4.304E-11 9.614E-03 6.378E+00 0.000E+00 3.248E-02 0.000E+00 2.127E-05 2.24E-14  3.36E-02  5.00E-02
   15   1.0014  9.33E-05 6.873E-05 0.000E+00 1.673E-14 1.438E-10 1.172E-02 7.554E+00 0.000E+00 3.110E-02 0.000E+00 1.215E-04 1.00E-13  4.84E-02  7.39E-02
   20   1.0019  9.22E-05 9.121E-05 0.000E+00 4.324E-14 3.208E-10 1.351E-02 8.812E+00 0.000E+00 3.757E-02 0.000E+00 4.130E-04 2.59E-13  6.51E-02  1.01E-01
   25   1.0023  9.16E-05 1.134E-04 0.000E+00 8.684E-14 5.747E-10 1.506E-02 9.925E+00 0.000E+00 4.424E-02 0.000E+00 1.108E-03 5.21E-13  8.18E-02  1.28E-01
   30   1.0028  9.11E-05 1.355E-04 0.000E+00 1.458E-13 9.050E-10 1.646E-02 1.080E+01 0.000E+00 4.568E-02 0.000E+00 2.370E-03 8.75E-13  9.71E-02  1.50E-01
   35   1.0033  9.06E-05 1.574E-04 0.000E+00 2.149E-13 1.301E-09 1.774E-02 1.153E+01 0.000E+00 4.885E-02 0.000E+00 4.344E-03 1.29E-12  1.12E-01  1.73E-01
   40   1.0037  9.03E-05 1.792E-04 0.000E+00 2.953E-13 1.749E-09 1.893E-02 1.215E+01 0.000E+00 5.227E-02 0.000E+00 6.999E-03 1.77E-12  1.26E-01  1.94E-01
   45   1.0042  8.94E-05 2.010E-04 0.000E+00 3.928E-13 2.237E-09 2.005E-02 1.276E+01 0.000E+00 6.048E-02 0.000E+00 1.019E-02 2.36E-12  1.40E-01  2.17E-01
   50   1.0046  8.91E-05 2.225E-04 0.000E+00 5.177E-13 2.759E-09 2.109E-02 1.342E+01 0.000E+00 6.450E-02 0.000E+00 1.374E-02 3.11E-12  1.54E-01  2.40E-01
   55   1.0051  8.92E-05 2.440E-04 0.000E+00 6.719E-13 3.325E-09 2.209E-02 1.410E+01 0.000E+00 6.668E-02 0.000E+00 1.764E-02 4.03E-12  1.70E-01  2.64E-01
   60   1.0055  8.85E-05 2.655E-04 0.000E+00 8.470E-13 3.946E-09 2.304E-02 1.481E+01 0.000E+00 7.169E-02 0.000E+00 2.190E-02 5.08E-12  1.86E-01  2.92E-01
   65   1.0059  8.84E-05 2.868E-04 0.000E+00 1.025E-12 4.619E-09 2.395E-02 1.527E+01 0.000E+00 7.603E-02 0.000E+00 2.655E-02 6.15E-12  2.00E-01  3.15E-01
   70   1.0064  8.80E-05 3.145E-04 0.000E+00 1.217E-12 5.347E-09 2.508E-02 1.601E+01 0.000E+00 7.916E-02 0.000E+00 3.200E-02 7.30E-12  2.23E-01  3.45E-01
   75   1.0068  8.77E-05 3.357E-04 0.000E+00 1.397E-12 6.118E-09 2.591E-02 1.661E+01 0.000E+00 7.527E-02 0.000E+00 3.782E-02 8.38E-12  2.39E-01  3.70E-01
   80   1.0073  8.77E-05 3.569E-04 0.000E+00 1.587E-12 6.916E-09 2.672E-02 1.713E+01 0.000E+00 7.642E-02 0.000E+00 4.381E-02 9.52E-12  2.54E-01  3.93E-01
   85   1.0077  8.73E-05 3.779E-04 0.000E+00 1.813E-12 7.727E-09 2.750E-02 1.762E+01 0.000E+00 7.733E-02 0.000E+00 4.995E-02 1.09E-11  2.69E-01  4.14E-01
   90   1.0081  8.68E-05 3.989E-04 0.000E+00 2.081E-12 8.555E-09 2.825E-02 1.799E+01 0.000E+00 7.835E-02 0.000E+00 5.637E-02 1.25E-11  2.82E-01  4.36E-01
