,gamma,A
0,3.1145482603815933,8.514922975658398e-15
1,3.1437757201646086,8.035993330065234e-15
2,3.1730031799476235,7.56407160838066e-15
3,3.1985772072577623,7.214157086772672e-15
4,3.242418396932285,6.934958992617584e-15
5,3.278952721661054,6.596766024213689e-15
6,3.311833613916946,6.2421284938424616e-15
7,3.3556748035914694,5.953367160155661e-15
8,3.3995159932659926,5.663042889452026e-15
9,3.4323968855218845,5.401070099385789e-15
10,3.4798915076692847,5.0972819622626025e-15
11,3.520079264870931,4.823255646933653e-15
12,3.574880751964085,4.563960794774408e-15
13,3.6296822390572383,4.329984169655864e-15
14,3.6735234287317615,4.097207247321987e-15
15,3.7210180508791617,3.928289218589151e-15
16,3.775819537972315,3.707338991719848e-15
17,3.8160072951739616,3.5451534803115565e-15
18,3.8635019173213614,3.4079510208578968e-15
19,3.903689674523007,3.2674493733423504e-15
20,3.9511842966704083,3.1162969195389324e-15
21,4.0059857837635615,2.9721367896188563e-15
22,4.046173540965206,2.849602717671457e-15
23,4.108281893004115,2.739319057598157e-15
24,4.152123082678637,2.626383502389869e-15
25,4.2032711372989136,2.4983042399478307e-15
26,4.247112326973437,2.4016163283840524e-15
27,4.294606949120837,2.320852231875313e-15
28,4.3494084362139915,2.260579014642589e-15
29,4.415170220725775,2.1903137713321384e-15
30,4.451704545454545,2.1278242577909567e-15
31,4.499199167601946,2.0725640339983963e-15
32,4.561307519640852,2.1222325721915653e-15
33,4.568614384586606,2.21348943304356e-15
34,4.568614384586606,2.3454091181589826e-15
35,4.561307519640852,2.4591705319574672e-15
36,4.5430403572764675,2.64024179324315e-15
37,4.5065060325477,2.7829108747167227e-15
38,4.477278572764684,2.9332892754127377e-15
39,4.444397680508791,3.0999398763292256e-15
40,4.4042099233071434,3.3107223935018895e-15
41,4.367675598578376,3.4713052347908936e-15
42,4.323834408903854,3.726901017597733e-15
43,4.265379489337821,4.0013165813716516e-15
44,4.228845164609053,4.1843708777964185e-15
45,4.1776971099887765,4.433751281589901e-15
46,4.133855920314253,4.710372610241897e-15
47,4.079054433221099,5.043912436010701e-15
48,4.0242529461279455,5.316467152825042e-15
49,3.9657980265619153,5.6481610422986275e-15
50,3.910996539468761,5.953367160155661e-15
51,3.874462214739992,6.2421284938424616e-15
52,3.8196607276468377,6.544895869083495e-15
53,3.768512673026561,6.862348633066625e-15
54,3.7137111859334073,7.176290900643172e-15
55,3.662563131313132,7.504595561132287e-15
56,3.600454779274223,7.847919672698728e-15
57,3.5493067246539463,8.250254883643497e-15
58,3.5127723999251765,8.559852544810303e-15
59,3.457970912832024,8.834452526618786e-15
60,3.3885556958473617,9.165972689147687e-15
61,3.341061073699962,9.410362581942283e-15
62,3.2899130190796853,9.686724211827171e-15
63,3.235111531986531,9.866801564544396e-15
64,3.1693497474747474,9.918864412848439e-15
65,3.1291619902731007,9.534990315439621e-15
66,3.0926276655443314,9.214337566312029e-15
67,3.0926276655443314,8.975038501010825e-15
68,3.1145482603815933,8.514922975658398e-15
