,gamma,A
0,3.0216309291747887,5.55649751513715e-15
1,3.011478232618584,5.2601188612692916e-15
2,3.0013255360623785,4.962511838785569e-15
3,3.0182466969893866,4.7787366539503604e-15
4,3.0317836257309945,4.6018003624641316e-15
5,3.0554732510288067,4.43131934881255e-15
6,3.072394411955816,4.2672156531745845e-15
7,3.0994682694390296,4.1091002138998684e-15
8,3.1062367338098333,3.916538225872911e-15
9,3.1197736625514407,3.797466194443495e-15
10,3.160384448776262,3.732623075260192e-15
11,3.2009952350010837,3.6438247872595e-15
12,3.2314533246696997,3.5572159890415985e-15
13,3.255142949967512,3.4254332649286605e-15
14,3.2788325752653233,3.2985326414326443e-15
15,3.3059064327485386,3.1763103353783192e-15
16,3.3363645224171536,3.069095279918689e-15
17,3.3634383799003684,2.9655206217081572e-15
18,3.3938964695689853,2.875258045674383e-15
19,3.434507255793806,2.875009107582141e-15
20,3.4649653454624216,2.855184333513126e-15
21,3.4852707385748327,2.7683400234591546e-15
22,3.5123445960580466,2.665763229960241e-15
23,3.5495711500974663,2.57574431349511e-15
24,3.590181936322288,2.4887472468506193e-15
25,3.6307927225471093,2.3964611896736546e-15
26,3.674787740957332,2.315502794174132e-15
27,3.7086300628113498,2.2450088370156993e-15
28,3.7424723846653682,2.1766610219428374e-15
29,3.786467403075591,2.1031280205981178e-15
30,3.830462421485814,2.0460558768064693e-15
31,3.8609205111544296,2.004281303476948e-15
32,3.8846101364522414,1.9566704770446172e-15
33,3.904915529564653,1.903668866735658e-15
34,3.9286051548624648,1.8331444257570174e-15
35,3.969215941087287,1.777309903659291e-15
36,4.003058262941304,1.7232008745011034e-15
37,4.043669049166127,1.6822063019306257e-15
38,4.080895603205546,1.6421988301425724e-15
39,4.124890621615768,1.6031197115519586e-15
40,4.172269872211393,1.5757231195779461e-15
41,4.216264890621616,1.554123148460007e-15
42,4.250107212475633,1.5119819623670347e-15
43,4.283949534329651,1.4659506675883814e-15
44,4.3279445527398765,1.4212899999840404e-15
45,4.378708035520901,1.3874477884793202e-15
46,4.405781893004116,1.3591299035631704e-15
47,4.426087286116528,1.322314264776249e-15
48,4.44977691141434,1.2776985256536706e-15
49,4.47008230452675,1.238835589339909e-15
50,4.503924626380766,1.2093814130305832e-15
51,4.537766948234784,1.1969241999135532e-15
52,4.578377734459607,1.172461072873002e-15
53,4.632525449426035,1.1563639766179251e-15
54,4.683288932207062,1.1327053140842586e-15
55,4.723899718431884,1.109554713570076e-15
56,4.757742040285901,1.0831742798470265e-15
57,4.79496859432532,1.057413429710637e-15
58,4.835579380550142,1.0252063800761067e-15
59,4.876190166774963,9.905795161810633e-16
60,4.926953649555989,9.669929142214217e-16
61,4.974332900151613,9.343187567660892e-16
62,5.008175222005632,9.152360526318096e-16
63,5.04201754385965,9.058086789040717e-16
64,5.075859865713667,9.057433247956083e-16
65,5.109702187567686,9.025793042026197e-16
66,5.1469287416071055,8.811134970611741e-16
67,5.1807710634611235,8.601644118764364e-16
68,5.2078449209443365,8.426084093898982e-16
69,5.238303010612952,8.396709955452318e-16
70,5.268761100281568,8.541283303298953e-16
71,5.282298029023176,8.688659343414276e-16
72,5.299219189950187,8.868858279719602e-16
73,5.302603422135586,9.209527977221738e-16
74,5.302603422135586,9.530632555742244e-16
75,5.282298029023176,9.931200565746425e-16
76,5.258608403725363,1.0313272135397414e-15
77,5.228150314056748,1.078386246673683e-15
78,5.201076456573533,1.1198818311629147e-15
79,5.17400259909032,1.1629741381042545e-15
80,5.143544509421703,1.2077333223946107e-15
81,5.109702187567686,1.267186334641357e-15
82,5.075859865713667,1.325017081987186e-15
83,5.0487860082304525,1.3666032985673075e-15
84,5.028480615118044,1.3950567623970152e-15
85,5.008175222005632,1.4338976848764828e-15
86,4.977717132337016,1.5200216304969805e-15
87,4.943874810482999,1.6003229573413072e-15
88,4.913416720814382,1.6676198761549005e-15
89,4.886342863331167,1.7317887782346162e-15
90,4.8626532380333565,1.8107834513914197e-15
91,4.822042451808535,1.8676695512340797e-15
92,4.781431665583714,1.9529328107699727e-15
93,4.730668182802686,2.035145812254984e-15
94,4.683288932207062,2.1353914358051066e-15
95,4.646062378167642,2.232860682737764e-15
96,4.6054515919428205,2.3347957278178557e-15
97,4.561456573532597,2.4247245858161772e-15
98,4.52761425167858,2.526707543693831e-15
99,4.500540394195365,2.6419810986085067e-15
100,4.4531611435997425,2.7343740916687516e-15
101,4.409166125189518,2.8788908430493607e-15
102,4.358402642408492,3.0207187957993758e-15
103,4.297486463071259,3.1696024806456393e-15
104,4.239954515919428,3.3258002738577922e-15
105,4.192575265323804,3.4776806209901688e-15
106,4.135043318171974,3.6490604838632965e-15
107,4.084279835390948,3.815730786130084e-15
108,4.040284816980725,3.908746544608082e-15
109,4.003058262941304,4.04535215675636e-15
110,3.9658317089018844,4.215528485860038e-15
111,3.904915529564653,4.423301356152371e-15
112,3.864304743339832,4.562260193216482e-15
113,3.82369395711501,4.6894848415766534e-15
114,3.779698938704787,4.770984984868769e-15
115,3.7153985271821535,4.8874984800200474e-15
116,3.6477138834741183,4.989763008015088e-15
117,3.586797704136886,5.11158245800706e-15
118,3.5292657569850565,5.200568470233797e-15
119,3.4852707385748327,5.236829394317554e-15
120,3.4514284167208147,5.2372072588922826e-15
121,3.4243545592376012,5.309804990480821e-15
122,3.4006649339397885,5.383370223223857e-15
123,3.3871280051981807,5.4765739894964344e-15
124,3.3905122373835828,5.6287674909432795e-15
125,3.3972807017543865,5.765355485460774e-15
126,3.3871280051981807,5.905470975829324e-15
127,3.3600541477149664,6.007887407151408e-15
128,3.3194433614901464,6.154296783947241e-15
129,3.2957537361923332,6.260983335797437e-15
130,3.2720641108945205,6.34772676557008e-15
131,3.2314533246696997,6.304910938046326e-15
132,3.1874583062594763,6.2410029227173565e-15
133,3.143463287849253,6.241588346270371e-15
134,3.1096209659952354,6.157050501250828e-15
135,3.0926998050682264,5.990745909607649e-15
136,3.0859313406974227,5.868897900430333e-15
137,3.0622417153996104,5.789282565722486e-15
138,3.0385520901017977,5.671736806060649e-15
139,3.0182466969893866,5.594755719289908e-15
