,gamma,A
0,0.6602590252338199,1.666867418436918e-14
1,0.670896568691203,1.5658612338193736e-14
2,0.6815341121485861,1.470975661566165e-14
3,0.6990984280898465,1.3751710598404489e-14
4,0.7097574832630187,1.2856486626259635e-14
5,0.7237831219570805,1.2252571789649609e-14
6,0.7687748755286012,1.195916495398062e-14
7,0.8138311642474862,1.1505739773273107e-14
8,0.8450339079986176,1.1177127204515385e-14
9,0.8830988890862606,1.0962377959761279e-14
10,0.9142586094058144,1.0752109798929131e-14
11,0.9592503629773343,1.049463385289678e-14
12,1.0111473773169442,1.0242985321331572e-14
13,1.0595272261251436,1.0142683869971034e-14
14,1.111381217033176,9.995060370382791e-15
15,1.1632567196569965,9.802375099900165e-15
16,1.2220159713331178,9.659385710298556e-15
17,1.2773010809094067,9.564483147458456e-15
18,1.332607702201483,9.425119555269613e-15
19,1.3844186696779388,9.377620918642387e-15
20,1.443156409638271,9.28533335854505e-15
21,1.4984200074987717,9.23838665063538e-15
22,1.5605888661273606,9.191373785760244e-15
23,1.619326606087693,9.100919131217268e-15
24,1.664253824511848,9.011949824235478e-15
25,1.7091810429360028,8.923850268700842e-15
26,1.7541297730759466,8.794256896485552e-15
27,1.8094794177996008,8.58323961457302e-15
28,1.857902290039377,8.41791048050237e-15
29,1.916683053431286,8.255356973510711e-15
30,1.9823690775912848,8.095675107928977e-15
31,2.0446454947988157,7.863287993897688e-15
32,2.096542509138426,7.674735929606992e-15
33,2.144965381378202,7.526906263602037e-15
34,2.1933882536179783,7.381924071484336e-15
35,2.234905865089665,7.239973577936674e-15
36,2.2937296519131527,7.032265564398578e-15
37,2.349057784921018,6.8965833300023744e-15
38,2.4216490698491056,6.762960647228058e-15
39,2.490744700961572,6.696072944151507e-15
40,2.556387701689993,6.629956245782149e-15
41,2.584159326772868,6.409834889540681e-15
42,2.6223103547236644,6.1670131568408284e-15
43,2.6569657288588395,5.990779715948495e-15
44,2.6985048520463155,5.8474177487941846e-15
45,2.7503803546701366,5.73469093887016e-15
46,2.8057299993937903,5.5970876247103705e-15
47,2.8645322745014887,5.4626958932906656e-15
48,2.930261322093065,5.305801090791496e-15
49,2.985589455100929,5.2034296799470535e-15
50,3.04437021849284,5.102949193154161e-15
51,3.089275925201206,5.077400138092157e-15
52,3.1376772857251938,5.003582825835154e-15
53,3.1861001579649706,4.907204528945762e-15
54,3.231134934968068,4.743888654563635e-15
55,3.2900017452231305,4.563725303894703e-15
56,3.345437436809938,4.369432541636936e-15
57,3.4077568774490468,4.203420878435423e-15
58,3.4631280338884887,4.082896109444997e-15
59,3.5150680716596745,3.9468835742919075e-15
60,3.5773660005829946,3.815213010045097e-15
61,3.6223577541545153,3.7238518169912344e-15
62,3.688129825177666,3.582309118113158e-15
63,3.7227851993128422,3.4799382221592928e-15
64,3.7537513141903007,3.564020399706447e-15
65,3.7743810496314136,3.632818524668822e-15
66,3.746544889401173,3.812127629841977e-15
67,3.7116313746765366,4.157177746732914e-15
68,3.6905498932038663,4.511432217202889e-15
69,3.6661233399260937,4.779739939950625e-15
70,3.6451063936007895,5.112816443283093e-15
71,3.617119651360031,5.548689020170994e-15
72,3.592628562934891,5.9640342063815716e-15
73,3.5647063558414978,6.3798490063571436e-15
74,3.5472280867633907,6.694414781448812e-15
75,3.4917278600292185,7.093604709344335e-15
76,3.436227633295045,7.516598450378989e-15
77,3.401529235728293,7.81243014791044e-15
78,3.3702834685455847,8.119770864813033e-15
79,3.3319818585842693,8.728149905754377e-15
80,3.3075337935907076,9.291774559767777e-15
81,3.2589818510562014,9.751365087687508e-15
82,3.2138610271899504,1.0282805821673904e-14
83,3.172149810276168,1.0947726904717428e-14
84,3.123554844310084,1.1600160025636377e-14
85,3.0784555321596203,1.2173727107650008e-14
86,3.0299035896251136,1.2775865012758088e-14
87,2.9571186992549308,1.3604017129579486e-14
88,2.8912605813686234,1.4415942724247547e-14
89,2.8288335821505743,1.5349646989890078e-14
90,2.73876402814438,1.6424711010126098e-14
91,2.690233597325661,1.715449164991156e-14
92,2.6313452753548088,1.7917585290715252e-14
93,2.56553018090008,1.880537878818649e-14
94,2.496283967777095,1.964288277943441e-14
95,2.4409128113376517,2.0222729497508054e-14
96,2.402783295102644,2.091823819669714e-14
97,2.3542958877155025,2.163873892187764e-14
98,2.3024418968074705,2.195833542734644e-14
99,2.236841919510626,2.196522497365209e-14
100,2.171220430497991,2.2077939203434903e-14
101,2.095262562049013,2.2085960223041638e-14
102,2.046882713240814,2.2304369264816147e-14
103,2.04666759608293,2.340217975265026e-14
104,2.0464309672092567,2.4672281504805053e-14
105,2.042677172804174,2.6389392475553116e-14
106,2.039009425262246,2.768872303104927e-14
107,2.0318460239046954,2.933302858218015e-14
108,2.021273015594677,3.07783108422238e-14
109,1.9797338924072017,3.1532907037944197e-14
110,1.931354043599001,3.184473735643481e-14
111,1.8760474223069248,3.231560639573753e-14
112,1.8241934313988928,3.2792896450091886e-14
113,1.782740355074571,3.2957363418060826e-14
114,1.7136447239621049,3.32865776241902e-14
115,1.6652433634381167,3.377765087709308e-14
116,1.6238117988295828,3.378434391366541e-14
117,1.5927811488047592,3.3466226936120025e-14
118,1.554866749727636,3.299329716725229e-14
119,1.5066374829299556,3.221758066407652e-14
