,gamma,A
120,1.4653565003319402,3.1158211172655617e-14
121,1.4309162433546496,3.0570157509158993e-14
122,1.4241615645970795,2.956007710238585e-14
123,1.4209025396551311,2.830955255451197e-14
124,1.4212037036761695,2.6467937177129157e-14
125,1.4249574980812518,2.4745715441936808e-14
126,1.421763008286669,2.3359715434051082e-14
127,1.4115987225766315,2.2372232899246703e-14
128,1.3736413000679306,2.226904391079358e-14
129,1.3080843462026626,2.2062998711867784e-14
130,1.242570415768972,2.1649817251294152e-14
131,1.1701082011356143,2.1450209782015795e-14
132,1.104572758986135,2.1149878435331874e-14
133,1.0528263266570446,2.095280451838148e-14
134,0.9941961452756538,2.06587553056093e-14
135,0.9355659638942629,2.0368832745164475e-14
136,0.8942849812962486,1.969907047433877e-14
137,0.8391934771620564,1.9052589395874768e-14
138,0.7841880198910172,1.8076557894593796e-14
139,0.7291180274726137,1.7399524269310102e-14
140,0.6774361302908884,1.6990718732825362e-14
