,gamma,A
0,1.7133328040831723,1.6505451045752912e-14
1,1.7448367118553416,1.499098373816093e-14
2,1.7832243686798104,1.3680600617148855e-14
3,1.814599206157249,1.2788738860120628e-14
4,1.8424783898190655,1.2070651675887787e-14
5,1.8806079060540744,1.166931561849521e-14
6,1.935979062493516,1.133472110372494e-14
7,1.9809493043492483,1.1116576869306869e-14
8,2.0432257215567797,1.0797474486599458e-14
9,2.1055021387643107,1.0487531967746427e-14
10,2.171231186355886,1.0186318191814977e-14
11,2.2369387222316734,9.941406108082359e-15
12,2.30264625810746,9.702382504134951e-15
13,2.3717849126515027,9.514553992712881e-15
14,2.437427913379926,9.42060774963848e-15
15,2.496187165056047,9.283187283877e-15
16,2.5480196442482903,9.192132604144424e-15
17,2.582588971520312,9.102722477009727e-15
18,2.627559213376044,8.927534538312682e-15
19,2.6621715640796424,8.756151911673211e-15
20,2.7069912239248564,8.881370331384702e-15
21,2.744819576138825,9.1834857869689e-15
22,2.7479065073544664,9.964906014605239e-15
23,2.7440236426546534,1.0970163645841152e-14
24,2.7470460387229294,1.2076432665357845e-14
25,2.6881146933205,1.2735428580028171e-14
26,2.6223211105815585,1.3302385622303487e-14
27,2.570338049378796,1.3893664897784345e-14
28,2.4837641491882234,1.472433607294256e-14
29,2.4214231968333264,1.537958155941573e-14
30,2.352176983710341,1.6064516496638314e-14
31,2.2656461069513454,1.6862163168279113e-14
32,2.1825893722921808,1.7614288654956605e-14
33,2.109933552216729,1.822309528910256e-14
34,2.044204504625153,1.8761959993486118e-14
35,1.985423741233244,1.913139554966665e-14
36,1.926772048136064,1.8953755669158094e-14
37,1.86130114113395,1.8420936274624702e-14
38,1.8027570066157133,1.7816694975002268e-14
39,1.7442343838132652,1.714967732594951e-14
