,gamma,A
54,4.2605082460406525,1.9654495361734784e-15
55,4.29095351664796,1.9102129404859547e-15
56,4.321398787255268,1.8769955830451935e-15
57,4.348799530801845,1.812283708143649e-15
58,4.379244801409152,1.7613516538652628e-15
59,4.4036010178949985,1.7118509837246758e-15
60,4.434046288502307,1.6600972320074088e-15
61,4.458402504988152,1.6169840170780055e-15
62,4.494936829716922,1.5680983429473278e-15
63,4.537560208567153,1.5273743663112243e-15
64,4.580183587417382,1.5008143220374649e-15
65,4.610628858024692,1.4682628156468626e-15
66,4.628896020389075,1.4238733740779786e-15
67,4.647163182753459,1.3868949624372053e-15
68,4.6715193992393065,1.3449654847979012e-15
69,4.6928310886644224,1.310036334323622e-15
70,4.720231832210998,1.2732193385151825e-15
71,4.805478589911459,1.2704304948949678e-15
72,4.842012914640229,1.2648711202181624e-15
73,4.881591766429728,1.2510788844476952e-15
74,4.921170618219229,1.2347265735761655e-15
75,4.963793997069459,1.2079463054508945e-15
76,4.994239267676766,1.1663007784649908e-15
77,5.0185954841626135,1.1335232976065766e-15
78,5.04599622770919,1.1016669884315356e-15
79,5.070352444195036,1.1285630256817407e-15
80,5.100797714802344,1.1663007784649908e-15
81,5.128198458348921,1.2000260680307318e-15
82,5.112975823045267,1.2266307438463367e-15
83,5.094708660680881,1.2760143041930527e-15
84,5.070352444195036,1.3244785331453533e-15
85,5.064263390073576,1.3838571251605435e-15
86,5.058174335952113,1.458635740302004e-15
87,5.042951700648459,1.5240288247157429e-15
88,5.030773592405536,1.602863211121868e-15
89,5.021640011223344,1.6673937085931531e-15
90,5.009461902980421,1.7193749289371664e-15
91,4.988150213555307,1.769093164936967e-15
92,4.951615888826536,1.8484045759178536e-15
93,4.930304199401421,1.9186087282297773e-15
94,4.902903455854844,2.000232271074174e-15
95,4.881591766429728,2.099091612193694e-15
96,4.85114649582242,2.2076726288869963e-15
97,4.820701225215113,2.316784487872334e-15
98,4.805478589911459,2.4153476576967298e-15
99,4.7963450087292685,2.5070848439471957e-15
100,4.7902559546078045,2.6194816585204604e-15
101,4.771988792243421,2.6834335396275642e-15
102,4.744588048696844,2.7670899366638624e-15
103,4.7110982510288055,2.8658954255716306e-15
104,4.6715193992393065,3.007539242435613e-15
105,4.644118655692729,3.08772846162286e-15
106,4.613673385085422,3.2120389157540574e-15
107,4.577139060356652,3.356040002629009e-15
108,4.534515681506422,3.506496899525273e-15
109,4.491892302656192,3.6798017592346645e-15
110,4.4644915591096135,3.8532134684964535e-15
111,4.440135342623766,4.034797254102742e-15
112,4.40969007201646,4.178869230243869e-15
113,4.379244801409152,4.271515101953045e-15
114,4.351844057862576,4.4434842335498774e-15
115,4.315309733133806,4.622376759192202e-15
116,4.269641827222845,4.850832787738588e-15
117,4.227018448372615,5.0794296687944366e-15
118,4.193528650704575,5.2377815634158105e-15
119,4.141771690672154,5.532931527666279e-15
120,4.102192838882653,5.768319528856242e-15
121,4.062613987093154,6.000549282579176e-15
122,4.01390155412146,6.2971200143934465e-15
123,3.983456283514154,6.521973573899783e-15
124,3.946921958785384,6.78454507488502e-15
125,3.9073431069958837,7.026803298681348e-15
126,3.8616752010849225,7.309699000167538e-15
127,3.8160072951739608,7.587328274974573e-15
128,3.767294862202269,7.927480915316077e-15
129,3.7307605374734996,8.301065718414565e-15
130,3.7033597939269214,8.52239482660692e-15
131,3.660736415076692,8.807373176746875e-15
132,3.621157563287192,9.062051229084473e-15
133,3.581578711497692,9.385633195226327e-15
134,3.5389553326474616,9.80640685848842e-15
135,3.4902428996757693,1.0089973428114841e-14
136,3.453708574947,1.0291078031331464e-14
137,3.4141297231575,1.0752444303812872e-14
138,3.3867289796109232,1.1063366927188691e-14
139,3.3441056007606926,1.1358346538079753e-14
140,3.3014822219104616,1.1712444500124807e-14
141,3.2527697889387697,1.2024730293768637e-14
142,3.2010128289063458,1.2399602857912537e-14
143,3.124899652388077,1.2786162124037649e-14
144,3.088365327659308,1.3213715582996672e-14
145,3.060964584112732,1.3536314508321535e-14
146,3.0092076240803087,1.3715584986200512e-14
147,2.951361609926424,1.395831091113663e-14
148,2.9087382310761933,1.3897229663069857e-14
149,2.832625054557924,1.3806108594262952e-14
150,2.77782356746477,1.365556590120826e-14
151,2.7199775533108856,1.3595809458353903e-14
152,2.6956213368250395,1.3330124963667657e-14
153,2.6621315391570013,1.2983937685287902e-14
154,2.649953430914078,1.2619039730313929e-14
155,2.65908701209627,1.215729420908174e-14
