,gamma,A
0,3.1025202583778317,5.416779297398288e-15
1,3.1575816461099206,4.983913332206882e-15
2,3.2077331998304546,4.522729719303123e-15
3,3.2477862936912656,4.248887397408995e-15
4,3.2927492215636294,4.0471471565775925e-15
5,3.3626640188133194,3.775346981055807e-15
6,3.4226042636862264,3.5464199134225738e-15
7,3.4825754854298685,3.3084051241328397e-15
8,3.572501341174596,3.0016927281860017e-15
9,3.622559964282925,2.781061902843704e-15
10,3.672494679908313,2.6489520948480467e-15
11,3.7374686662757135,2.4540734116547425e-15
12,3.8174199696436584,2.242128536632061e-15
13,3.8626616893526413,2.006741685241602e-15
14,3.912751289331705,1.8464227326356368e-15
15,3.9725986035924064,1.7708374264494484e-15
16,4.022564296088529,1.6750870619833595e-15
17,4.077501776337677,1.5844763114223532e-15
18,4.132532187199029,1.4679790165025907e-15
19,4.197630081049372,1.3228611668131334e-15
20,4.262542113675304,1.2426168159022283e-15
21,4.332456910924993,1.1591645826125115e-15
22,4.402371708174682,1.0813168728990983e-15
23,4.4673766714128185,9.948593115361677e-16
24,4.532443588392427,9.027361738663468e-16
25,4.607299196524408,8.479361542346254e-16
26,4.682092850914913,8.0756032378506555e-16
27,4.747128791023785,7.378683911092437e-16
28,4.782334004614514,6.742870097834978e-16
29,4.8424291338410965,6.118631455877313e-16
30,4.902400355584739,5.707984997684267e-16
31,4.967250434469198,5.43644870500246e-16
32,5.012337269824504,5.036977872064469e-16
33,5.062395892932834,4.6667492424951555e-16
34,5.112454516041162,4.3237332077861223e-16
35,5.187310124173142,4.0612637604234367e-16
36,5.252253133669808,3.7886056109119397e-16
37,5.312193378542714,3.5588745749894417e-16
38,5.35221549553279,3.3666039280078927e-16
39,5.407276883264879,3.097571689715618e-16
40,5.467155174396313,2.950286307576759e-16
41,5.547044524022787,2.7330440570971584e-16
42,5.601982004271934,2.5852050707243223e-16
43,5.66192224914484,2.428445064547106e-16
44,5.7318060695237945,2.281082100140116e-16
45,5.80168988990275,2.1426614188408744e-16
46,5.866601922528682,2.0126882371570235e-16
47,5.9365786735198425,1.8517181020443508e-16
48,6.001614613628713,1.6919160296772744e-16
49,6.051735190478513,1.5460150411080448e-16
50,6.1118303197050965,1.4028886994012278e-16
51,6.186654950966339,1.3268758228920676e-16
52,6.256600725086766,1.229230708014279e-16
53,6.301687560442071,1.1389067039725316e-16
54,6.366568616197264,1.0772484169682628e-16
55,6.426477884199438,1.0189524206886643e-16
56,6.491327963083898,9.704795247638845e-17
57,6.5463893508159865,8.929265115947515e-17
58,6.601388784806603,8.330183555412645e-17
59,6.666331794303269,7.770926002272808e-17
60,6.7261791085639695,7.452814764336779e-17
61,6.741326798353557,2.1478639227131974e-16
62,6.681417530351387,2.270746860822258e-16
63,6.6163506133717815,2.5024738390122493e-16
64,6.581300284134729,2.645330121299981e-16
65,6.5264557344977865,2.739158992286108e-16
66,6.476273203906517,3.039427891042868e-16
67,6.4361271794335,3.3031745741401675e-16
68,6.371246123678306,3.4922378233494165e-16
69,6.291356774051831,3.7698263247071895e-16
70,6.231354575437452,4.069092582931728e-16
71,6.166380589070053,4.3922204081171563e-16
72,6.096496768691098,4.675967590925378e-16
73,6.011573677570128,5.118101118518893e-16
74,5.926650586449162,5.602040337110301e-16
75,5.851733024575712,6.047187533704984e-16
76,5.781787250455288,6.527551648892107e-16
77,5.69186139471056,7.194535643322589e-16
78,5.6069692804603255,7.820515509723627e-16
79,5.536806668244753,8.860649482632243e-16
80,5.471770728135882,9.697540986114787e-16
81,5.421866989381229,1.0110983898858294e-15
82,5.366929509132081,1.0689196292051758e-15
83,5.311961052012198,1.1378930434676833e-15
84,5.246925111903328,1.245367447213886e-15
85,5.191894701041974,1.3441985184693869e-15
86,5.1270136452867785,1.4211361836699108e-15
87,5.0471552725310405,1.5235210944842196e-15
88,4.9822432399051095,1.6219053749489848e-15
89,4.902353890278637,1.7508262288971334e-15
90,4.827436328405186,1.889949716165706e-15
91,4.742544214154953,2.0543898592801718e-15
92,4.667657629152238,2.2023447916341338e-15
93,4.55775169178321,2.4785251789400444e-15
94,4.4828031530390255,2.694047800111221e-15
95,4.397972992530263,2.8882075391121533e-15
96,4.308202021139212,3.0750845881763037e-15
97,4.208425520500644,3.319830420841167e-15
98,4.138448769509481,3.608423782219432e-15
99,4.0536186090007185,3.868482501196711e-15
100,3.9588448729859103,4.147480837672636e-15
101,3.8939328403599793,4.415312323192021e-15
102,3.804130892098193,4.7336359574966115e-15
103,3.7193936622016364,4.970541293181824e-15
104,3.634625455434345,5.255539122881368e-15
105,3.5497643180548484,5.673422543844078e-15
106,3.4998296024294597,5.956370191105501e-15
107,3.4401061956517003,6.0410871628623954e-15
108,3.355554826979556,6.085487770362611e-15
109,3.2511163072953164,6.130797738677295e-15
110,3.186421112764534,6.218143417844418e-15
111,3.146739741352546,6.0915676295089595e-15
112,3.112216018917996,5.724776569349787e-15
