,gamma,A
0,2.5609756097560976,1.3149699224826532e-14
1,2.6053215077605323,1.233954167186103e-14
2,2.6441241685144123,1.1487824329398016e-14
3,2.6884700665188466,1.0694801286549721e-14
4,2.738359201773836,9.9564342605315e-15
5,2.788248337028825,9.492481711666865e-15
6,2.8270509977827047,9.0503078771495e-15
7,2.854767184035477,8.492939531063925e-15
8,2.9046563192904657,8.097183295479645e-15
9,2.9600886917960088,7.719800658663938e-15
10,3.0266075388026614,7.243925982983478e-15
11,3.093126385809312,7.0167342036551215e-15
12,3.1541019955654104,6.90552054574124e-15
13,3.1873614190687363,6.378091210055739e-15
14,3.2427937915742797,5.985029418715793e-15
15,3.2926829268292686,5.706137439802169e-15
16,3.342572062084257,5.4402413428568566e-15
17,3.381374722838137,5.2698505934744536e-15
18,3.4645232815964513,5.227483647325415e-15
19,3.531042128603104,5.144583922100403e-15
20,3.5864745011086474,5.023046508577248e-15
21,3.6308203991130825,4.904466679953324e-15
22,3.664079822616408,4.602381803375291e-15
23,3.7084257206208417,4.4581939390500956e-15
24,3.76940133037694,4.3528337212596826e-15
25,3.8248337028824833,4.2163897093150265e-15
26,3.8802660753880263,4.492506585209877e-15
27,3.935698447893569,4.711293369328049e-15
28,3.97450110864745,4.940865629001268e-15
29,3.9467849223946794,5.307092294487804e-15
30,3.8968957871396896,5.791913686474042e-15
31,3.863636363636364,6.371245341879315e-15
32,3.830376940133037,6.8435548021350714e-15
33,3.780487804878049,7.409670815385365e-15
34,3.7361419068736152,8.086498906390128e-15
35,3.6751662971175167,8.966649018449176e-15
36,3.6252771618625284,9.70839270887092e-15
37,3.5809312638580932,1.0595194979523196e-14
38,3.5421286031042127,1.1380732001337178e-14
39,3.5144124168514415,1.193655397763044e-14
40,3.4312638580931263,1.232336788654877e-14
41,3.3702882483370287,1.2823685103862473e-14
42,3.3037694013303764,1.3238897616084379e-14
43,3.259423503325942,1.4448189907706362e-14
44,3.2095343680709534,1.564338040529426e-14
45,3.137472283813748,1.653934229398404e-14
46,3.0543237250554323,1.70753133670143e-14
47,2.9545454545454537,1.7489698497782692e-14
48,2.8713968957871403,1.7492007973537662e-14
49,2.7827050997782705,1.7356116537553326e-14
50,2.7217294900221733,1.7220522867385617e-14
51,2.6773835920177382,1.616183655039764e-14
52,2.6385809312638577,1.5048145716734538e-14
53,2.5942350332594235,1.4123013182198102e-14
54,2.5609756097560976,1.3254522756762472e-14
