,gamma,A
0,3.286905700026267,7.8589056773763e-15
1,3.3518901584799927,7.181942221100514e-15
2,3.4066139129673405,6.605780750026899e-15
3,3.468178136765607,6.0368297502621384e-15
4,3.540003064530252,5.516693725182188e-15
5,3.618668461605814,5.0737203220082425e-15
6,3.6904933893704577,4.6964710500150674e-15
7,3.7588980824796434,4.375314822798707e-15
8,3.840983714210664,4.0239448117591365e-15
9,3.912808641975308,3.7009187549435574e-15
10,3.981213335084493,3.5375091339807092e-15
11,4.0598787321600565,3.3380710840853533e-15
12,4.138544129235619,3.1297237204892397e-15
13,4.230890464933018,2.9721575854539463e-15
14,4.3129760966640385,2.877499526947867e-15
15,4.3813807897732255,2.7504469926572414e-15
16,4.4429450135714905,2.5955297015881717e-15
17,4.483987829437002,2.6970700922649946e-15
18,4.511349706680676,2.8389216946926626e-15
19,4.470306890815165,3.1262706651204793e-15
20,4.4292640749496535,3.3987917637468647e-15
21,4.384801024428684,3.7189048892967404e-15
22,4.333497504596795,3.991652265673196e-15
23,4.2787737501094485,4.312040807960589e-15
24,4.213789291655722,4.59888628820798e-15
25,4.159065537168374,4.96801425225821e-15
26,4.100921548025567,5.366831217857428e-15
27,4.0325168549163815,5.723908582880884e-15
28,3.9572716924962794,6.1441939424021645e-15
29,3.8854467647316335,6.595264237182193e-15
30,3.813621836966991,7.079449438936232e-15
31,3.7452171438578064,7.550474341500866e-15
32,3.6562910428158655,8.105246606450623e-15
33,3.58788634970668,8.589213432072076e-15
34,3.5229018912529546,9.04373906879373e-15
35,3.4442364941773924,9.401285517302964e-15
36,3.3895127396900446,9.64754212097349e-15
37,3.3655710971018302,9.28379924385186e-15
38,3.3313687505472376,8.76368693857525e-15
39,3.3074271079590227,8.433268199661369e-15
40,3.2834854653708083,8.063384682399887e-15
