 -0.885000000000000     
  0.000000E+00 -3.074805-102 -1.562161-102  9.915702-102  2.730447-101  2.027229-101  5.725222-101  6.162590-101
  6.750581-101  1.397682-100  1.504771-100  2.414006-100  2.655278-100  1.826722-100  4.851263-100  5.333902-100
  2.153318E-39  2.003023E-39  2.000071E-39  1.857106E-39  1.743029E-39  1.650068E-39  1.500469E-39  1.399721E-39
  1.258455E-39  1.166406E-39  1.031970E-39  9.207296E-40  7.936569E-40  7.042701E-40  5.982621E-40  5.062357E-40
  4.260222E-40  3.577590E-40  2.964489E-40  2.358128E-40  1.895702E-40  1.526075E-40  1.176496E-40  9.089487E-41
  6.954362E-41  5.164705E-41  3.898054E-41  2.750995E-41  1.977599E-41  1.395251E-41  9.719171E-42  6.570886E-42
  4.297170E-42  2.906812E-42  1.797794E-42  1.129996E-42  6.905188E-43  4.192065E-43  2.407977E-43  1.357293E-43
  7.673811E-44  4.174261E-44  2.204314E-44  1.131011E-44  5.935802E-45  3.026514E-45  1.547117E-45  8.296726E-46
  4.673415E-46  2.649718E-46  1.558699E-46  9.270938E-47  5.488561E-47  3.321143E-47  1.881486E-47  1.100401E-47
  6.275938E-48  3.639013E-48  2.113337E-48  1.264712E-48  7.835343E-49  4.745673E-49  2.956836E-49  1.827011E-49
  1.145267E-49  6.967636E-50  4.260676E-50  2.645968E-50  1.668311E-50  1.060008E-50  6.827467E-51  4.361429E-51
  2.823567E-51  1.834437E-51  1.182951E-51  7.667852E-52  5.016802E-52  3.306984E-52  2.158924E-52  1.430137E-52
  9.654124E-53  6.460101E-53  4.387565E-53  2.889263E-53  1.977804E-53  1.347694E-53  9.119177E-54  6.277523E-54
  4.349077E-54  3.025156E-54  2.056384E-54  1.439897E-54  9.923831E-55  7.010890E-55  4.846397E-55  3.449995E-55
  2.424076E-55  1.725750E-55  1.235593E-55  8.640618E-56  6.173417E-56  4.444056E-56  3.196288E-56  2.276493E-56
  1.653443E-56  1.199328E-56  8.686983E-57  6.299017E-57  4.614147E-57  3.367524E-57  2.436690E-57  1.800199E-57
  1.309144E-57  9.620383E-58  7.048948E-58  5.152409E-58  3.771972E-58  2.727492E-58  1.989927E-58  1.464917E-58
  1.046342E-58  7.561040E-59  5.451066E-59  3.854056E-59  2.744190E-59  1.914695E-59  1.344151E-59  9.300239E-60
  6.408554E-60  4.365183E-60  2.951537E-60  1.959279E-60  1.302464E-60  8.637385E-61  5.553237E-61  3.637498E-61
  2.329475E-61  1.495084E-61  9.495259E-62  6.002276E-62  3.819576E-62  2.419670E-62  1.536317E-62  9.641405E-63
  6.163401E-63  3.931863E-63  2.487640E-63  1.599109E-63  1.024854E-63  6.579896E-64  4.201081E-64  2.716338E-64
  1.756467E-64  1.143498E-64  7.389317E-65  4.798530E-65  3.148445E-65  2.057421E-65  1.350088E-65  8.863522E-66
  5.888459E-66  3.890179E-66  2.585756E-66  1.694071E-66  1.145708E-66  7.636884E-67  5.108154E-67  3.451362E-67
  2.315654E-67  1.570834E-67  1.061976E-67  7.184920E-68  4.905635E-68  3.336271E-68  2.284176E-68  1.556573E-68
  1.072525E-68  7.362082E-69  5.080442E-69  3.511535E-69  2.447764E-69  1.690582E-69  1.174439E-69  8.119215E-70
 -0.320000000000002     
  0.000000E+00  6.916876E-43  3.151444E-42  9.137892E-42  1.087986E-41  6.277633E-41  9.863443E-41  1.159328E-40
  1.641319E-40  2.718439E-40  2.920371E-40  3.774806E-40  5.070228E-40  6.680526E-40  7.754208E-40  8.896719E-40
  1.114128E-39  1.322592E-39  1.530801E-39  1.625409E-39  1.727230E-39  2.025876E-39  2.211916E-39  2.358586E-39
  2.576540E-39  2.814947E-39  3.012074E-39  3.317538E-39  3.344268E-39  3.589541E-39  3.814870E-39  3.985719E-39
  3.938075E-39  4.300500E-39  4.529230E-39  4.410218E-39  4.620291E-39  4.786004E-39  4.954211E-39  4.925768E-39
  5.203304E-39  5.324294E-39  5.345209E-39  5.537401E-39  5.493923E-39  5.777364E-39  5.657878E-39  5.721847E-39
  5.926508E-39  6.050935E-39  6.108332E-39  6.039713E-39  6.194912E-39  6.296382E-39  6.226779E-39  6.378954E-39
  6.469443E-39  6.689348E-39  6.516531E-39  6.732030E-39  6.733399E-39  6.669121E-39  6.731666E-39  6.511168E-39
  6.703042E-39  6.698847E-39  6.443258E-39  6.413198E-39  6.237690E-39  6.261744E-39  6.052317E-39  5.685833E-39
  5.599627E-39  5.171084E-39  5.126024E-39  4.722672E-39  4.393667E-39  4.120761E-39  3.713196E-39  3.425524E-39
  3.048271E-39  2.792535E-39  2.440005E-39  2.146534E-39  1.824539E-39  1.596898E-39  1.335104E-39  1.113094E-39
  9.207302E-40  7.597392E-40  6.186355E-40  4.823795E-40  3.798704E-40  2.996915E-40  2.260506E-40  1.705925E-40
  1.274535E-40  9.222330E-41  6.781927E-41  4.652152E-41  3.246130E-41  2.219794E-41  1.496073E-41  9.780871E-42
  6.173910E-42  4.014824E-42  2.384446E-42  1.438025E-42  8.399271E-43  4.868002E-43  2.665284E-43  1.428630E-43
  7.717534E-44  4.013578E-44  2.042200E-44  1.022784E-44  5.357053E-45  2.799733E-45  1.489702E-45  8.502743E-46
  5.037214E-46  2.950647E-46  1.747827E-46  1.022098E-46  5.902386E-47  3.451305E-47  1.905231E-47  1.110357E-47
  6.375844E-48  3.810165E-48  2.283106E-48  1.402430E-48  8.798136E-49  5.335927E-49  3.299956E-49  1.992957E-49
  1.238025E-49  7.613858E-50  4.690431E-50  2.965792E-50  1.910909E-50  1.218292E-50  7.845966E-51  4.974866E-51
  3.227264E-51  2.097272E-51  1.365281E-51  8.885241E-52  5.897757E-52  3.908776E-52  2.554926E-52  1.705932E-52
  1.143192E-52  7.707288E-53  5.246507E-53  3.479973E-53  2.371439E-53  1.641479E-53  1.112032E-53  7.661913E-54
  5.317727E-54  3.685497E-54  2.517603E-54  1.775850E-54  1.226360E-54  8.691219E-55  6.051545E-55  4.319406E-55
  3.028627E-55  2.153006E-55  1.549249E-55  1.088002E-55  7.842817E-56  5.625569E-56  4.072160E-56  2.891535E-56
  2.116970E-56  1.530874E-56  1.115939E-56  8.084511E-57  5.885606E-57  4.339677E-57  3.147585E-57  2.315508E-57
  1.691955E-57  1.244561E-57  9.047211E-58  6.645021E-58  4.835353E-58  3.513117E-58  2.541386E-58  1.866333E-58
  1.338258E-58  9.613467E-59  6.909750E-59  4.864830E-59  3.425710E-59  2.393061E-59  1.671999E-59  1.136740E-59
  7.779096E-60  5.283561E-60  3.542048E-60  2.330193E-60  1.541394E-60  1.008577E-60  6.473049E-61  4.192045E-61
  2.687775E-61  1.713275E-61  1.081505E-61  6.851151E-62  4.330476E-62  2.755138E-62  1.745706E-62  1.099495E-62
  7.030432E-63  4.509892E-63  2.847142E-63  1.831281E-63  1.174274E-63  7.555073E-64  4.838985E-64  3.134896E-64
  2.032041E-64  1.327194E-64  8.573818E-65  5.598420E-65  3.669376E-65  2.415152E-65  1.588308E-65  1.041203E-65
  6.950367E-66  4.594900E-66  3.076275E-66  2.010867E-66  1.368248E-66  9.129204E-67  6.108724E-67  4.135853E-67
  2.788027E-67  1.895875E-67  1.282468E-67  8.699933E-68  5.928543E-68  4.060820E-68  2.778255E-68  1.897041E-68
  1.313582E-68  9.059735E-69  6.250948E-69  4.331998E-69  3.018509E-69  2.093618E-69  1.447703E-69  1.007389E-69
 -0.310000000000002     
  0.000000E+00  2.301603E-42  9.703212E-42  2.416714E-41  3.347390E-41  1.742969E-40  2.749730E-40  3.213916E-40
  4.614670E-40  7.624141E-40  8.141060E-40  1.038226E-39  1.416480E-39  1.861964E-39  2.150388E-39  2.458053E-39
  3.064287E-39  3.643344E-39  4.240447E-39  4.469379E-39  4.757837E-39  5.580671E-39  6.068911E-39  6.458070E-39
  7.058061E-39  7.702935E-39  8.237607E-39  9.060987E-39  9.111447E-39  9.769491E-39  1.036379E-38  1.084232E-38
  1.069569E-38  1.169030E-38  1.226392E-38  1.192940E-38  1.249759E-38  1.294501E-38  1.337438E-38  1.329338E-38
  1.404111E-38  1.435157E-38  1.438966E-38  1.490391E-38  1.476168E-38  1.551469E-38  1.518836E-38  1.537145E-38
  1.591412E-38  1.624279E-38  1.641841E-38  1.622608E-38  1.660386E-38  1.687294E-38  1.669984E-38  1.710063E-38
  1.731746E-38  1.791833E-38  1.742893E-38  1.796901E-38  1.794928E-38  1.777453E-38  1.790985E-38  1.725341E-38
  1.772517E-38  1.765963E-38  1.693764E-38  1.678822E-38  1.624247E-38  1.621303E-38  1.560588E-38  1.455806E-38
  1.424144E-38  1.305045E-38  1.283446E-38  1.172449E-38  1.080572E-38  1.003365E-38  8.953331E-39  8.162506E-39
  7.183476E-39  6.499688E-39  5.604259E-39  4.856958E-39  4.067617E-39  3.508054E-39  2.884206E-39  2.366794E-39
  1.922465E-39  1.556868E-39  1.244352E-39  9.499598E-40  7.318777E-40  5.650415E-40  4.164068E-40  3.064882E-40
  2.232148E-40  1.570843E-40  1.123277E-40  7.474872E-41  5.050666E-41  3.339154E-41  2.171438E-41  1.368837E-41
  8.315643E-42  5.179699E-42  2.945203E-42  1.698286E-42  9.453421E-43  5.216445E-43  2.722707E-43  1.391304E-43
  7.241494E-44  3.654479E-44  1.842250E-44  9.371003E-45  5.104260E-45  2.828799E-45  1.585416E-45  9.402514E-46
  5.642252E-46  3.266898E-46  1.882511E-46  1.068163E-46  6.026240E-47  3.458074E-47  1.932555E-47  1.154547E-47
  6.873571E-48  4.227756E-48  2.571074E-48  1.570661E-48  9.693468E-49  5.832046E-49  3.574506E-49  2.167053E-49
  1.358407E-49  8.569705E-50  5.358517E-50  3.394217E-50  2.199527E-50  1.392630E-50  8.950815E-51  5.659059E-51
  3.704281E-51  2.430954E-51  1.598401E-51  1.043935E-51  6.932005E-52  4.599882E-52  3.034300E-52  2.027690E-52
  1.358672E-52  9.157711E-53  6.285785E-53  4.203057E-53  2.869726E-53  1.996501E-53  1.359150E-53  9.300594E-54
  6.531779E-54  4.524958E-54  3.112415E-54  2.197040E-54  1.520950E-54  1.079771E-54  7.582595E-55  5.402509E-55
  3.811958E-55  2.701079E-55  1.954744E-55  1.378879E-55  9.897120E-56  7.119458E-56  5.178843E-56  3.680371E-56
  2.694759E-56  1.963729E-56  1.430748E-56  1.038787E-56  7.576728E-57  5.572065E-57  4.060995E-57  2.991226E-57
  2.183886E-57  1.602118E-57  1.172754E-57  8.555262E-58  6.250297E-58  4.519161E-58  3.269519E-58  2.390212E-58
  1.704168E-58  1.219962E-58  8.697919E-59  6.082568E-59  4.282404E-59  2.966920E-59  2.048944E-59  1.398055E-59
  9.447777E-60  6.369180E-60  4.226242E-60  2.761224E-60  1.802920E-60  1.176881E-60  7.472899E-61  4.850909E-61
  3.079688E-61  1.960404E-61  1.235806E-61  7.794551E-62  4.953354E-62  3.145098E-62  1.995461E-62  1.255755E-62
  8.050538E-63  5.172952E-63  3.272360E-63  2.111725E-63  1.356371E-63  8.758803E-64  5.607728E-64  3.647154E-64
  2.367280E-64  1.545699E-64  1.003538E-64  6.559024E-65  4.318224E-65  2.839976E-65  1.870792E-65  1.233149E-65
  8.233513E-66  5.464018E-66  3.654910E-66  2.403111E-66  1.633748E-66  1.093785E-66  7.361587E-67  4.975128E-67
  3.365719E-67  2.290410E-67  1.554776E-67  1.055090E-67  7.240367E-68  4.936118E-68  3.398367E-68  2.329347E-68
  1.612747E-68  1.111755E-68  7.683182E-69  5.340125E-69  3.727471E-69  2.588129E-69  1.805426E-69  1.248988E-69
 -0.300000000000002     
  0.000000E+00  7.212800E-42  2.863104E-41  6.253369E-41  1.008634E-40  4.760138E-40  7.529589E-40  8.769269E-40
  1.275056E-39  2.102680E-39  2.232842E-39  2.811909E-39  3.892875E-39  5.105233E-39  5.870355E-39  6.679545E-39
  8.296084E-39  9.865199E-39  1.155024E-38  1.208335E-38  1.289031E-38  1.512138E-38  1.637628E-38  1.739143E-38
  1.901393E-38  2.073624E-38  2.215955E-38  2.432802E-38  2.441798E-38  2.615352E-38  2.768934E-38  2.901072E-38
  2.857622E-38  3.125501E-38  3.265795E-38  3.174358E-38  3.326008E-38  3.444120E-38  3.551599E-38  3.529757E-38
  3.727804E-38  3.806186E-38  3.811043E-38  3.946103E-38  3.902805E-38  4.098823E-38  4.012359E-38  4.063473E-38
  4.205507E-38  4.290097E-38  4.342358E-38  4.289649E-38  4.379485E-38  4.449106E-38  4.407314E-38  4.510293E-38
  4.560088E-38  4.720543E-38  4.584468E-38  4.715766E-38  4.703814E-38  4.656512E-38  4.681730E-38  4.491069E-38
  4.602416E-38  4.570116E-38  4.369059E-38  4.310371E-38  4.145732E-38  4.112980E-38  3.940302E-38  3.648393E-38
  3.542707E-38  3.220002E-38  3.139581E-38  2.841705E-38  2.593024E-38  2.382061E-38  2.103438E-38  1.893747E-38
  1.646877E-38  1.470619E-38  1.250256E-38  1.066489E-38  8.792837E-39  7.464773E-39  6.030032E-39  4.865254E-39
  3.876652E-39  3.077260E-39  2.411321E-39  1.799958E-39  1.354840E-39  1.021997E-39  7.347277E-40  5.265608E-40
  3.731186E-40  2.548750E-40  1.768303E-40  1.139117E-40  7.433702E-41  4.738348E-41  2.964246E-41  1.796026E-41
  1.046845E-41  6.222414E-42  3.378678E-42  1.857206E-42  9.840530E-43  5.172588E-43  2.590327E-43  1.277820E-43
  6.555051E-44  3.316501E-44  1.729365E-44  9.301359E-45  5.345009E-45  3.099924E-45  1.773182E-45  1.041391E-45
  6.116555E-46  3.434690E-46  1.922529E-46  1.079449E-46  6.111805E-47  3.565010E-47  2.074478E-47  1.268093E-47
  7.727353E-48  4.742869E-48  2.857684E-48  1.714754E-48  1.047484E-48  6.325240E-49  3.901106E-49  2.433522E-49
  1.547457E-49  9.828746E-50  6.173469E-50  3.871048E-50  2.497233E-50  1.583223E-50  1.026988E-50  6.577333E-51
  4.330011E-51  2.862516E-51  1.872392E-51  1.233255E-51  8.149325E-52  5.439236E-52  3.623704E-52  2.411051E-52
  1.636090E-52  1.103855E-52  7.586958E-53  5.094642E-53  3.509161E-53  2.418077E-53  1.660129E-53  1.140002E-53
  8.047922E-54  5.617118E-54  3.862776E-54  2.725570E-54  1.892851E-54  1.353236E-54  9.424456E-55  6.745255E-55
  4.782290E-55  3.422442E-55  2.476406E-55  1.747054E-55  1.255055E-55  9.081305E-56  6.601136E-56  4.706837E-56
  3.440797E-56  2.511481E-56  1.830691E-56  1.333279E-56  9.799605E-57  7.175135E-57  5.208920E-57  3.849179E-57
  2.807989E-57  2.063959E-57  1.508688E-57  1.100730E-57  8.020675E-58  5.781344E-58  4.175325E-58  3.045752E-58
  2.152601E-58  1.531395E-58  1.094020E-58  7.604144E-59  5.308739E-59  3.634380E-59  2.507517E-59  1.683061E-59
  1.136788E-59  7.582711E-60  5.012636E-60  3.246714E-60  2.124440E-60  1.373970E-60  8.687101E-61  5.577542E-61
  3.534668E-61  2.245335E-61  1.416676E-61  8.941143E-62  5.663455E-62  3.603563E-62  2.287336E-62  1.444446E-62
  9.266644E-63  5.950290E-63  3.782166E-63  2.437138E-63  1.571983E-63  1.014295E-63  6.518195E-64  4.250196E-64
  2.761366E-64  1.812396E-64  1.177526E-64  7.731392E-65  5.083219E-65  3.360530E-65  2.220338E-65  1.462119E-65
  9.801766E-66  6.523227E-66  4.366708E-66  2.878461E-66  1.962076E-66  1.315949E-66  8.842148E-67  6.007825E-67
  4.067229E-67  2.779594E-67  1.889233E-67  1.287597E-67  8.814813E-68  6.055038E-68  4.161680E-68  2.849487E-68
  1.981404E-68  1.372221E-68  9.504701E-69  6.619520E-69  4.627420E-69  3.218633E-69  2.238694E-69  1.566091E-69
 -0.290000000000002     
  0.000000E+00  2.155025E-41  8.112272E-41  1.584560E-40  2.974597E-40  1.279409E-39  2.026462E-39  2.356792E-39
  3.463747E-39  5.703998E-39  6.028023E-39  7.504149E-39  1.052845E-38  1.377558E-38  1.578071E-38  1.786215E-38
  2.212267E-38  2.627269E-38  3.095099E-38  3.213918E-38  3.436604E-38  4.032039E-38  4.348166E-38  4.608796E-38
  5.039827E-38  5.494315E-38  5.866186E-38  6.424359E-38  6.440226E-38  6.890110E-38  7.279423E-38  7.638720E-38
  7.514273E-38  8.222557E-38  8.557315E-38  8.313641E-38  8.713065E-38  9.018180E-38  9.282054E-38  9.225959E-38
  9.741823E-38  9.936543E-38  9.934807E-38  1.028355E-37  1.015878E-37  1.065885E-37  1.043663E-37  1.057541E-37
  1.094245E-37  1.115468E-37  1.130610E-37  1.116446E-37  1.137320E-37  1.154904E-37  1.145087E-37  1.170893E-37
  1.181733E-37  1.223579E-37  1.186402E-37  1.217305E-37  1.212268E-37  1.199460E-37  1.202783E-37  1.148688E-37
  1.173742E-37  1.161248E-37  1.106088E-37  1.085609E-37  1.037377E-37  1.022408E-37  9.742947E-38  8.950081E-38
  8.620555E-38  7.767870E-38  7.503899E-38  6.724448E-38  6.071522E-38  5.513855E-38  4.814648E-38  4.277609E-38
  3.672833E-38  3.234268E-38  2.708741E-38  2.272169E-38  1.842617E-38  1.538218E-38  1.219733E-38  9.665100E-39
  7.546448E-39  5.863808E-39  4.498940E-39  3.279153E-39  2.407925E-39  1.771654E-39  1.240410E-39  8.640438E-40
  5.944492E-40  3.933102E-40  2.640955E-40  1.643092E-40  1.032599E-40  6.326593E-41  3.795469E-41  2.202820E-41
  1.228221E-41  6.942695E-42  3.596077E-42  1.882675E-42  9.527774E-43  4.811810E-43  2.356404E-43  1.155965E-43
  6.072523E-44  3.207430E-44  1.777034E-44  1.009291E-44  5.925648E-45  3.439999E-45  1.938541E-45  1.098797E-45
  6.284335E-46  3.474045E-46  1.939792E-46  1.115062E-46  6.487133E-47  3.909597E-47  2.329661E-47  1.419064E-47
  8.580106E-48  5.186350E-48  3.091456E-48  1.858435E-48  1.154671E-48  7.046142E-49  4.400440E-49  2.788257E-49
  1.779412E-49  1.119830E-49  7.011340E-50  4.408366E-50  2.850249E-50  1.828951E-50  1.194721E-50  7.733043E-51
  5.094286E-51  3.370563E-51  2.196833E-51  1.457302E-51  9.713080E-52  6.525291E-52  4.329422E-52  2.896021E-52
  1.976576E-52  1.345978E-52  9.209316E-53  6.209950E-53  4.284629E-53  2.957213E-53  2.033716E-53  1.410045E-53
  9.890912E-54  6.942781E-54  4.774486E-54  3.384583E-54  2.359328E-54  1.696247E-54  1.181928E-54  8.488583E-55
  6.011197E-55  4.306608E-55  3.119457E-55  2.203321E-55  1.602761E-55  1.154565E-55  8.409659E-56  6.006896E-56
  4.427426E-56  3.224475E-56  2.355599E-56  1.711387E-56  1.250198E-56  9.245115E-57  6.743013E-57  4.951739E-57
  3.627609E-57  2.663532E-57  1.931615E-57  1.413921E-57  1.023775E-57  7.381852E-58  5.299736E-58  3.843693E-58
  2.731172E-58  1.933876E-58  1.367360E-58  9.428342E-59  6.534908E-59  4.490643E-59  3.061496E-59  2.044597E-59
  1.360577E-59  9.062256E-60  5.923779E-60  3.815399E-60  2.463326E-60  1.584878E-60  1.000337E-60  6.424310E-61
  4.066838E-61  2.578483E-61  1.619235E-61  1.020394E-61  6.492447E-62  4.142805E-62  2.632320E-62  1.663117E-62
  1.068249E-62  6.906007E-63  4.374954E-63  2.833676E-63  1.826286E-63  1.186164E-63  7.627001E-64  4.985058E-64
  3.240795E-64  2.126022E-64  1.386984E-64  9.122693E-65  6.024965E-65  3.985516E-65  2.635312E-65  1.742584E-65
  1.169874E-65  7.791723E-66  5.242391E-66  3.457672E-66  2.361822E-66  1.586886E-66  1.074801E-66  7.272833E-67
  4.949589E-67  3.374930E-67  2.302409E-67  1.567819E-67  1.080258E-67  7.392628E-68  5.102071E-68  3.520177E-68
  2.449521E-68  1.694202E-68  1.173587E-68  8.190349E-69  5.730086E-69  3.995255E-69  2.787421E-69  1.943352E-69
 -0.280000000000002     
  0.000000E+00  6.187619E-41  2.306812E-40  3.936498E-40  8.585433E-40  3.385773E-39  5.363462E-39  6.243018E-39
  9.255441E-39  1.522392E-38  1.602589E-38  1.974443E-38  2.803157E-38  3.659454E-38  4.178555E-38  4.703031E-38
  5.813922E-38  6.885814E-38  8.163341E-38  8.414639E-38  9.020296E-38  1.058463E-37  1.136575E-37  1.202509E-37
  1.315018E-37  1.433563E-37  1.528913E-37  1.669392E-37  1.672572E-37  1.787167E-37  1.884075E-37  1.980176E-37
  1.945617E-37  2.129543E-37  2.207491E-37  2.144041E-37  2.247855E-37  2.325048E-37  2.388593E-37  2.374831E-37
  2.507026E-37  2.554628E-37  2.550380E-37  2.639039E-37  2.604655E-37  2.729742E-37  2.674344E-37  2.710920E-37
  2.804558E-37  2.856515E-37  2.899273E-37  2.861847E-37  2.909257E-37  2.952608E-37  2.930093E-37  2.993128E-37
  3.015052E-37  3.121557E-37  3.021666E-37  3.091852E-37  3.073497E-37  3.038697E-37  3.037687E-37  2.887591E-37
  2.940687E-37  2.897673E-37  2.748671E-37  2.682487E-37  2.545148E-37  2.490624E-37  2.359425E-37  2.149348E-37
  2.051999E-37  1.832240E-37  1.752414E-37  1.553569E-37  1.387162E-37  1.244376E-37  1.073644E-37  9.406460E-38
  7.967283E-38  6.912885E-38  5.698251E-38  4.695988E-38  3.742414E-38  3.068582E-38  2.386194E-38  1.854692E-38
  1.417413E-38  1.076560E-38  8.076145E-39  5.739233E-39  4.104931E-39  2.940355E-39  2.001215E-39  1.352259E-39
  9.012063E-40  5.761902E-40  3.734078E-40  2.238121E-40  1.350261E-40  7.926426E-41  4.545992E-41  2.518950E-41
  1.340490E-41  7.192372E-42  3.563286E-42  1.785207E-42  8.746055E-43  4.346813E-43  2.158007E-43  1.098274E-43
  6.091735E-44  3.398965E-44  1.958544E-44  1.127431E-44  6.489184E-45  3.657716E-45  2.011122E-45  1.110209E-45
  6.325127E-46  3.560338E-46  2.040578E-46  1.213737E-46  7.196824E-47  4.401562E-47  2.596233E-47  1.558854E-47
  9.264432E-48  5.611371E-48  3.359433E-48  2.067208E-48  1.313392E-48  8.025765E-49  5.040244E-49  3.164337E-49
  2.017827E-49  1.270984E-49  7.973633E-50  5.092337E-50  3.314925E-50  2.144985E-50  1.396886E-50  9.027881E-51
  5.981948E-51  3.964080E-51  2.616379E-51  1.727485E-51  1.163868E-51  7.834507E-52  5.172457E-52  3.502669E-52
  2.381633E-52  1.629542E-52  1.119541E-52  7.558882E-53  5.209758E-53  3.649966E-53  2.500556E-53  1.737809E-53
  1.222345E-53  8.564912E-54  5.927011E-54  4.208909E-54  2.947003E-54  2.113370E-54  1.490374E-54  1.072262E-54
  7.605500E-55  5.431410E-55  3.949113E-55  2.798643E-55  2.026363E-55  1.465275E-55  1.072027E-55  7.674636E-56
  5.628653E-56  4.124738E-56  3.016779E-56  2.204128E-56  1.611968E-56  1.184542E-56  8.651506E-57  6.378979E-57
  4.654738E-57  3.408728E-57  2.492519E-57  1.806171E-57  1.312407E-57  9.429649E-58  6.760450E-58  4.887661E-58
  3.421054E-58  2.407909E-58  1.692974E-58  1.165141E-58  8.053142E-59  5.428215E-59  3.679837E-59  2.451396E-59
  1.625987E-59  1.070254E-59  6.969724E-60  4.449750E-60  2.880237E-60  1.846707E-60  1.154721E-60  7.408209E-61
  4.664910E-61  2.960051E-61  1.866043E-61  1.179512E-61  7.496651E-62  4.776304E-62  3.040133E-62  1.924898E-62
  1.239626E-62  7.979448E-63  5.100993E-63  3.294578E-63  2.137604E-63  1.385788E-63  8.924551E-64  5.850406E-64
  3.808917E-64  2.513525E-64  1.641905E-64  1.081518E-64  7.149294E-65  4.742089E-65  3.146932E-65  2.083395E-65
  1.401966E-65  9.371936E-66  6.284758E-66  4.174502E-66  2.847221E-66  1.919924E-66  1.294056E-66  8.832750E-67
  5.999759E-67  4.117376E-67  2.809503E-67  1.922220E-67  1.323521E-67  9.102546E-68  6.286638E-68  4.323499E-68
  3.012737E-68  2.092857E-68  1.454958E-68  1.018383E-68  7.142074E-69  4.978183E-69  3.490433E-69  2.441780E-69
 -0.270000000000002     
  0.000000E+00  1.716936E-40  6.426167E-40  9.601492E-40  2.425916E-39  8.825622E-39  1.396809E-38  1.630899E-38
  2.433869E-38  3.998878E-38  4.197360E-38  5.124564E-38  7.349819E-38  9.574025E-38  1.090115E-37  1.219819E-37
  1.506566E-37  1.777104E-37  2.120145E-37  2.169840E-37  2.332081E-37  2.736695E-37  2.926142E-37  3.090710E-37
  3.379333E-37  3.684992E-37  3.924871E-37  4.270710E-37  4.279327E-37  4.566107E-37  4.803231E-37  5.055863E-37
  4.962573E-37  5.431892E-37  5.609021E-37  5.447270E-37  5.713515E-37  5.904929E-37  6.055025E-37  6.022743E-37
  6.356170E-37  6.470725E-37  6.450309E-37  6.672463E-37  6.581267E-37  6.888291E-37  6.754319E-37  6.847772E-37
  7.083506E-37  7.207780E-37  7.325577E-37  7.228067E-37  7.333368E-37  7.437639E-37  7.386934E-37  7.536874E-37
  7.576299E-37  7.840669E-37  7.576450E-37  7.729451E-37  7.667905E-37  7.572929E-37  7.543460E-37  7.135761E-37
  7.239331E-37  7.101710E-37  6.705633E-37  6.503571E-37  6.123142E-37  5.946236E-37  5.596337E-37  5.053089E-37
  4.778326E-37  4.225785E-37  3.998741E-37  3.504252E-37  3.092321E-37  2.737890E-37  2.332261E-37  2.013490E-37
  1.680854E-37  1.435732E-37  1.163649E-37  9.412495E-38  7.364623E-38  5.924052E-38  4.512903E-38  3.436193E-38
  2.567202E-38  1.902990E-38  1.393740E-38  9.641271E-39  6.705263E-39  4.666252E-39  3.080975E-39  2.015160E-39
  1.297692E-39  7.996932E-40  4.986496E-40  2.871705E-40  1.657689E-40  9.294245E-41  5.082800E-41  2.682400E-41
  1.362373E-41  6.955658E-42  3.331514E-42  1.623948E-42  7.934718E-43  4.042871E-43  2.114260E-43  1.141648E-43
  6.608975E-44  3.777730E-44  2.165508E-44  1.218685E-44  6.769253E-45  3.710484E-45  2.027071E-45  1.126909E-45
  6.583442E-46  3.832597E-46  2.252061E-46  1.352314E-46  7.988114E-47  4.854523E-47  2.810779E-47  1.688764E-47
  1.003703E-47  6.203458E-48  3.758597E-48  2.348797E-48  1.493451E-48  9.107167E-49  5.733922E-49  3.566536E-49
  2.284851E-49  1.458689E-49  9.237390E-50  5.935372E-50  3.874667E-50  2.508670E-50  1.637059E-50  1.056088E-50
  7.056649E-51  4.695074E-51  3.130119E-51  2.063158E-51  1.386499E-51  9.344776E-52  6.255473E-52  4.228245E-52
  2.882193E-52  1.967947E-52  1.363178E-52  9.220502E-53  6.394080E-53  4.487896E-53  3.083258E-53  2.136231E-53
  1.519102E-53  1.066481E-53  7.397550E-54  5.252824E-54  3.682295E-54  2.653449E-54  1.862704E-54  1.343985E-54
  9.565032E-55  6.882860E-55  5.019148E-55  3.561354E-55  2.578244E-55  1.872551E-55  1.371288E-55  9.802563E-56
  7.198315E-56  5.278590E-56  3.870501E-56  2.817247E-56  2.073424E-56  1.524632E-56  1.108670E-56  8.168003E-57
  5.962334E-57  4.371590E-57  3.169724E-57  2.309068E-57  1.668506E-57  1.192603E-57  8.493888E-58  6.110390E-58
  4.284111E-58  2.994635E-58  2.108987E-58  1.431404E-58  9.807412E-59  6.611598E-59  4.459654E-59  2.920303E-59
  1.925032E-59  1.263627E-59  8.165574E-60  5.199739E-60  3.334718E-60  2.128244E-60  1.335156E-60  8.506819E-61
  5.377707E-61  3.411763E-61  2.144308E-61  1.353443E-61  8.623648E-62  5.521481E-62  3.520857E-62  2.233728E-62
  1.437206E-62  9.320493E-63  5.940382E-63  3.858699E-63  2.497630E-63  1.629396E-63  1.052787E-63  6.911690E-64
  4.501845E-64  2.968455E-64  1.946610E-64  1.285773E-64  8.519604E-65  5.663842E-65  3.757900E-65  2.493055E-65
