#--it-----t--------dt-------EEK-------EEM-------EEGW------hrms------urms------orms------brms------umax------bmax-----divu2m----gg2m------oum------ourms-----oxurms----o2u2m---
    0   1.0000  9.82E-05 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
    5   1.0005  9.82E-05 1.480E-12 2.219E-05 9.133E-17 3.141E-12 1.720E-06 3.916E-04 6.661E-03 5.483E-06 1.533E-02 3.815E-06 5.48E-16  3.44E-11  5.78E-10  5.39E-10  6.25E-19
   10   1.0010  9.81E-05 2.699E-11 4.501E-05 2.024E-15 3.178E-11 7.347E-06 3.113E-03 9.488E-03 3.393E-05 2.489E-02 5.630E-05 1.21E-14  1.05E-09  1.46E-08  2.23E-08  7.09E-16
   15   1.0015  9.81E-05 1.486E-10 6.867E-05 1.067E-14 1.126E-10 1.724E-05 8.563E-03 1.172E-02 8.063E-05 3.280E-02 2.819E-04 6.40E-14  7.68E-09  1.11E-07  1.42E-07  3.25E-14
   20   1.0020  9.81E-05 4.835E-10 9.020E-05 2.976E-14 2.647E-10 3.110E-05 1.648E-02 1.343E-02 1.631E-04 3.755E-02 8.559E-04 1.79E-13  2.68E-08  3.94E-07  5.05E-07  4.10E-13
   25   1.0025  9.81E-05 1.119E-09 1.101E-04 5.680E-14 4.875E-10 4.730E-05 2.622E-02 1.484E-02 2.561E-04 4.026E-02 1.812E-03 3.41E-13  6.00E-08  9.39E-07  1.24E-06  2.42E-12
   30   1.0029  9.80E-05 2.140E-09 1.331E-04 9.048E-14 7.678E-10 6.542E-05 3.785E-02 1.632E-02 3.353E-04 5.006E-02 3.130E-03 5.43E-13  1.11E-07  1.85E-06  2.52E-06  9.75E-12
   35   1.0034  9.80E-05 3.620E-09 1.484E-04 1.329E-13 1.092E-09 8.509E-05 5.140E-02 1.723E-02 4.585E-04 4.883E-02 4.758E-03 7.97E-13  1.95E-07  3.25E-06  4.50E-06  3.08E-11
   40   1.0039  9.80E-05 5.560E-09 1.715E-04 1.810E-13 1.453E-09 1.055E-04 6.656E-02 1.852E-02 5.516E-04 5.638E-02 6.458E-03 1.09E-12  3.28E-07  5.26E-06  7.25E-06  8.03E-11
   45   1.0044  9.79E-05 8.052E-09 1.910E-04 2.359E-13 1.843E-09 1.269E-04 8.345E-02 1.954E-02 6.601E-04 5.981E-02 8.240E-03 1.42E-12  5.18E-07  8.06E-06  1.10E-05  1.85E-10
   50   1.0049  9.79E-05 1.126E-08 2.142E-04 3.015E-13 2.256E-09 1.500E-04 1.022E-01 2.070E-02 7.986E-04 6.567E-02 1.029E-02 1.81E-12  7.73E-07  1.18E-05  1.58E-05  3.91E-10
   55   1.0054  9.78E-05 1.532E-08 2.341E-04 3.750E-13 2.689E-09 1.750E-04 1.230E-01 2.164E-02 9.978E-04 7.019E-02 1.265E-02 2.25E-12  1.11E-06  1.68E-05  2.21E-05  7.69E-10
   60   1.0059  9.78E-05 2.032E-08 2.522E-04 4.558E-13 3.142E-09 2.016E-04 1.459E-01 2.246E-02 1.175E-03 6.583E-02 1.519E-02 2.74E-12  1.54E-06  2.31E-05  2.98E-05  1.42E-09
   65   1.0064  9.78E-05 2.630E-08 2.743E-04 5.428E-13 3.615E-09 2.293E-04 1.704E-01 2.342E-02 1.343E-03 6.616E-02 1.766E-02 3.26E-12  2.09E-06  3.07E-05  3.89E-05  2.46E-09
   70   1.0069  9.78E-05 3.364E-08 2.959E-04 6.486E-13 4.107E-09 2.594E-04 1.970E-01 2.433E-02 1.431E-03 7.088E-02 2.043E-02 3.89E-12  2.78E-06  4.01E-05  4.98E-05  4.09E-09
   75   1.0073  9.78E-05 4.265E-08 3.196E-04 7.667E-13 4.626E-09 2.920E-04 2.256E-01 2.528E-02 1.511E-03 7.625E-02 2.367E-02 4.60E-12  3.68E-06  5.19E-05  6.32E-05  6.69E-09
   80   1.0078  9.78E-05 5.361E-08 3.438E-04 8.903E-13 5.177E-09 3.275E-04 2.563E-01 2.622E-02 1.596E-03 7.609E-02 2.778E-02 5.34E-12  4.83E-06  6.62E-05  7.95E-05  1.07E-08
   85   1.0083  9.77E-05 6.683E-08 3.643E-04 1.016E-12 5.759E-09 3.656E-04 2.892E-01 2.699E-02 1.711E-03 7.918E-02 3.282E-02 6.09E-12  6.20E-06  8.35E-05  9.91E-05  1.68E-08
   90   1.0088  9.77E-05 8.228E-08 3.833E-04 1.131E-12 6.367E-09 4.057E-04 3.241E-01 2.769E-02 1.920E-03 7.630E-02 3.830E-02 6.79E-12  7.75E-06  1.04E-04  1.22E-04  2.58E-08
   95   1.0093  9.76E-05 9.971E-08 4.189E-04 1.264E-12 6.982E-09 4.466E-04 3.610E-01 2.895E-02 2.114E-03 7.957E-02 4.338E-02 7.58E-12  9.51E-06  1.27E-04  1.49E-04  3.85E-08
  100   1.0098  9.76E-05 1.199E-07 4.388E-04 1.483E-12 7.600E-09 4.897E-04 4.000E-01 2.962E-02 2.257E-03 8.273E-02 4.904E-02 8.90E-12  1.17E-05  1.55E-04  1.80E-04  5.63E-08
  105   1.0103  9.76E-05 1.430E-07 4.526E-04 1.713E-12 8.238E-09 5.347E-04 4.412E-01 3.009E-02 2.436E-03 8.283E-02 5.446E-02 1.03E-11  1.44E-05  1.86E-04  2.16E-04  8.11E-08
  110   1.0108  9.75E-05 1.686E-07 4.733E-04 1.880E-12 8.913E-09 5.807E-04 4.842E-01 3.077E-02 2.746E-03 8.820E-02 5.870E-02 1.13E-11  1.75E-05  2.21E-04  2.56E-04  1.14E-07
  115   1.0113  9.74E-05 1.973E-07 4.972E-04 2.013E-12 9.616E-09 6.282E-04 5.291E-01 3.153E-02 3.085E-03 8.688E-02 6.199E-02 1.21E-11  2.10E-05  2.62E-04  3.01E-04  1.59E-07
  120   1.0117  9.74E-05 2.297E-07 5.242E-04 2.195E-12 1.034E-08 6.777E-04 5.759E-01 3.238E-02 3.354E-03 8.628E-02 6.537E-02 1.32E-11  2.53E-05  3.07E-04  3.53E-04  2.19E-07
  125   1.0122  9.74E-05 2.667E-07 5.475E-04 2.427E-12 1.108E-08 7.303E-04 6.248E-01 3.309E-02 3.521E-03 8.533E-02 7.024E-02 1.46E-11  3.04E-05  3.58E-04  4.11E-04  2.98E-07
  130   1.0127  9.74E-05 3.086E-07 5.679E-04 2.622E-12 1.187E-08 7.856E-04 6.757E-01 3.370E-02 3.673E-03 8.673E-02 7.637E-02 1.57E-11  3.64E-05  4.15E-04  4.77E-04  4.00E-07
  135   1.0132  9.73E-05 3.553E-07 5.787E-04 2.761E-12 1.268E-08 8.430E-04 7.285E-01 3.402E-02 3.858E-03 8.777E-02 8.311E-02 1.66E-11  4.30E-05  4.79E-04  5.51E-04  5.33E-07
  140   1.0137  9.73E-05 4.068E-07 5.938E-04 2.922E-12 1.351E-08 9.021E-04 7.829E-01 3.446E-02 4.116E-03 8.976E-02 9.006E-02 1.75E-11  5.00E-05  5.47E-04  6.33E-04  7.00E-07
  145   1.0142  9.72E-05 4.641E-07 6.191E-04 3.144E-12 1.434E-08 9.634E-04 8.396E-01 3.519E-02 4.357E-03 9.236E-02 9.613E-02 1.89E-11  5.82E-05  6.24E-04  7.25E-04  9.14E-07
  150   1.0147  9.72E-05 5.263E-07 6.360E-04 3.409E-12 1.517E-08 1.026E-03 8.975E-01 3.566E-02 4.593E-03 9.686E-02 1.013E-01 2.05E-11  6.74E-05  7.06E-04  8.24E-04  1.18E-06
  155   1.0151  9.72E-05 5.942E-07 6.601E-04 3.676E-12 1.601E-08 1.090E-03 9.564E-01 3.633E-02 4.728E-03 9.441E-02 1.076E-01 2.21E-11  7.76E-05  7.95E-04  9.32E-04  1.50E-06
  160   1.0156  9.72E-05 6.693E-07 6.663E-04 3.901E-12 1.686E-08 1.157E-03 1.017E+00 3.650E-02 4.813E-03 9.451E-02 1.159E-01 2.34E-11  8.91E-05  8.93E-04  1.05E-03  1.90E-06
  165   1.0161  9.71E-05 7.504E-07 6.888E-04 4.082E-12 1.772E-08 1.225E-03 1.079E+00 3.712E-02 4.861E-03 9.794E-02 1.252E-01 2.45E-11  1.01E-04  1.00E-03  1.18E-03  2.39E-06
  170   1.0166  9.71E-05 8.394E-07 7.149E-04 4.301E-12 1.857E-08 1.296E-03 1.143E+00 3.781E-02 5.123E-03 1.065E-01 1.353E-01 2.58E-11  1.14E-04  1.12E-03  1.32E-03  2.99E-06
  175   1.0171  9.71E-05 9.363E-07 7.304E-04 4.585E-12 1.941E-08 1.369E-03 1.209E+00 3.822E-02 5.448E-03 1.084E-01 1.447E-01 2.75E-11  1.30E-04  1.25E-03  1.47E-03  3.73E-06
  180   1.0176  9.70E-05 1.040E-06 7.512E-04 4.888E-12 2.026E-08 1.442E-03 1.277E+00 3.876E-02 5.811E-03 1.116E-01 1.531E-01 2.93E-11  1.47E-04  1.39E-03  1.64E-03  4.62E-06
  185   1.0181  9.69E-05 1.151E-06 7.685E-04 5.108E-12 2.113E-08 1.517E-03 1.346E+00 3.921E-02 6.217E-03 1.120E-01 1.599E-01 3.06E-11  1.65E-04  1.54E-03  1.82E-03  5.68E-06
  190   1.0185  9.68E-05 1.269E-06 7.862E-04 5.282E-12 2.200E-08 1.593E-03 1.416E+00 3.965E-02 6.699E-03 1.033E-01 1.655E-01 3.17E-11  1.85E-04  1.71E-03  2.00E-03  6.93E-06
  195   1.0190  9.67E-05 1.395E-06 8.024E-04 5.482E-12 2.288E-08 1.671E-03 1.487E+00 4.006E-02 7.156E-03 1.084E-01 1.718E-01 3.29E-11  2.07E-04  1.88E-03  2.20E-03  8.41E-06
  200   1.0195  9.67E-05 1.530E-06 8.212E-04 5.770E-12 2.374E-08 1.749E-03 1.560E+00 4.053E-02 7.599E-03 1.104E-01 1.791E-01 3.46E-11  2.30E-04  2.07E-03  2.42E-03  1.01E-05
  205   1.0200  9.65E-05 1.675E-06 8.412E-04 6.137E-12 2.459E-08 1.830E-03 1.634E+00 4.102E-02 8.105E-03 1.130E-01 1.885E-01 3.68E-11  2.56E-04  2.27E-03  2.65E-03  1.22E-05
  210   1.0205  9.65E-05 1.830E-06 8.611E-04 6.487E-12 2.543E-08 1.913E-03 1.709E+00 4.150E-02 8.611E-03 1.134E-01 1.994E-01 3.89E-11  2.83E-04  2.48E-03  2.89E-03  1.45E-05
  215   1.0210  9.64E-05 1.995E-06 8.867E-04 6.813E-12 2.627E-08 1.997E-03 1.786E+00 4.211E-02 9.052E-03 1.184E-01 2.100E-01 4.09E-11  3.12E-04  2.71E-03  3.15E-03  1.73E-05
  220   1.0214  9.63E-05 2.170E-06 9.069E-04 7.138E-12 2.712E-08 2.083E-03 1.865E+00 4.259E-02 9.402E-03 1.154E-01 2.200E-01 4.28E-11  3.43E-04  2.94E-03  3.43E-03  2.04E-05
  225   1.0219  9.63E-05 2.355E-06 9.263E-04 7.488E-12 2.797E-08 2.171E-03 1.944E+00 4.304E-02 9.753E-03 1.158E-01 2.295E-01 4.49E-11  3.75E-04  3.19E-03  3.72E-03  2.40E-05
  230   1.0224  9.62E-05 2.552E-06 9.443E-04 7.826E-12 2.882E-08 2.259E-03 2.025E+00 4.346E-02 1.008E-02 1.185E-01 2.388E-01 4.70E-11  4.08E-04  3.45E-03  4.03E-03  2.81E-05
  235   1.0229  9.63E-05 2.759E-06 9.554E-04 8.136E-12 2.968E-08 2.349E-03 2.107E+00 4.371E-02 1.032E-02 1.147E-01 2.477E-01 4.88E-11  4.42E-04  3.73E-03  4.36E-03  3.29E-05
  240   1.0234  9.63E-05 2.977E-06 9.618E-04 8.425E-12 3.054E-08 2.440E-03 2.191E+00 4.386E-02 1.051E-02 1.179E-01 2.555E-01 5.06E-11  4.76E-04  4.01E-03  4.70E-03  3.82E-05
  245   1.0238  9.62E-05 3.208E-06 9.807E-04 8.738E-12 3.139E-08 2.533E-03 2.276E+00 4.429E-02 1.069E-02 1.212E-01 2.645E-01 5.24E-11  5.11E-04  4.31E-03  5.07E-03  4.43E-05
  250   1.0243  9.62E-05 3.451E-06 9.988E-04 9.010E-12 3.224E-08 2.627E-03 2.362E+00 4.470E-02 1.109E-02 1.220E-01 2.738E-01 5.41E-11  5.49E-04  4.63E-03  5.45E-03  5.12E-05
  255   1.0248  9.61E-05 3.707E-06 1.011E-03 9.232E-12 3.307E-08 2.723E-03 2.450E+00 4.497E-02 1.155E-02 1.170E-01 2.819E-01 5.54E-11  5.87E-04  4.96E-03  5.86E-03  5.90E-05
  260   1.0253  9.61E-05 3.977E-06 1.035E-03 9.484E-12 3.390E-08 2.820E-03 2.539E+00 4.549E-02 1.200E-02 1.203E-01 2.904E-01 5.69E-11  6.29E-04  5.31E-03  6.29E-03  6.78E-05
  265   1.0258  9.60E-05 4.262E-06 1.051E-03 9.834E-12 3.471E-08 2.920E-03 2.630E+00 4.586E-02 1.238E-02 1.212E-01 2.989E-01 5.90E-11  6.71E-04  5.69E-03  6.74E-03  7.78E-05
  270   1.0262  9.59E-05 4.562E-06 1.073E-03 1.026E-11 3.551E-08 3.021E-03 2.722E+00 4.633E-02 1.276E-02 1.219E-01 3.076E-01 6.16E-11  7.15E-04  6.08E-03  7.22E-03  8.91E-05
  275   1.0267  9.58E-05 4.878E-06 1.107E-03 1.077E-11 3.631E-08 3.124E-03 2.816E+00 4.704E-02 1.311E-02 1.236E-01 3.189E-01 6.46E-11  7.59E-04  6.50E-03  7.72E-03  1.02E-04
  280   1.0272  9.58E-05 5.211E-06 1.130E-03 1.129E-11 3.711E-08 3.229E-03 2.911E+00 4.754E-02 1.346E-02 1.268E-01 3.334E-01 6.77E-11  8.04E-04  6.94E-03  8.24E-03  1.16E-04
  285   1.0277  9.57E-05 5.560E-06 1.142E-03 1.171E-11 3.794E-08 3.335E-03 3.007E+00 4.779E-02 1.380E-02 1.278E-01 3.487E-01 7.03E-11  8.53E-04  7.40E-03  8.79E-03  1.32E-04
  290   1.0282  9.57E-05 5.924E-06 1.151E-03 1.205E-11 3.878E-08 3.442E-03 3.104E+00 4.798E-02 1.420E-02 1.292E-01 3.624E-01 7.23E-11  9.03E-04  7.88E-03  9.35E-03  1.50E-04
  295   1.0286  9.56E-05 6.302E-06 1.168E-03 1.242E-11 3.961E-08 3.550E-03 3.202E+00 4.834E-02 1.477E-02 1.300E-01 3.744E-01 7.45E-11  9.56E-04  8.38E-03  9.94E-03  1.69E-04
  300   1.0291  9.56E-05 6.694E-06 1.182E-03 1.275E-11 4.043E-08 3.659E-03 3.301E+00 4.863E-02 1.531E-02 1.345E-01 3.841E-01 7.65E-11  1.01E-03  8.90E-03  1.06E-02  1.91E-04
  305   1.0296  9.55E-05 7.102E-06 1.211E-03 1.303E-11 4.124E-08 3.769E-03 3.401E+00 4.921E-02 1.582E-02 1.351E-01 3.925E-01 7.82E-11  1.07E-03  9.45E-03  1.12E-02  2.15E-04
  310   1.0301  9.54E-05 7.526E-06 1.229E-03 1.336E-11 4.204E-08 3.880E-03 3.501E+00 4.957E-02 1.638E-02 1.373E-01 4.013E-01 8.01E-11  1.13E-03  1.00E-02  1.19E-02  2.41E-04
