 -0.885000000000000     
  0.000000E+00  8.340322-101 -7.020142-101 -3.556446-101 -4.780314-100  3.991812-100  1.854698-100  7.405457-100
  2.359045E-09  2.333495E-09  2.017646E-09  1.460686E-10  1.146565E-10  5.008291E-11  1.876141E-12  1.138265E-12
  3.663698E-13  2.548248E-14  1.219133E-14  5.349846E-15  4.575056E-16  2.091478E-16  1.060925E-16  1.337624E-17
  5.419789E-18  3.169239E-18  4.892784E-19  1.901546E-19  1.129768E-19  2.485781E-20  8.936217E-21  3.149465E-21
  1.395979E-21  1.980989E-22 -3.313496E-22 -1.551539E-22 -5.782389E-23 -6.010566E-23 -6.450963E-23 -1.062162E-23
 -1.508419E-23 -6.578588E-24 -3.810313E-24 -4.794293E-24 -7.484857E-25 -1.771983E-24 -1.540982E-24 -3.417524E-25
 -5.810513E-25 -6.628001E-25 -1.490139E-25 -1.734974E-25 -2.006773E-25 -4.667475E-26 -4.790056E-26 -5.646400E-26
 -1.046861E-26 -1.040024E-26 -1.076680E-26 -2.291418E-27 -1.812015E-27 -2.097353E-27 -4.423268E-28 -2.639651E-28
 -3.007837E-28 -7.220330E-29 -3.332282E-29 -3.262494E-29 -8.330061E-30 -4.814941E-30 -3.102453E-30 -1.244099E-30
 -8.504291E-31 -3.554666E-31 -3.762478E-31 -3.057531E-31 -9.455050E-32 -1.222224E-31 -1.223737E-31 -2.999036E-32
 -3.684619E-32 -4.095524E-32 -9.328855E-33 -9.228801E-33 -1.194094E-32 -2.244746E-33 -1.712401E-33 -2.778082E-33
 -6.061840E-34 -3.545265E-34 -5.214086E-34 -1.441357E-34 -5.114293E-35 -7.070729E-35 -1.720324E-35 -7.314712E-36
 -8.352921E-36 -1.710269E-36 -8.309105E-37 -8.605243E-37 -2.896918E-37 -1.316277E-37 -9.610884E-38 -8.715805E-38
   2.04500000000002     
  0.000000E+00  1.315526E-07  7.713743E-08  1.100671E-08  1.512381E-07  9.712081E-08  4.354847E-08  2.032217E-07
  8.510197E-08  6.711403E-08  2.012456E-07  5.439842E-08  6.954294E-08  1.871698E-07  4.094205E-08  6.539615E-08
  1.583712E-07  3.197542E-08  8.201661E-08  1.296514E-07  2.275949E-08  7.644179E-08  1.252395E-07  1.774267E-08
  6.864670E-08  1.074236E-07  1.324464E-08  5.381888E-08  5.841947E-08  5.610630E-09  2.313257E-08  1.683914E-08
  1.062235E-09  3.821068E-09  1.640037E-09  7.496123E-11  1.837635E-10  3.714987E-11  1.451046E-12  1.699795E-12
  2.755850E-13  1.768256E-14  1.935657E-14  4.066909E-15  3.214178E-16  3.430194E-16  8.278554E-17  9.563732E-18
  8.930072E-18  2.599758E-18  3.315508E-19  2.963456E-19  1.074925E-19  2.017339E-20  1.210102E-20  2.549278E-21
  9.864054E-23  2.552758E-22 -7.015385E-22 -1.231558E-22 -3.238526E-23 -7.640620E-23 -3.981555E-23 -2.225948E-23
 -1.564468E-23 -5.303622E-24 -5.632537E-24 -2.944587E-24 -1.110115E-24 -2.536141E-24 -7.805010E-25 -4.790142E-25
 -9.885642E-25 -3.728433E-25 -1.986544E-25 -3.054527E-25 -1.133226E-25 -5.147712E-26 -8.585886E-26 -2.813299E-26
 -1.076679E-26 -2.027262E-26 -5.533035E-27 -2.197371E-27 -3.737962E-27 -1.089030E-27 -4.126444E-28 -5.492152E-28
 -1.611512E-28 -5.390410E-29 -7.167954E-29 -1.906382E-29 -7.340127E-30 -7.165001E-30 -2.597341E-30 -1.339263E-30
 -7.081897E-31 -5.363804E-31 -4.312244E-31 -1.215026E-31 -1.914194E-31 -1.887843E-31 -4.129372E-32 -5.835551E-32
 -5.866661E-32 -1.138292E-32 -1.565730E-32 -1.940929E-32 -3.242252E-33 -3.654813E-33 -4.907323E-33 -8.602689E-34
 -6.599075E-34 -9.353993E-34 -2.082872E-34 -1.186555E-34 -1.412872E-34 -3.242904E-35 -1.656489E-35 -1.657028E-35
 -3.252982E-36 -2.150562E-36 -1.829616E-36 -3.689825E-37 -2.356094E-37 -2.010440E-37 -1.227925E-37 -6.297624E-38
   2.05500000000002     
  0.000000E+00  1.323813E-07  7.424146E-08  1.280021E-08  1.537354E-07  8.895277E-08  5.196692E-08  2.061737E-07
  7.206450E-08  8.174265E-08  1.979856E-07  4.017218E-08  8.862098E-08  1.804320E-07  2.856994E-08  8.612402E-08
  1.483836E-07  2.129487E-08  1.055046E-07  1.142809E-07  1.474259E-08  1.000373E-07  1.058915E-07  1.331046E-08
  9.303484E-08  8.719767E-08  1.170865E-08  7.165176E-08  4.378604E-08  6.444050E-09  3.024671E-08  1.176439E-08
  1.611058E-09  4.893000E-09  1.047198E-09  1.597299E-10  2.239833E-10  2.017365E-11  3.493045E-12  1.916730E-12
  1.551582E-13  3.320702E-14  2.252259E-14  2.286227E-15  5.582350E-16  4.068440E-16  4.743297E-17  1.528353E-17
  1.077406E-17  1.635768E-18  4.711760E-19  3.655882E-19  8.322124E-20  2.649190E-20  1.826143E-20  3.171855E-21
 -1.064098E-21 -1.129665E-21 -5.035685E-22 -5.772077E-23 -1.108144E-22 -7.737353E-23 -3.451884E-23 -3.524434E-23
 -1.162580E-23 -7.355021E-24 -4.677802E-24 -1.720345E-24 -2.711105E-24 -2.007740E-24 -4.610394E-25 -1.194581E-24
 -7.716359E-25 -2.042756E-25 -4.434611E-25 -2.394136E-25 -5.640069E-26 -1.297029E-25 -5.713993E-26 -1.543382E-26
 -3.148562E-26 -1.391102E-26 -3.518327E-27 -5.999164E-27 -2.601183E-27 -5.851564E-28 -1.014647E-27 -3.732705E-28
 -8.955851E-29 -1.340328E-28 -4.848210E-29 -1.176770E-29 -1.387417E-29 -5.277533E-30 -2.410885E-30 -1.400673E-30
 -9.201019E-31 -6.613410E-31 -2.089545E-31 -2.614572E-31 -2.482321E-31 -6.868768E-32 -8.514328E-32 -9.021321E-32
 -1.908596E-32 -2.625638E-32 -2.878205E-32 -5.816756E-33 -6.067230E-33 -7.686076E-33 -1.072151E-33 -1.365553E-33
 -1.611073E-33 -2.678519E-34 -2.613267E-34 -2.882691E-34 -4.935310E-35 -4.101803E-35 -3.293857E-35 -5.082834E-36
 -5.812588E-36 -3.623572E-36 -6.290166E-37 -6.241251E-37 -4.280433E-37 -1.863021E-37 -8.944034E-38 -6.902291E-38
   2.06500000000002     
  0.000000E+00  1.331739E-07  7.136072E-08  1.480064E-08  1.557697E-07  8.094620E-08  6.107690E-08  2.072948E-07
  5.999521E-08  9.770684E-08  1.912289E-07  2.905142E-08  1.083977E-07  1.686001E-07  2.162404E-08  1.064991E-07
  1.325648E-07  1.813656E-08  1.258544E-07  9.342962E-08  1.645019E-08  1.187268E-07  8.068869E-08  2.058199E-08
  1.110773E-07  6.177825E-08  2.196898E-08  8.213719E-08  2.722656E-08  1.400790E-08  3.314657E-08  6.477218E-09
  3.776449E-09  5.105887E-09  5.021514E-10  3.597517E-10  2.157788E-10  7.967738E-12  6.874671E-12  1.667038E-12
  7.763011E-14  6.211532E-14  1.962935E-14  1.238199E-15  9.951384E-16  3.531123E-16  2.780206E-17  2.578269E-17
  9.388660E-18  1.134423E-18  7.769723E-19  3.349708E-19  6.422881E-20  3.677837E-20  2.027893E-20  4.881399E-21
 -8.521519E-22 -2.312263E-21 -1.183669E-23 -5.096792E-23 -1.779548E-22 -5.857276E-23 -5.563021E-23 -3.217551E-23
 -8.965454E-24 -9.757656E-24 -2.429967E-24 -3.083587E-24 -3.016229E-24 -1.078244E-24 -1.144146E-24 -1.265978E-24
 -3.182074E-25 -4.688327E-25 -4.396540E-25 -1.007001E-25 -1.418055E-25 -1.305572E-25 -1.990283E-26 -4.530096E-26
 -3.000923E-26 -4.828224E-27 -9.295080E-27 -5.428285E-27 -9.586795E-28 -1.774780E-27 -8.622533E-28 -1.541775E-28
 -2.645594E-28 -1.203625E-28 -2.203240E-29 -3.016186E-29 -1.148203E-29 -4.240832E-30 -3.141824E-30 -1.306313E-30
 -9.450968E-31 -4.043798E-31 -3.438997E-31 -3.434979E-31 -1.086268E-31 -1.166780E-31 -1.331695E-31 -3.332553E-32
 -3.881264E-32 -4.290518E-32 -9.141990E-33 -1.130011E-32 -1.222387E-32 -1.632518E-33 -2.629426E-33 -2.820043E-33
 -3.664796E-34 -5.773536E-34 -5.332440E-34 -8.920246E-35 -9.086859E-35 -7.110576E-35 -1.079174E-35 -1.357548E-35
 -7.686220E-36 -1.037745E-36 -1.608905E-36 -7.892896E-37 -1.927274E-37 -1.558115E-37 -1.290387E-37 -9.194274E-38
   2.07500000000002     
  0.000000E+00  1.339301E-07  6.850076E-08  1.699972E-08  1.573299E-07  7.318170E-08  7.073813E-08  2.065761E-07
  4.919585E-08  1.144754E-07  1.812738E-07  2.155399E-08  1.277322E-07  1.525078E-07  2.060210E-08  1.247073E-07
  1.125619E-07  2.279817E-08  1.404750E-07  7.011035E-08  2.754123E-08  1.293026E-07  5.446572E-08  3.795673E-08
  1.187635E-07  3.740243E-08  4.122633E-08  8.235943E-08  1.379639E-08  2.578683E-08  3.085596E-08  2.934776E-09
  6.695552E-09  4.377811E-09  2.446974E-10  5.809936E-10  1.635451E-10  6.817274E-12  9.747124E-12  1.096550E-12
  8.931210E-14  8.611172E-14  1.262393E-14  1.641121E-15  1.316326E-15  2.229919E-16  3.913375E-17  3.246338E-17
  5.975015E-18  1.548445E-18  9.683798E-19  2.356090E-19  6.877676E-20  4.035506E-20  1.550550E-20  5.972141E-21
  2.759671E-22 -1.931667E-21  1.786060E-22 -1.186794E-22 -1.411005E-22 -4.630252E-23 -7.582125E-23 -1.744059E-23
 -1.154958E-23 -9.015456E-24 -2.293789E-24 -4.997556E-24 -1.558196E-24 -1.288028E-24 -1.709011E-24 -5.734985E-25
 -4.372752E-25 -7.032524E-25 -1.962423E-25 -1.532461E-25 -2.094177E-25 -5.338285E-26 -4.986738E-26 -5.793463E-26
 -9.501589E-27 -1.261084E-26 -1.057701E-26 -1.754551E-27 -2.535315E-27 -1.981692E-27 -3.136261E-28 -4.182966E-28
 -2.719770E-28 -4.792675E-29 -5.946163E-29 -2.888007E-29 -6.493916E-30 -7.024469E-30 -2.973146E-30 -1.354458E-30
 -7.514983E-31 -4.913575E-31 -4.767736E-31 -1.398065E-31 -1.806685E-31 -2.053205E-31 -4.764991E-32 -5.960445E-32
 -6.231604E-32 -1.176694E-32 -1.816711E-32 -2.012496E-32 -2.534503E-33 -4.957913E-33 -4.885749E-33 -5.458361E-34
 -1.038282E-33 -8.944207E-34 -1.262380E-34 -1.995846E-34 -1.327286E-34 -2.154958E-35 -2.802744E-35 -1.359647E-35
 -2.603571E-36 -3.746924E-36 -1.430894E-36 -2.998446E-37 -4.068953E-37 -2.345639E-37 -1.075376E-37 -5.484506E-38
   2.08500000000002     
  0.000000E+00  1.346494E-07  6.566709E-08  1.938847E-08  1.584083E-07  6.573685E-08  8.080289E-08  2.040451E-07
  3.993340E-08  1.314969E-07  1.685461E-07  1.801877E-08  1.455185E-07  1.332686E-07  2.553457E-08  1.391397E-07
  9.043107E-08  3.468081E-08  1.475324E-07  4.766812E-08  4.619822E-08  1.299927E-07  3.221593E-08  6.174818E-08
  1.144424E-07  2.000143E-08  6.433174E-08  7.233467E-08  7.558348E-09  3.791251E-08  2.421032E-08  2.433081E-09
  9.215610E-09  3.019618E-09  3.858968E-10  7.202273E-10  9.326832E-11  1.724265E-11  1.055120E-11  5.338001E-13
  1.826218E-13  9.012568E-14  6.150187E-15  3.209384E-15  1.291430E-15  1.147886E-16  7.233447E-17  2.991272E-17
  3.468707E-18  2.523279E-18  8.711814E-19  1.642661E-19  9.149429E-20  3.420033E-20  8.783126E-21  5.104344E-21
  6.667648E-22 -5.033607E-22 -1.152439E-22 -1.930676E-22 -5.599092E-23 -6.022814E-23 -6.984010E-23 -1.108211E-23
 -1.571551E-23 -6.301467E-24 -4.502043E-24 -4.558093E-24 -6.809324E-25 -2.318216E-24 -1.223047E-24 -3.161148E-25
 -9.352595E-25 -4.938585E-25 -1.632904E-25 -3.040202E-25 -1.319569E-25 -5.075043E-26 -8.851405E-26 -2.812395E-26
 -1.302782E-26 -2.117145E-26 -4.679024E-27 -3.126678E-27 -3.875226E-27 -7.449377E-28 -6.602556E-28 -5.549480E-28
 -9.631550E-29 -9.698096E-29 -6.973946E-29 -1.161943E-29 -1.214514E-29 -6.660962E-30 -2.435368E-30 -1.481965E-30
 -8.979295E-31 -7.130039E-31 -2.460114E-31 -2.366014E-31 -2.715402E-31 -8.316637E-32 -8.319052E-32 -9.643122E-32
 -2.094883E-32 -2.902867E-32 -3.002866E-32 -5.376097E-33 -7.797985E-33 -7.639527E-33 -6.385034E-34 -1.988788E-33
 -1.528104E-33 -1.833429E-34 -4.171097E-34 -2.665168E-34 -3.597270E-35 -6.564102E-35 -2.722549E-35 -5.489771E-36
 -8.928367E-36 -2.416582E-36 -7.977643E-37 -9.725018E-37 -3.270606E-37 -1.500754E-37 -1.149085E-37 -1.001920E-37
   2.09500000000002     
  0.000000E+00  1.353317E-07  6.286514E-08  2.195718E-08  1.590005E-07  5.868541E-08  9.111827E-08  1.997650E-07
  3.243344E-08  1.482178E-07  1.535807E-07  1.859048E-08  1.607482E-07  1.121997E-07  3.598605E-08  1.485346E-07
  6.842553E-08  5.236514E-08  1.461803E-07  2.930021E-08  6.942485E-08  1.207575E-07  1.814003E-08  8.696613E-08
  9.917614E-08  1.375685E-08  8.516362E-08  5.498385E-08  1.035341E-08  4.643438E-08  1.555251E-08  5.132850E-09
  1.034929E-08  1.602219E-09  8.601890E-10  7.132014E-10  3.959578E-11  3.376959E-11  8.863693E-12  3.007999E-13
  3.009840E-13  7.177671E-14  4.470100E-15  4.856345E-15  9.408780E-16  1.096348E-16  1.012958E-16  2.027259E-17
  4.032157E-18  3.206758E-18  5.771692E-19  1.906976E-19  1.095909E-19  2.519776E-20  7.518635E-21  3.089791E-21
 -4.365668E-22  2.413065E-22 -4.805449E-22 -2.004007E-22 -4.370956E-23 -8.222462E-23 -4.659473E-23 -2.152311E-23
 -1.574509E-23 -5.710752E-24 -5.759147E-24 -2.501404E-24 -1.792405E-24 -2.517118E-24 -5.081444E-25 -9.520938E-25
 -9.495773E-25 -2.195401E-25 -4.081828E-25 -2.743500E-25 -5.913896E-26 -1.304481E-25 -5.948853E-26 -1.716111E-26
 -3.400410E-26 -1.250015E-26 -4.482361E-27 -6.654689E-27 -2.024407E-27 -9.066159E-28 -1.124282E-27 -2.482138E-28
 -1.640363E-28 -1.531845E-28 -2.822309E-29 -2.264642E-29 -1.450035E-29 -4.312709E-30 -3.049346E-30 -1.404944E-30
 -1.021625E-30 -4.783395E-31 -3.023561E-31 -3.781532E-31 -1.302498E-31 -1.085937E-31 -1.415221E-31 -3.765457E-32
 -4.062976E-32 -4.447839E-32 -9.055223E-33 -1.353222E-32 -1.225467E-32 -1.310343E-33 -3.676410E-33 -2.659259E-33
 -2.536971E-34 -8.321932E-34 -4.718386E-34 -6.970893E-35 -1.365214E-34 -5.732771E-35 -1.202881E-35 -1.854932E-35
 -5.052294E-36 -1.871734E-36 -2.113442E-36 -4.663270E-37 -2.649548E-37 -2.310677E-37 -1.364996E-37 -7.195191E-38
   2.10500000000002     
  0.000000E+00  1.359764E-07  6.010027E-08  2.469550E-08  1.591054E-07  5.209658E-08  1.015285E-07  1.938331E-07
  2.687465E-08  1.641007E-07  1.369990E-07  2.321383E-08  1.725681E-07  9.073089E-08  5.109330E-08  1.520881E-07
  4.876633E-08  7.378069E-08  1.366607E-07  1.760034E-08  9.352736E-08  1.032829E-07  1.485268E-08  1.083638E-07
  7.648061E-08  2.009569E-08  9.825026E-08  3.528176E-08  2.125786E-08  4.860716E-08  7.906667E-09  1.000932E-08
  9.661578E-09  7.165540E-10  1.455779E-09  5.642883E-10  2.875121E-11  4.780395E-11  5.619762E-12  5.287536E-13
  3.731410E-13  4.277920E-14  8.657957E-15  5.447860E-15  5.194654E-16  2.106139E-16  1.034376E-16  1.142607E-17
  7.209076E-18  2.999938E-18  3.611793E-19  2.896011E-19  1.059906E-19  2.217238E-20  1.383225E-20  2.168246E-21
 -1.824481E-21 -5.718386E-22 -4.439482E-22 -1.345851E-22 -1.209902E-22 -8.004696E-23 -3.656495E-23 -3.418622E-23
 -1.200709E-23 -8.169531E-24 -4.169906E-24 -2.075027E-24 -3.120008E-24 -1.589130E-24 -7.720376E-25 -1.403290E-24
 -4.613621E-25 -3.793737E-25 -4.880620E-25 -1.218938E-25 -1.325456E-25 -1.386515E-25 -2.141574E-26 -4.829308E-26
 -2.919150E-26 -5.013634E-27 -1.067022E-26 -4.649854E-27 -1.160588E-27 -2.143899E-27 -6.410940E-28 -2.281285E-28
 -3.207868E-28 -8.215395E-29 -3.881542E-29 -3.521231E-29 -7.802776E-30 -6.342043E-30 -3.333508E-30 -1.376537E-30
 -8.365112E-31 -4.425498E-31 -5.052115E-31 -1.749963E-31 -1.677197E-31 -2.160747E-31 -5.436721E-32 -5.999531E-32
 -6.485627E-32 -1.192541E-32 -2.040665E-32 -2.037172E-32 -2.073710E-33 -6.324416E-33 -4.564641E-33 -4.318805E-34
 -1.447442E-33 -7.549884E-34 -1.156842E-34 -2.854895E-34 -1.020720E-34 -2.684550E-35 -3.691330E-35 -8.315883E-36
 -4.892752E-36 -4.329678E-36 -8.381233E-37 -6.588811E-37 -4.948569E-37 -2.098456E-37 -1.129079E-37 -8.747472E-38
   2.11500000000002     
  0.000000E+00  1.365835E-07  5.737774E-08  2.759245E-08  1.587254E-07  4.603433E-08  1.118773E-07  1.863787E-07
  2.338450E-08  1.786413E-07  1.194834E-07  3.163762E-08  1.803284E-07  7.030773E-08  6.963636E-08  1.495226E-07
  3.341773E-08  9.644845E-08  1.202645E-07  1.419218E-08  1.147023E-07  8.067279E-08  2.289687E-08  1.215302E-07
  5.151587E-08  3.736576E-08  1.002076E-07  1.883025E-08  3.688694E-08  4.377525E-08  3.921627E-09  1.524118E-08
  7.436595E-09  7.271678E-10  1.909233E-09  3.439268E-10  6.572202E-11  5.210141E-11  2.594674E-12  1.084200E-12
  3.560596E-13  2.146277E-14  1.591439E-14  4.583855E-15  3.311941E-16  3.410272E-16  7.730167E-17  1.053659E-17
  1.031461E-17  2.086161E-18  4.285809E-19  3.644355E-19  8.568798E-20  2.705174E-20  2.200835E-20  3.392581E-21
 -1.750337E-21 -1.951846E-21 -3.341098E-23 -6.143807E-23 -1.809169E-22 -5.481657E-23 -5.243566E-23 -3.143707E-23
 -1.007785E-23 -1.006082E-23 -2.106509E-24 -3.989615E-24 -2.550316E-24 -1.067563E-24 -1.586968E-24 -9.033563E-25
 -3.319192E-25 -6.985636E-25 -2.595913E-25 -1.345352E-25 -2.146072E-25 -6.023596E-26 -5.115702E-26 -5.873640E-26
 -8.651716E-27 -1.480183E-26 -1.008002E-26 -1.554929E-27 -3.284679E-27 -1.664183E-27 -3.379477E-28 -5.555818E-28
 -1.950625E-28 -5.817892E-29 -7.702400E-29 -1.810722E-29 -9.442161E-30 -7.756538E-30 -2.653150E-30 -1.529549E-30
 -8.905859E-31 -7.312560E-31 -3.083034E-31 -2.082188E-31 -2.868723E-31 -9.889946E-32 -8.057188E-32 -1.008347E-31
 -2.245620E-32 -3.121987E-32 -3.038773E-32 -4.929454E-33 -9.506027E-33 -7.193975E-33 -4.794239E-34 -2.623334E-33
 -1.298528E-33 -2.199153E-34 -5.646986E-34 -2.072035E-34 -5.223235E-35 -8.318036E-35 -1.779063E-35 -1.095346E-35
 -9.651650E-36 -1.313803E-36 -1.661887E-36 -9.618788E-37 -2.317121E-37 -2.028825E-37 -1.551079E-37 -1.039326E-37
   2.12500000000002     
  0.000000E+00  1.371526E-07  5.470270E-08  3.063646E-08  1.578660E-07  4.055674E-08  1.220102E-07  1.775602E-07
  2.203644E-08  1.913848E-07  1.017488E-07  4.342824E-08  1.836177E-07  5.229405E-08  9.013717E-08  1.411086E-07
  2.389073E-08  1.177680E-07  9.915622E-08  1.950411E-08  1.296370E-07  5.689756E-08  4.065634E-08  1.237993E-07
  2.991243E-08  6.126489E-08  9.061400E-08  1.026494E-08  5.244553E-08  3.356925E-08  4.953045E-09  1.889094E-08
  4.560410E-09  1.622178E-09  2.022017E-09  1.552983E-10  1.319782E-10  4.450716E-11  1.432106E-12  1.647139E-12
  2.605956E-13  2.118450E-14  2.143761E-14  2.869212E-15  5.099919E-16  4.026622E-16  4.349366E-17  1.823441E-17
  1.072429E-17  1.269479E-18  7.232364E-19  3.413215E-19  6.945460E-20  3.408961E-20  2.418459E-20  5.239825E-21
 -1.773580E-22 -2.249988E-21  2.919950E-22 -5.488522E-23 -1.442428E-22 -4.222547E-23 -7.356435E-23 -1.684167E-23
 -1.258012E-23 -8.607543E-24 -2.701326E-24 -5.294762E-24 -1.006590E-24 -1.817932E-24 -1.601291E-24 -3.171343E-25
 -7.944733E-25 -6.141628E-25 -1.448002E-25 -2.914021E-25 -1.505917E-25 -4.957476E-26 -9.009911E-26 -2.729528E-26
 -1.548020E-26 -2.138835E-26 -4.077708E-27 -4.273279E-27 -3.708544E-27 -5.685172E-28 -9.376607E-28 -4.703202E-28
 -9.038550E-29 -1.428455E-28 -4.921689E-29 -1.474782E-29 -1.562091E-29 -5.076023E-30 -2.886887E-30 -1.509692E-30
 -1.068532E-30 -5.814115E-31 -2.750713E-31 -3.946900E-31 -1.578354E-31 -1.016440E-31 -1.484344E-31 -4.193021E-32
 -4.251168E-32 -4.501483E-32 -8.653845E-33 -1.563802E-32 -1.169992E-32 -1.239055E-33 -4.659177E-33 -2.272590E-33
 -3.162405E-34 -1.039249E-33 -3.532223E-34 -1.026442E-34 -1.646294E-34 -3.732261E-35 -2.138658E-35 -1.840546E-35
 -3.011620E-36 -3.706692E-36 -1.833079E-36 -3.696144E-37 -4.879542E-37 -2.819448E-37 -1.321459E-37 -7.992079E-38
   2.13500000000002     
  0.000000E+00  1.376834E-07  5.208018E-08  3.381539E-08  1.565362E-07  3.571550E-08  1.317770E-07  1.675617E-07
  2.284831E-08  2.019402E-07  8.451391E-08  5.799190E-08  1.822855E-07  3.788073E-08  1.109775E-07  1.276363E-07
  2.109432E-08  1.353161E-07  7.608863E-08  3.271626E-08  1.360285E-07  3.609676E-08  6.467963E-08  1.147903E-07
  1.650077E-08  8.591277E-08  7.209678E-08  1.194869E-08  6.319980E-08  2.135603E-08  1.060244E-08  1.962264E-08
  2.168120E-09  3.021371E-09  1.747428E-09  8.600459E-11  1.947596E-10  2.903473E-11  2.750997E-12  1.895415E-12
  1.446088E-13  4.195961E-14  2.160096E-14  1.490512E-15  9.245281E-16  3.497694E-16  2.840871E-17  2.816599E-17
  8.105267E-18  1.264054E-18  9.749373E-19  2.416218E-19  7.241363E-20  3.673969E-20  1.855797E-20  5.320919E-21
  1.026738E-21 -1.105235E-21  2.016928E-22 -1.218673E-22 -6.570873E-23 -6.167690E-23 -7.308052E-23 -1.061920E-23
 -1.564767E-23 -6.004439E-24 -5.149416E-24 -3.960638E-24 -9.695021E-25 -2.638344E-24 -7.999001E-25 -6.573598E-25
 -1.046095E-24 -2.811013E-25 -3.595165E-25 -3.009687E-25 -6.410564E-26 -1.289899E-25 -6.098995E-26 -1.823711E-26
 -3.606176E-26 -1.096026E-26 -5.753362E-27 -6.937895E-27 -1.503617E-27 -1.383256E-27 -1.070304E-27 -1.780624E-28
 -2.629617E-28 -1.327934E-28 -2.460295E-29 -3.443123E-29 -1.084510E-29 -5.400028E-30 -3.511312E-30 -1.419510E-30
 -9.325151E-31 -4.219553E-31 -5.142606E-31 -2.191971E-31 -1.605191E-31 -2.243061E-31 -6.208557E-32 -6.098775E-32
 -6.636458E-32 -1.170601E-32 -2.256424E-32 -1.992023E-32 -1.779627E-33 -7.577830E-33 -3.870240E-33 -5.380727E-34
 -1.781288E-33 -5.431088E-34 -1.919837E-34 -3.380086E-34 -6.360494E-35 -4.767276E-35 -3.712126E-35 -5.286769E-36
 -8.705123E-36 -3.330337E-36 -8.660714E-37 -1.117474E-36 -4.021855E-37 -1.999241E-37 -1.577355E-37 -1.226401E-37
   2.14500000000002     
  0.000000E+00  1.381759E-07  4.951505E-08  3.711660E-08  1.547478E-07  3.155533E-08  1.410338E-07  1.565894E-07
  2.578238E-08  2.099917E-07  6.847134E-08  7.460459E-08  1.764481E-07  2.800681E-08  1.305268E-07  1.103418E-07
  2.524896E-08  1.471224E-07  5.404333E-08  5.188648E-08  1.329380E-07  2.185772E-08  9.035092E-08  9.646777E-08
  1.423090E-08  1.052983E-07  4.961298E-08  2.332016E-08  6.591793E-08  1.112777E-08  1.886977E-08  1.719088E-08
  1.195777E-09  4.337730E-09  1.209831E-09  1.673809E-10  2.232768E-10  1.374493E-11  5.816295E-12  1.689093E-12
  7.788825E-14  7.055484E-14  1.633401E-14  1.394745E-15  1.274767E-15  2.229917E-16  4.360122E-17  3.222096E-17
  4.688717E-18  2.063457E-18  9.473117E-19  1.616822E-19  8.965165E-20  3.416823E-20  1.138899E-20  3.316276E-21
  3.391367E-22  1.593304E-22 -1.487826E-22 -1.901746E-22 -5.178575E-23 -8.581383E-23 -5.238075E-23 -2.201004E-23
 -1.472552E-23 -6.161967E-24 -5.847421E-24 -2.055553E-24 -2.513309E-24 -2.217476E-24 -5.314913E-25 -1.345844E-24
 -6.558250E-25 -2.992012E-25 -5.148973E-25 -1.473919E-25 -1.211985E-25 -1.440234E-25 -2.243684E-26 -5.074331E-26
 -2.773741E-26 -5.800511E-27 -1.166960E-26 -3.723654E-27 -1.619022E-27 -2.295833E-27 -4.370579E-28 -3.731571E-28
 -3.048755E-28 -5.324510E-29 -6.529199E-29 -2.819066E-29 -7.583596E-30 -8.030113E-30 -2.963097E-30 -1.554349E-30
 -9.041425E-31 -7.116486E-31 -3.805519E-31 -1.897644E-31 -2.973039E-31 -1.155093E-31 -7.940459E-32 -1.046542E-31
 -2.253149E-32 -3.353386E-32 -3.026681E-32 -4.526787E-33 -1.117324E-32 -6.286538E-33 -6.478178E-34 -3.150972E-33
 -9.494397E-34 -3.803890E-34 -6.461038E-34 -1.327577E-34 -9.403051E-35 -8.260528E-35 -1.170535E-35 -1.801512E-35
 -7.377282E-36 -1.653313E-36 -2.397245E-36 -6.132132E-37 -3.298602E-37 -2.984934E-37 -1.628426E-37 -8.860002E-38
   2.15500000000002     
  0.000000E+00  1.386296E-07  4.701206E-08  4.052700E-08  1.525159E-07  2.811366E-08  1.496452E-07  1.448670E-07
  3.074670E-08  2.153089E-07  5.426026E-08  9.244812E-08  1.664801E-07  2.329838E-08  1.472700E-07  9.079364E-08
  3.587056E-08  1.518910E-07  3.584518E-08  7.423573E-08  1.209289E-07  1.659657E-08  1.127773E-07  7.271360E-08
  2.352360E-08  1.147462E-07  2.912220E-08  4.107700E-08  5.984134E-08  6.196662E-09  2.686153E-08  1.252214E-08
  2.014078E-09  5.023768E-09  6.483461E-10  3.603435E-10  2.038125E-10  6.545608E-12  8.948602E-12  1.149296E-12
  1.001539E-13  8.891988E-14  9.143952E-15  2.638525E-15  1.309248E-15  1.180869E-16  7.691691E-17  2.713850E-17
  3.360379E-18  2.949325E-18  6.591964E-19  1.792371E-19  1.026120E-19  3.093634E-20  1.036587E-20  1.556370E-21
 -1.478251E-21  1.014732E-22 -3.432154E-22 -1.848242E-22 -1.131937E-22 -7.784458E-23 -3.914701E-23 -3.605568E-23
 -1.106286E-23 -8.906985E-24 -3.753625E-24 -2.548241E-24 -3.188876E-24 -1.258774E-24 -1.253419E-24 -1.209204E-24
 -3.189913E-25 -6.413845E-25 -3.278720E-25 -1.214359E-25 -2.132362E-25 -6.546113E-26 -5.219644E-26 -5.924421E-26
