 -0.885000000000000     
  1.463202-182  5.616337-187  1.250894-186  1.914757-186  4.286042-186  7.423508-186  8.843145-186  1.173467-185
  1.395451-185  2.186815-185  2.336995-185  2.596129-185  3.149840-185  3.753360-185  4.270305-185  4.310665-185
  5.294994-185  5.887529-185  6.291953-185  6.447326-185  7.476156-185  8.254767-185  8.269831-185  8.933958-185
  9.301041-185  1.024731-184  1.058917-184  1.098356-184  1.159265-184  1.200045-184  1.265512-184  1.324197-184
  1.344318-184  1.447595-184  1.509722-184  1.525819-184  1.580771-184  1.618091-184  1.678646-184  1.682582-184
  1.762781-184  1.817794-184  1.830677-184  1.906959-184  1.898726-184  1.982880-184  1.955431-184  2.036801-184
  2.070368-184  2.134790-184  2.159780-184  2.149537-184  2.225063-184  2.240744-184  2.244717-184  2.271940-184
  2.305348-184  2.381330-184  2.338801-184  2.373190-184  2.442585-184  2.422938-184  2.466931-184  2.432916-184
  2.504350-184  2.566567-184  2.546116-184  2.581398-184  2.553813-184  2.649771-184  2.602350-184  2.616582-184
  2.692711-184  2.673557-184  2.745690-184  2.696569-184  2.738511-184  2.774881-184  2.748421-184  2.788527-184
  2.777367-184  2.853998-184  2.851733-184  2.847498-184  2.857942-184  2.920495-184  2.919831-184  2.910626-184
  2.945467-184  2.981227-184  3.010083-184  2.993180-184  3.025169-184  3.042937-184  3.055951-184  3.059891-184
  3.124444-184  3.148917-184  3.200896-184  3.132008-184  3.210293-184  3.209950-184  3.244947-184  3.270623-184
  3.241082-184  3.351693-184  3.312126-184  3.362227-184  3.382655-184  3.447270-184  3.436748-184  3.438971-184
  3.515433-184  3.534211-184  3.576174-184  3.570568-184  3.637101-184  3.674386-184  3.675849-184  3.706929-184
  3.779366-184  3.812813-184  3.832764-184  3.878833-184  3.887233-184  3.985182-184  3.971307-184  4.036378-184
 -0.875000000000000     
  1.215401-175  4.304209-180  9.886424-180  1.466985-179  3.319739-179  5.688109-179  6.872358-179  9.052003-179
  1.067391-178  1.697002-178  1.829255-178  2.028363-178  2.452132-178  2.925969-178  3.326004-178  3.353343-178
  4.125237-178  4.600829-178  4.915403-178  5.035062-178  5.846079-178  6.447884-178  6.480896-178  7.013330-178
  7.293152-178  8.046253-178  8.308761-178  8.629896-178  9.105936-178  9.436362-178  9.953868-178  1.042090-177
  1.057291-177  1.141042-177  1.190650-177  1.203065-177  1.246210-177  1.276480-177  1.326134-177  1.327905-177
  1.393238-177  1.438239-177  1.448363-177  1.509961-177  1.504101-177  1.571662-177  1.552414-177  1.612876-177
  1.642191-177  1.691845-177  1.713335-177  1.706241-177  1.767439-177  1.780680-177  1.783959-177  1.807114-177
  1.834775-177  1.896072-177  1.864454-177  1.892339-177  1.948062-177  1.934856-177  1.971145-177  1.944329-177
  2.004318-177  2.053255-177  2.038250-177  2.066404-177  2.047501-177  2.123850-177  2.088027-177  2.101578-177
  2.161999-177  2.149809-177  2.208663-177  2.168386-177  2.204281-177  2.235684-177  2.215328-177  2.248590-177
  2.242763-177  2.304469-177  2.304282-177  2.303524-177  2.311218-177  2.363220-177  2.366630-177  2.360506-177
  2.389685-177  2.420717-177  2.446722-177  2.430066-177  2.458352-177  2.473698-177  2.486843-177  2.493492-177
  2.545615-177  2.566626-177  2.610097-177  2.555276-177  2.621437-177  2.623490-177  2.652260-177  2.675139-177
  2.652707-177  2.743454-177  2.714095-177  2.756460-177  2.772836-177  2.828391-177  2.820649-177  2.825741-177
