 -0.885000000000000     
  1.608232-141  1.864895-146  7.680513-146  1.304802-145  2.702765-145  4.624874-145  5.481873-145  7.412591-145
  6.829116E-64  7.475677E-64  7.468993E-64  7.968782E-64  8.926229E-64  9.775384E-64  1.041508E-63  1.099066E-63
  0.289999999999998     
  2.138638E-31  2.217815E-32  6.773404E-32  7.304155E-32  1.210869E-31  1.238621E-31  9.256863E-32  7.615616E-32
  5.809677E-32  4.892561E-32  3.729056E-32  3.185464E-32  3.219540E-32  3.331387E-32  3.319699E-32  2.785268E-32
  2.573320E-32  2.324577E-32  1.793803E-32  1.259405E-32  9.422587E-33  6.777886E-33  4.064442E-33  2.575740E-33
  1.491672E-33  8.829181E-34  4.707183E-34  2.262223E-34  1.104555E-34  4.830592E-35  2.203032E-35  9.064468E-36
  3.579006E-36  1.383305E-36  5.067041E-37  1.636078E-37  5.532361E-38  1.667053E-38  4.920129E-39  1.332191E-39
  3.562908E-40  8.666277E-41  1.896757E-41  4.068168E-42  7.879776E-43  1.534434E-43  2.701022E-44  5.307126E-45
  1.017751E-45  2.198936E-46  5.393848E-47  1.551862E-47  5.350189E-48  1.988293E-48  7.915598E-49  3.407666E-49
  1.546289E-49  7.368443E-50  3.562303E-50  1.789026E-50  9.614578E-51  5.036529E-51  2.781080E-51  1.509082E-51
  8.834570E-52  5.148404E-52  2.930435E-52  1.786783E-52  1.066592E-52  6.733502E-53  4.127019E-53  2.621764E-53
  1.716423E-53  1.089986E-53  7.304437E-54  4.700914E-54  3.152775E-54  2.143012E-54  1.436342E-54  9.866752E-55
  6.873007E-55  4.890041E-55  3.390239E-55  2.383951E-55  1.698658E-55  1.246251E-55  8.985938E-56  6.501683E-56
  4.767743E-56  3.534851E-56  2.675356E-56  1.980703E-56  1.492456E-56  1.123112E-56  8.649115E-57  6.589373E-57
  5.169996E-57  3.981978E-57  3.142163E-57  2.396949E-57  1.911680E-57  1.511474E-57  1.201558E-57  9.597552E-58
  7.549615E-58  6.302177E-58  5.004148E-58  4.066381E-58  3.354231E-58  2.774522E-58  2.262529E-58  1.867010E-58
  1.561207E-58  1.311958E-58  1.104196E-58  9.196136E-59  7.894373E-59  6.678676E-59  5.647211E-59  4.827331E-59
  4.227524E-59  3.646767E-59  3.180072E-59  2.790384E-59  2.432974E-59  2.173716E-59  1.906783E-59  1.694336E-59
  1.520303E-59  1.370459E-59  1.223703E-59  1.099170E-59  1.021859E-59  9.254141E-60  8.522976E-60  7.809861E-60
  7.278525E-60  6.803301E-60  6.261175E-60  5.854061E-60  5.537455E-60  5.157754E-60  4.861977E-60  4.494761E-60
  4.274950E-60  3.992888E-60  3.739406E-60  3.451578E-60  3.214360E-60  2.988878E-60  2.734367E-60  2.485742E-60
  2.280592E-60  2.054443E-60  1.871257E-60  1.652766E-60  1.478529E-60  1.295630E-60  1.116182E-60  9.631678E-61
  8.230399E-61  6.997465E-61  5.797412E-61  4.885379E-61  4.033686E-61  3.366451E-61  2.723260E-61  2.263555E-61
  1.839954E-61  1.500384E-61  1.237132E-61  9.996591E-62  8.181595E-62  6.740074E-62  5.531074E-62  4.500022E-62
  3.728762E-62  3.085345E-62  2.564228E-62  2.121657E-62  1.782095E-62  1.488590E-62  1.240461E-62  1.050101E-62
  8.803462E-63  7.707096E-63  6.573582E-63  5.875266E-63  5.133618E-63  4.419869E-63  4.369505E-63  4.326818E-63
  3.131662E-63  3.824822E-63  3.168136E-63  2.419040E-63  2.408388E-63  2.151901E-63  1.844567E-63  1.855956E-63
  1.520970E-63  1.540920E-63  1.446997E-63  1.421290E-63  1.414043E-63  1.304373E-63  1.321334E-63  1.339121E-63
  1.132249E-63  1.207377E-63  1.190974E-63  1.124595E-63  1.087321E-63  1.111299E-63  1.441587E-63  1.626473E-63
  1.025127E-63  1.394365E-63  1.323020E-63  1.165642E-63  1.121104E-63  1.229458E-63  1.403645E-63  1.448880E-63
  1.084278E-63  1.541363E-63  1.480796E-63  1.200616E-63  1.164793E-63  1.234315E-63  1.253886E-63  1.264887E-63
  1.055936E-63  1.296741E-63  1.258606E-63  1.193498E-63  1.120691E-63  1.174702E-63  1.225140E-63  1.349735E-63
  1.259682E-63  1.346861E-63  1.360866E-63  1.447272E-63  1.359155E-63  1.390378E-63  1.474312E-63  1.559249E-63
  1.509045E-63  1.683781E-63  1.702435E-63  1.795120E-63  1.936083E-63  2.215913E-63  2.326880E-63  2.450184E-63
  0.299999999999998     
  4.814737E-31  5.087536E-32  1.559226E-31  1.667372E-31  2.748985E-31  2.798590E-31  2.075800E-31  1.701328E-31
  1.294248E-31  1.091433E-31  8.376175E-32  7.197434E-32  7.284216E-32  7.534028E-32  7.475063E-32  6.236688E-32
  5.714875E-32  5.127927E-32  3.923545E-32  2.728797E-32  2.022479E-32  1.438943E-32  8.525712E-33  5.344099E-33
  3.052794E-33  1.783113E-33  9.353492E-34  4.431761E-34  2.127669E-34  9.153230E-35  4.097405E-35  1.653390E-35
  6.407003E-36  2.425100E-36  8.690851E-37  2.742262E-37  9.042950E-38  2.658534E-38  7.639128E-39  2.011162E-39
  5.222762E-40  1.231668E-40  2.604680E-41  5.403791E-42  1.013161E-42  1.920589E-43  3.323329E-44  6.532829E-45
  1.283570E-45  2.893713E-46  7.463786E-47  2.242473E-47  7.992700E-48  3.064362E-48  1.244166E-48  5.454667E-49
  2.507567E-49  1.201741E-49  5.890492E-50  3.000906E-50  1.607559E-50  8.460286E-51  4.665917E-51  2.571547E-51
  1.498908E-51  8.814765E-52  5.016488E-52  3.088301E-52  1.846979E-52  1.158691E-52  7.257135E-53  4.550333E-53
  3.003198E-53  1.904855E-53  1.286511E-53  8.313064E-54  5.591897E-54  3.778283E-54  2.558819E-54  1.747383E-54
  1.214959E-54  8.576829E-55  5.981436E-55  4.219140E-55  3.018685E-55  2.221858E-55  1.604531E-55  1.159282E-55
  8.550593E-56  6.336070E-56  4.773290E-56  3.525815E-56  2.645465E-56  2.004936E-56  1.545673E-56  1.175621E-56
  9.169052E-57  7.119343E-57  5.626033E-57  4.306353E-57  3.419647E-57  2.723901E-57  2.154263E-57  1.726490E-57
  1.359612E-57  1.131194E-57  8.973173E-58  7.353236E-58  6.013595E-58  4.976961E-58  4.091321E-58  3.337702E-58
  2.831047E-58  2.356958E-58  1.988931E-58  1.657262E-58  1.415633E-58  1.205757E-58  1.020972E-58  8.816878E-59
  7.701206E-59  6.649057E-59  5.784347E-59  5.086180E-59  4.418923E-59  3.964190E-59  3.444497E-59  3.077153E-59
  2.763728E-59  2.503049E-59  2.234626E-59  2.009364E-59  1.862169E-59  1.680902E-59  1.553368E-59  1.411689E-59
  1.319979E-59  1.238336E-59  1.138515E-59  1.065482E-59  1.002007E-59  9.378461E-60  8.880028E-60  8.243030E-60
  7.786388E-60  7.323648E-60  6.826071E-60  6.335125E-60  5.864770E-60  5.442533E-60  4.987989E-60  4.536087E-60
  4.145996E-60  3.771375E-60  3.407528E-60  3.011927E-60  2.685770E-60  2.367858E-60  2.043387E-60  1.754246E-60
  1.508176E-60  1.281129E-60  1.065155E-60  8.925420E-61  7.300670E-61  6.083466E-61  4.925708E-61  4.071327E-61
  3.321612E-61  2.710524E-61  2.232275E-61  1.799134E-61  1.480884E-61  1.216423E-61  1.001601E-61  8.150550E-62
  6.753552E-62  5.613955E-62  4.668612E-62  3.872455E-62  3.263931E-62  2.736968E-62  2.280551E-62  1.938433E-62
  1.633163E-62  1.443144E-62  1.235697E-62  1.123084E-62  9.879691E-63  8.577250E-63  8.650040E-63  8.774815E-63
  6.588245E-63  7.880052E-63  6.555464E-63  4.956490E-63  4.932316E-63  4.478040E-63  3.833454E-63  3.867467E-63
  3.302025E-63  3.289384E-63  3.121831E-63  3.064538E-63  3.130665E-63  2.844025E-63  2.899285E-63  2.933536E-63
  2.376431E-63  2.665893E-63  2.663170E-63  2.532919E-63  2.402359E-63  2.497679E-63  3.240861E-63  3.664885E-63
  2.497304E-63  3.083511E-63  2.983886E-63  2.613039E-63  2.513623E-63  2.778188E-63  3.170121E-63  3.305437E-63
  2.566629E-63  3.458299E-63  3.289870E-63  2.714340E-63  2.649517E-63  2.758399E-63  2.824016E-63  2.857082E-63
  2.528461E-63  2.930172E-63  2.831327E-63  2.675654E-63  2.549222E-63  2.632249E-63  2.749467E-63  3.020094E-63
  2.981905E-63  3.056715E-63  3.082899E-63  3.241608E-63  3.067755E-63  3.136075E-63  3.308175E-63  3.537502E-63
  3.443106E-63  3.782808E-63  3.801205E-63  4.055544E-63  4.356669E-63  5.020724E-63  5.324823E-63  5.523765E-63
  0.309999999999997     
  1.077188E-30  1.159738E-31  3.566318E-31  3.782302E-31  6.201501E-31  6.282682E-31  4.624981E-31  3.776509E-31
  2.865406E-31  2.420572E-31  1.870672E-31  1.616618E-31  1.637772E-31  1.692530E-31  1.671646E-31  1.386767E-31
  1.260228E-31  1.123067E-31  8.519167E-32  5.869010E-32  4.308587E-32  3.031545E-32  1.774589E-32  1.100057E-32
  6.197951E-33  3.572010E-33  1.843317E-33  8.609298E-34  4.063491E-34  1.719324E-34  7.552832E-35  2.988283E-35
  1.136242E-35  4.210715E-36  1.475800E-36  4.549400E-37  1.462354E-37  4.193065E-38  1.172476E-38  3.000187E-39
  7.562472E-40  1.728135E-40  3.529177E-41  7.085869E-42  1.286643E-42  2.382366E-43  4.074283E-44  8.063604E-45
  1.638741E-45  3.864807E-46  1.048777E-46  3.277146E-47  1.208768E-47  4.746101E-48  1.962964E-48  8.748746E-49
  4.076804E-49  1.971585E-49  9.710857E-50  5.000099E-50  2.668754E-50  1.418015E-50  7.866754E-51  4.359332E-51
  2.551454E-51  1.508479E-51  8.608976E-52  5.355956E-52  3.186736E-52  2.004414E-52  1.270386E-52  7.883346E-53
  5.221515E-53  3.326559E-53  2.243765E-53  1.451352E-53  9.868044E-54  6.622705E-54  4.496230E-54  3.077550E-54
  2.146611E-54  1.502598E-54  1.062003E-54  7.499794E-55  5.349706E-55  3.927387E-55  2.844231E-55  2.065481E-55
  1.527583E-55  1.137191E-55  8.508557E-56  6.233222E-56  4.716860E-56  3.587132E-56  2.746046E-56  2.102436E-56
  1.637904E-56  1.276389E-56  1.004386E-56  7.724181E-57  6.132987E-57  4.878712E-57  3.859224E-57  3.083594E-57
  2.439389E-57  2.028813E-57  1.606207E-57  1.314840E-57  1.073762E-57  8.973313E-58  7.292156E-58  6.062928E-58
  5.097315E-58  4.268361E-58  3.591328E-58  3.005973E-58  2.586973E-58  2.190580E-58  1.850759E-58  1.582885E-58
  1.384897E-58  1.195318E-58  1.044291E-58  9.137355E-59  7.977050E-59  7.160426E-59  6.233446E-59  5.545600E-59
  4.992741E-59  4.518662E-59  4.028809E-59  3.618616E-59  3.351605E-59  3.042187E-59  2.805086E-59  2.565711E-59
  2.391638E-59  2.236343E-59  2.061358E-59  1.927019E-59  1.824792E-59  1.701448E-59  1.605775E-59  1.485197E-59
  1.411882E-59  1.320273E-59  1.236017E-59  1.142676E-59  1.063318E-59  9.902884E-60  9.043493E-60  8.234166E-60
  7.546957E-60  6.793990E-60  6.174143E-60  5.453282E-60  4.867201E-60  4.264664E-60  3.663047E-60  3.158101E-60
  2.693477E-60  2.287562E-60  1.891944E-60  1.593328E-60  1.313696E-60  1.095196E-60  8.851303E-61  7.350524E-61
  5.980466E-61  4.872455E-61  4.023251E-61  3.250890E-61  2.665099E-61  2.197928E-61  1.807885E-61  1.472832E-61
  1.219836E-61  1.015001E-61  8.465241E-62  7.019228E-62  5.953391E-62  5.004621E-62  4.189926E-62  3.581720E-62
  3.032255E-62  2.705261E-62  2.335291E-62  2.152256E-62  1.901311E-62  1.669540E-62  1.752850E-62  1.798917E-62
  1.223078E-62  1.624159E-62  1.343826E-62  1.025215E-62  1.038364E-62  9.442296E-63  8.144341E-63  8.291687E-63
  6.869259E-63  7.122450E-63  6.609021E-63  6.582798E-63  6.720572E-63  6.076721E-63  6.231222E-63  6.402216E-63
  5.466395E-63  5.867671E-63  5.830561E-63  5.497708E-63  5.469247E-63  5.472659E-63  7.222712E-63  8.125266E-63
  5.129283E-63  6.943252E-63  6.634398E-63  5.747358E-63  5.541851E-63  6.084410E-63  7.135035E-63  7.361869E-63
  5.943963E-63  7.748361E-63  7.422992E-63  6.003200E-63  5.862853E-63  6.143678E-63  6.344557E-63  6.354620E-63
  5.458397E-63  6.470244E-63  6.312979E-63  5.990788E-63  5.655819E-63  5.887089E-63  6.173055E-63  6.737015E-63
  6.012097E-63  6.814309E-63  6.818720E-63  7.165960E-63  6.826224E-63  7.012104E-63  7.324004E-63  7.822892E-63
  7.659620E-63  8.495435E-63  8.409298E-63  9.093085E-63  9.644354E-63  1.123933E-62  1.176905E-62  1.230834E-62
  0.319999999999997     
  2.395166E-30  2.627388E-31  8.105517E-31  8.526753E-31  1.390318E-30  1.401520E-30  1.023957E-30  8.330253E-31
  6.305298E-31  5.337596E-31  4.154209E-31  3.609842E-31  3.659591E-31  3.777344E-31  3.713000E-31  3.062355E-31
  2.759706E-31  2.442176E-31  1.836421E-31  1.253108E-31  9.110971E-32  6.338666E-32  3.665602E-32  2.246811E-32
  1.248441E-32  7.098457E-33  3.603155E-33  1.658639E-33  7.695109E-34  3.201778E-34  1.379950E-34  5.352067E-35
  1.996399E-35  7.241564E-36  2.481324E-36  7.470894E-37  2.339750E-37  6.540994E-38  1.779059E-38  4.422849E-39
  1.081764E-39  2.394096E-40  4.719029E-41  9.176840E-42  1.615225E-42  2.933891E-43  4.991173E-44  1.000978E-44
  2.120335E-45  5.238325E-46  1.494586E-46  4.832306E-47  1.845091E-47  7.383197E-48  3.106234E-48  1.402790E-48
  6.623498E-49  3.247320E-49  1.595771E-49  8.249717E-50  4.414298E-50  2.371623E-50  1.332536E-50  7.335016E-51
  4.348125E-51  2.569574E-51  1.475061E-51  9.207654E-52  5.459032E-52  3.472764E-52  2.180717E-52  1.363309E-52
  9.002875E-53  5.780101E-53  3.868115E-53  2.501048E-53  1.709588E-53  1.152891E-53  7.776633E-54  5.367583E-54
  3.761043E-54  2.652014E-54  1.876062E-54  1.322860E-54  9.419307E-55  6.884536E-55  4.988722E-55  3.634594E-55
  2.675836E-55  1.996737E-55  1.503219E-55  1.106323E-55  8.420616E-56  6.361086E-56  4.878125E-56  3.737053E-56
  2.937691E-56  2.271247E-56  1.787263E-56  1.370191E-56  1.094532E-56  8.665483E-57  6.898615E-57  5.504903E-57
  4.354430E-57  3.633153E-57  2.889538E-57  2.349570E-57  1.939307E-57  1.609850E-57  1.312498E-57  1.083795E-57
  9.076035E-58  7.620708E-58  6.424339E-58  5.349815E-58  4.590129E-58  3.899693E-58  3.299749E-58  2.827538E-58
  2.477826E-58  2.139646E-58  1.865947E-58  1.642489E-58  1.430929E-58  1.278978E-58  1.121533E-58  1.000635E-58
  8.975256E-59  8.112997E-59  7.244569E-59  6.524215E-59  6.070896E-59  5.486272E-59  5.068098E-59  4.620926E-59
  4.319533E-59  4.051717E-59  3.726455E-59  3.487282E-59  3.283686E-59  3.071551E-59  2.903263E-59  2.695451E-59
  2.550901E-59  2.398075E-59  2.237529E-59  2.073525E-59  1.922334E-59  1.782960E-59  1.635549E-59  1.484410E-59
  1.355800E-59  1.232317E-59  1.113090E-59  9.826846E-60  8.762868E-60  7.706890E-60  6.648672E-60  5.696130E-60
  4.891274E-60  4.149060E-60  3.446256E-60  2.885634E-60  2.357235E-60  1.961537E-60  1.587715E-60  1.311919E-60
  1.069007E-60  8.738873E-61  7.200277E-61  5.815783E-61  4.788604E-61  3.940545E-61  3.250040E-61  2.654646E-61
  2.200947E-61  1.839162E-61  1.534070E-61  1.283905E-61  1.093493E-61  9.219648E-62  7.720858E-62  6.626877E-62
  5.598515E-62  5.104118E-62  4.420208E-62  4.132364E-62  3.673079E-62  3.256587E-62  3.483533E-62  3.685557E-62
  2.685120E-62  3.426070E-62  2.839809E-62  2.134834E-62  2.202049E-62  1.962736E-62  1.700164E-62  1.747509E-62
  1.429719E-62  1.513626E-62  1.427596E-62  1.423660E-62  1.443371E-62  1.333982E-62  1.395764E-62  1.405264E-62
  1.167598E-62  1.283549E-62  1.281028E-62  1.207959E-62  1.186097E-62  1.201177E-62  1.603259E-62  1.811182E-62
  1.111531E-62  1.527638E-62  1.454861E-62  1.288820E-62  1.240906E-62  1.362150E-62  1.552658E-62  1.610851E-62
  1.401270E-62  1.718128E-62  1.628366E-62  1.336415E-62  1.288794E-62  1.368338E-62  1.394538E-62  1.418876E-62
  1.205099E-62  1.443133E-62  1.391983E-62  1.318408E-62  1.287222E-62  1.302167E-62  1.340251E-62  1.476746E-62
  1.370651E-62  1.484087E-62  1.496674E-62  1.590459E-62  1.508603E-62  1.522934E-62  1.637091E-62  1.735544E-62
  1.703801E-62  1.846045E-62  1.859636E-62  1.993001E-62  2.163054E-62  2.499482E-62  2.708558E-62  2.742455E-62
  0.329999999999997     
  5.293543E-30  5.916184E-31  1.830756E-30  1.910542E-30  3.097894E-30  3.107021E-30  2.252913E-30  1.826150E-30
  1.379182E-30  1.170374E-30  9.173806E-31  8.013913E-31  8.127305E-31  8.375505E-31  8.192068E-31  6.716595E-31
  6.001901E-31  5.273459E-31  3.930470E-31  2.656340E-31  1.912555E-31  1.315487E-31  7.514756E-32  4.553756E-32
  2.495159E-32  1.399503E-32  6.986576E-33  3.169348E-33  1.445076E-33  5.911731E-34  2.499242E-34  9.499763E-35
  3.475529E-35  1.233655E-35  4.131066E-36  1.214495E-36  3.704176E-37  1.009261E-37  2.668928E-38  6.443788E-39
  1.528785E-39  3.275320E-40  6.228716E-41  1.174507E-41  2.006674E-42  3.594371E-43  6.128058E-44  1.253428E-44
  2.781250E-45  7.204989E-46  2.156857E-46  7.178401E-47  2.832202E-47  1.152567E-47  4.924337E-48  2.244977E-48
  1.072869E-48  5.347405E-49  2.620023E-49  1.352522E-49  7.314256E-50  3.960376E-50  2.254588E-50  1.228801E-50
  7.374038E-51  4.348486E-51  2.514199E-51  1.561104E-51  9.295929E-52  5.975456E-52  3.681586E-52  2.350969E-52
  1.545464E-52  9.965629E-53  6.657728E-53  4.309232E-53  2.928097E-53  1.998636E-53  1.342509E-53  9.303531E-54
  6.520631E-54  4.657013E-54  3.261087E-54  2.301373E-54  1.647109E-54  1.206744E-54  8.739153E-55  6.351111E-55
  4.665773E-55  3.476201E-55  2.634451E-55  1.958324E-55  1.478969E-55  1.116794E-55  8.624134E-56  6.581004E-56
  5.172588E-56  3.993666E-56  3.163974E-56  2.420449E-56  1.932436E-56  1.538429E-56  1.221075E-56  9.784233E-57
  7.721988E-57  6.429857E-57  5.110090E-57  4.193735E-57  3.435049E-57  2.844517E-57  2.342168E-57  1.910384E-57
  1.621942E-57  1.352929E-57  1.140073E-57  9.532197E-58  8.152815E-58  6.957412E-58  5.893665E-58  5.096345E-58
  4.457078E-58  3.848929E-58  3.355616E-58  2.947775E-58  2.565774E-58  2.308762E-58  2.000860E-58  1.785707E-58
  1.607496E-58  1.460806E-58  1.300491E-58  1.171124E-58  1.083151E-58  9.815998E-59  9.072532E-59  8.265486E-59
  7.706618E-59  7.226000E-59  6.665502E-59  6.230828E-59  5.895230E-59  5.509022E-59  5.211502E-59  4.825491E-59
  4.581527E-59  4.291574E-59  4.014908E-59  3.717170E-59  3.456293E-59  3.222378E-59  2.938508E-59  2.679167E-59
  2.452050E-59  2.208324E-59  2.000963E-59  1.767141E-59  1.573631E-59  1.379162E-59  1.181335E-59  1.017440E-59
  8.669450E-60  7.350326E-60  6.066049E-60  5.108376E-60  4.209099E-60  3.502564E-60  2.830575E-60  2.349045E-60
  1.912866E-60  1.559396E-60  1.288699E-60  1.041482E-60  8.563291E-61  7.069655E-61  5.836360E-61  4.782178E-61
  4.001800E-61  3.310478E-61  2.777532E-61  2.314679E-61  1.985554E-61  1.684059E-61  1.426912E-61  1.226933E-61
  1.050504E-61  9.565219E-62  8.404598E-62  8.017576E-62  7.192577E-62  6.400822E-62  7.005118E-62  7.616712E-62
  6.717101E-62  7.181364E-62  5.921258E-62  4.379418E-62  4.551414E-62  4.186534E-62  3.562464E-62  3.735720E-62
  3.073423E-62  3.233574E-62  3.018077E-62  3.081937E-62  3.138357E-62  2.855304E-62  3.032184E-62  3.062093E-62
  2.547588E-62  2.814318E-62  2.849933E-62  2.660150E-62  2.644652E-62  2.688432E-62  3.543797E-62  3.996160E-62
  2.628055E-62  3.377812E-62  3.238574E-62  2.822468E-62  2.831825E-62  3.003301E-62  3.453806E-62  3.608003E-62
  3.143292E-62  3.796480E-62  3.613593E-62  2.938091E-62  2.873311E-62  3.011157E-62  3.147218E-62  3.115233E-62
  2.720376E-62  3.167130E-62  3.174930E-62  2.946384E-62  2.771559E-62  2.863868E-62  3.005361E-62  3.296014E-62
  3.137706E-62  3.286135E-62  3.317783E-62  3.552499E-62  3.347202E-62  3.409509E-62  3.601510E-62  3.848171E-62
  3.757385E-62  4.168585E-62  4.156408E-62  4.385932E-62  4.796351E-62  5.512481E-62  5.749247E-62  6.048510E-62
  0.339999999999997     
  1.162958E-29  1.324195E-30  4.109685E-30  4.255156E-30  6.861128E-30  6.845759E-30  4.926519E-30  3.978960E-30
  2.999018E-30  2.552104E-30  2.014706E-30  1.768892E-30  1.793997E-30  1.845198E-30  1.795507E-30  1.463265E-30
  1.296484E-30  1.130840E-30  8.353227E-31  5.591010E-31  3.985869E-31  2.710009E-31  1.529140E-31  9.159367E-32
  4.948572E-32  2.737674E-32  1.343956E-32  6.007056E-33  2.691322E-33  1.082347E-33  4.487265E-34  1.671215E-34
  5.995508E-35  2.081962E-35  6.810734E-36  1.954582E-36  5.802951E-37  1.540405E-37  3.958925E-38  9.278954E-39
  2.134750E-39  4.425822E-40  8.117959E-41  1.486587E-41  2.470418E-42  4.390545E-43  7.562548E-44  1.587909E-44
  3.698236E-45  1.005619E-45  3.146913E-46  1.073701E-46  4.359104E-47  1.803066E-47  7.810319E-48  3.586008E-48
  1.732451E-48  8.766898E-49  4.309014E-49  2.220051E-49  1.218228E-49  6.608247E-50  3.788169E-50  2.061648E-50
  1.240152E-50  7.330518E-51  4.260658E-51  2.629026E-51  1.581624E-51  1.017747E-51  6.234775E-52  4.034568E-52
  2.655101E-52  1.708439E-52  1.152727E-52  7.477175E-53  5.050623E-53  3.458771E-53  2.337031E-53  1.615307E-53
  1.128878E-53  8.049805E-54  5.631493E-54  3.995642E-54  2.868891E-54  2.119878E-54  1.534989E-54  1.114413E-54
  8.245837E-55  6.146474E-55  4.630414E-55  3.429590E-55  2.581454E-55  1.966845E-55  1.513021E-55  1.158183E-55
  9.036586E-56  7.032692E-56  5.567790E-56  4.286566E-56  3.406219E-56  2.717372E-56  2.153677E-56  1.723376E-56
  1.363643E-56  1.134959E-56  9.008192E-57  7.415617E-57  6.036546E-57  5.054938E-57  4.120130E-57  3.422636E-57
  2.882767E-57  2.416150E-57  2.037416E-57  1.705591E-57  1.469849E-57  1.246712E-57  1.054191E-57  8.996163E-58
  7.879865E-58  6.807906E-58  5.965235E-58  5.219401E-58  4.567756E-58  4.084559E-58  3.581045E-58  3.187561E-58
  2.865423E-58  2.593406E-58  2.315815E-58  2.084929E-58  1.939105E-58  1.759025E-58  1.624019E-58  1.485957E-58
  1.389066E-58  1.299921E-58  1.197599E-58  1.120865E-58  1.057854E-58  9.884529E-59  9.326323E-59  8.653894E-59
  8.204975E-59  7.705073E-59  7.202531E-59  6.668863E-59  6.189170E-59  5.740135E-59  5.268648E-59  4.774156E-59
  4.358472E-59  3.955602E-59  3.573788E-59  3.150012E-59  2.808743E-59  2.464939E-59  2.125683E-59  1.818049E-59
  1.559336E-59  1.320077E-59  1.095699E-59  9.167679E-60  7.483033E-60  6.218334E-60  5.033001E-60  4.162783E-60
  3.388854E-60  2.774127E-60  2.286677E-60  1.852170E-60  1.525380E-60  1.260618E-60  1.042401E-60  8.553546E-61
