 -0.885000000000000     
  0.000000E+00 -8.516877-101 -4.327017-101  2.746542-100  7.563043-100  5.615203-100  1.585824E-99  1.706970E-99
  3.028042E-65  2.082353E-65  1.430172E-65  9.841924E-66  6.803964E-66  4.697165E-66  3.253575E-66  2.262798E-66
  1.590128E-66  1.106880E-66  7.712522E-67  5.433184E-67  3.829252E-67  2.692524E-67  1.897270E-67  1.343321E-67
 -0.240000000000002     
  0.000000E+00  8.600059E-38  2.916723E-37  3.521802E-37  1.342849E-36  3.970184E-36  6.237365E-36  7.439877E-36
  1.119152E-35  1.829604E-35  1.916619E-35  2.296575E-35  3.359657E-35  4.349009E-35  4.915628E-35  5.412245E-35
  6.701049E-35  7.757468E-35  9.417117E-35  9.455070E-35  1.024061E-34  1.200825E-34  1.268201E-34  1.334432E-34
  1.456486E-34  1.591652E-34  1.685691E-34  1.811608E-34  1.823247E-34  1.935018E-34  2.022678E-34  2.136887E-34
  2.093012E-34  2.288542E-34  2.338070E-34  2.271601E-34  2.386449E-34  2.458506E-34  2.507276E-34  2.498713E-34
  2.634046E-34  2.674628E-34  2.654918E-34  2.744233E-34  2.705239E-34  2.818793E-34  2.774979E-34  2.810552E-34
  2.906120E-34  2.947905E-34  3.007185E-34  2.962243E-34  2.990315E-34  3.024410E-34  3.008490E-34  3.055151E-34
  3.048708E-34  3.144043E-34  3.019689E-34  3.049512E-34  3.001699E-34  2.947714E-34  2.896984E-34  2.696114E-34
  2.696344E-34  2.602392E-34  2.416141E-34  2.292258E-34  2.101034E-34  1.987181E-34  1.826849E-34  1.601097E-34
  1.464891E-34  1.254804E-34  1.144843E-34  9.642902E-35  8.182944E-35  6.928938E-35  5.651464E-35  4.646026E-35
  3.692344E-35  2.991820E-35  2.290274E-35  1.741063E-35  1.281214E-35  9.653905E-36  6.865416E-36  4.870570E-36
  3.371531E-36  2.299133E-36  1.550355E-36  9.784491E-37  6.182419E-37  3.887737E-37  2.310500E-37  1.349640E-37
  7.709797E-38  4.183781E-38  2.277219E-38  1.147232E-38  5.719453E-39  2.781452E-39  1.338815E-39  6.317352E-40
  3.014892E-40  1.522162E-40  7.852335E-41  4.265274E-41  2.385054E-41  1.366388E-41  7.592528E-42  4.101990E-42
  2.226627E-42  1.199537E-42  6.498747E-43  3.591336E-43  2.060376E-43  1.203270E-43  6.991899E-44  4.077750E-44
  2.420953E-44  1.381583E-44  8.061460E-45  4.745526E-45  2.859413E-45  1.746076E-45  1.064426E-45  6.502953E-46
  3.993969E-46  2.457363E-46  1.510166E-46  9.390428E-47  5.990225E-47  3.739539E-47  2.386228E-47  1.516008E-47
  9.812207E-48  6.343064E-48  4.051080E-48  2.618129E-48  1.732331E-48  1.133891E-48  7.497784E-49  4.906403E-49
  3.300117E-49  2.212213E-49  1.483057E-49  9.898528E-50  6.736159E-50  4.581360E-50  3.068314E-50  2.103230E-50
  1.445290E-50  9.978204E-51  6.935339E-51  4.715081E-51  3.299247E-51  2.329370E-51  1.612176E-51  1.129366E-51
  8.039660E-52  5.690968E-52  3.972661E-52  2.836662E-52  2.007209E-52  1.452035E-52  1.027096E-52  7.449498E-53
  5.332476E-53  3.855884E-53  2.829664E-53  2.016117E-53  1.470032E-53  1.071806E-53  7.881121E-54  5.654733E-54
  4.170788E-54  3.068502E-54  2.255648E-54  1.638904E-54  1.206124E-54  8.884955E-55  6.474450E-55  4.746853E-55
  3.458088E-55  2.515995E-55  1.805258E-55  1.308702E-55  9.345186E-56  6.618586E-56  4.644465E-56  3.282553E-56
  2.273429E-56  1.564419E-56  1.072397E-56  7.150815E-57  4.805437E-57  3.183662E-57  2.093237E-57  1.356727E-57
  8.742734E-58  5.644693E-58  3.597340E-58  2.254521E-58  1.435831E-58  9.131206E-59  5.687088E-59  3.650017E-59
  2.300477E-59  1.461966E-59  9.222635E-60  5.852626E-60  3.743249E-60  2.407788E-60  1.543642E-60  9.848272E-61
  6.369354E-61  4.135828E-61  2.662914E-61  1.737047E-61  1.133063E-61  7.427921E-62  4.794359E-62  3.181225E-62
  2.081315E-62  1.389091E-62  9.143115E-63  6.065912E-63  4.043334E-63  2.698066E-63  1.800864E-63  1.205431E-63
  8.159981E-64  5.498598E-64  3.709369E-64  2.494586E-64  1.707619E-64  1.160204E-64  7.881213E-65  5.416527E-65
  3.704149E-65  2.552182E-65  1.753193E-65  1.206834E-65  8.408370E-66  5.799714E-66  4.024062E-66  2.802223E-66
  1.965615E-66  1.377131E-66  9.613134E-67  6.769086E-67  4.791740E-67  3.368931E-67  2.384906E-67  1.699144E-67
 -0.230000000000002     
  0.000000E+00  2.155563E-37  7.003756E-37  8.142618E-37  3.508278E-36  9.780482E-36  1.531248E-35  1.845357E-35
  2.773794E-35  4.522673E-35  4.745330E-35  5.667289E-35  8.315803E-35  1.074265E-34  1.211316E-34  1.327913E-34
  1.647793E-34  1.892713E-34  2.308627E-34  2.305783E-34  2.503208E-34  2.933231E-34  3.085810E-34  3.244468E-34
  3.537686E-34  3.869616E-34  4.087979E-34  4.373497E-34  4.413743E-34  4.673894E-34  4.876062E-34  5.155676E-34
  5.047534E-34  5.515354E-34  5.616765E-34  5.458573E-34  5.737949E-34  5.903615E-34  6.010203E-34  5.994274E-34
  6.316081E-34  6.408703E-34  6.353508E-34  6.565731E-34  6.473772E-34  6.735439E-34  6.641414E-34  6.721102E-34
  6.947702E-34  7.040786E-34  7.189751E-34  7.076689E-34  7.133836E-34  7.206523E-34  7.169171E-34  7.266106E-34
  7.230239E-34  7.441522E-34  7.130003E-34  7.172978E-34  7.037567E-34  6.890998E-34  6.736075E-34  6.231085E-34
  6.195569E-34  5.941142E-34  5.478916E-34  5.153986E-34  4.676238E-34  4.378972E-34  3.988797E-34  3.457266E-34
  3.124088E-34  2.644810E-34  2.380177E-34  1.975147E-34  1.652116E-34  1.375727E-34  1.103937E-34  8.913159E-35
  6.954487E-35  5.525211E-35  4.140102E-35  3.076073E-35  2.212702E-35  1.626581E-35  1.127461E-35  7.785795E-36
  5.237505E-36  3.459879E-36  2.260202E-36  1.377748E-36  8.392795E-37  5.073130E-37  2.895333E-37  1.619218E-37
  8.837165E-38  4.574152E-38  2.366760E-38  1.140319E-38  5.440411E-39  2.564406E-39  1.223052E-39  5.846195E-40
  2.906381E-40  1.564280E-40  8.449084E-41  4.721807E-41  2.630822E-41  1.467040E-41  7.907247E-42  4.160109E-42
  2.238741E-42  1.221497E-42  6.845362E-43  3.883433E-43  2.277502E-43  1.334966E-43  7.647170E-44  4.399926E-44
  2.599341E-44  1.494824E-44  8.798758E-45  5.295692E-45  3.218126E-45  1.968268E-45  1.201579E-45  7.334444E-46
  4.491418E-46  2.787944E-46  1.725272E-46  1.085624E-46  6.977553E-47  4.318739E-47  2.774842E-47  1.758253E-47
  1.143181E-47  7.451342E-48  4.765745E-48  3.103106E-48  2.049130E-48  1.347779E-48  8.924017E-49  5.834231E-49
  3.962121E-49  2.668441E-49  1.790812E-49  1.196062E-49  8.118581E-50  5.517562E-50  3.769639E-50  2.559207E-50
  1.764255E-50  1.218868E-50  8.505501E-51  5.816763E-51  4.090183E-51  2.884230E-51  1.996011E-51  1.397074E-51
  9.995421E-52  7.109030E-52  4.973477E-52  3.553514E-52  2.509169E-52  1.833663E-52  1.294436E-52  9.407498E-53
  6.715987E-53  4.876671E-53  3.572186E-53  2.549149E-53  1.873341E-53  1.362033E-53  1.000067E-53  7.216688E-54
  5.357208E-54  3.937240E-54  2.882944E-54  2.105675E-54  1.537709E-54  1.133796E-54  8.260084E-55  6.065519E-55
  4.397942E-55  3.196793E-55  2.296133E-55  1.646782E-55  1.173175E-55  8.305783E-56  5.803179E-56  4.094028E-56
  2.792890E-56  1.901248E-56  1.298018E-56  8.643080E-57  5.793209E-57  3.761797E-57  2.466488E-57  1.586973E-57
  1.021767E-57  6.572070E-58  4.177840E-58  2.615570E-58  1.672090E-58  1.059451E-58  6.603290E-59  4.201544E-59
  2.662681E-59  1.695577E-59  1.072915E-59  6.838512E-60  4.366596E-60  2.808026E-60  1.802697E-60  1.150899E-60
  7.465820E-61  4.870445E-61  3.139246E-61  2.052752E-61  1.340348E-61  8.799939E-62  5.737775E-62  3.792100E-62
  2.487267E-62  1.654628E-62  1.093816E-62  7.272380E-63  4.861103E-63  3.259433E-63  2.173104E-63  1.451252E-63
  9.887191E-64  6.668795E-64  4.513184E-64  3.010027E-64  2.076626E-64  1.412943E-64  9.631138E-65  6.620446E-65
  4.536162E-65  3.133867E-65  2.155743E-65  1.491384E-65  1.032739E-65  7.165999E-66  4.983630E-66  3.471997E-66
  2.443447E-66  1.712445E-66  1.196423E-66  8.494232E-67  6.014093E-67  4.253242E-67  3.033309E-67  2.168115E-67
 -0.220000000000002     
  0.000000E+00  5.299133E-37  1.659089E-36  1.868706E-36  9.004207E-36  2.377995E-35  3.709163E-35  4.520830E-35
  6.781028E-35  1.102085E-34  1.159415E-34  1.382120E-34  2.030749E-34  2.617997E-34  2.944672E-34  3.216479E-34
  4.002080E-34  4.559215E-34  5.583531E-34  5.551424E-34  6.039748E-34  7.070482E-34  7.410469E-34  7.787666E-34
  8.481410E-34  9.285807E-34  9.782106E-34  1.041754E-33  1.054864E-33  1.114293E-33  1.160328E-33  1.227634E-33
  1.201443E-33  1.311737E-33  1.331868E-33  1.294738E-33  1.361838E-33  1.399225E-33  1.422077E-33  1.419432E-33
  1.494923E-33  1.515865E-33  1.501084E-33  1.550843E-33  1.529670E-33  1.589262E-33  1.569656E-33  1.586884E-33
  1.639727E-33  1.660250E-33  1.696870E-33  1.668595E-33  1.679934E-33  1.694768E-33  1.685640E-33  1.704725E-33
  1.691146E-33  1.736355E-33  1.659246E-33  1.662497E-33  1.625220E-33  1.585840E-33  1.541209E-33  1.416523E-33
  1.399535E-33  1.332688E-33  1.220025E-33  1.137280E-33  1.020793E-33  9.458616E-34  8.530683E-34  7.307538E-34
  6.517113E-34  5.449621E-34  4.833637E-34  3.948347E-34  3.252881E-34  2.661159E-34  2.098815E-34  1.662712E-34
  1.272325E-34  9.899841E-35  7.251637E-35  5.259613E-35  3.693478E-35  2.644573E-35  1.783854E-35  1.196745E-35
  7.809060E-36  4.986028E-36  3.147595E-36  1.848855E-36  1.082956E-36  6.271854E-37  3.427634E-37  1.829894E-37
  9.522783E-38  4.699960E-38  2.314726E-38  1.074567E-38  4.987406E-39  2.343314E-39  1.148008E-39  5.767293E-40
  3.026180E-40  1.712608E-40  9.315537E-41  5.154646E-41  2.790034E-41  1.502427E-41  7.946093E-42  4.177381E-42
  2.310622E-42  1.299856E-42  7.542525E-43  4.289623E-43  2.501463E-43  1.444527E-43  8.166632E-44  4.712824E-44
  2.823450E-44  1.663825E-44  9.850606E-45  6.000818E-45  3.616269E-45  2.211652E-45  1.336975E-45  8.292084E-46
  5.100981E-46  3.203576E-46  1.984706E-46  1.249482E-46  8.039886E-47  4.983003E-47  3.228992E-47  2.055576E-47
  1.340907E-47  8.743807E-48  5.636432E-48  3.658820E-48  2.421814E-48  1.596857E-48  1.067443E-48  6.990902E-49
  4.743013E-49  3.205238E-49  2.145670E-49  1.451991E-49  9.864900E-50  6.703105E-50  4.608141E-50  3.118550E-50
  2.161863E-50  1.505270E-50  1.047592E-50  7.215172E-51  5.058480E-51  3.551394E-51  2.484760E-51  1.745532E-51
  1.242262E-51  8.864629E-52  6.212737E-52  4.440175E-52  3.156588E-52  2.291095E-52  1.632456E-52  1.189874E-52
  8.518326E-53  6.177259E-53  4.520962E-53  3.244545E-53  2.366945E-53  1.736755E-53  1.274739E-53  9.215388E-54
  6.776650E-54  4.989004E-54  3.670545E-54  2.681655E-54  1.968933E-54  1.444909E-54  1.048317E-54  7.677294E-55
  5.557215E-55  4.032599E-55  2.885623E-55  2.072474E-55  1.471921E-55  1.031173E-55  7.153545E-56  5.012036E-56
  3.419393E-56  2.320514E-56  1.578317E-56  1.036153E-56  6.888103E-57  4.489985E-57  2.924738E-57  1.868427E-57
  1.196554E-57  7.663214E-58  4.861858E-58  3.039306E-58  1.926833E-58  1.225316E-58  7.644708E-59  4.908104E-59
  3.102463E-59  1.975059E-59  1.249289E-59  7.954283E-60  5.101879E-60  3.292297E-60  2.116530E-60  1.357848E-60
  8.799195E-61  5.738800E-61  3.709900E-61  2.431774E-61  1.587972E-61  1.046416E-61  6.773308E-62  4.518308E-62
  2.962475E-62  1.986371E-62  1.312510E-62  8.731210E-63  5.841705E-63  3.911591E-63  2.616511E-63  1.758129E-63
  1.195159E-63  8.070700E-64  5.474341E-64  3.692158E-64  2.534815E-64  1.725748E-64  1.179207E-64  8.119884E-65
  5.560401E-65  3.842287E-65  2.650891E-65  1.830793E-65  1.278985E-65  8.848038E-66  6.147156E-66  4.313317E-66
  3.042732E-66  2.136881E-66  1.500607E-66  1.064052E-66  7.601091E-67  5.398270E-67  3.875657E-67  2.828157E-67
 -0.210000000000002     
  0.000000E+00  1.279999E-36  3.892391E-36  4.266939E-36  2.271846E-35  5.708790E-35  8.869988E-35  1.094054E-34
  1.635722E-34  2.648372E-34  2.796281E-34  3.331976E-34  4.894450E-34  6.296611E-34  7.064072E-34  7.694357E-34
  9.602496E-34  1.084740E-33  1.332674E-33  1.320061E-33  1.438961E-33  1.682454E-33  1.757009E-33  1.846058E-33
  2.007787E-33  2.200093E-33  2.310419E-33  2.449347E-33  2.489818E-33  2.623010E-33  2.726584E-33  2.885988E-33
  2.823538E-33  3.079883E-33  3.118456E-33  3.032416E-33  3.191590E-33  3.274381E-33  3.322468E-33  3.318932E-33
  3.493715E-33  3.540702E-33  3.502549E-33  3.617641E-33  3.569979E-33  3.704329E-33  3.664565E-33  3.700424E-33
  3.821557E-33  3.866488E-33  3.954574E-33  3.884276E-33  3.906056E-33  3.934648E-33  3.911409E-33  3.946220E-33
  3.902011E-33  3.994867E-33  3.806202E-33  3.797285E-33  3.697319E-33  3.592936E-33  3.470129E-33  3.167678E-33
  3.108116E-33  2.937384E-33  2.667758E-33  2.462828E-33  2.185517E-33  2.002624E-33  1.786943E-33  1.511824E-33
  1.329748E-33  1.097596E-33  9.586989E-34  7.701775E-34  6.244630E-34  5.013997E-34  3.882692E-34  3.015036E-34
  2.260123E-34  1.720170E-34  1.230055E-34  8.697811E-35  5.954413E-35  4.145434E-35  2.716440E-35  1.766678E-35
  1.115977E-35  6.870251E-36  4.179628E-36  2.359913E-36  1.325460E-36  7.330394E-37  3.826468E-37  1.945827E-37
  9.656273E-38  4.561386E-38  2.156580E-38  9.819675E-39  4.576435E-39  2.226585E-39  1.150787E-39  6.126782E-40
  3.310848E-40  1.890166E-40  1.002990E-40  5.384569E-41  2.834988E-41  1.504130E-41  8.012379E-42  4.330300E-42
  2.496603E-42  1.428194E-42  8.361605E-43  4.668674E-43  2.685490E-43  1.536132E-43  8.747580E-44  5.146766E-44
  3.136285E-44  1.874270E-44  1.109894E-44  6.738655E-45  4.037450E-45  2.485031E-45  1.497171E-45  9.416113E-46
  5.846779E-46  3.676541E-46  2.277912E-46  1.427739E-46  9.221867E-47  5.787870E-47  3.759953E-47  2.413735E-47
  1.574836E-47  1.025588E-47  6.656147E-48  4.316031E-48  2.880345E-48  1.902887E-48  1.277117E-48  8.405586E-49
  5.680083E-49  3.841582E-49  2.590611E-49  1.757149E-49  1.201650E-49  8.220699E-50  5.566379E-50  3.825946E-50
  2.655699E-50  1.850691E-50  1.291129E-50  8.849600E-51  6.230867E-51  4.393324E-51  3.080594E-51  2.175494E-51
  1.551089E-51  1.103554E-51  7.743521E-52  5.566229E-52  3.966734E-52  2.879718E-52  2.050522E-52  1.493008E-52
  1.074077E-52  7.796116E-53  5.743397E-53  4.115296E-53  3.015698E-53  2.205735E-53  1.626489E-53  1.171119E-53
  8.675936E-54  6.394186E-54  4.696943E-54  3.411939E-54  2.505002E-54  1.839172E-54  1.340912E-54  9.788474E-55
  7.080064E-55  5.105029E-55  3.626781E-55  2.594065E-55  1.830628E-55  1.284768E-55  8.865270E-56  6.164418E-56
  4.183227E-56  2.817263E-56  1.889904E-56  1.244640E-56  8.223970E-57  5.299940E-57  3.430069E-57  2.191850E-57
  1.396312E-57  8.925877E-58  5.650372E-58  3.520944E-58  2.250783E-58  1.426410E-58  8.897054E-59  5.675945E-59
  3.601220E-59  2.302712E-59  1.461627E-59  9.347439E-60  5.984424E-60  3.860049E-60  2.484236E-60  1.590857E-60
  1.036887E-60  6.784429E-61  4.393414E-61  2.881017E-61  1.888495E-61  1.244430E-61  8.140831E-62  5.400835E-62
  3.555324E-62  2.375321E-62  1.573917E-62  1.049250E-62  7.056580E-63  4.744860E-63  3.171336E-63  2.121754E-63
  1.452125E-63  9.836926E-64  6.650782E-64  4.463251E-64  3.083103E-64  2.108143E-64  1.436896E-64  9.925352E-65
  6.825184E-65  4.730087E-65  3.257925E-65  2.261367E-65  1.573641E-65  1.097901E-65  7.660854E-66  5.363358E-66
  3.786331E-66  2.668923E-66  1.881134E-66  1.347844E-66  9.686402E-67  6.951899E-67  5.064828E-67  3.746251E-67
 -0.200000000000002     
  0.000000E+00  3.042671E-36  9.062068E-36  9.713410E-36  5.638558E-35  1.353760E-34  2.095111E-34  2.615725E-34
  3.894567E-34  6.278476E-34  6.659110E-34  7.942188E-34  1.164648E-33  1.495080E-33  1.672857E-33  1.818431E-33
  2.276566E-33  2.550156E-33  3.140042E-33  3.101310E-33  3.386383E-33  3.953487E-33  4.114383E-33  4.323183E-33
  4.694867E-33  5.148303E-33  5.387971E-33  5.686637E-33  5.805843E-33  6.098545E-33  6.328933E-33  6.700718E-33
  6.553833E-33  7.141434E-33  7.212269E-33  7.015249E-33  7.388325E-33  7.568116E-33  7.667522E-33  7.665354E-33
  8.064923E-33  8.169705E-33  8.074265E-33  8.336802E-33  8.231768E-33  8.532103E-33  8.453487E-33  8.525037E-33
  8.797901E-33  8.895849E-33  9.103190E-33  8.929529E-33  8.969457E-33  9.020140E-33  8.959033E-33  9.014942E-33
  8.882860E-33  9.064161E-33  8.607773E-33  8.548389E-33  8.286834E-33  8.014536E-33  7.689308E-33  6.968380E-33
  6.786238E-33  6.361695E-33  5.728261E-33  5.234024E-33  4.589197E-33  4.156011E-33  3.666050E-33  3.061157E-33
  2.653532E-33  2.160550E-33  1.856797E-33  1.465713E-33  1.168573E-33  9.199376E-34  6.986892E-34  5.312424E-34
  3.896492E-34  2.896990E-34  2.019326E-34  1.390114E-34  9.263324E-35  6.258861E-35  3.976713E-35  2.501406E-35
  1.526255E-35  9.035910E-36  5.281659E-36  2.859444E-36  1.535737E-36  8.086322E-37  4.025748E-37  1.949831E-37
  9.269516E-38  4.240279E-38  1.965998E-38  9.048929E-39  4.405804E-39  2.273441E-39  1.228616E-39  6.743579E-40
  3.615507E-40  2.013701E-40  1.035406E-40  5.421513E-41  2.843292E-41  1.538085E-41  8.400567E-42  4.688400E-42
  2.757295E-42  1.561291E-42  9.027238E-43  4.978742E-43  2.868058E-43  1.653889E-43  9.633347E-44  5.740454E-44
  3.503077E-44  2.083784E-44  1.240246E-44  7.498035E-45  4.540555E-45  2.819536E-45  1.713111E-45  1.071201E-45
  6.683576E-46  4.200361E-46  2.619493E-46  1.650253E-46  1.070419E-46  6.765776E-47  4.396595E-47  2.830379E-47
  1.847697E-47  1.212207E-47  7.854620E-48  5.139095E-48  3.440315E-48  2.285228E-48  1.530348E-48  1.010228E-48
  6.865284E-49  4.652510E-49  3.154952E-49  2.127292E-49  1.455485E-49  1.000522E-49  6.812703E-50  4.682822E-50
  3.257124E-50  2.267458E-50  1.585122E-50  1.087553E-50  7.717108E-51  5.477987E-51  3.806873E-51  2.688682E-51
  1.932727E-51  1.376321E-51  9.713244E-52  6.985572E-52  4.958683E-52  3.635531E-52  2.585055E-52  1.886870E-52
  1.352622E-52  9.878330E-53  7.250016E-53  5.202030E-53  3.829712E-53  2.802242E-53  2.058144E-53  1.493143E-53
  1.107576E-53  8.144977E-54  5.964290E-54  4.361789E-54  3.182221E-54  2.338658E-54  1.688927E-54  1.234104E-54
  8.869444E-55  6.419069E-55  4.559136E-55  3.236095E-55  2.279119E-55  1.584183E-55  1.087590E-55  7.556355E-56
  5.067678E-56  3.388985E-56  2.279053E-56  1.479854E-56  9.749898E-57  6.245265E-57  4.033554E-57  2.555473E-57
  1.628287E-57  1.037548E-57  6.563008E-58  4.101072E-58  2.598010E-58  1.652464E-58  1.034771E-58  6.639393E-59
  4.217721E-59  2.689028E-59  1.707244E-59  1.092251E-59  7.014504E-60  4.534564E-60  2.926287E-60  1.886044E-60
  1.225335E-60  8.025373E-61  5.206158E-61  3.426125E-61  2.241864E-61  1.484188E-61  9.647578E-62  6.457930E-62
  4.246549E-62  2.855604E-62  1.894573E-62  1.263038E-62  8.478447E-63  5.698868E-63  3.821854E-63  2.577096E-63
  1.759297E-63  1.189753E-63  8.117851E-64  5.479058E-64  3.771612E-64  2.574158E-64  1.767815E-64  1.220355E-64
  8.360471E-65  5.805009E-65  4.013197E-65  2.786599E-65  1.950950E-65  1.356968E-65  9.494097E-66  6.688548E-66
  4.738591E-66  3.351535E-66  2.375400E-66  1.714207E-66  1.243178E-66  9.109350E-67  6.747831E-67  5.160861E-67
 -0.190000000000002     
  0.000000E+00  7.127430E-36  2.095281E-35  2.207881E-35  1.377407E-34  3.172359E-34  4.890276E-34  6.179106E-34
  9.155383E-34  1.468969E-33  1.566267E-33  1.872169E-33  2.736960E-33  3.505728E-33  3.912040E-33  4.247148E-33
  5.333969E-33  5.926199E-33  7.305966E-33  7.201162E-33  7.874439E-33  9.177163E-33  9.518833E-33  1.000503E-32
  1.084754E-32  1.190194E-32  1.241017E-32  1.304210E-32  1.337903E-32  1.400931E-32  1.451626E-32  1.537102E-32
  1.502967E-32  1.635851E-32  1.648169E-32  1.603553E-32  1.689982E-32  1.728234E-32  1.748456E-32  1.749271E-32
  1.839501E-32  1.862754E-32  1.839529E-32  1.898577E-32  1.875889E-32  1.942555E-32  1.927345E-32  1.940928E-32
  2.001309E-32  2.022612E-32  2.070371E-32  2.027777E-32  2.034556E-32  2.042317E-32  2.025942E-32  2.032686E-32
  1.995455E-32  2.028525E-32  1.919364E-32  1.896847E-32  1.829997E-32  1.760216E-32  1.676900E-32  1.508013E-32
  1.456735E-32  1.353833E-32  1.207781E-32  1.091588E-32  9.450835E-33  8.453596E-33  7.365723E-33  6.065678E-33
  5.178098E-33  4.155854E-33  3.511068E-33  2.720815E-33  2.131076E-33  1.643096E-33  1.222563E-33  9.091356E-34
  6.516323E-34  4.725976E-34  3.206082E-34  2.145437E-34  1.389322E-34  9.091816E-35  5.589438E-35  3.391771E-35
  1.994240E-35  1.132295E-35  6.338742E-36  3.282930E-36  1.682084E-36  8.416966E-37  4.000842E-37  1.854523E-37
  8.557034E-38  3.883513E-38  1.830025E-38  8.787301E-39  4.562183E-39  2.462404E-39  1.340658E-39  7.319950E-40
  3.810504E-40  2.052449E-40  1.040279E-40  5.453443E-41  2.931454E-41  1.646478E-41  9.149717E-42  5.168521E-42
  3.006865E-42  1.668802E-42  9.528973E-43  5.330214E-43  3.123392E-43  1.828547E-43  1.082142E-43  6.418719E-44
  3.880063E-44  2.293346E-44  1.382026E-44  8.412516E-45  5.174289E-45  3.220526E-45  1.979569E-45  1.224985E-45
  7.629639E-46  4.834599E-46  3.042963E-46  1.936497E-46  1.256174E-46  7.911861E-47  5.175601E-47  3.326519E-47
  2.179652E-47  1.440991E-47  9.316014E-48  6.153158E-48  4.100861E-48  2.740876E-48  1.839752E-48  1.214888E-48
  8.315431E-49  5.664497E-49  3.831075E-49  2.588881E-49  1.769576E-49  1.212209E-49  8.405671E-50  5.718278E-50
  3.994441E-50  2.792935E-50  1.953270E-50  1.353178E-50  9.577132E-51  6.778670E-51  4.746622E-51  3.353090E-51
  2.403617E-51  1.719714E-51  1.217354E-51  8.731719E-52  6.237291E-52  4.541935E-52  3.252093E-52  2.381915E-52
  1.711877E-52  1.247272E-52  9.164214E-53  6.611773E-53  4.836483E-53  3.566463E-53  2.617000E-53  1.897546E-53
  1.397573E-53  1.030136E-53  7.581422E-54  5.511833E-54  4.045520E-54  2.956888E-54  2.145608E-54  1.556927E-54
  1.122378E-54  8.038010E-55  5.672592E-55  4.034007E-55  2.820625E-55  1.953935E-55  1.332598E-55  9.140331E-56
  6.155161E-56  4.101241E-56  2.716285E-56  1.766411E-56  1.151101E-56  7.374908E-57  4.729788E-57  2.999264E-57
  1.899084E-57  1.209370E-57  7.640773E-58  4.759283E-58  3.041370E-58  1.932106E-58  1.206172E-58  7.724718E-59
  4.904100E-59  3.150582E-59  2.004008E-59  1.285588E-59  8.270107E-60  5.348383E-60  3.447517E-60  2.216336E-60
  1.451217E-60  9.517883E-61  6.188624E-61  4.072180E-61  2.676805E-61  1.770689E-61  1.162074E-61  7.737414E-62
  5.111657E-62  3.429202E-62  2.275507E-62  1.521553E-62  1.029260E-62  6.932054E-63  4.648633E-63  3.115891E-63
  2.138278E-63  1.453897E-63  9.843355E-64  6.645012E-64  4.593593E-64  3.154926E-64  2.153797E-64  1.491971E-64
  1.029576E-64  7.138394E-65  4.937275E-65  3.433036E-65  2.409899E-65  1.686458E-65  1.185411E-65  8.358848E-66
  5.933473E-66  4.235100E-66  3.052894E-66  2.205903E-66  1.621010E-66  1.212716E-66  9.353050E-67  7.560768E-67
 -0.180000000000002     
  0.000000E+00  1.647230E-35  4.811775E-35  5.015752E-35  3.313489E-34  7.349180E-34  1.128465E-33  1.442411E-33
  2.125621E-33  3.393355E-33  3.639555E-33  4.365059E-33  6.354174E-33  8.120472E-33  9.037504E-33  9.806352E-33
  1.235288E-32  1.361770E-32  1.679126E-32  1.653099E-32  1.809803E-32  2.105098E-32  2.176468E-32  2.288841E-32
  2.477302E-32  2.719116E-32  2.824175E-32  2.955891E-32  3.047703E-32  3.180555E-32  3.290959E-32  3.484864E-32
  3.406378E-32  3.702939E-32  3.722781E-32  3.622801E-32  3.820782E-32  3.900403E-32  3.940988E-32  3.945581E-32
  4.146921E-32  4.198316E-32  4.143179E-32  4.274105E-32  4.226012E-32  4.373110E-32  4.344121E-32  4.368298E-32
  4.499533E-32  4.545788E-32  4.653424E-32  4.549799E-32  4.559677E-32  4.567900E-32  4.523763E-32  4.524448E-32
  4.424001E-32  4.478356E-32  4.220207E-32  4.149031E-32  3.981963E-32  3.806511E-32  3.599312E-32  3.210438E-32
  3.074312E-32  2.830953E-32  2.500508E-32  2.234004E-32  1.908681E-32  1.685265E-32  1.449182E-32  1.176063E-32
  9.879780E-33  7.809953E-33  6.480560E-33  4.925337E-33  3.786191E-33  2.855930E-33  2.079292E-33  1.510379E-33
  1.056495E-33  7.462856E-34  4.919062E-34  3.194472E-34  2.006671E-34  1.269097E-34  7.531872E-35  4.397071E-35
  2.484954E-35  1.349404E-35  7.211835E-36  3.567115E-36  1.741804E-36  8.291544E-37  3.787679E-37  1.704325E-37
  7.829935E-38  3.652080E-38  1.812246E-38  9.151592E-39  4.973801E-39  2.703005E-39  1.433838E-39  7.637187E-40
  3.872380E-40  2.051371E-40  1.054378E-40  5.689864E-41  3.155555E-41  1.811994E-41  1.004779E-41  5.636325E-42
  3.208356E-42  1.772709E-42  1.015044E-42  5.854031E-43  3.471926E-43  2.045936E-43  1.210460E-43  7.137969E-44
  4.302267E-44  2.560867E-44  1.554615E-44  9.589632E-45  5.910756E-45  3.670646E-45  2.268528E-45  1.415451E-45
  8.806848E-46  5.629838E-46  3.555681E-46  2.264133E-46  1.473671E-46  9.270624E-47  6.109072E-47  3.931373E-47
  2.589486E-47  1.710147E-47  1.113105E-47  7.347738E-48  4.895231E-48  3.274616E-48  2.209858E-48  1.465122E-48
  1.000073E-48  6.834073E-49  4.638532E-49  3.152581E-49  2.167472E-49  1.486223E-49  1.022075E-49  7.036962E-50
