 -0.885000000000000     
  1.258714-134  1.459596-139  6.011303-139  1.021228-138  2.115372-138  3.619748-138  4.290495-138  5.801609-138
  7.612976-138  1.117470-137  1.181363-137  1.393870-137  1.703455-137  2.022919-137  2.347671-137  2.426321-137
  3.083203-137  3.376489-137  3.765768-137  3.961545-137  4.521085-137  5.115460-137  5.207360-137  5.727493-137
  6.114180-137  6.980273-137  7.289817-137  7.639893-137  8.258995-137  8.721901-137  9.142651-137  9.900239-137
  9.950464-137  1.102598-136  1.157892-136  1.179351-136  1.254195-136  1.301920-136  1.385908-136  1.404992-136
  1.473530-136  1.559451-136  1.582661-136  1.663512-136  1.686244-136  1.803793-136  1.788204-136  1.861528-136
  1.955628-136  2.028649-136  2.075211-136  2.089914-136  2.184572-136  2.230896-136  2.265342-136  2.319713-136
  2.368009-136  2.464628-136  2.496222-136  2.520195-136  2.600506-136  2.647471-136  2.719235-136  2.685267-136
  2.791034-136  2.890864-136  2.860994-136  2.942860-136  2.938616-136  3.040947-136  3.029629-136  3.043774-136
  3.147656-136  3.145591-136  3.234197-136  3.203238-136  3.273322-136  3.311183-136  3.308519-136  3.364115-136
  3.363453-136  3.452006-136  3.439959-136  3.468851-136  3.453079-136  3.532313-136  3.551462-136  3.523467-136
  3.566838-136  3.589836-136  3.619708-136  3.598013-136  3.629059-136  3.621554-136  3.626239-136  3.611467-136
  3.640316-136  3.666400-136  3.710183-136  3.629528-136  3.657217-136  3.649882-136  3.658545-136  3.674523-136
  3.594102-136  3.692624-136  3.623265-136  3.628510-136  3.616683-136  3.645744-136  3.581319-136  3.554889-136
  3.576743-136  3.553482-136  3.554705-136  3.497168-136  3.523785-136  3.494282-136  3.439437-136  3.418013-136
  3.431663-136  3.405411-136  3.373898-136  3.354766-136  3.317511-136  3.334455-136  3.248483-136  3.239618-136
  3.205748-136  3.215879-136  3.163122-136  3.110999-136  3.127423-136  3.060975-136  3.045059-136  2.986987-136
  2.980436-136  2.966613-136  2.888324-136  2.864729-136  2.845994-136  2.815058-136  2.791226-136  2.719855-136
