7928, 1.882637348883341, 0.002070587887777, 2.181692617653947e-18, 0.3159 
7.631982201529563e+01 1.000924157926283e-18 1.297162332970751e-02 7.659217432663142e-19 
7.668456119082082e+01 1.005660015542981e-18 1.291052141332147e-02 7.587221640733408e-19 
7.705104348710596e+01 1.010418363108524e-18 1.284970321497602e-02 7.515896043162005e-19 
7.741927723467957e+01 1.015199450960670e-18 1.278918035180779e-02 7.445258069594478e-19 
7.778927080388199e+01 1.020003387992031e-18 1.272896660254080e-02 7.457030309680034e-19 
7.816103260505636e+01 1.024830283490646e-18 1.266903050401532e-02 7.395143164934178e-19 
7.853457108873957e+01 1.029680247126457e-18 1.260937082662929e-02 7.325666155306547e-19 
7.890989474585437e+01 1.034553389161718e-18 1.254998634491553e-02 7.256833480709026e-19 
7.928701210790238e+01 1.039449820376868e-18 1.249087583849063e-02 7.243573542148718e-19 
7.966593174715788e+01 1.044369652058770e-18 1.243203809220397e-02 7.206873856492360e-19 
8.004666227686327e+01 1.049312996058674e-18 1.237347189545471e-02 7.139132778373250e-19 
8.042921235142391e+01 1.054279964739806e-18 1.231517604283713e-02 7.144487221509005e-19 
8.081359066660552e+01 1.059270670944098e-18 1.225714933452569e-02 7.172329289274995e-19 
8.119980595973161e+01 1.064285228184817e-18 1.219939057405130e-02 7.104888736272740e-19 
8.158786700988215e+01 1.069323750286967e-18 1.214189857246386e-02 7.075376329310007e-19 
8.197778263809310e+01 1.074386351300479e-18 1.208467214918634e-02 7.134017338499792e-19 
8.236956170755681e+01 1.079473148665516e-18 1.202771009672551e-02 7.066913253192329e-19 
8.276321312382407e+01 1.084584255591899e-18 1.197101126599008e-02 7.002567331366075e-19 
8.315874583500556e+01 1.089719788711744e-18 1.191459918574887e-02 7.010192156427920e-19 
8.355616883197600e+01 1.094879865032750e-18 1.185846422240427e-02 6.947494566161391e-19 
8.395549114857825e+01 1.100064601818729e-18 1.180258852007807e-02 6.882185811028737e-19 
8.435672186182870e+01 1.105274116885342e-18 1.174697092598431e-02 6.817483355643533e-19 
8.475987009212363e+01 1.110508528631920e-18 1.169161029182715e-02 6.753381673865406e-19 
8.516494500344633e+01 1.115767956214963e-18 1.163650547201319e-02 6.736429997385261e-19 
8.557195580357609e+01 1.121052519066154e-18 1.158165532874730e-02 6.701418976101811e-19 
8.598091174429642e+01 1.126362337262694e-18 1.152705872810085e-02 6.709866037319007e-19 
8.639182212160618e+01 1.131697531548838e-18 1.147271453984559e-02 6.722071844362602e-19 
8.680469627593058e+01 1.137058223193784e-18 1.141862163893875e-02 6.658830616307648e-19 
8.721954359233355e+01 1.142444534055983e-18 1.136477890487022e-02 6.636827441070639e-19 
8.763637350073107e+01 1.147856586582687e-18 1.131118522168372e-02 6.676151966548831e-19 
8.805519547610537e+01 1.153294503768848e-18 1.125783947839172e-02 6.613321247805561e-19 
8.847601903872095e+01 1.158758409285965e-18 1.120474056772790e-02 6.551074796288494e-19 
8.889885375434001e+01 1.164248427280180e-18 1.115188738812662e-02 6.490617680363958e-19 
8.932370923444050e+01 1.169764682541506e-18 1.109930688049271e-02 6.493341506820249e-19 
8.975059513643451e+01 1.175307300459527e-18 1.104697965705643e-02 6.435645287695483e-19 
9.017952116388774e+01 1.180876407066212e-18 1.099489446861356e-02 6.375109447585547e-19 
9.061049706674009e+01 1.186472128910711e-18 1.094305023514153e-02 6.364837699761394e-19 
9.104353264152711e+01 1.192094593212042e-18 1.089144588047393e-02 6.321570155188917e-19 
9.147863773160338e+01 1.197743927754383e-18 1.084008033329090e-02 6.262087168763176e-19 
9.191582222736525e+01 1.203420260954107e-18 1.078895252650930e-02 6.203157278351677e-19 
9.235509606647629e+01 1.209123721879864e-18 1.073806139712522e-02 6.144775428629589e-19 
9.279646923409302e+01 1.214854440160251e-18 1.068740588705369e-02 6.139334378114446e-19 
9.323995176309195e+01 1.220612546028032e-18 1.063698494272927e-02 6.155253270688112e-19 
9.368555373429759e+01 1.226398170391273e-18 1.058679751449724e-02 6.132200847752274e-19 
9.413328527671156e+01 1.232211444758932e-18 1.053684255728186e-02 6.176362777315953e-19 
9.458315656774275e+01 1.238052501180025e-18 1.048711903109946e-02 6.157115200072234e-19 
9.503517783343928e+01 1.243921472171628e-18 1.043762590163267e-02 6.052606172531984e-19 
9.548935934871996e+01 1.249818492449222e-18 1.038836212586034e-02 6.050565302883309e-19 
9.594571143760848e+01 1.255743694676494e-18 1.033935294579056e-02 5.993615203797367e-19 
9.640424447346800e+01 1.261697213931887e-18 1.029057972248497e-02 5.937210403324630e-19 
9.686496887923686e+01 1.267679185567982e-18 1.024203240667610e-02 6.023855087310273e-19 
9.732789512766554e+01 1.273689745350093e-18 1.019370998830805e-02 5.912603135197944e-19 
9.779303374155457e+01 1.279729030417585e-18 1.014561145572248e-02 5.906249473239246e-19 
9.826039529399442e+01 1.285797177793820e-18 1.009773580767609e-02 5.886595782829366e-19 
9.872999040860472e+01 1.291894325309338e-18 1.005008204585590e-02 5.831167891097873e-19 
9.920182975977652e+01 1.298020611589921e-18 1.000264917504230e-02 5.829943908686540e-19 
9.967592407291473e+01 1.304176175918040e-18 9.955436204229038e-03 5.831891015047006e-19 
1.001522841246819e+02 1.310361158260672e-18 9.908442146420270e-03 5.796107476136598e-19 
1.006309207432432e+02 1.316575699208728e-18 9.861666019099588e-03 5.776527850162489e-19 
1.011118448085123e+02 1.322819939977661e-18 9.815106844217606e-03 5.722107236488751e-19 
1.015950672523998e+02 1.329094022510964e-18 9.768763647425354e-03 5.668193614639635e-19 
1.020805990590599e+02 1.335398089443679e-18 9.722635458367806e-03 5.619455369356314e-19 
1.025684512651416e+02 1.341732284046325e-18 9.676721311100018e-03 5.613848877941772e-19 
1.030586349600386e+02 1.348096750255610e-18 9.631040891575330e-03 5.560974358598774e-19 
1.035511612861423e+02 1.354491633005472e-18 9.585584227757547e-03 5.599516859182343e-19 
1.040460414390941e+02 1.360917077371993e-18 9.540338378463239e-03 5.557789359233235e-19 
1.045432866680404e+02 1.367373229497323e-18 9.495302396068255e-03 5.505446631551495e-19 
1.050429082758889e+02 1.373860236117707e-18 9.450475337668138e-03 5.522227213075878e-19 
1.055449176195642e+02 1.380378244758052e-18 9.405856263722569e-03 5.500441349253160e-19 
1.060493261102669e+02 1.386927403536720e-18 9.361444239412634e-03 5.448622392250153e-19 
1.065561452137327e+02 1.393507861300040e-18 9.317238333711611e-03 5.421119456114148e-19 
1.070653864504931e+02 1.400119767642814e-18 9.273237619264680e-03 5.394164503014439e-19 
1.075770613961371e+02 1.406763272884490e-18 9.229441172565838e-03 5.343330929407355e-19 
1.080911816815745e+02 1.413438528048804e-18 9.185848074101334e-03 5.306939271478868e-19 
1.086077589933006e+02 1.420145684827672e-18 9.142457408584862e-03 5.289479943005272e-19 
1.091268050736612e+02 1.426884895682026e-18 9.099268264307309e-03 5.255060225230275e-19 
1.096483317211197e+02 1.433656313854738e-18 9.056279733077750e-03 5.290664442186913e-19 
1.101723507905255e+02 1.440460093213754e-18 9.013490911225185e-03 5.321679367470610e-19 
1.106988741933835e+02 1.447296388430540e-18 8.970913157362332e-03 5.271519744062723e-19 
1.112279138981246e+02 1.454165354946504e-18 8.928550948912038e-03 5.221859001832047e-19 
1.117594819303776e+02 1.461067148833335e-18 8.886385434499182e-03 5.209523171029902e-19 
1.122935903732437e+02 1.468001927000531e-18 8.844415727917368e-03 5.133689573384964e-19 
1.128302513675695e+02 1.474969847079263e-18 8.802640946883877e-03 5.106147668946841e-19 
1.133694771122242e+02 1.481971067472217e-18 8.761060212743690e-03 5.070410000646696e-19 
1.139112798643761e+02 1.489005747319140e-18 8.719672650684417e-03 5.047028386562322e-19 
1.144556719397720e+02 1.496074046508771e-18 8.678477389668619e-03 5.059980937023304e-19 
1.150026657130165e+02 1.503176124322051e-18 8.637473570230272e-03 5.089711349794275e-19 
1.155522736178533e+02 1.510312144504935e-18 8.596660315244253e-03 5.055617213023571e-19 
1.161045081474489e+02 1.517482270788729e-18 8.556036756212918e-03 4.983626141763896e-19 
1.166593818546750e+02 1.524686661806936e-18 8.515602061356648e-03 4.991542222246345e-19 
1.172169073523946e+02 1.531925483245568e-18 8.475355366952273e-03 4.951985648889403e-19 
1.177770973137491e+02 1.539198899645213e-18 8.435295823865810e-03 4.932428441684355e-19 
1.183399644724455e+02 1.546507076340904e-18 8.395422586533889e-03 4.856303855237809e-19 
1.189055216230467e+02 1.553850179439364e-18 8.355736762415130e-03 4.883021095615539e-19 
1.194737816212617e+02 1.561228375845605e-18 8.316261320945796e-03 4.801661106780442e-19 
1.200447573842380e+02 1.568641833165620e-18 8.276969369596069e-03 4.786588041447386e-19 
1.206184618908558e+02 1.576090719120349e-18 8.237860083806996e-03 4.746586385655978e-19 
