,a,t,eta,ap/a,app/a
4227,1.996779149081648e-11,0.010542552215955639,1080823848.2752814,9.528782949266718e-10,3.7641952789676035e-26
4228,2.0069208875893043e-11,0.010649252725343004,1086153944.9914129,9.480664549414654e-10,3.7451733513236176e-26
4229,2.0171141364805646e-11,0.010757039422380913,1091511088.6989307,9.432789311098004e-10,3.7262475495295504e-26
4230,2.027359157379191e-11,0.010865923526877364,1096895428.1227326,9.38515600553292e-10,3.707417393344897e-26
4231,2.0376562132377214e-11,0.010975915976658398,1102307091.4629269,9.337763410145212e-10,3.6886823830468084e-26
4232,2.04800556834425e-11,0.011087028154879072,1107746219.1397967,9.290610116213469e-10,3.670042064174067e-26
4233,2.0584074883291955e-11,0.011199271522019534,1113212953.5760894,9.243693459367318e-10,3.6514959222012017e-26
4234,2.0688622401721513e-11,0.011312657604994092,1118707438.324775,9.197013891119129e-10,3.6330435116319154e-26
4235,2.079370092208687e-11,0.011427197957824107,1124229808.380636,9.15057021337368e-10,3.614684347484353e-26
4236,2.089931314137272e-11,0.011542904368212292,1129780206.4193566,9.104361234090175e-10,3.5964179637308763e-26
4237,2.1005461770261853e-11,0.011659788759522284,1135358778.8510923,9.058385767251661e-10,3.578243880567449e-26
4238,2.1112149533204676e-11,0.011777862989800415,1140965659.3988874,9.012641522464944e-10,3.560161643301512e-26
4239,2.1219379168489468e-11,0.011897139290098148,1146601000.937621,8.967127811003395e-10,3.542170781303718e-26
4240,2.1327153428312147e-11,0.012017629919938377,1152264948.9158602,8.921844098459409e-10,3.524270828301547e-26
4241,2.1435475078847254e-11,0.012139347170440242,1157957641.7705147,8.87678922256429e-10,3.5064613273763233e-26
4242,2.1544346900318777e-11,0.012262303731214098,1163679246.6567938,8.831962026922769e-10,3.488741838925172e-26
4243,2.1653771687071865e-11,0.012386511646618437,1169429854.142122,8.78736107979178e-10,3.4711118849038966e-26
4244,2.1763752247644016e-11,0.01251198429091642,1175209671.0821676,8.742984152737161e-10,3.4535710242657394e-26
4245,2.1874291404837507e-11,0.012638734251172656,1181018818.5971024,8.698831479934087e-10,3.436118802278609e-26
4246,2.198539199579169e-11,0.0127667746114263,1186857453.4852295,8.654901928143582e-10,3.418754778882213e-26
4247,2.2097056872056143e-11,0.012896118534652458,1192725729.1505225,8.611194369853257e-10,3.4014784932079937e-26
4248,2.2209288899663337e-11,0.013026779226720376,1198623788.401629,8.567707683248612e-10,3.384289517684193e-26
4249,2.232209095920256e-11,0.013158770068661134,1204551778.8426492,8.524439654376957e-10,3.3671874120796685e-26
4250,2.2435465945893737e-11,0.013292104699742648,1210509861.1724114,8.481389814818418e-10,3.350171714135267e-26
4251,2.2549416769661676e-11,0.013426796757026618,1216498186.79152,8.438557523179222e-10,3.333242011414182e-26
4252,2.266394635521111e-11,0.01356286003841907,1222516905.9130805,8.395941680109672e-10,3.316397859803891e-26
4253,2.277905764210121e-11,0.013700308521059662,1228566174.2044907,8.353541191815634e-10,3.299638831153599e-26
4254,2.28947535848214e-11,0.013839156351203401,1234646151.8576493,8.311354619489791e-10,3.282964484894776e-26
4255,2.3011037152867014e-11,0.013979417790798181,1240756990.4475555,8.269380107892765e-10,3.2663744122874164e-26
4256,2.3127911330815875e-11,0.014121107036570388,1246898837.3346229,8.227617710120997e-10,3.249868168020781e-26
4257,2.324537911840434e-11,0.01426423888160065,1253071867.00941,8.186066354285197e-10,3.233445335392819e-26
4258,2.3363443530604666e-11,0.014408827869034663,1259276227.8092878,8.144724973912718e-10,3.217105490143406e-26
4259,2.3482107597702303e-11,0.014554888946153758,1265512087.6779547,8.103592507920218e-10,3.2008482227869286e-26
4260,2.3601374365373573e-11,0.01470243693777228,1271779592.2419977,8.062666823793241e-10,3.184673110071001e-26
4261,2.3721246894764224e-11,0.014851487096178423,1278078908.8617506,8.021947634043371e-10,3.1685797335016785e-26
4262,2.3841728262567416e-11,0.015002054737577325,1284410203.6050496,7.98143421445369e-10,3.152567681772401e-26
4263,2.3962821561103096e-11,0.015154155267488863,1290773638.67286,7.941125525191601e-10,3.1366365521911106e-26
4264,2.4084529898397137e-11,0.015307804318530375,1297169374.6751206,7.901020531679239e-10,3.120785917554369e-26
4265,2.420685639826154e-11,0.015463017580443033,1303597569.5430632,7.861117801267996e-10,3.105015393073242e-26
4266,2.432980420037399e-11,0.015619811066374067,1310058396.3828225,7.821415797321389e-10,3.089324558585824e-26
4267,2.4453376460358853e-11,0.01577820087344238,1316552022.161904,7.781914423263224e-10,3.073713015723747e-26
4268,2.4577576349868067e-11,0.015938203235790364,1323078608.4406245,7.742612665236448e-10,3.0581803617627854e-26
4269,2.4702407056662437e-11,0.016099834514117464,1329638320.250172,7.703509514507457e-10,3.04272620401943e-26
4270,2.4827871784693865e-11,0.016263111345360307,1336231328.7885551,7.664603967440092e-10,3.0273501431238715e-26
4271,2.495397375418698e-11,0.016428050486806376,1342857803.668727,7.625893976404213e-10,3.0120517775975024e-26
4272,2.5080716201722195e-11,0.016594668886058105,1349517919.6035292,7.587379401117438e-10,2.9968307280036807e-26
4273,2.5208102380318555e-11,0.016762983619597403,1356211843.2543051,7.549059455150932e-10,2.981686594910388e-26
