 -0.885000000000000     
  0.000000E+00  3.970820-100  9.352098-100  1.729766E-99  4.087155E-99  6.209900E-99  8.127177E-99  1.012316E-98
  1.285846E-46  1.227316E-46  1.099071E-46  1.006045E-46  9.156907E-47  8.291745E-47  7.380222E-47  6.610786E-47
  5.858668E-47  5.198945E-47  4.572212E-47  3.955201E-47  3.499266E-47  2.956275E-47  2.506630E-47  2.134311E-47
  1.822452E-47  1.523591E-47  1.267884E-47  1.038568E-47  8.514486E-48  6.980949E-48  5.580439E-48  4.479415E-48
  3.546537E-48  2.823429E-48  2.173147E-48  1.676712E-48  1.312246E-48  9.818457E-49  7.395831E-49  5.481761E-49
  4.118603E-49  3.005892E-49  2.140550E-49  1.533488E-49  1.093485E-49  7.616639E-50  5.266643E-50  3.542235E-50
  2.426799E-50  1.613786E-50  1.052631E-50  6.836075E-51  4.352362E-51  2.754553E-51  1.696563E-51  1.028842E-51
  6.265900E-52  3.771550E-52  2.251595E-52  1.323322E-52  7.956525E-53  4.809517E-53  2.923628E-53  1.810594E-53
  1.168761E-53  7.661348E-54  4.953748E-54  3.364265E-54  2.230939E-54  1.494602E-54  9.774666E-55  6.517043E-55
  4.255530E-55  2.777728E-55  1.817189E-55  1.163868E-55  7.680266E-56  5.103630E-56  3.412596E-56  2.291678E-56
  1.585735E-56  1.089862E-56  7.542911E-57  5.186307E-57  3.572342E-57  2.471788E-57  1.685797E-57  1.161797E-57
  8.014336E-58  5.555530E-58  3.869032E-58  2.732065E-58  1.929909E-58  1.371963E-58  9.700749E-59  6.974747E-59
  4.961688E-59  3.529638E-59  2.544947E-59  1.807311E-59  1.305122E-59  9.334857E-60  6.791198E-60  4.912555E-60
  3.576226E-60  2.605476E-60  1.896165E-60  1.372671E-60  1.004637E-60  7.310909E-61  5.276092E-61  3.843103E-61
  2.806142E-61  2.039466E-61  1.463467E-61  1.058295E-61  7.594132E-62  5.430482E-62  3.877966E-62  2.726812E-62
  1.935184E-62  1.361064E-62  9.412211E-63  6.525257E-63  4.489869E-63  3.071910E-63  2.064133E-63  1.389646E-63
  9.245696E-64  6.174455E-64  4.053711E-64  2.635585E-64  1.717105E-64  1.108014E-64  7.141005E-65  4.564601E-65
  2.979854E-65  1.910365E-65  1.233831E-65  7.833172E-66  5.097780E-66  3.303150E-66  2.127834E-66  1.392302E-66
  8.994009E-67  5.899702E-67  3.829723E-67  2.489798E-67  1.629773E-67  1.060466E-67  6.968428E-68  4.588329E-68
  3.054475E-68  2.044183E-68  1.362982E-68  9.118153E-69  6.056276E-69  4.021999E-69  2.648853E-69  1.759601E-69
 -0.480000000000000     
  0.000000E+00  1.389512E-48  6.103225E-48  5.712515E-48  1.639280E-47  3.540921E-47  4.283151E-47  5.396812E-47
  7.143057E-47  1.124238E-46  1.148002E-46  1.399414E-46  1.704191E-46  2.002083E-46  2.244841E-46  2.371831E-46
  3.115547E-46  3.352072E-46  3.642519E-46  3.861521E-46  4.265043E-46  4.750281E-46  5.165545E-46  5.498501E-46
  5.891312E-46  6.584045E-46  6.920007E-46  7.218011E-46  7.763723E-46  8.268652E-46  8.567400E-46  8.996921E-46
  9.041622E-46  9.836072E-46  1.030666E-45  1.041892E-45  1.099150E-45  1.118302E-45  1.178082E-45  1.184699E-45
  1.265204E-45  1.318842E-45  1.316156E-45  1.353960E-45  1.370060E-45  1.462967E-45  1.433352E-45  1.465576E-45
  1.515149E-45  1.551765E-45  1.558123E-45  1.556171E-45  1.653584E-45  1.647828E-45  1.640649E-45  1.667712E-45
  1.712923E-45  1.777999E-45  1.753082E-45  1.787664E-45  1.818247E-45  1.825759E-45  1.852593E-45  1.846564E-45
  1.891037E-45  1.959736E-45  1.909399E-45  1.946881E-45  1.947984E-45  2.040934E-45  2.010160E-45  2.005472E-45
  2.061729E-45  2.041590E-45  2.110359E-45  2.069405E-45  2.088686E-45  2.127609E-45  2.097807E-45  2.130940E-45
  2.081843E-45  2.112220E-45  2.095854E-45  2.101031E-45  2.042361E-45  2.051527E-45  2.016083E-45  1.945964E-45
  1.927038E-45  1.890210E-45  1.839278E-45  1.754063E-45  1.713663E-45  1.650710E-45  1.565177E-45  1.496285E-45
  1.427554E-45  1.342591E-45  1.279022E-45  1.176247E-45  1.100010E-45  1.030117E-45  9.545229E-46  8.711859E-46
  7.798832E-46  7.323602E-46  6.438222E-46  5.779010E-46  5.161527E-46  4.580756E-46  3.991933E-46  3.498391E-46
  3.033506E-46  2.627526E-46  2.256934E-46  1.906536E-46  1.643186E-46  1.351350E-46  1.114984E-46  9.223816E-47
  7.653519E-47  6.208721E-47  5.001844E-47  3.966882E-47  3.143955E-47  2.491367E-47  1.916848E-47  1.483553E-47
  1.130760E-47  8.642741E-48  6.383670E-48  4.719037E-48  3.529754E-48  2.523441E-48  1.813148E-48  1.276360E-48
  9.099463E-49  6.280953E-49  4.225571E-49  2.858155E-49  1.914882E-49  1.252317E-49  8.123300E-50  5.091363E-50
  3.258979E-50  2.017454E-50  1.220406E-50  7.391443E-51  4.375570E-51  2.592084E-51  1.510879E-51  8.799828E-52
  5.224323E-52  3.142833E-52  1.927168E-52  1.190697E-52  7.644043E-53  5.024026E-53  3.281524E-53  2.162553E-53
  1.443605E-53  9.505746E-54  6.109281E-54  4.017350E-54  2.554050E-54  1.652504E-54  1.049131E-54  6.883056E-55
  4.482156E-55  2.990931E-55  2.020018E-55  1.338960E-55  9.276437E-56  6.318718E-56  4.310795E-56  2.927548E-56
  1.992934E-56  1.367892E-56  9.354016E-57  6.379464E-57  4.358062E-57  3.047713E-57  2.110612E-57  1.477548E-57
  1.043994E-57  7.366947E-58  5.200424E-58  3.704007E-58  2.616861E-58  1.848831E-58  1.315219E-58  9.460134E-59
  6.765380E-59  4.866157E-59  3.553031E-59  2.531032E-59  1.854108E-59  1.334037E-59  9.705041E-60  7.013423E-60
  5.121840E-60  3.732186E-60  2.718022E-60  1.973753E-60  1.437636E-60  1.052434E-60  7.565174E-61  5.519383E-61
  3.975461E-61  2.887938E-61  2.047418E-61  1.461948E-61  1.040386E-61  7.377019E-62  5.180666E-62  3.611966E-62
  2.532207E-62  1.750058E-62  1.190412E-62  8.120310E-63  5.494060E-63  3.712083E-63  2.440131E-63  1.626495E-63
  1.061248E-63  6.981470E-64  4.507015E-64  2.891146E-64  1.862255E-64  1.196148E-64  7.629410E-65  4.829669E-65
  3.129519E-65  2.000623E-65  1.289688E-65  8.208320E-66  5.366299E-66  3.480920E-66  2.249183E-66  1.474635E-66
  9.594525E-67  6.237759E-67  4.087826E-67  2.660569E-67  1.748986E-67  1.143491E-67  7.473967E-68  4.914779E-68
  3.261384E-68  2.168927E-68  1.449356E-68  9.729025E-69  6.582359E-69  4.399198E-69  2.925701E-69  1.965566E-69
 -0.470000000000000     
  0.000000E+00  5.560776E-48  2.358705E-47  2.540872E-47  6.360440E-47  1.390309E-46  1.693953E-46  2.121701E-46
  2.778916E-46  4.399926E-46  4.502843E-46  5.484907E-46  6.679669E-46  7.828045E-46  8.789591E-46  9.285314E-46
  1.217974E-45  1.307888E-45  1.419416E-45  1.510331E-45  1.657848E-45  1.847320E-45  2.010392E-45  2.138485E-45
  2.286758E-45  2.550246E-45  2.677354E-45  2.800020E-45  2.999084E-45  3.201682E-45  3.319439E-45  3.478604E-45
  3.490746E-45  3.787636E-45  3.978625E-45  4.012545E-45  4.231485E-45  4.301744E-45  4.529095E-45  4.551661E-45
  4.851619E-45  5.053046E-45  5.044596E-45  5.184794E-45  5.247627E-45  5.591349E-45  5.483241E-45  5.592726E-45
  5.787197E-45  5.916391E-45  5.936443E-45  5.926793E-45  6.288583E-45  6.274577E-45  6.238824E-45  6.345285E-45
  6.513171E-45  6.746202E-45  6.649322E-45  6.796766E-45  6.906560E-45  6.922624E-45  7.020968E-45  6.997486E-45
  7.172610E-45  7.425902E-45  7.232021E-45  7.369192E-45  7.371409E-45  7.721726E-45  7.604705E-45  7.573593E-45
  7.778167E-45  7.688651E-45  7.955162E-45  7.790474E-45  7.846855E-45  7.980023E-45  7.844204E-45  7.955402E-45
  7.751712E-45  7.853830E-45  7.761126E-45  7.755161E-45  7.511727E-45  7.511737E-45  7.348088E-45  7.059863E-45
  6.947931E-45  6.781532E-45  6.558746E-45  6.215757E-45  6.026156E-45  5.766238E-45  5.423929E-45  5.145892E-45
  4.865219E-45  4.535324E-45  4.283489E-45  3.898306E-45  3.609563E-45  3.341833E-45  3.063730E-45  2.763210E-45
  2.442993E-45  2.266780E-45  1.965948E-45  1.739662E-45  1.532331E-45  1.340302E-45  1.150112E-45  9.918028E-46
  8.464739E-46  7.203795E-46  6.081454E-46  5.047700E-46  4.268160E-46  3.442385E-46  2.783935E-46  2.254713E-46
  1.831865E-46  1.453253E-46  1.143167E-46  8.852888E-47  6.843478E-47  5.287118E-47  3.954428E-47  2.978274E-47
  2.206880E-47  1.636151E-47  1.171860E-47  8.387284E-48  6.062741E-48  4.187713E-48  2.902892E-48  1.965275E-48
  1.345867E-48  8.905752E-49  5.739099E-49  3.716319E-49  2.374470E-49  1.481949E-49  9.175683E-50  5.465387E-50
  3.337649E-50  1.973530E-50  1.144361E-50  6.707301E-51  3.868678E-51  2.270283E-51  1.341640E-51  8.073589E-52
  5.033200E-52  3.193200E-52  2.074031E-52  1.335442E-52  8.844806E-53  5.841990E-53  3.773172E-53  2.439201E-53
  1.584646E-53  1.010207E-53  6.372785E-54  4.113685E-54  2.617908E-54  1.726203E-54  1.124235E-54  7.612186E-55
  5.080655E-55  3.466429E-55  2.375496E-55  1.579403E-55  1.079724E-55  7.292512E-56  4.921143E-56  3.314024E-56
  2.261444E-56  1.557542E-56  1.079479E-56  7.490223E-57  5.207603E-57  3.695566E-57  2.574596E-57  1.803943E-57
  1.269040E-57  8.999890E-58  6.306289E-58  4.484965E-58  3.203373E-58  2.280584E-58  1.637765E-58  1.190928E-58
  8.513779E-59  6.179201E-59  4.476269E-59  3.216852E-59  2.348710E-59  1.693431E-59  1.239568E-59  9.003292E-60
  6.554551E-60  4.803840E-60  3.487758E-60  2.535112E-60  1.847617E-60  1.341600E-60  9.608590E-61  6.980085E-61
  5.036203E-61  3.629397E-61  2.556601E-61  1.825726E-61  1.288704E-61  9.037238E-62  6.317003E-62  4.336384E-62
  2.999527E-62  2.054735E-62  1.383537E-62  9.328646E-63  6.205114E-63  4.128701E-63  2.680644E-63  1.757354E-63
  1.135421E-63  7.381023E-64  4.736642E-64  3.029579E-64  1.939590E-64  1.243088E-64  7.950089E-65  5.072526E-65
  3.303159E-65  2.109678E-65  1.364145E-65  8.668186E-66  5.665406E-66  3.663682E-66  2.362928E-66  1.546455E-66
  9.961161E-67  6.571057E-67  4.277755E-67  2.795172E-67  1.849866E-67  1.218355E-67  8.079607E-68  5.318454E-68
  3.549935E-68  2.346342E-68  1.549907E-68  1.028982E-68  6.885511E-69  4.631014E-69  3.146647E-69  2.147921E-69
 -0.460000000000000     
  0.000000E+00  2.165631E-47  8.818581E-47  1.066635E-46  2.400597E-46  5.298645E-46  6.505489E-46  8.117338E-46
  1.051039E-45  1.672093E-45  1.716039E-45  2.088201E-45  2.543390E-45  2.972601E-45  3.343005E-45  3.531864E-45
  4.625422E-45  4.958502E-45  5.379326E-45  5.738814E-45  6.260825E-45  6.981562E-45  7.599974E-45  8.079470E-45
  8.622819E-45  9.594060E-45  1.006545E-44  1.055678E-44  1.125554E-44  1.203765E-44  1.249345E-44  1.306746E-44
  1.309300E-44  1.417247E-44  1.492092E-44  1.500858E-44  1.582004E-44  1.607667E-44  1.691297E-44  1.698655E-44
  1.806984E-44  1.880123E-44  1.877923E-44  1.928818E-44  1.952410E-44  2.075677E-44  2.037346E-44  2.073233E-44
  2.147252E-44  2.191763E-44  2.197831E-44  2.193254E-44  2.323105E-44  2.321473E-44  2.305167E-44  2.345866E-44
  2.406356E-44  2.487479E-44  2.451078E-44  2.511609E-44  2.549630E-44  2.551125E-44  2.586147E-44  2.576942E-44
  2.644208E-44  2.734025E-44  2.661712E-44  2.710655E-44  2.710641E-44  2.838155E-44  2.794716E-44  2.778055E-44
  2.850274E-44  2.811579E-44  2.911218E-44  2.846747E-44  2.860475E-44  2.903267E-44  2.844231E-44  2.878784E-44
  2.796908E-44  2.828250E-44  2.782146E-44  2.769724E-44  2.672040E-44  2.658787E-44  2.587303E-44  2.473194E-44
  2.417521E-44  2.346339E-44  2.254261E-44  2.121556E-44  2.039770E-44  1.937697E-44  1.806820E-44  1.699833E-44
  1.591570E-44  1.469491E-44  1.374832E-44  1.237139E-44  1.133251E-44  1.036378E-44  9.392159E-45  8.362950E-45
  7.295582E-45  6.682076E-45  5.711478E-45  4.977550E-45  4.318925E-45  3.719651E-45  3.139217E-45  2.660344E-45
  2.232252E-45  1.864171E-45  1.544504E-45  1.257675E-45  1.041819E-45  8.229109E-46  6.512281E-46  5.154589E-46
  4.093483E-46  3.169313E-46  2.429421E-46  1.833297E-46  1.379258E-46  1.036355E-46  7.515890E-47  5.493394E-47
  3.946676E-47  2.829396E-47  1.959039E-47  1.352737E-47  9.414682E-48  6.259467E-48  4.168773E-48  2.703311E-48
  1.769935E-48  1.118265E-48  6.875954E-49  4.247686E-49  2.580702E-49  1.536075E-49  9.098327E-50  5.179895E-50
  3.048594E-50  1.757122E-50  1.009278E-50  5.954748E-51  3.519851E-51  2.160732E-51  1.356563E-51  8.638849E-52
  5.646677E-52  3.678102E-52  2.410414E-52  1.532646E-52  9.979507E-53  6.360752E-53  3.998012E-53  2.524383E-53
  1.622440E-53  1.037619E-53  6.636436E-54  4.402116E-54  2.893451E-54  1.966539E-54  1.308412E-54  8.938289E-55
  5.938030E-55  4.008721E-55  2.715134E-55  1.797215E-55  1.216428E-55  8.277737E-56  5.645750E-56  3.838551E-56
  2.691209E-56  1.862852E-56  1.304240E-56  9.044574E-57  6.332056E-57  4.456244E-57  3.105504E-57  2.185811E-57
  1.533084E-57  1.099927E-57  7.812809E-58  5.590940E-58  4.013053E-58  2.889096E-58  2.065499E-58  1.494301E-58
  1.076324E-58  7.768724E-59  5.654856E-59  4.083445E-59  2.998357E-59  2.167789E-59  1.586446E-59  1.155051E-59
  8.446799E-60  6.149812E-60  4.463555E-60  3.229413E-60  2.349597E-60  1.708189E-60  1.222141E-60  8.821924E-61
  6.312545E-61  4.506664E-61  3.181765E-61  2.232986E-61  1.555926E-61  1.084714E-61  7.505502E-62  5.099117E-62
  3.489761E-62  2.358030E-62  1.564989E-62  1.043612E-62  6.900259E-63  4.547638E-63  2.943241E-63  1.915168E-63
  1.227701E-63  7.965235E-64  5.074601E-64  3.224098E-64  2.067369E-64  1.324310E-64  8.436679E-65  5.333254E-65
  3.478915E-65  2.222094E-65  1.436643E-65  9.163955E-66  6.003220E-66  3.901200E-66  2.526216E-66  1.655360E-66
  1.077092E-66  7.056123E-67  4.623497E-67  3.021122E-67  1.986572E-67  1.306975E-67  8.601075E-68  5.681987E-68
  3.812319E-68  2.550422E-68  1.705179E-68  1.143584E-68  7.713052E-69  5.148527E-69  3.429557E-69  2.320497E-69
 -0.450000000000000     
  0.000000E+00  8.205743E-47  3.192568E-46  4.220317E-46  8.828585E-46  1.962227E-45  2.428680E-45  3.024756E-45
  3.869498E-45  6.177413E-45  6.360087E-45  7.730518E-45  9.417682E-45  1.097676E-44  1.236421E-44  1.306648E-44
  1.708021E-44  1.828853E-44  1.984803E-44  2.120689E-44  2.299817E-44  2.567053E-44  2.793986E-44  2.968720E-44
  3.162522E-44  3.510029E-44  3.681345E-44  3.872756E-44  4.108906E-44  4.399945E-44  4.572631E-44  4.774380E-44
  4.776315E-44  5.159085E-44  5.442522E-44  5.458703E-44  5.750321E-44  5.843978E-44  6.141923E-44  6.164417E-44
  6.544627E-44  6.801595E-44  6.797812E-44  6.979278E-44  7.063968E-44  7.493507E-44  7.360894E-44  7.474681E-44
  7.747946E-44  7.898379E-44  7.916060E-44  7.895270E-44  8.346337E-44  8.354876E-44  8.285517E-44  8.436859E-44
  8.648636E-44  8.924206E-44  8.791519E-44  9.030664E-44  9.157695E-44  9.147925E-44  9.269617E-44  9.233069E-44
  9.484833E-44  9.791232E-44  9.529678E-44  9.699884E-44  9.696278E-44  1.014453E-43  9.987033E-44  9.907547E-44
  1.015469E-43  9.992575E-44  1.035154E-43  1.010544E-43  1.012635E-43  1.025348E-43  1.000818E-43  1.010476E-43
  9.785685E-44  9.870303E-44  9.660687E-44  9.577003E-44  9.197587E-44  9.102079E-44  8.805234E-44  8.369949E-44
  8.121459E-44  7.832259E-44  7.470952E-44  6.977310E-44  6.648177E-44  6.266076E-44  5.787631E-44  5.394838E-44
  4.999006E-44  4.567844E-44  4.229758E-44  3.760066E-44  3.404526E-44  3.072758E-44  2.750124E-44  2.415217E-44
  2.076993E-44  1.875823E-44  1.578459E-44  1.353408E-44  1.155409E-44  9.787985E-45  8.114226E-45  6.748266E-45
  5.560119E-45  4.550236E-45  3.694201E-45  2.946254E-45  2.387171E-45  1.843850E-45  1.425257E-45  1.100384E-45
  8.525228E-46  6.427173E-46  4.790201E-46  3.514158E-46  2.566786E-46  1.870543E-46  1.311600E-46  9.274393E-47
  6.440224E-47  4.448759E-47  2.967424E-47  1.969006E-47  1.314014E-47  8.374863E-48  5.334997E-48  3.301298E-48
  2.057382E-48  1.238116E-48  7.252387E-49  4.275742E-49  2.481008E-49  1.421790E-49  8.193820E-50  4.585104E-50
  2.690259E-50  1.587437E-50  9.544321E-51  5.921262E-51  3.705345E-51  2.395606E-51  1.557265E-51  1.001574E-51
  6.487799E-52  4.142509E-52  2.632523E-52  1.622881E-52  1.033900E-52  6.479141E-53  4.107986E-53  2.622661E-53
  1.729732E-53  1.146721E-53  7.482720E-54  5.094932E-54  3.376931E-54  2.282176E-54  1.508643E-54  1.017895E-54
  6.708997E-55  4.502073E-55  3.058747E-55  2.053120E-55  1.415721E-55  9.777952E-56  6.765142E-56  4.629360E-56
  3.258050E-56  2.246537E-56  1.574151E-56  1.090280E-56  7.618671E-57  5.390494E-57  3.770542E-57  2.690468E-57
  1.908148E-57  1.370337E-57  9.793341E-58  7.055534E-58  5.038691E-58  3.616808E-58  2.600315E-58  1.885260E-58
  1.371993E-58  9.954197E-59  7.309732E-59  5.262007E-59  3.857340E-59  2.797576E-59  2.038320E-59  1.484304E-59
  1.083765E-59  7.919288E-60  5.735596E-60  4.145665E-60  3.001722E-60  2.173753E-60  1.546297E-60  1.109957E-60
  7.891885E-61  5.636602E-61  3.894694E-61  2.722147E-61  1.890444E-61  1.301305E-61  8.878938E-62  5.994639E-62
  4.066732E-62  2.720049E-62  1.794816E-62  1.183260E-62  7.706016E-63  5.031433E-63  3.196726E-63  2.072984E-63
  1.315616E-63  8.464692E-64  5.383041E-64  3.412669E-64  2.173492E-64  1.398951E-64  8.943821E-65  5.745971E-65
  3.738077E-65  2.399883E-65  1.552383E-65  9.883752E-66  6.471970E-66  4.194284E-66  2.710046E-66  1.776939E-66
  1.153217E-66  7.619705E-67  4.975046E-67  3.285128E-67  2.179051E-67  1.441059E-67  9.563582E-68  6.309682E-68
  4.211244E-68  2.792816E-68  1.859718E-68  1.249566E-68  8.466830E-69  5.739352E-69  3.902854E-69  2.651314E-69
 -0.440000000000000     
  0.000000E+00  3.025812E-46  1.120474E-45  1.584739E-45  3.168661E-45  7.068407E-45  8.823088E-45  1.098538E-44
  1.388281E-44  2.221161E-44  2.294476E-44  2.785520E-44  3.394599E-44  3.946172E-44  4.451562E-44  4.706418E-44
  6.138585E-44  6.569668E-44  7.136610E-44  7.629127E-44  8.226446E-44  9.192749E-44  1.000003E-43  1.062011E-43
  1.129465E-43  1.250344E-43  1.311317E-43  1.383819E-43  1.460691E-43  1.565280E-43  1.629146E-43  1.698327E-43
  1.696417E-43  1.829081E-43  1.932901E-43  1.932640E-43  2.034326E-43  2.068467E-43  2.171410E-43  2.177640E-43
  2.307673E-43  2.395107E-43  2.395430E-43  2.459131E-43  2.488031E-43  2.633831E-43  2.588852E-43  2.623864E-43
  2.721707E-43  2.771794E-43  2.776810E-43  2.767774E-43  2.919652E-43  2.928038E-43  2.900228E-43  2.955025E-43
  3.027162E-43  3.118859E-43  3.071745E-43  3.162686E-43  3.203652E-43  3.195281E-43  3.236699E-43  3.222018E-43
  3.313757E-43  3.414347E-43  3.322440E-43  3.380066E-43  3.377273E-43  3.529442E-43  3.473650E-43  3.438520E-43
  3.520349E-43  3.454620E-43  3.579095E-43  3.487371E-43  3.483786E-43  3.517643E-43  3.419956E-43  3.442631E-43
  3.322032E-43  3.340166E-43  3.251292E-43  3.207721E-43  3.065016E-43  3.015171E-43  2.897612E-43  2.737560E-43
  2.635208E-43  2.523349E-43  2.388290E-43  2.211713E-43  2.087044E-43  1.950457E-43  1.783111E-43  1.645409E-43
  1.507871E-43  1.362394E-43  1.247516E-43  1.094570E-43  9.787201E-44  8.710015E-44  7.691167E-44  6.655367E-44
  5.636323E-44  5.013793E-44  4.148736E-44  3.496019E-44  2.932683E-44  2.441019E-44  1.985043E-44  1.617715E-44
  1.307086E-44  1.046718E-44  8.313080E-45  6.481767E-45  5.127872E-45  3.866542E-45  2.913389E-45  2.189318E-45
  1.651208E-45  1.209091E-45  8.739626E-46  6.216491E-46  4.396016E-46  3.097193E-46  2.092994E-46  1.426696E-46
  9.541671E-47  6.325548E-47  4.049428E-47  2.571112E-47  1.638457E-47  9.972186E-48  6.052996E-48  3.568063E-48
  2.113493E-48  1.215470E-48  6.828706E-49  3.889738E-49  2.208085E-49  1.258348E-49  7.357474E-50  4.270488E-50
  2.615802E-50  1.641453E-50  1.043488E-50  6.694862E-51  4.269658E-51  2.759355E-51  1.759204E-51  1.098586E-51
  6.883935E-52  4.292255E-52  2.681173E-52  1.653745E-52  1.066672E-52  6.891007E-53  4.529344E-53  2.965667E-53
  1.991389E-53  1.333239E-53  8.637595E-54  5.837264E-54  3.825320E-54  2.547407E-54  1.682432E-54  1.143242E-54
  7.651467E-55  5.226438E-55  3.604545E-55  2.441226E-55  1.700926E-55  1.173055E-55  8.079648E-56  5.551219E-56
  3.874255E-56  2.691628E-56  1.895144E-56  1.328138E-56  9.336370E-57  6.698586E-57  4.694759E-57  3.353788E-57
  2.391949E-57  1.719169E-57  1.223405E-57  8.822291E-58  6.355260E-58  4.583276E-58  3.320597E-58  2.434885E-58
  1.758412E-58  1.285992E-58  9.377405E-59  6.783727E-59  4.965285E-59  3.608542E-59  2.645434E-59  1.926482E-59
  1.401016E-59  1.020879E-59  7.350104E-60  5.299564E-60  3.823304E-60  2.748305E-60  1.940015E-60  1.389867E-60
  9.817818E-61  6.902500E-61  4.769232E-61  3.305995E-61  2.262566E-61  1.540670E-61  1.047436E-61  6.935468E-62
  4.642904E-62  3.068925E-62  1.998334E-62  1.302637E-62  8.434395E-63  5.448853E-63  3.460669E-63  2.225203E-63
  1.418240E-63  9.133051E-64  5.801335E-64  3.683333E-64  2.362779E-64  1.516994E-64  9.693167E-65  6.158711E-65
  4.022942E-65  2.572722E-65  1.671692E-65  1.067293E-65  6.996252E-66  4.564734E-66  2.965544E-66  1.953322E-66
  1.274870E-66  8.405284E-67  5.519522E-67  3.614419E-67  2.393893E-67  1.581610E-67  1.048743E-67  6.988956E-68
  4.723826E-68  3.163174E-68  2.117112E-68  1.421903E-68  9.595457E-69  6.439701E-69  4.329983E-69  2.973569E-69
 -0.430000000000000     
  0.000000E+00  1.086557E-45  3.817569E-45  5.697569E-45  1.111378E-44  2.479304E-44  3.122153E-44  3.890855E-44
  4.858897E-44  7.781554E-44  8.064485E-44  9.778518E-44  1.192278E-43  1.382677E-43  1.561756E-43  1.652007E-43
  2.149178E-43  2.300881E-43  2.502797E-43  2.674417E-43  2.868437E-43  3.209334E-43  3.488172E-43  3.702527E-43
  3.932171E-43  4.341555E-43  4.553901E-43  4.820864E-43  5.061959E-43  5.425631E-43  5.655726E-43  5.887403E-43
  5.871985E-43  6.322342E-43  6.690474E-43  6.667776E-43  7.012150E-43  7.136035E-43  7.481413E-43  7.495930E-43
  7.930354E-43  8.218761E-43  8.225835E-43  8.446241E-43  8.539434E-43  9.022716E-43  8.872478E-43  8.977455E-43
  9.317253E-43  9.482133E-43  9.496327E-43  9.458733E-43  9.955155E-43  1.000260E-42  9.896744E-43  1.009011E-42
  1.032945E-42  1.062947E-42  1.046587E-42  1.079894E-42  1.092652E-42  1.088249E-42  1.102099E-42  1.096177E-42
  1.128698E-42  1.160489E-42  1.129049E-42  1.148006E-42  1.146398E-42  1.196279E-42  1.176956E-42  1.162284E-42
  1.188433E-42  1.162654E-42  1.204147E-42  1.170731E-42  1.165494E-42  1.172982E-42  1.135600E-42  1.139059E-42
  1.094837E-42  1.096601E-42  1.061058E-42  1.041196E-42  9.892175E-43  9.668716E-43  9.223674E-43  8.656228E-43
  8.261374E-43  7.848674E-43  7.366522E-43  6.759057E-43  6.312041E-43  5.845118E-43  5.284767E-43  4.823462E-43
  4.368413E-43  3.899170E-43  3.527446E-43  3.051869E-43  2.692222E-43  2.360241E-43  2.054118E-43  1.749575E-43
  1.457622E-43  1.275563E-43  1.036651E-43  8.575543E-44  7.058859E-44  5.765836E-44  4.592683E-44  3.661830E-44
  2.897206E-44  2.266714E-44  1.757774E-44  1.337244E-44  1.030958E-44  7.574192E-45  5.550615E-45  4.050129E-45
  2.966504E-45  2.103836E-45  1.470630E-45  1.011201E-45  6.901140E-46  4.683496E-46  3.039462E-46  1.989375E-46
  1.276380E-46  8.086030E-47  4.949847E-47  2.996064E-47  1.817818E-47  1.054703E-47  6.098768E-48  3.442031E-48
  1.955004E-48  1.094534E-48  6.060990E-49  3.457422E-49  2.021989E-49  1.203551E-49  7.418547E-50  4.572723E-50
  2.916729E-50  1.882610E-50  1.198978E-50  7.582747E-51  4.719691E-51  2.955935E-51  1.826736E-51  1.120244E-51
  6.989217E-52  4.398993E-52  2.817514E-52  1.798016E-52  1.194417E-52  7.943636E-53  5.242567E-53  3.436339E-53
  2.283472E-53  1.505912E-53  9.691090E-54  6.510794E-54  4.293799E-54  2.891041E-54  1.935269E-54  1.337653E-54
  9.075073E-55  6.255905E-55  4.318828E-55  2.908992E-55  2.020407E-55  1.395024E-55  9.615181E-56  6.672034E-56
  4.695141E-56  3.300028E-56  2.331446E-56  1.633362E-56  1.162469E-56  8.322705E-57  5.867664E-57  4.190433E-57
  2.982195E-57  2.167209E-57  1.552683E-57  1.120999E-57  8.127285E-58  5.891962E-58  4.251600E-58  3.113833E-58
  2.251072E-58  1.641154E-58  1.202024E-58  8.736165E-59  6.406874E-59  4.650388E-59  3.402836E-59  2.461985E-59
  1.799266E-59  1.301434E-59  9.377596E-60  6.706989E-60  4.817263E-60  3.466878E-60  2.433047E-60  1.721741E-60
  1.203089E-60  8.409551E-61  5.771929E-61  3.942075E-61  2.673934E-61  1.805457E-61  1.210029E-61  7.983281E-62
  5.298056E-62  3.469752E-62  2.242624E-62  1.452581E-62  9.328543E-63  6.002266E-63  3.796746E-63  2.430481E-63
  1.536437E-63  9.847528E-64  6.241812E-64  3.966828E-64  2.534926E-64  1.639360E-64  1.049510E-64  6.743182E-65
  4.393064E-65  2.824322E-65  1.838542E-65  1.174865E-65  7.691669E-66  5.016409E-66  3.265569E-66  2.148769E-66
  1.401105E-66  9.301394E-67  6.109779E-67  4.049240E-67  2.698113E-67  1.793616E-67  1.191631E-67  7.896303E-68
  5.312868E-68  3.551122E-68  2.385305E-68  1.615025E-68  1.097607E-68  7.462744E-69  5.069832E-69  3.439962E-69
 -0.420000000000000     
  0.000000E+00  3.803738E-45  1.264728E-44  1.976015E-44  3.813675E-44  8.476526E-44  1.077138E-43  1.344661E-43
  1.660532E-43  2.659119E-43  2.763974E-43  3.347352E-43  4.084442E-43  4.726721E-43  5.344305E-43  5.656152E-43
