#--it-----t--------dt-------EEK-------EEM-------EEGW------hrms------urms------brms------umax------bmax------o2m------divu2m----gg2m-----hhTpt-----hhXpt-----hhTp2-----hhXp2------bxpt-------bypt-------bzpt-------bxp2-------byp2-------bzp2-------uxpt-------uypt-------uzpt-------uxp2-------uyp2-------uzp2----
    0   1.0000  4.42E-05 0.000E+00 7.805E-03 0.000E+00 0.000E+00 0.000E+00 1.249E-01 0.000E+00 4.830E-01 0.000E+00 0.000E+00 0.00E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  -1.841E-02  7.478E-02  4.574E-02  5.665E-02  1.142E-01  2.096E-02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   20   1.0008  3.96E-05 2.356E-04 7.429E-03 6.871E-12 1.324E-08 2.172E-02 1.219E-01 1.269E-01 4.174E-01 2.103E+05 2.088E+03 6.91E-10 1.644E-17 -1.195E-17 -7.538E-17 2.385E-16  -1.458E-02  6.439E-02  7.837E-02  5.476E-02  1.205E-01  2.518E-02  1.608E-02  1.466E-03  -1.134E-02  1.099E-02  7.664E-03  -2.741E-02
   40   1.0016  4.01E-05 3.740E-04 7.185E-03 7.960E-12 3.301E-08 2.736E-02 1.199E-01 1.286E-01 4.089E-01 2.107E+05 1.485E+03 8.00E-10 1.925E-17 1.439E-17 -4.424E-16 -1.600E-16  -1.115E-02  6.768E-02  9.073E-02  8.641E-02  8.894E-02  2.422E-02  -5.911E-03  3.444E-03  -2.217E-02  4.563E-03  6.603E-04  -4.821E-02
   60   1.0024  3.94E-05 4.686E-04 7.008E-03 6.707E-12 4.806E-08 3.062E-02 1.184E-01 1.391E-01 4.002E-01 2.004E+05 1.180E+03 6.74E-10 1.939E-17 1.072E-17 -8.688E-16 -1.131E-15  -1.452E-03  8.672E-02  9.141E-02  9.003E-02  6.721E-02  1.761E-02  -1.503E-02  1.612E-02  -2.846E-02  -3.672E-03  -4.942E-04  -5.696E-02
   80   1.0032  3.93E-05 5.390E-04 6.869E-03 6.418E-12 5.681E-08 3.284E-02 1.172E-01 1.473E-01 4.014E-01 1.905E+05 1.002E+03 6.45E-10 9.358E-18 -1.276E-17 3.224E-16 1.073E-15  2.382E-03  9.249E-02  1.010E-01  9.377E-02  3.153E-02  8.598E-03  -1.825E-02  1.080E-02  -4.238E-02  -8.836E-03  8.074E-03  -6.877E-02
  100   1.0040  3.89E-05 5.936E-04 6.754E-03 6.515E-12 6.156E-08 3.446E-02 1.162E-01 1.577E-01 3.968E-01 1.822E+05 8.882E+02 6.55E-10 1.498E-17 -1.126E-17 -7.239E-16 -2.057E-16  2.462E-02  1.108E-01  9.345E-02  1.027E-01  1.917E-02  1.363E-02  -2.677E-02  1.656E-02  -4.172E-02  5.334E-03  3.411E-03  -6.544E-02
  120   1.0048  3.83E-05 6.371E-04 6.657E-03 6.530E-12 6.469E-08 3.569E-02 1.154E-01 1.601E-01 4.059E-01 1.752E+05 8.092E+02 6.57E-10 1.126E-17 -1.554E-17 3.317E-17 1.169E-15  7.311E-02  1.193E-01  9.052E-02  1.019E-01  1.822E-02  1.827E-02  -3.648E-02  1.944E-02  -4.334E-02  9.832E-03  6.069E-03  -6.565E-02
  140   1.0055  3.86E-05 6.728E-04 6.572E-03 6.444E-12 6.757E-08 3.668E-02 1.146E-01 1.577E-01 3.809E-01 1.692E+05 7.494E+02 6.48E-10 1.265E-18 -1.505E-17 -4.098E-16 -6.116E-16  9.437E-02  1.056E-01  5.714E-02  1.034E-01  7.607E-03  1.359E-02  -3.150E-02  1.055E-02  -3.371E-02  1.632E-02  9.438E-03  -7.052E-02
  160   1.0063  3.84E-05 7.025E-04 6.496E-03 6.478E-12 7.059E-08 3.748E-02 1.140E-01 1.671E-01 4.055E-01 1.640E+05 7.007E+02 6.51E-10 5.608E-18 -8.161E-18 2.910E-17 8.239E-16  9.771E-02  9.840E-02  4.217E-02  9.717E-02  -1.507E-02  1.244E-02  -3.113E-02  8.004E-03  -1.674E-02  1.371E-02  -4.260E-03  -7.239E-02
  180   1.0071  3.83E-05 7.272E-04 6.428E-03 6.487E-12 7.378E-08 3.813E-02 1.134E-01 1.688E-01 3.935E-01 1.595E+05 6.609E+02 6.52E-10 1.978E-17 -3.083E-18 -5.908E-16 -5.118E-16  9.352E-02  1.007E-01  2.487E-02  9.181E-02  -2.771E-02  1.234E-02  -2.774E-02  1.138E-02  -6.047E-03  1.417E-02  -1.169E-02  -6.932E-02
