 -0.885000000000000     
  0.000000E+00  1.433565-101  3.376341-101  6.244888-101  1.475565-100  2.241929-100  2.934114-100  3.654713-100
  2.996581E-28  2.599823E-28  2.071568E-28  1.698659E-28  1.362926E-28  1.026512E-28  7.751630E-29  5.384840E-29
  3.912014E-29  2.709421E-29  1.738658E-29  1.105802E-29  6.522842E-30  3.945474E-30  2.227253E-30  1.157928E-30
  6.048253E-31  2.915996E-31  1.397721E-31  5.913973E-32  2.465800E-32  9.853526E-33  3.746233E-33  1.499688E-33
  6.205755E-34  2.861050E-34  1.332636E-34  6.484529E-35  3.023339E-35  1.410891E-35  6.418485E-36  2.972995E-36
  1.453736E-36  7.370881E-37  3.746760E-37  1.847440E-37  9.328228E-38  4.757340E-38  2.440938E-38  1.289625E-38
  7.028949E-39  3.802200E-39  2.071013E-39  1.090373E-39  6.032434E-40  3.389213E-40  1.879050E-40  1.064916E-40
  5.957168E-41  3.556126E-41  2.004040E-41  1.177318E-41  6.966859E-42  4.133864E-42  2.434257E-42  1.462204E-42
  8.904239E-43  5.386701E-43  3.314713E-43  2.020585E-43  1.277058E-43  7.846179E-44  4.861872E-44  3.058631E-44
  1.958300E-44  1.235699E-44  7.874963E-45  5.030624E-45  3.245270E-45  2.124470E-45  1.357891E-45  8.923004E-46
  5.835359E-46  3.896558E-46  2.550171E-46  1.692228E-46  1.136699E-46  7.556958E-47  5.120020E-47  3.418188E-47
  2.341577E-47  1.594117E-47  1.069389E-47  7.298841E-48  5.042526E-48  3.476627E-48  2.425573E-48  1.638131E-48
  1.161597E-48  8.162480E-49  5.713225E-49  3.987795E-49  2.801040E-49  1.995398E-49  1.402515E-49  9.926258E-50
  7.109553E-50  5.097738E-50  3.645685E-50  2.592019E-50  1.870422E-50  1.363499E-50  9.750250E-51  7.037269E-51
  5.162161E-51  3.790933E-51  2.721522E-51  2.002020E-51  1.461358E-51  1.086800E-51  7.870364E-52  5.872676E-52
  4.277363E-52  3.138871E-52  2.343891E-52  1.693452E-52  1.239844E-52  9.150016E-53  6.675080E-53  4.813963E-53
  3.485903E-53  2.487292E-53  1.768635E-53  1.240664E-53  8.642880E-54  5.967568E-54  4.057088E-54  2.725697E-54
  1.821274E-54  1.208388E-54  7.816027E-55  5.053936E-55  3.259562E-55  2.076126E-55  1.305006E-55  8.320131E-56
  5.242280E-56  3.276581E-56  2.083053E-56  1.311585E-56  8.314841E-57  5.214122E-57  3.301193E-57  2.104748E-57
  1.350955E-57  8.695835E-58  5.538957E-58  3.545830E-58  2.291727E-58  1.490229E-58  9.594740E-59  6.285972E-59
  4.103900E-59  2.696983E-59  1.758105E-59  1.156317E-59  7.694048E-60  5.125509E-60  3.397746E-60  2.274664E-60
  1.540591E-60  1.055877E-60  7.224231E-61  5.095178E-61  3.634260E-61  2.669917E-61  1.995882E-61  1.568722E-61
  1.246108E-61  1.032029E-61  8.826416E-62  7.781592E-62  7.099866E-62  6.653766E-62  6.289394E-62  6.081107E-62
  5.857949E-62  5.634286E-62  5.520354E-62  5.356921E-62  5.314481E-62  5.273620E-62  5.178065E-62  5.130100E-62
  4.972453E-62  4.880991E-62  4.827955E-62  4.792981E-62  4.719322E-62  4.614898E-62  4.534495E-62  4.526624E-62
  4.416361E-62  4.353347E-62  4.340979E-62  4.305824E-62  4.241767E-62  4.153598E-62  4.166541E-62  4.167595E-62
  9.999999999997925E-003
  0.000000E+00  1.820207E-30  1.987289E-29  3.319132E-29  6.407357E-29  8.841070E-29  1.147079E-28  1.676284E-28
  1.866627E-28  2.737524E-28  2.916651E-28  3.401980E-28  4.173062E-28  4.867332E-28  5.112877E-28  5.405856E-28
  6.570493E-28  6.885959E-28  7.298566E-28  7.388309E-28  7.964089E-28  8.883595E-28  8.605416E-28  8.956292E-28
  9.241798E-28  9.962154E-28  9.835354E-28  9.767197E-28  1.063197E-27  1.029213E-27  1.045668E-27  1.109384E-27
  1.072934E-27  1.123013E-27  1.116203E-27  1.093289E-27  1.164770E-27  1.132926E-27  1.165062E-27  1.151280E-27
  1.195681E-27  1.206974E-27  1.195127E-27  1.203204E-27  1.185583E-27  1.230839E-27  1.184237E-27  1.136045E-27
  1.123204E-27  1.093548E-27  1.055814E-27  9.577210E-28  8.815041E-28  8.019732E-28  6.977334E-28  6.145645E-28
  5.208338E-28  4.459647E-28  3.499092E-28  2.823390E-28  2.229556E-28  1.645659E-28  1.219040E-28  8.294052E-29
  5.888245E-29  3.977916E-29  2.484444E-29  1.535255E-29  8.780758E-30  5.138381E-30  2.795131E-30  1.397181E-30
  6.998483E-31  3.222049E-31  1.472215E-31  5.939457E-32  2.367688E-32  9.229166E-33  3.503751E-33  1.450734E-33
  6.370075E-34  3.075185E-34  1.428708E-34  6.819152E-35  3.074407E-35  1.412989E-35  6.511259E-36  3.123863E-36
  1.558434E-36  7.911605E-37  3.975425E-37  1.939479E-37  9.843792E-38  5.082784E-38  2.660391E-38  1.413070E-38
  7.651131E-39  4.144277E-39  2.249392E-39  1.195661E-39  6.673611E-40  3.766251E-40  2.096667E-40  1.181738E-40
  6.690984E-41  3.987900E-41  2.250974E-41  1.330825E-41  7.869079E-42  4.706997E-42  2.769680E-42  1.668840E-42
  1.017794E-42  6.186016E-43  3.802418E-43  2.334369E-43  1.470485E-43  9.157047E-44  5.613694E-44  3.561704E-44
  2.288844E-44  1.444301E-44  9.218517E-45  5.907179E-45  3.833860E-45  2.492676E-45  1.601235E-45  1.050761E-45
  6.885480E-46  4.611036E-46  3.014531E-46  2.006997E-46  1.355482E-46  8.937220E-47  6.096050E-47  4.075120E-47
  2.817608E-47  1.909830E-47  1.289506E-47  8.777685E-48  6.077950E-48  4.175257E-48  2.922855E-48  1.993917E-48
  1.404244E-48  9.890667E-49  6.897967E-49  4.818412E-49  3.407784E-49  2.421585E-49  1.704720E-49  1.213331E-49
  8.671858E-50  6.190805E-50  4.449815E-50  3.176130E-50  2.287781E-50  1.663870E-50  1.197279E-50  8.675784E-51
  6.358859E-51  4.616325E-51  3.352685E-51  2.480080E-51  1.800988E-51  1.335493E-51  9.714682E-52  7.212814E-52
  5.282563E-52  3.871557E-52  2.886264E-52  2.088776E-52  1.535826E-52  1.129715E-52  8.198477E-53  5.874765E-53
  4.269984E-53  3.050773E-53  2.154069E-53  1.505596E-53  1.046582E-53  7.149867E-54  4.863110E-54  3.273928E-54
  2.166524E-54  1.422347E-54  9.247067E-55  5.956092E-55  3.825311E-55  2.415979E-55  1.531814E-55  9.720503E-56
  6.111189E-56  3.827390E-56  2.436445E-56  1.523174E-56  9.635038E-57  6.129356E-57  3.890704E-57  2.465300E-57
  1.583390E-57  1.020457E-57  6.510916E-58  4.174778E-58  2.708421E-58  1.760279E-58  1.133733E-58  7.452695E-59
  4.859413E-59  3.198008E-59  2.088055E-59  1.380879E-59  9.173378E-60  6.094258E-60  4.082576E-60  2.746011E-60
  1.879889E-60  1.301933E-60  9.076006E-61  6.522083E-61  4.758757E-61  3.606880E-61  2.796125E-61  2.288712E-61
  1.881251E-61  1.610305E-61  1.436302E-61  1.299014E-61  1.207083E-61  1.151627E-61  1.107840E-61  1.074054E-61
  1.042505E-61  1.025745E-61  1.002962E-61  9.722104E-62  9.598661E-62  9.567404E-62  9.402444E-62  9.344089E-62
  9.074445E-62  8.877888E-62  8.844901E-62  8.693513E-62  8.621866E-62  8.377460E-62  8.209405E-62  8.216384E-62
  8.024902E-62  7.904570E-62  7.955292E-62  7.853881E-62  7.738234E-62  7.581732E-62  7.567330E-62  7.658261E-62
  1.999999999999793E-002
  0.000000E+00  3.539378E-30  3.857889E-29  6.290132E-29  1.229039E-28  1.699807E-28  2.195195E-28  3.216620E-28
  3.575853E-28  5.257225E-28  5.584464E-28  6.521468E-28  7.975893E-28  9.302089E-28  9.788099E-28  1.031407E-27
  1.252051E-27  1.315116E-27  1.386187E-27  1.405335E-27  1.514764E-27  1.691262E-27  1.634871E-27  1.699498E-27
  1.750204E-27  1.885453E-27  1.865100E-27  1.849587E-27  2.011575E-27  1.943083E-27  1.973592E-27  2.094732E-27
  2.025523E-27  2.117704E-27  2.105291E-27  2.064309E-27  2.199176E-27  2.134594E-27  2.200626E-27  2.169615E-27
  2.251971E-27  2.271883E-27  2.249426E-27  2.259945E-27  2.222574E-27  2.304511E-27  2.207557E-27  2.107750E-27
  2.076083E-27  2.009105E-27  1.925989E-27  1.735049E-27  1.582414E-27  1.426085E-27  1.225804E-27  1.067628E-27
  8.934850E-28  7.546134E-28  5.825959E-28  4.622583E-28  3.589723E-28  2.594636E-28  1.883612E-28  1.254049E-28
  8.691150E-29  5.719676E-29  3.472379E-29  2.081661E-29  1.152535E-29  6.512280E-30  3.406556E-30  1.633866E-30
  7.831676E-31  3.436204E-31  1.495886E-31  5.770388E-32  2.220567E-32  8.619171E-33  3.364856E-33  1.465807E-33
  6.776050E-34  3.315684E-34  1.505927E-34  6.971046E-35  3.080042E-35  1.428469E-35  6.773152E-36  3.344403E-36
  1.673806E-36  8.390086E-37  4.176351E-37  2.043756E-37  1.057876E-37  5.515913E-38  2.910771E-38  1.537693E-38
  8.278898E-39  4.497180E-39  2.463869E-39  1.325152E-39  7.397688E-40  4.172544E-40  2.338137E-40  1.324577E-40
  7.562737E-41  4.495806E-41  2.544917E-41  1.508058E-41  8.940656E-42  5.372596E-42  3.162680E-42  1.912469E-42
  1.167265E-42  7.113987E-43  4.395287E-43  2.689976E-43  1.681839E-43  1.063762E-43  6.502290E-44  4.139841E-44
  2.661796E-44  1.684764E-44  1.079664E-44  6.922065E-45  4.497341E-45  2.948565E-45  1.882541E-45  1.246267E-45
  8.192290E-46  5.441290E-46  3.579360E-46  2.389322E-46  1.617849E-46  1.068036E-46  7.266071E-47  4.892722E-47
  3.358357E-47  2.298558E-47  1.547280E-47  1.060514E-47  7.312369E-48  5.058658E-48  3.532245E-48  2.404447E-48
  1.687706E-48  1.193567E-48  8.360731E-49  5.868743E-49  4.137278E-49  2.940125E-49  2.080723E-49  1.471974E-49
  1.054397E-49  7.575982E-50  5.465182E-50  3.859319E-50  2.817140E-50  2.055704E-50  1.460538E-50  1.065364E-50
  7.805742E-51  5.761091E-51  4.132749E-51  3.042285E-51  2.214248E-51  1.650850E-51  1.199865E-51  8.892520E-52
  6.538599E-52  4.790491E-52  3.555462E-52  2.577283E-52  1.892153E-52  1.387763E-52  1.006481E-52  7.219369E-53
  5.220650E-53  3.693224E-53  2.615449E-53  1.829139E-53  1.261333E-53  8.641470E-54  5.822999E-54  3.896867E-54
  2.570168E-54  1.691364E-54  1.088248E-54  6.979143E-55  4.480459E-55  2.843804E-55  1.785012E-55  1.134584E-55
  7.136222E-56  4.469781E-56  2.843578E-56  1.786871E-56  1.137263E-56  7.137068E-57  4.522715E-57  2.889542E-57
  1.859452E-57  1.199178E-57  7.653858E-58  4.914588E-58  3.180822E-58  2.071399E-58  1.339170E-58  8.788948E-59
  5.748858E-59  3.793268E-59  2.481750E-59  1.639916E-59  1.097409E-59  7.352493E-60  4.936045E-60  3.346189E-60
  2.311526E-60  1.631302E-60  1.154526E-60  8.524823E-61  6.419250E-61  5.064801E-61  4.089669E-61  3.473015E-61
  2.952903E-61  2.605487E-61  2.392583E-61  2.203442E-61  2.099052E-61  2.018427E-61  1.967519E-61  1.933736E-61
  1.874836E-61  1.830837E-61  1.794916E-61  1.741667E-61  1.743159E-61  1.716469E-61  1.703031E-61  1.679423E-61
  1.632999E-61  1.603526E-61  1.593670E-61  1.575668E-61  1.552597E-61  1.512802E-61  1.481771E-61  1.485141E-61
  1.448038E-61  1.433365E-61  1.432600E-61  1.419677E-61  1.397062E-61  1.371835E-61  1.360560E-61  1.380328E-61
  2.999999999999793E-002
  0.000000E+00  6.127489E-30  7.428041E-29  1.182523E-28  2.339804E-28  3.246021E-28  4.171335E-28  6.128701E-28
  6.803356E-28  1.002718E-27  1.061899E-27  1.241156E-27  1.513560E-27  1.765439E-27  1.860660E-27  1.953775E-27
  2.368480E-27  2.493265E-27  2.614320E-27  2.653830E-27  2.860251E-27  3.196537E-27  3.083652E-27  3.201878E-27
  3.290751E-27  3.542404E-27  3.512530E-27  3.478618E-27  3.778552E-27  3.643041E-27  3.699399E-27  3.927662E-27
  3.797010E-27  3.966204E-27  3.943727E-27  3.871157E-27  4.123383E-27  3.994784E-27  4.128327E-27  4.060343E-27
  4.211895E-27  4.246366E-27  4.203160E-27  4.213536E-27  4.134882E-27  4.280169E-27  4.081084E-27  3.877054E-27
  3.803120E-27  3.656414E-27  3.478498E-27  3.110815E-27  2.809869E-27  2.507058E-27  2.128017E-27  1.831601E-27
  1.512723E-27  1.259430E-27  9.560660E-28  7.454093E-28  5.687634E-28  4.022502E-28  2.858997E-28  1.860792E-28
  1.257567E-28  8.050981E-29  4.744599E-29  2.754920E-29  1.474009E-29  8.025199E-30  4.028081E-30  1.850104E-30
  8.470501E-31  3.537695E-31  1.469650E-31  5.460590E-32  2.064854E-32  8.197592E-33  3.371508E-33  1.539633E-33
  7.295758E-34  3.511099E-34  1.551838E-34  6.989090E-35  3.098046E-35  1.482007E-35  7.214423E-36  3.587585E-36
  1.777102E-36  8.811792E-37  4.396150E-37  2.184826E-37  1.153353E-37  6.022097E-38  3.166549E-38  1.662204E-38
  8.974641E-39  4.892414E-39  2.720184E-39  1.473850E-39  8.203071E-40  4.627106E-40  2.604880E-40  1.495075E-40
  8.523035E-41  5.077938E-41  2.890829E-41  1.710300E-41  1.020649E-41  6.123692E-42  3.625652E-42  2.195414E-42
  1.343253E-42  8.199932E-43  5.103184E-43  3.101331E-43  1.953857E-43  1.226897E-43  7.596377E-44  4.814575E-44
  3.099726E-44  1.971560E-44  1.265524E-44  8.116665E-45  5.275599E-45  3.487578E-45  2.220641E-45  1.477447E-45
  9.716831E-46  6.451699E-46  4.266036E-46  2.846623E-46  1.925483E-46  1.283076E-46  8.708390E-47  5.862112E-47
  4.011965E-47  2.750160E-47  1.847761E-47  1.271297E-47  8.779750E-48  6.090052E-48  4.263018E-48  2.888227E-48
  2.044458E-48  1.446923E-48  1.016507E-48  7.130358E-49  5.005043E-49  3.579282E-49  2.524627E-49  1.793659E-49
  1.287373E-49  9.251198E-50  6.641831E-50  4.741214E-50  3.420914E-50  2.505022E-50  1.797868E-50  1.297962E-50
  9.554954E-51  6.996024E-51  5.057515E-51  3.735122E-51  2.728319E-51  2.029634E-51  1.468974E-51  1.100081E-51
  7.996562E-52  5.878204E-52  4.382622E-52  3.158838E-52  2.309728E-52  1.699417E-52  1.234378E-52  8.805805E-53
  6.357869E-53  4.520376E-53  3.176114E-53  2.198518E-53  1.519781E-53  1.031905E-53  6.962038E-54  4.627337E-54
  3.047504E-54  1.988064E-54  1.281353E-54  8.200353E-55  5.248956E-55  3.301243E-55  2.083112E-55  1.321421E-55
  8.312223E-56  5.203454E-56  3.314270E-56  2.080616E-56  1.315622E-56  8.381600E-57  5.341952E-57  3.388320E-57
  2.179646E-57  1.407792E-57  9.010619E-58  5.783817E-58  3.758483E-58  2.448205E-58  1.580852E-58  1.042906E-58
  6.823100E-59  4.504524E-59  2.955451E-59  1.963303E-59  1.314031E-59  8.847101E-60  6.000698E-60  4.117381E-60
  2.888938E-60  2.069146E-60  1.513629E-60  1.150718E-60  8.982805E-61  7.356246E-61  6.178650E-61  5.442190E-61
  4.793240E-61  4.308477E-61  4.051410E-61  3.794552E-61  3.632010E-61  3.579060E-61  3.491712E-61  3.436560E-61
  3.372773E-61  3.288368E-61  3.239756E-61  3.134815E-61  3.128796E-61  3.092152E-61  3.048207E-61  3.014699E-61
  2.913339E-61  2.891659E-61  2.854830E-61  2.831946E-61  2.778567E-61  2.706809E-61  2.656815E-61  2.665357E-61
  2.612263E-61  2.574881E-61  2.571999E-61  2.547645E-61  2.500049E-61  2.457971E-61  2.457184E-61  2.484382E-61
  3.999999999999793E-002
  0.000000E+00  1.016317E-29  1.418829E-28  2.205963E-28  4.422102E-28  6.157434E-28  7.872222E-28  1.159681E-27
  1.285786E-27  1.899675E-27  2.005703E-27  2.345501E-27  2.852215E-27  3.327911E-27  3.512628E-27  3.675117E-27
  4.448507E-27  4.692911E-27  4.896891E-27  4.976178E-27  5.362672E-27  5.998558E-27  5.775249E-27  5.990291E-27
  6.143985E-27  6.607955E-27  6.570444E-27  6.498607E-27  7.047705E-27  6.784151E-27  6.887929E-27  7.314151E-27
  7.068836E-27  7.378691E-27  7.338246E-27  7.210951E-27  7.678500E-27  7.426734E-27  7.692718E-27  7.547036E-27
  7.823637E-27  7.882100E-27  7.797642E-27  7.798645E-27  7.634465E-27  7.886082E-27  7.482398E-27  7.070558E-27
  6.904638E-27  6.591662E-27  6.220094E-27  5.519677E-27  4.935238E-27  4.357113E-27  3.650344E-27  3.102931E-27
  2.527445E-27  2.073023E-27  1.546197E-27  1.183704E-27  8.866591E-28  6.130742E-28  4.261640E-28  2.708869E-28
  1.783160E-28  1.108908E-28  6.334564E-29  3.556283E-29  1.835459E-29  9.607557E-30  4.616779E-30  2.027177E-30
  8.853559E-31  3.521545E-31  1.403470E-31  5.094425E-32  1.943292E-32  8.085203E-33  3.522151E-33  1.649296E-33
  7.774702E-34  3.617726E-34  1.572777E-34  6.998734E-35  3.182677E-35  1.579700E-35  7.759847E-36  3.807517E-36
  1.863088E-36  9.267662E-37  4.684362E-37  2.366443E-37  1.258556E-37  6.547814E-38  3.424537E-38  1.799959E-38
  9.822356E-39  5.362937E-39  3.012319E-39  1.634412E-39  9.110227E-40  5.158187E-40  2.905855E-40  1.683735E-40
  9.545561E-41  5.734196E-41  3.282038E-41  1.940804E-41  1.163671E-41  6.970997E-42  4.161156E-42  2.518576E-42
  1.547377E-42  9.454437E-43  5.898000E-43  3.594063E-43  2.298129E-43  1.421019E-43  8.889535E-44  5.624706E-44
  3.628807E-44  2.311991E-44  1.484213E-44  9.560173E-45  6.228005E-45  4.094147E-45  2.628614E-45  1.739960E-45
  1.144062E-45  7.678918E-46  5.066903E-46  3.380248E-46  2.287212E-46  1.524262E-46  1.040072E-46  6.973524E-47
  4.829392E-47  3.285356E-47  2.224895E-47  1.522578E-47  1.056519E-47  7.301512E-48  5.126092E-48  3.502047E-48
  2.481210E-48  1.752529E-48  1.224924E-48  8.589598E-49  6.088044E-49  4.342746E-49  3.062253E-49  2.184709E-49
  1.567996E-49  1.120619E-49  8.099910E-50  5.784886E-50  4.188184E-50  3.052161E-50  2.193811E-50  1.599578E-50
  1.174155E-50  8.570607E-51  6.219774E-51  4.603508E-51  3.345399E-51  2.486928E-51  1.814644E-51  1.340812E-51
  9.888131E-52  7.226648E-52  5.369512E-52  3.886274E-52  2.857601E-52  2.087807E-52  1.507835E-52  1.073292E-52
  7.745632E-53  5.460755E-53  3.833238E-53  2.667305E-53  1.824529E-53  1.238455E-53  8.277477E-54  5.521058E-54
  3.597848E-54  2.346504E-54  1.504196E-54  9.591648E-55  6.130464E-55  3.874475E-55  2.435005E-55  1.543128E-55
  9.694876E-56  6.091172E-56  3.879995E-56  2.433290E-56  1.553802E-56  9.770635E-57  6.201441E-57  3.967960E-57
  2.558941E-57  1.653234E-57  1.057917E-57  6.811234E-58  4.415532E-58  2.880175E-58  1.869865E-58  1.229992E-58
  8.063009E-59  5.349151E-59  3.520396E-59  2.345286E-59  1.583720E-59  1.074266E-59  7.362965E-60  5.129207E-60
  3.669840E-60  2.710072E-60  2.028110E-60  1.603653E-60  1.305284E-60  1.115326E-60  9.660476E-61  8.835091E-61
  7.925326E-61  7.300124E-61  6.928723E-61  6.581106E-61  6.394021E-61  6.302628E-61  6.165270E-61  6.089949E-61
  5.953543E-61  5.883683E-61  5.774137E-61  5.606498E-61  5.608169E-61  5.530794E-61  5.431913E-61  5.398775E-61
  5.239940E-61  5.140298E-61  5.105266E-61  5.028234E-61  4.953843E-61  4.829442E-61  4.730093E-61  4.730678E-61
  4.658534E-61  4.596374E-61  4.584499E-61  4.556738E-61  4.480793E-61  4.404520E-61  4.413323E-61  4.449972E-61
  4.999999999999792E-002
  0.000000E+00  1.774862E-29  2.689118E-28  4.084583E-28  8.298916E-28  1.160325E-27  1.475824E-27  2.179663E-27
  2.414297E-27  3.575294E-27  3.763614E-27  4.401809E-27  5.338136E-27  6.231577E-27  6.586493E-27  6.865815E-27
  8.297112E-27  8.771037E-27  9.111242E-27  9.266531E-27  9.984883E-27  1.117800E-26  1.074118E-26  1.113053E-26
  1.139270E-26  1.224022E-26  1.220886E-26  1.206058E-26  1.305473E-26  1.255032E-26  1.274089E-26  1.352946E-26
  1.307123E-26  1.363767E-26  1.356535E-26  1.334404E-26  1.420302E-26  1.371787E-26  1.423991E-26  1.393397E-26
  1.443447E-26  1.453130E-26  1.436370E-26  1.432993E-26  1.399021E-26  1.441420E-26  1.360552E-26  1.278442E-26
  1.242340E-26  1.177111E-26  1.101193E-26  9.692060E-27  8.573742E-27  7.485638E-27  6.186938E-27  5.190544E-27
  4.166945E-27  3.364845E-27  2.464008E-27  1.850828E-27  1.359739E-27  9.184010E-28  6.236792E-28  3.867615E-28
  2.476742E-28  1.493829E-28  8.259004E-29  4.474720E-29  2.223534E-29  1.116397E-29  5.124635E-30  2.148672E-30
  8.950680E-31  3.402533E-31  1.315436E-31  4.769643E-32  1.889745E-32  8.311926E-33  3.771731E-33  1.762786E-33
  8.094718E-34  3.639550E-34  1.589845E-34  7.138621E-35  3.355319E-35  1.705963E-35  8.303096E-36  3.994684E-36
  1.948125E-36  9.860742E-37  5.053883E-37  2.570059E-37  1.360689E-37  7.071633E-38  3.706606E-38  1.966272E-38
  1.085562E-38  5.925824E-39  3.336778E-39  1.806413E-39  1.014746E-39  5.777801E-40  3.259722E-40  1.884009E-40
  1.068869E-40  6.472898E-41  3.715494E-41  2.205744E-41  1.319952E-41  7.949815E-42  4.762963E-42  2.886628E-42
  1.781010E-42  1.089086E-42  6.780780E-43  4.176671E-43  2.669615E-43  1.662849E-43  1.034650E-43  6.590689E-44
  4.249414E-44  2.704906E-44  1.742402E-44  1.124918E-44  7.348998E-45  4.807786E-45  3.107878E-45  2.049702E-45
  1.354179E-45  9.105596E-46  5.999821E-46  4.018659E-46  2.723683E-46  1.811231E-46  1.237049E-46  8.328923E-47
  5.773815E-47  3.945046E-47  2.678437E-47  1.833589E-47  1.270516E-47  8.820420E-48  6.169431E-48  4.224050E-48
  2.970627E-48  2.107815E-48  1.479529E-48  1.043546E-48  7.366679E-49  5.252423E-49  3.726138E-49  2.642087E-49
  1.901642E-49  1.368941E-49  9.919661E-50  7.022361E-50  5.124479E-50  3.756564E-50  2.675091E-50  1.949326E-50
  1.431346E-50  1.061438E-50  7.629795E-51  5.620071E-51  4.098880E-51  3.067852E-51  2.220219E-51  1.658031E-51
  1.210360E-51  8.905337E-52  6.601412E-52  4.753675E-52  3.471508E-52  2.544508E-52  1.840555E-52  1.309226E-52
  9.402199E-53  6.618321E-53  4.639150E-53  3.191272E-53  2.185576E-53  1.476665E-53  9.882121E-54  6.497002E-54
  4.251581E-54  2.760889E-54  1.766264E-54  1.122393E-54  7.170340E-55  4.502822E-55  2.827214E-55  1.794612E-55
  1.129489E-55  7.076897E-56  4.509222E-56  2.841318E-56  1.797728E-56  1.146448E-56  7.328689E-57  4.655876E-57
  3.000725E-57  1.942047E-57  1.246708E-57  8.015095E-58  5.217381E-58  3.406224E-58  2.206120E-58  1.461471E-58
  9.606920E-59  6.368024E-59  4.215359E-59  2.826158E-59  1.916660E-59  1.317676E-59  9.163826E-60  6.496375E-60
  4.770609E-60  3.624409E-60  2.838382E-60  2.335109E-60  1.971857E-60  1.742612E-60  1.568691E-60  1.465878E-60
  1.337724E-60  1.247723E-60  1.203807E-60  1.147030E-60  1.120612E-60  1.111949E-60  1.090434E-60  1.082238E-60
  1.061933E-60  1.038490E-60  1.024916E-60  9.963267E-61  9.911183E-61  9.809436E-61  9.683453E-61  9.563666E-61
  9.292545E-61  9.113502E-61  9.098283E-61  8.954479E-61  8.762803E-61  8.557433E-61  8.413632E-61  8.455637E-61
  8.286618E-61  8.138844E-61  8.158551E-61  8.076299E-61  7.962779E-61  7.811045E-61  7.781114E-61  7.909288E-61
  5.999999999999792E-002
  0.000000E+00  3.414596E-29  5.058291E-28  7.508946E-28  1.546901E-27  2.172313E-27  2.749016E-27  4.069996E-27
  4.504634E-27  6.685406E-27  7.017296E-27  8.204806E-27  9.923826E-27  1.159278E-26  1.226854E-26  1.274108E-26
  1.537012E-26  1.628023E-26  1.684217E-26  1.713972E-26  1.846520E-26  2.068635E-26  1.984091E-26  2.054335E-26
  2.098437E-26  2.251812E-26  2.253764E-26  2.223823E-26  2.401865E-26  2.306790E-26  2.341696E-26  2.486245E-26
  2.401081E-26  2.504475E-26  2.491630E-26  2.453468E-26  2.609860E-26  2.517748E-26  2.618769E-26  2.555677E-26
  2.645416E-26  2.660998E-26  2.627319E-26  2.614249E-26  2.544582E-26  2.613704E-26  2.453596E-26  2.291853E-26
  2.215281E-26  2.082175E-26  1.930118E-26  1.684091E-26  1.473178E-26  1.271255E-26  1.036040E-26  8.572738E-27
  6.778415E-27  5.385225E-27  3.868645E-27  2.849010E-27  2.050880E-27  1.351918E-27  8.958535E-28  5.413874E-28
  3.368312E-28  1.967136E-28  1.050894E-28  5.483893E-29  2.618454E-29  1.258081E-29  5.505459E-30  2.204041E-30
  8.774927E-31  3.215127E-31  1.228491E-31  4.573577E-32  1.919245E-32  8.806146E-33  4.047566E-33  1.851381E-33
  8.224378E-34  3.626923E-34  1.627280E-34  7.489365E-35  3.594392E-35  1.833432E-35  8.779207E-36  4.184826E-36
  2.057920E-36  1.062546E-36  5.475769E-37  2.774658E-37  1.459431E-37  7.625725E-38  4.039185E-38  2.165205E-38
  1.203502E-38  6.579151E-39  3.699723E-39  1.998298E-39  1.133310E-39  6.477949E-40  3.682923E-40  2.104906E-40
  1.205768E-40  7.314868E-41  4.207292E-41  2.511951E-41  1.495887E-41  9.099365E-42  5.441311E-42  3.307539E-42
  2.048798E-42  1.255868E-42  7.822226E-43  4.835334E-43  3.055441E-43  1.944020E-43  1.200749E-43  7.694021E-44
  4.957017E-44  3.161378E-44  2.046344E-44  1.315996E-44  8.626320E-45  5.687595E-45  3.664529E-45  2.428013E-45
  1.610732E-45  1.074585E-45  7.116418E-46  4.779332E-46  3.249592E-46  2.169941E-46  1.476636E-46  9.984548E-47
  6.862157E-47  4.723729E-47  3.186689E-47  2.200177E-47  1.521974E-47  1.060332E-47  7.443550E-48  5.068651E-48
  3.576923E-48  2.549241E-48  1.797237E-48  1.265612E-48  8.881124E-49  6.374818E-49  4.510610E-49  3.214079E-49
  2.311366E-49  1.663753E-49  1.199653E-49  8.591837E-50  6.207081E-50  4.557968E-50  3.279823E-50  2.375910E-50
  1.754910E-50  1.279313E-50  9.302351E-51  6.899076E-51  5.038819E-51  3.740538E-51  2.718481E-51  2.026956E-51
  1.481522E-51  1.084782E-51  8.067297E-52  5.822590E-52  4.261876E-52  3.108833E-52  2.246471E-52  1.585149E-52
  1.138571E-52  8.017280E-53  5.575003E-53  3.843516E-53  2.618017E-53  1.759674E-53  1.166804E-53  7.739382E-54
  5.002756E-54  3.234275E-54  2.065985E-54  1.312896E-54  8.361430E-55  5.258179E-55  3.311134E-55  2.095067E-55
  1.315388E-55  8.287641E-56  5.287482E-56  3.314635E-56  2.121184E-56  1.336947E-56  8.508334E-57  5.448594E-57
  3.520828E-57  2.278182E-57  1.462489E-57  9.439338E-58  6.133737E-58  4.007270E-58  2.616473E-58  1.726245E-58
  1.136220E-58  7.600346E-59  5.042926E-59  3.410878E-59  2.343763E-59  1.629015E-59  1.157070E-59  8.416224E-60
  6.387967E-60  5.032143E-60  4.078707E-60  3.500488E-60  3.049299E-60  2.785121E-60  2.571320E-60  2.444862E-60
